,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
15:41:54.250,1.7,0.1,208.0,2350.0,0.1,0.0,0.0,90.0,0.0,30.0,32.0,42.0,0.0,64.0,82.0,77.0,19.0,47.0,85.0,40.0,57.0,19.0,0.0,1.0,50.0
15:42:00.275,2.0,0.1,132.0,2028.0,0.1,0.0,0.0,110.0,20.0,250.0,93.0,0.0,12.0,83.0,51.0,75.0,81.0,72.0,120.0,55.0,32.0,0.0,0.0,1.0,40.0
15:42:06.073,1.3,0.1,250.0,431.0,0.1,0.0,0.0,120.0,20.0,40.0,9.0,78.0,9.0,45.0,120.0,120.0,72.0,44.0,87.0,35.0,8.0,42.0,0.0,1.0,40.0
15:42:10.817,0.0,0.1,25.0,1695.0,0.1,0.0,0.0,110.0,50.0,20.0,85.0,0.0,40.0,49.0,120.0,45.0,33.0,105.0,18.0,120.0,55.0,0.0,0.0,1.0,35.0
15:42:16.149,1.1,0.1,207.0,5000.0,0.1,0.0,0.0,130.0,50.0,130.0,0.0,43.0,11.0,110.0,120.0,29.0,76.0,45.0,120.0,27.0,117.0,120.0,0.0,1.0,45.0
15:42:30.033,0.0,0.1,40.0,175.0,0.1,0.0,0.0,0.0,130.0,180.0,97.0,100.0,40.0,108.0,85.0,0.0,0.0,47.0,60.0,7.0,74.0,69.0,0.0,1.0,10.0
15:42:37.464,0.9,0.1,250.0,2680.0,0.1,0.0,0.0,60.0,130.0,70.0,38.0,76.0,18.0,53.0,0.0,0.0,120.0,103.0,117.0,26.0,29.0,0.0,0.0,1.0,45.0
15:42:43.124,0.9,0.1,150.0,0.0,0.1,0.0,0.0,90.0,20.0,50.0,60.0,93.0,40.0,0.0,53.0,120.0,73.0,61.0,53.0,51.0,120.0,0.0,0.0,1.0,20.0
15:42:47.250,2.0,0.1,73.0,0.0,0.1,0.0,0.0,100.0,80.0,120.0,100.0,100.0,11.0,25.0,33.0,48.0,68.0,120.0,76.0,58.0,82.0,4.0,0.0,1.0,45.0
15:42:52.465,0.7,0.1,198.0,3073.0,0.1,0.0,0.0,40.0,0.0,20.0,23.0,13.0,40.0,42.0,120.0,106.0,0.0,76.0,0.0,64.0,44.0,34.0,0.0,1.0,45.0
15:42:58.077,1.1,0.1,121.0,4053.0,0.1,0.0,0.0,20.0,130.0,140.0,0.0,70.0,26.0,0.0,79.0,68.0,120.0,115.0,96.0,120.0,26.0,115.0,0.0,1.0,50.0
15:43:14.494,1.1,0.1,75.0,0.0,0.1,0.0,0.0,70.0,50.0,210.0,0.0,1.0,31.0,35.0,69.0,20.0,120.0,17.0,37.0,20.0,120.0,0.0,0.0,1.0,50.0
15:43:21.405,2.0,0.1,25.0,0.0,0.1,0.0,0.0,10.0,130.0,140.0,0.0,9.0,20.0,96.0,34.0,117.0,13.0,120.0,99.0,66.0,62.0,90.0,0.0,1.0,30.0
15:43:26.013,1.8,0.1,25.0,2998.0,0.1,0.0,0.0,130.0,110.0,160.0,0.0,59.0,15.0,18.0,0.0,9.0,70.0,0.0,92.0,120.0,57.0,66.0,0.0,1.0,35.0
