time_stamp,MODE,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
17:42:37,STABILIZE,1500.0,-35.3632622,149.1652375,0.0,-1.0,1.0,-1.0,0.0,1.0,-1000.0,0.0,0.5,0.5,-0.0008502777491230518,0.0009660572104621679,0.023716946132481098,0.00025449186796322465,0.0002501012058928609,0.0017155040404759347
17:42:41,AUTO,1500.0,-35.3632622,149.1652376,0.0,-1.0,2.0,2.0,0.0,2.0,-1000.0,0.0,0.5,0.0,-0.0008406658889725804,0.0009843407897278666,0.022584980353713036,0.0002947436005342752,0.0002619715523906052,0.0014349197736009955
17:42:43,AUTO,1500.0,-35.3632621,149.16523745,0.0,0.0,0.0,0.5,0.0,1.5,-1000.0,0.5,1.0,1.0,-0.0006623473018407822,0.0013875805889256299,0.0220686299726367,0.00020888610742986202,0.0003286386199761182,0.0014691410469822586
17:42:44,AUTO,109835.0,-35.3632621,149.165237475,12.0,0.0,0.0,-10.0,0.0,0.5,-1058.5,5.75,-1.75,0.5,0.001000935739284614,0.0009477882704231888,0.021744132973253727,0.005768839968368411,-0.002251290876301937,0.0013759165303781629
17:42:45,AUTO,109835.0,-35.3632621,149.1652375,299.0,0.0,0.0,-85.5,0.0,0.0,-1117.5,-8.0,4.5,0.5,0.002284931601025164,0.0007686937606194988,0.021703334525227547,-0.009052106644958258,0.003914811182767153,0.0010326387418899685
17:42:47,AUTO,109835.0,-35.3632615,149.1652403,3112.0,8.5,47.0,-146.0,1.5,-9.5,-991.0,-72.5,57.5,-69.5,0.052425650879740715,0.0014592921361327171,-0.01911566685885191,-0.07304059364832938,0.057534103747457266,-0.06985176913440228
17:42:49,AUTO,109835.0,-35.363261,149.1652455,6165.5,-2.0,-31.5,-149.0,-1.0,3.5,-1002.0,51.5,-1.5,-7.0,-0.0636188481003046,-0.007060864940285683,-0.09219584986567497,0.05143836513161659,-0.002237773791421205,-0.0069395797327160835
17:42:50,AUTO,85380.0,-35.36326145,149.165238525,8102.75,-5.75,-51.5,-151.5,-6.5,12.0,-1003.0,64.75,11.75,2.0,0.014206742634996772,0.003097480832366273,-0.09590745158493519,0.06455080211162567,0.01142931473441422,0.00325113013968803
17:42:51,AUTO,85380.0,-35.363262,149.16523495,9282.0,-9.5,-20.0,-153.5,-1.0,5.5,-1000.0,40.0,-12.0,21.5,0.060310887172818184,0.008113604737445712,-0.09135647863149643,0.03984409011900425,-0.012761891819536686,0.022050877334550023
17:42:53,AUTO,85380.0,-35.3632623,149.16523635,12378.0,5.0,3.5,-152.0,0.0,-1.5,-1001.5,7.5,6.0,-29.0,-0.012816634960472584,-0.0009408461410203017,-0.10674301534891129,0.007583506987430155,0.006041140528395772,-0.029347793199121952
17:42:55,AUTO,126908.0,-35.363261550000004,149.1652355,15498.0,-0.5,-1.0,-153.0,-1.0,0.0,-999.5,3.0,1.0,-11.0,0.009372867178171873,0.0068490172270685434,-0.1491607129573822,0.002643161569721997,0.0005992892547510564,-0.0111117004416883
17:42:57,AUTO,168436.0,-35.3632616,149.16523575000002,18613.5,-3.0,5.0,-153.0,0.0,0.0,-999.5,-1.5,0.5,-19.0,0.004005868686363101,0.0039818547666072845,-0.17765287309885025,-0.0023896783677628264,9.893003152683377e-05,-0.019311875104904175
17:42:59,AUTO,168436.0,-35.3632618,149.16523635,21734.0,-2.0,4.0,-153.0,0.0,0.0,-1000.0,1.0,2.0,-22.5,0.0023253258550539613,0.0030879584373906255,-0.21678458154201508,0.0007502070220652968,0.001697664672974497,-0.023038428276777267
17:43:00,AUTO,3443.0,-35.36326185,149.16523657499997,23678.0,-2.0,3.0,-153.0,0.0,0.0,-999.75,1.0,0.25,-18.75,0.002419170457869768,0.00274318183073774,-0.24188760668039322,0.0003874480607919395,-0.0005068988975835964,-0.01887266058474779
