time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro
11:11:02,STABILIZE,-0.0004585821880027652,0.0010514975292608142,0.024373115971684456,0.00013208342716097832,0.0003394016530364752,0.00190039596054703,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,16243.0,0.0,1.0,-1000.0,0.0,0.0,1.0
11:11:12,STABILIZE,-0.0008496748632751405,0.0009634062007535249,0.021019654348492622,0.0002766555699054152,0.0002822527603711933,0.001581593242008239,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,16243.0,0.0,1.5,-1000.0,0.0,0.0,0.5
11:11:15,AUTO,-0.0010325032053515315,0.0009853356750681996,0.020364481024444103,0.0002997970732394606,0.0002203524054493755,0.0013736149412579834,-35.3632622,149.1652375,1.0,-1.0,1.0,1.0,13397.0,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.0,0.3333333333333333
11:11:16,AUTO,-0.0010561668896116316,0.0009917234419845045,0.020294824615120888,0.00026007130509242415,0.00024730307632125914,0.0014037165674380958,-35.3632622,149.1652375,1.5,-1.0,1.0,1.0,13397.0,0.0,1.5,-1000.0,0.5,0.0,0.5
11:11:18,AUTO,-0.0007298850396182388,0.001357194792944938,0.019953085109591484,0.00025320114218629897,0.0002923830761574209,0.0012889867648482323,-35.3632621,149.1652375,7.0,0.0,0.0,0.0,116359.5,0.0,1.5,-1000.0,0.0,0.5,0.5
11:11:20,AUTO,0.0017872426542453468,0.0006645390021731146,0.019583712331950665,-0.0045700258342549205,0.003813339862972498,0.00031939813925419003,-35.3632621,149.1652375,312.5,0.0,0.0,-86.5,219322.0,0.0,0.0,-1119.5,-3.0,4.0,0.0
11:11:21,AUTO,0.03954385407269001,-0.0041960604139603674,0.019468167796730995,0.043326904065907,-0.008923046756535769,0.002883313223719597,-35.363261924999996,149.165238025,1988.75,2.25,17.5,-147.0,146913.0,0.0,-2.0,-1006.5,43.5,-8.0,2.0
11:11:22,AUTO,0.050745001062750816,0.0026438473723828793,-0.01978558348491788,-0.08287228643894196,0.06074191816151142,-0.07423124089837074,-35.3632615,149.16524045,3141.0,8.5,49.0,-146.0,146913.0,1.5,-9.0,-990.5,-82.0,60.5,-74.5
11:11:24,AUTO,-0.0757584311068058,0.029375825077295303,-0.12312629818916321,0.04401159845292568,0.008029419928789139,-0.06340378522872925,-35.3632594,149.1652458,6187.0,1.5,-30.5,-148.0,103138.0,-4.0,2.0,-1004.0,44.0,8.0,-63.0
11:11:26,AUTO,0.028580215759575367,-0.0025762314908206463,-0.1251460164785385,-0.022770527750253677,-0.11859043687582016,0.10633793845772743,-35.36326525,149.1652344,9268.5,-55.0,-29.0,-150.0,59363.0,5.0,14.0,-1001.0,-21.5,-117.5,106.0
11:11:27,AUTO,0.05933012813329697,-0.07612675428390503,-0.026299607241526246,0.03707112465053797,-0.016757024422986433,0.052227942273020744,-35.363267825,149.1652331,11221.25,18.75,18.75,-150.5,211497.0,-0.5,-2.5,-997.75,37.25,-16.0,51.5
11:11:28,AUTO,0.03435472818091512,-0.056987274438142776,-0.02821021107956767,-0.1572009101510048,0.12351386249065399,-0.0941130630671978,-35.36326485,149.16523575,12361.5,73.5,51.0,-142.5,211497.0,-7.5,-17.5,-995.0,-155.5,123.5,-94.0
11:11:30,AUTO,-0.04725324921309948,0.05676622316241264,-0.21131683140993118,0.04939553700387478,0.01463187811896205,-0.03180383611470461,-35.36325454999999,149.16523899999999,15440.5,2.0,-32.0,-152.5,116968.0,-7.5,2.0,-1000.0,50.0,14.5,-31.5
11:11:32,AUTO,0.07621324062347412,0.025580952875316143,-0.21286381781101227,0.02686520339921117,-0.07864638045430183,0.03802258847281337,-35.36326295,149.16523395000002,18538.0,-77.5,30.0,-150.0,22439.0,13.0,8.5,-999.0,27.5,-77.5,37.5
11:11:33,AUTO,-0.03331472142599523,-0.11328768357634544,-0.10779956169426441,-0.1716282181441784,0.0428960332646966,-0.029581028036773205,-35.3632667,149.16524165,20448.75,29.75,57.25,-146.75,114263.0,2.75,-12.75,-1003.75,-170.25,43.5,-30.0
11:11:34,AUTO,-0.13334132730960846,-0.02523728390224278,-0.234943725168705,-0.034715683199465275,0.20208000391721725,-0.16364330798387527,-35.3632628,149.16524375,21569.5,74.5,-24.5,-145.0,114263.0,-12.5,-11.5,-1000.0,-33.5,202.0,-163.0
11:11:36,AUTO,0.08748742565512657,-0.021187412552535534,-0.0588594414293766,-0.03861263208091259,-0.01402406138367951,-0.027262025512754917,-35.3632621,149.16522989999999,23673.0,-24.0,-7.0,-53.0,188768.0,2.0,5.5,-965.0,-37.0,-13.0,-26.5
11:11:38,AUTO,-0.017441749572753906,0.006980807287618518,-0.06925717741250992,-0.007968313992023468,0.028563630767166615,-0.0034275486832484603,-35.3632623,149.1652368,24206.0,7.5,32.5,-2.0,263273.0,3.0,-3.0,-963.0,-7.0,29.0,-3.0
11:11:39,AUTO,-0.020849840017035604,-0.03627644432708621,-0.07402550615370274,0.11888770759105682,-0.04624142963439226,-0.005494828639712068,-35.363261449999996,149.165238125,24001.25,14.75,-12.0,11.75,264576.0,-5.25,3.0,-1018.5,120.0,-44.75,-5.25
11:11:40,AUTO,-0.013394268229603767,-0.06557400897145271,-0.08136862516403198,-0.24009275436401367,-0.041154926642775536,-0.06302841290744254,-35.3632597,149.1652365,23927.0,45.5,-26.5,2.5,264576.0,-12.0,-3.0,-1010.5,-239.0,-40.0,-63.0
11:11:42,AUTO,0.02626197598874569,-0.14658758789300919,-0.3382445275783539,-0.2383026871830225,-0.05669190734624863,0.020789447706192732,-35.3632401,149.16522500000002,23835.5,193.0,-72.0,4.5,227725.0,-42.0,-23.5,-1002.0,-237.0,-55.5,20.5
11:11:44,AUTO,0.05804813839495182,-0.14353294670581818,-0.3402872234582901,0.12271609529852867,0.01977173867635429,0.0032932390458881855,-35.3631883,149.16519915,23629.5,377.0,-139.5,7.0,190874.0,-81.5,-50.0,-997.0,123.5,20.0,3.5
11:11:45,AUTO,0.0643091257661581,-0.12873728945851326,-0.3415680453181267,-0.0038571152836084366,0.012995086843147874,-0.0019234480569139123,-35.363142975,149.16517745,23491.75,433.0,-158.5,11.5,128628.0,-93.75,-56.75,-991.75,-2.75,13.5,-1.5
11:11:46,AUTO,0.062257781624794006,-0.11718892678618431,-0.342149943113327,0.016439102590084076,0.01827051304280758,-0.004240232985466719,-35.363113299999995,149.1651634,23389.5,453.0,-164.5,13.0,128628.0,-98.5,-53.5,-993.0,18.0,18.5,-3.5
11:11:48,AUTO,0.061798593029379845,-0.06549771502614021,-0.3433910310268402,-0.25207187235355377,0.06084812059998512,0.015158696100115776,-35.363031199999995,149.16512475000002,23100.5,449.5,-165.5,12.5,107865.0,-102.5,-74.0,-1002.0,-251.0,61.5,15.0
11:11:50,AUTO,0.05522865243256092,0.02922921534627676,-0.3451678156852722,-0.11324505507946014,0.05523701198399067,0.016601554583758116,-35.3629592,149.16509125,22855.0,330.0,-120.5,11.5,87102.0,-72.0,-75.5,-995.5,-112.5,55.5,16.0
11:11:51,AUTO,0.02520326036028564,0.08491152711212635,-0.3489527031779289,0.11311851674690843,0.017580217332579195,0.005192873970372602,-35.362929375,149.16507875000002,22724.75,197.0,-72.25,7.75,131479.0,-41.0,-28.25,-1007.75,114.5,18.25,5.25
11:11:52,AUTO,0.0034496776206651703,0.07218103483319283,-0.3505203276872635,0.0318429172039032,-0.04918991960585117,-0.0029337090672925115,-35.362918449999995,149.1650744,22664.5,117.0,-45.0,6.5,131479.0,-23.5,2.0,-1005.5,34.5,-48.0,-2.0
11:11:54,AUTO,-0.0028543624212034047,0.024972776882350445,-0.3516143560409546,-0.10030773282051086,-0.017831155098974705,-0.0012818847317248583,-35.3629087,149.16506950000002,22612.0,14.0,-13.0,-0.5,120800.0,-4.5,10.5,-1000.5,-98.0,-16.5,-0.5
11:11:56,RTL,-0.0035255255352240056,0.0017596600810065866,-0.35375240445137024,0.03210766613483429,0.009886475512757897,-0.0004002618370577693,-35.3629086,149.1650684,22641.5,3.5,-4.5,-2.5,110121.0,-1.0,7.5,-1008.0,34.0,10.0,0.0
11:11:57,RTL,-0.008285738294944167,0.004429046239238232,-0.3546218052506447,-0.031113723292946815,0.00039048837788868695,-0.006178584648296237,-35.36290835,149.16506865,22900.75,0.75,-5.5,-43.0,192488.0,0.0,-1.25,-1046.5,-30.0,0.75,-5.5
11:11:58,RTL,-0.00754398969002068,0.0030283144442364573,-0.35621580481529236,0.06063172593712807,-0.0025607880670577288,-0.005346671445295215,-35.3629083,149.1650689,23352.5,-0.5,-7.5,-77.5,192488.0,0.0,2.5,-1046.0,61.5,-1.5,-4.5
11:12:00,RTL,0.022320021875202656,0.00010860624024644494,-0.3582554906606674,0.04632057249546051,-0.005311951506882906,0.0003658344503492117,-35.362908149999996,149.16506915000002,25807.0,1.5,-2.5,-147.5,207726.5,0.0,-0.5,-1005.5,47.0,-4.0,0.5
11:12:02,RTL,-0.05699258856475353,0.01892380230128765,-0.4305928498506546,-0.005277327727526426,-0.014002891955897212,-0.037859671749174595,-35.3629051,149.165075,28858.0,1.0,14.0,-149.0,222965.0,3.0,-5.5,-1005.5,-4.0,-13.0,-36.5
11:12:03,RTL,-0.023727329535176978,-0.0013304319436429068,-0.4253281131386757,0.059351407922804356,0.009792056051082909,0.002261072237160988,-35.362906124999995,149.16507255,30940.5,-20.0,-40.75,-149.75,19554.0,-4.5,8.25,-1001.75,59.75,10.0,2.0
11:12:04,RTL,0.01872615795582533,0.007393562933430076,-0.4239935576915741,0.03941466845571995,0.010389977251179516,0.005082039162516594,-35.36290735,149.16506905,32104.0,-20.5,-36.0,-151.0,19554.0,-5.5,8.5,-1001.0,40.0,10.0,5.5
11:12:06,RTL,0.009733907878398895,0.003477460122667253,-0.4136435240507126,-0.008230180013924837,0.0026598202530294657,-0.006898299092426896,-35.362909,149.16506529999998,35221.5,-3.5,3.0,-151.0,126429.0,0.0,0.5,-1000.0,-7.0,3.0,-5.5
11:12:08,RTL,0.004316180013120174,0.008049597032368183,-0.4473770707845688,0.0010065859532915056,0.004973550792783499,-0.019650752656161785,-35.362908649999994,149.165065,38331.0,0.0,5.5,-151.5,233304.0,0.0,0.0,-1000.0,1.0,5.5,-18.5
11:12:09,RTL,0.004248065524734557,0.009150330442935228,-0.4720526561141014,0.00041640047857072204,0.00048313844308722764,-0.01905229641124606,-35.36290835,149.16506514999998,40283.25,-1.0,7.25,-152.0,63981.0,0.0,-0.25,-1000.0,1.25,1.25,-18.0
11:12:10,RTL,0.003650189028121531,0.008565703872591257,-0.48627127707004547,-2.542790025472641e-05,0.0005031349719502032,-0.01821824349462986,-35.3629083,149.16506535000002,41453.0,-2.0,8.0,-152.0,63981.0,0.0,0.0,-1000.0,1.0,0.5,-17.5
11:12:12,RTL,0.0014042246039025486,0.00696781650185585,-0.5282191634178162,0.0012009390047751367,0.00018815844669006765,-0.02085697278380394,-35.3629082,149.16506615,44571.5,-3.0,7.5,-152.0,34480.5,0.0,0.0,-1000.0,2.0,0.5,-20.0
11:12:14,RTL,0.0017848762217909098,0.005896524293348193,-0.5718249380588531,0.0015307997236959636,0.0008916564984247088,-0.01933301892131567,-35.3629083,149.16506675,47697.5,-2.0,6.0,-152.0,4980.0,0.0,0.0,-1000.0,2.5,1.5,-18.0
11:12:15,RTL,0.0016777294222265482,0.0056982096284627914,-0.5980955809354782,0.0011393444729037583,0.0007786155329085886,-0.020901852753013372,-35.362908375,149.16506702499998,49637.25,-1.75,5.0,-152.0,8722.0,0.0,0.0,-1000.0,2.25,1.25,-19.75
11:12:16,RTL,0.0011217693099752069,0.005780257983133197,-0.6136913895606995,0.0014388223644345999,0.001439992105588317,-0.020274866372346878,-35.3629084,149.1650671,50805.5,-1.0,4.5,-152.0,8722.0,0.0,0.0,-1000.0,2.0,2.5,-19.0
11:12:18,RTL,0.004844896728172898,0.008480421733111143,-0.6291766464710236,-0.001354959502350539,-0.0015232226578518748,0.021969106048345566,-35.3629084,149.16506735000002,53924.5,-1.0,6.5,-152.0,55125.5,0.0,0.0,-1000.0,0.0,0.0,22.0
11:12:20,RTL,-8.709235407877713e-05,0.004367454908788204,-0.5793869495391846,0.00025336543330922723,-0.001961144502274692,0.021979177370667458,-35.3629085,149.1650682,57030.0,-1.0,5.5,-152.0,101529.0,0.0,0.0,-1000.5,1.0,-0.5,22.5
11:12:21,RTL,0.0010922650108113885,0.0038327734800986946,-0.5538230240345001,0.0014456079516094178,0.0005948026082478464,0.020499635487794876,-35.362908575,149.1650683,58966.75,0.0,2.5,-152.0,53523.0,0.0,0.0,-1000.0,2.5,1.5,20.75
11:12:22,RTL,0.0018173427088186145,0.004286962328478694,-0.5407131612300873,0.001696478168014437,0.0014453416224569082,0.017866178415715694,-35.3629086,149.1650683,60135.5,0.0,2.0,-152.0,53523.0,0.0,0.0,-1000.0,2.5,2.5,18.5
11:12:24,RTL,0.002489335834980011,0.004678875673562288,-0.513263612985611,0.0002539136912673712,0.0010427040397189558,0.011988142970949411,-35.3629086,149.165068,63236.0,0.0,1.0,-152.0,152937.5,0.0,0.0,-999.5,1.5,2.0,12.5
11:12:26,RTL,0.0020640274742618203,0.005107408622279763,-0.49164970219135284,-0.00019807147327810526,0.00045892916386947036,0.011136270593851805,-35.3629085,149.1650677,66340.5,0.0,2.0,-152.0,252352.0,0.0,0.0,-1000.0,0.5,1.5,11.5
11:12:27,RTL,0.0020269896485842764,0.00498689862433821,-0.481351763010025,-0.00011444248957559466,-6.953603588044643e-06,0.008727836655452847,-35.362908450000006,149.16506765,68283.0,0.0,2.0,-152.0,206399.0,0.0,0.0,-1000.25,1.0,1.0,9.0
11:12:28,RTL,0.0017395567265339196,0.0047678095288574696,-0.47603006660938263,0.0021390721085481346,0.0007664750446565449,0.006565047195181251,-35.3629084,149.1650676,69449.0,-0.5,2.0,-152.0,206399.0,0.0,0.0,-1001.0,3.0,1.5,7.5
11:12:30,RTL,0.0020354781299829483,0.004147911909967661,-0.4630691707134247,0.001178603561129421,-0.0008869777084328234,0.008667591027915478,-35.3629084,149.1650676,72553.0,0.0,2.0,-152.0,240223.5,0.0,0.0,-1000.0,2.5,0.5,9.0
11:12:32,RTL,0.002043982152827084,0.004628634080290794,-0.45100079476833344,0.0013606786378659308,0.0013153405743651092,0.00679551437497139,-35.3629084,149.1650676,75667.5,0.0,2.0,-152.0,274048.0,0.0,0.0,-1000.0,3.0,2.5,7.5
11:12:33,RTL,0.002187312755268067,0.004323166562244296,-0.44480400532484055,0.00021631986601278186,1.727047492749989e-05,0.005634954897686839,-35.3629084,149.1650676,77600.75,0.0,2.0,-152.0,215698.0,0.0,0.0,-1000.5,1.25,1.0,6.5
11:12:34,RTL,0.0019224436837248504,0.00442510424181819,-0.4413907080888748,0.001253317459486425,0.0011725477525033057,0.004860711051151156,-35.3629084,149.1650676,78769.0,0.0,2.0,-152.0,215698.0,0.0,0.0,-1000.0,2.5,2.5,6.0
11:12:36,RTL,0.001688385906163603,0.004089408088475466,-0.43275538086891174,-0.00015252281446009874,-0.00044439610792323947,0.005259072408080101,-35.3629084,149.1650676,81870.5,0.0,2.0,-152.0,181104.0,0.0,0.0,-1000.0,1.5,1.0,6.5
11:12:38,RTL,0.0013888352550566196,0.0045303464867174625,-0.4254045635461807,0.0019534543389454484,0.0007248054025694728,0.0034053907729685307,-35.3629084,149.1650676,84984.0,-1.0,1.5,-152.0,146510.0,0.0,0.0,-1000.5,3.5,2.0,4.0
11:12:39,RTL,0.0016909397090785205,0.004044171189889312,-0.42115752398967743,0.0004710745415650308,0.0007638154493179172,0.004306838382035494,-35.3629084,149.1650676,86926.0,-1.0,1.75,-152.0,62940.0,0.0,0.0,-999.5,2.0,2.25,5.5
