,A.BRAKE1
09:31:12.016,-1
09:31:12.219,-1
09:31:12.424,-1
09:31:12.628,-1
09:31:12.830,-1
09:31:13.033,-1
09:31:13.236,-1
09:31:13.441,-1
09:31:13.647,-1
09:31:13.852,-1
09:31:14.059,-1
09:31:14.262,-1
09:31:14.468,-1
09:31:14.672,-1
09:31:14.882,-1
09:31:15.086,-1
09:31:15.287,-1
09:31:15.495,-1
09:31:15.697,-1
09:31:15.899,-1
09:31:16.105,-1
09:31:16.309,-1
09:31:16.512,-1
09:31:16.713,-1
09:31:16.915,-1
09:31:17.118,-1
09:31:17.323,-1
09:31:17.529,-1
09:31:17.754,-1
09:31:17.957,-1
09:31:18.162,-1
09:31:18.375,-1
09:31:18.582,-1
09:31:18.783,-1
09:31:18.995,-1
09:31:19.196,-1
09:31:19.399,-1
09:31:19.604,-1
09:31:19.807,-1
09:31:20.012,-1
09:31:20.222,-1
09:31:20.427,-1
09:31:20.630,-1
09:31:20.831,-1
09:31:21.034,-1
09:31:21.244,-1
09:31:21.448,-1
09:31:21.653,-1
09:31:21.858,-1
09:31:22.067,-1
09:31:22.276,-1
09:31:22.479,-1
09:31:22.685,-1
09:31:22.888,-1
09:31:23.092,-1
09:31:23.303,-1
09:31:23.513,-1
09:31:23.718,-1
09:31:23.920,-1
09:31:24.126,-1
09:31:24.335,-1
09:31:24.539,-1
09:31:24.745,-1
09:31:24.950,-1
09:31:25.153,-1
09:31:25.359,-1
09:31:25.561,-1
09:31:25.777,-1
09:31:25.992,-1
09:31:26.195,-1
09:31:26.398,-1
09:31:26.600,-1
09:31:26.802,-1
09:31:27.014,-1
09:31:27.217,-1
09:31:27.421,-1
09:31:27.649,-1
09:31:27.853,-1
09:31:28.061,-1
09:31:28.264,-1
09:31:28.467,-1
09:31:28.674,-1
09:31:28.879,-1
09:31:29.084,-1
09:31:29.289,-1
09:31:29.493,-1
09:31:29.700,-1
09:31:29.912,-1
09:31:30.114,-1
09:31:30.320,-1
09:31:30.525,-1
09:31:30.728,-1
09:31:30.932,-1
09:31:31.134,-1
09:31:31.337,-1
09:31:31.539,-1
09:31:31.742,-1
09:31:31.946,-1
09:31:32.148,-1
09:31:32.357,-1
09:31:32.560,-1
09:31:32.765,-1
09:31:32.973,-1
09:31:33.178,-1
09:31:33.382,-1
09:31:33.584,-1
09:31:33.786,-1
09:31:33.989,-1
09:31:34.196,-1
09:31:34.399,-1
09:31:34.608,-1
09:31:34.821,-1
09:31:35.033,-1
09:31:35.242,-1
09:31:35.445,-1
09:31:35.650,-1
09:31:35.858,1
09:31:36.064,1
09:31:36.266,1
09:31:36.474,1
09:31:36.676,1
09:31:36.879,1
09:31:37.083,1
09:31:37.286,1
09:31:37.489,1
09:31:37.691,-1
09:31:37.895,-1
09:31:38.097,-1
09:31:38.301,-1
09:31:38.504,-1
09:31:38.717,-1
09:31:38.921,-1
09:31:39.135,-1
09:31:39.352,-1
09:31:39.556,-1
09:31:39.763,-1
09:31:39.966,-1
09:31:40.168,-1
09:31:40.374,-1
09:31:40.581,-1
09:31:40.785,-1
09:31:40.988,-1
09:31:41.191,-1
09:31:41.395,-1
09:31:41.600,-1
09:31:41.802,-1
09:31:42.006,-1
09:31:42.210,-1
09:31:42.431,-1
09:31:42.635,-1
09:31:42.840,-1
09:31:43.043,-1
09:31:43.246,-1
09:31:43.454,-1
09:31:43.658,-1
09:31:43.860,-1
09:31:44.063,-1
09:31:44.270,-1
09:31:44.474,-1
09:31:44.678,-1
09:31:44.885,-1
09:31:45.087,-1
09:31:45.289,-1
09:31:45.495,-1
09:31:45.699,-1
09:31:45.904,-1
09:31:46.109,-1
09:31:46.330,-1
09:31:46.533,-1
09:31:46.736,-1
09:31:46.941,-1
09:31:47.144,-1
09:31:47.346,-1
09:31:47.549,-1
09:31:47.759,-1
09:31:47.962,-1
09:31:48.166,-1
09:31:48.368,-1
09:31:48.571,-1
09:31:48.774,-1
09:31:48.980,-1
09:31:49.183,-1
09:31:49.396,-1
09:31:49.600,-1
09:31:49.808,-1
09:31:50.011,-1
09:31:50.213,-1
09:31:50.415,-1
09:31:50.618,-1
09:31:50.819,-1
09:31:51.022,-1
09:31:51.227,-1
09:31:51.441,-1
09:31:51.648,-1
09:31:51.862,-1
09:31:52.068,-1
09:31:52.271,-1
09:31:52.487,-1
09:31:52.689,-1
09:31:52.890,-1
09:31:53.104,-1
09:31:53.311,-1
09:31:53.512,-1
09:31:53.717,-1
09:31:53.929,-1
09:31:54.132,-1
09:31:54.345,-1
09:31:54.547,-1
09:31:54.777,-1
09:31:54.984,-1
09:31:55.190,-1
09:31:55.395,-1
09:31:55.599,-1
09:31:55.803,-1
09:31:56.010,-1
09:31:56.214,-1
09:31:56.423,-1
09:31:56.627,-1
09:31:56.829,-1
09:31:57.033,-1
09:31:57.239,-1
09:31:57.442,-1
09:31:57.644,-1
09:31:57.848,-1
09:31:58.050,-1
09:31:58.253,-1
09:31:58.456,-1
09:31:58.676,-1
09:31:58.879,-1
09:31:59.083,-1
09:31:59.288,-1
09:31:59.495,-1
09:31:59.696,-1
09:31:59.899,-1
09:32:00.101,-1
09:32:00.309,-1
09:32:00.510,-1
09:32:00.712,-1
09:32:00.916,-1
09:32:01.126,-1
09:32:01.336,-1
09:32:01.546,-1
09:32:01.747,-1
09:32:01.952,-1
09:32:02.181,1
09:32:02.396,1
09:32:02.599,1
09:32:02.817,1
09:32:03.019,1
09:32:03.223,1
09:32:03.436,1
09:32:03.638,1
09:32:03.844,-1
09:32:04.047,-1
09:32:04.252,-1
09:32:04.467,-1
09:32:04.669,-1
09:32:04.877,-1
09:32:05.080,-1
09:32:05.285,-1
09:32:05.488,-1
09:32:05.690,-1
09:32:05.897,-1
09:32:06.098,-1
09:32:06.300,-1
09:32:06.502,-1
09:32:06.707,-1
09:32:06.912,-1
09:32:07.121,-1
09:32:07.327,-1
09:32:07.528,-1
09:32:07.731,-1
09:32:07.936,-1
09:32:08.139,-1
09:32:08.346,-1
09:32:08.559,-1
09:32:08.762,-1
09:32:08.968,-1
09:32:09.172,-1
09:32:09.376,-1
09:32:09.579,-1
09:32:09.782,-1
09:32:09.985,-1
09:32:10.186,-1
09:32:10.400,-1
09:32:10.606,-1
09:32:10.812,-1
09:32:11.014,-1
09:32:11.215,-1
09:32:11.418,-1
09:32:11.620,-1
09:32:11.823,-1
09:32:12.024,-1
09:32:12.229,-1
09:32:12.431,-1
09:32:12.637,-1
09:32:12.841,-1
09:32:13.043,-1
09:32:13.246,-1
09:32:13.450,-1
09:32:13.652,-1
09:32:13.856,-1
09:32:14.057,-1
09:32:14.265,-1
09:32:14.471,-1
09:32:14.675,-1
09:32:14.876,-1
09:32:15.082,-1
09:32:15.284,-1
09:32:15.486,-1
09:32:15.689,-1
09:32:15.904,-1
09:32:16.111,-1
09:32:16.313,-1
09:32:16.522,-1
09:32:16.730,-1
09:32:16.953,-1
09:32:17.160,-1
09:32:17.370,-1
09:32:17.572,-1
09:32:17.777,-1
09:32:17.979,-1
09:32:18.181,-1
09:32:18.390,-1
09:32:18.594,-1
09:32:18.797,-1
09:32:18.998,-1
09:32:19.200,-1
09:32:19.404,-1
09:32:19.607,1
09:32:19.812,1
09:32:20.018,1
09:32:20.221,1
09:32:20.428,1
09:32:20.633,1
09:32:20.837,1
09:32:21.044,1
09:32:21.265,1
09:32:21.468,1
09:32:21.670,1
09:32:21.873,-1
09:32:22.076,-1
