time_stamp,RTL_ALT,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,chan4_raw,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
13:50:36,1500.0,STABILIZE,0.0,1.0,-1000.0,1.0,0.0,0.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,1500.0,-0.00035574130015447736,0.0009616317693144083,0.021854287013411522,0.0002759311755653471,0.00022069888655096292,0.0016507820691913366
13:50:42,1500.0,AUTO,0.0,1.0,-1000.0,0.5,0.0,0.0,-35.3632622,149.1652375,13.333333333333334,0.0,0.0,-0.6666666666666666,1500.0,-0.0007687931841549774,0.0011606646391252677,0.020533646767338116,0.00028080186651398736,0.0001785677159205079,0.001479492095919947
13:50:44,1500.0,AUTO,0.0,2.0,-1000.0,1.0,0.5,1.0,-35.3632622,149.1652375,14.0,0.0,0.0,0.0,1500.0,-0.00032228372583631426,0.0016869415994733572,0.020185417495667934,0.0003961571492254734,0.0002950751513708383,0.001386780058965087
13:50:46,1500.0,AUTO,0.0,-1.3333333333333333,-1008.6666666666666,45.0,-6.666666666666667,1.6666666666666667,-35.363262,149.16523776666668,1798.0,1.3333333333333333,12.666666666666666,-146.33333333333334,1500.0,0.03443007357418537,-0.003016501859140893,0.019619585946202278,0.044709213078022,-0.00771053833886981,0.0026561551882574954
13:50:48,1500.0,AUTO,3.5,-7.5,-1001.5,-53.5,2.0,-40.0,-35.3632608,149.16524545,4660.5,4.5,32.0,-148.0,1500.0,-0.03683721832931042,0.0003729714189830702,-0.06233242340385914,-0.055091772228479385,0.0009227897971868515,-0.040163478814065456
13:50:50,1500.0,AUTO,-6.0,12.5,-1003.5,69.5,9.0,-4.0,-35.3632615,149.16523949999998,7729.5,-19.5,-61.5,-149.5,1500.0,-0.005014959373511374,0.013614238239824772,-0.12173264846205711,0.06941740587353706,0.0089539741165936,-0.004259365377947688
13:50:52,1500.0,AUTO,3.0,7.5,-1013.5,78.0,-61.5,-528.0,-35.36326766666667,149.1652331,10922.333333333334,-17.0,7.333333333333333,-144.66666666666666,1104.0,0.05954343328873316,-0.021105495281517506,-0.8377847075462341,0.04834760632365942,-0.02384907379746437,-0.5410663982232412
13:50:54,1500.0,AUTO,14.0,-7.5,-1007.5,-104.5,-180.0,-79.5,-35.363262649999996,149.16523805,13688.5,45.5,11.0,-148.0,1500.0,-0.010974734090268612,-0.07332907803356647,-1.817077100276947,-0.10579046979546547,-0.1811060532927513,-0.08008334715850651
13:50:56,1500.0,AUTO,-26.0,-7.0,-1016.5,32.0,119.0,1.0,-35.3632648,149.16522075,16676.0,-54.0,-111.5,-149.0,1500.0,-0.0010338493157178164,0.017919571953825653,-1.8067246079444885,0.03157094679772854,0.11890075728297234,0.0013408944942057133
13:50:58,1500.0,AUTO,14.0,5.0,-992.5,-17.0,-15.0,19.0,-35.36326855,149.1652146,19806.0,32.0,83.0,-141.0,1500.0,0.02246882300823927,0.14052733033895493,-1.7835254669189453,-0.018089992459863424,-0.016003222204744816,0.01942407083697617
