time_stamp,RTL_ALT,VFR_HUD_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,MODE
10:03:15,1500.0,584.0199584960938,-0.00031273660715669394,0.0015676693292334676,0.02679348737001419,0.0002868049778044224,0.0003021770971827209,0.002229423960670829,584020.0,-35.3632621,149.1652374,32.0,-1.0,1.0,-1.0,STABILIZE
10:03:17,1500.0,584.010009765625,-0.00033591463215998374,0.0014848424470983446,0.025926977396011353,0.00022359863214660436,0.0003223265157430433,0.0021772716427221894,584010.0,-35.3632622,149.1652375,26.0,-2.0,1.0,0.0,STABILIZE
