,CHUTE_ALT_MIN,RTL_ALT,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG
07:42:46.209,16601.0,300000.0,0.0,0.0,0.9,2.0,650.0,1.0,0.1,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:42:50.265,30965.0,68611.0,0.0,0.0,0.1,2.0,1000.0,1.0,0.1,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:42:54.294,8955.0,120846.0,0.0,0.0,0.6,2.0,550.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:42:58.327,32000.0,88103.0,0.0,0.0,0.0,0.1,1000.0,1.0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:02.367,13140.0,200.0,0.0,0.0,0.1,0.0,760.0,1.0,0.1,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:06.399,28793.0,253551.0,0.0,0.0,0.3,0.0,190.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:10.446,32000.0,245488.0,0.0,0.0,0.4,1.1,320.0,1.0,0.1,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:14.483,7995.0,199544.0,0.0,0.0,0.5,1.8,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:18.520,18835.0,300000.0,0.0,0.0,1.1,2.0,0.0,1.0,0.1,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:22.056,19533.0,139698.0,0.0,0.0,0.9,0.2,0.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:26.104,30875.0,300000.0,0.0,0.0,1.1,0.3,340.0,1.0,0.1,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:30.139,5260.0,247433.0,0.0,0.0,0.7,0.7,680.0,1.0,0.1,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:34.159,32000.0,76910.0,0.0,0.0,0.9,2.0,0.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:38.179,4714.0,200.0,0.0,0.0,0.8,2.0,740.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:42.202,1565.0,87286.0,0.0,0.0,0.0,0.6,850.0,1.0,0.1,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:46.242,0.0,200.0,0.0,0.0,0.1,1.5,480.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:50.259,12958.0,200.0,0.0,0.0,0.8,2.0,800.0,1.0,0.1,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:43:54.286,11376.0,75930.0,0.0,0.0,0.8,2.0,710.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
