time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,EK2_ALT_SOURCE
13:57:57,-5.638891889248043e-05,0.0016968013951554894,0.020574258640408516,0.00038299820153042674,0.00031163630774244666,0.0013829459203407168,583980.0,-35.3632621,149.1652375,17.0,0.0,0.0,-1.0,583.97998046875,AUTO,0.0,1.0,-1000.0,1.0,1.0,0.0,1500.0,0.0
13:58:03,-0.054836543809090345,0.006190866897148746,-0.10291080070393425,0.026594409053879126,0.005586092169063964,-0.023458377657724277,590230.0,-35.36326074285714,149.16524445714285,6264.285714285715,-5.285714285714286,-33.0,-148.57142857142858,590.2299891880581,AUTO,-2.5714285714285716,5.142857142857143,-1002.1428571428571,27.0,6.142857142857143,-23.571428571428573,1500.0,0.0
13:58:05,0.054168627286950745,-0.00740934368999054,-0.09358100406825542,0.02117509472494324,-0.05090748786460608,0.05371662097362181,593453.3333333334,-35.363263933333336,149.1652344,9487.666666666666,-21.833333333333332,-11.0,-151.5,593.4533182779948,AUTO,1.3333333333333333,7.0,-1000.8333333333334,21.666666666666668,-49.833333333333336,53.0,1500.0,0.0
13:58:10,-0.002675085378411625,-0.003979174054360816,-0.18177300265857152,-0.0014664225745946169,0.0008750214973198516,-0.024869037126856192,602678.5714285715,-35.36326188571429,149.16523627142857,18713.714285714286,-8.285714285714286,7.0,-152.42857142857142,602.6785539899554,AUTO,2.0,0.0,-1000.7142857142857,-0.7142857142857143,1.5714285714285714,-24.428571428571427,1500.0,0.0
13:58:17,-0.0011358453969781597,0.0010664483221868675,-0.19998074571291605,0.0019967354795274637,0.00027537877516200143,0.017176379760106403,615790.0,-35.3632624,149.16523806666666,31827.0,0.0,3.0,-153.0,615.7899780273438,AUTO,0.0,0.0,-1000.3333333333334,2.3333333333333335,0.6666666666666666,16.333333333333332,1500.0,0.0
13:58:34,-0.09811268374323845,0.09415896556207112,0.13492422231606074,0.6843293915901866,-0.055860761020864756,0.010284689388104848,628451.4285714285,-35.363324,149.1651669142857,44487.0,-92.28571428571429,-129.42857142857142,79.14285714285714,628.4514072963169,ALT_HOLD,5.714285714285714,70.85714285714286,-854.8571428571429,688.5714285714286,-54.42857142857143,11.142857142857142,1500.0,0.0
13:58:38,0.05706087375680605,-0.06385842772821586,0.06402902615567048,-0.20730174414347857,0.04675245409210523,0.002867358271032572,623163.3333333334,-35.36336656666667,149.16511336666667,39196.666666666664,-49.833333333333336,-0.16666666666666666,41.666666666666664,623.163319905599,AUTO,3.3333333333333335,31.5,-1047.6666666666667,-199.16666666666666,47.5,3.8333333333333335,1500.0,0.0
13:59:37,0.03195275319740176,-0.050603137351572514,1.1649392545223236,0.7198019176721573,0.023320830892771482,-0.14627379924058914,621680.0,-35.362473975,149.166710675,37715.25,287.5,439.25,159.25,621.6799926757812,AUTO,-119.5,10.75,-997.25,730.0,24.75,-145.0,1500.0,0.0
13:59:41,-0.011185459792613983,-0.024525402734676998,1.3184935649236043,0.030525920291741688,-0.04476245865225792,-0.025684203797330458,620280.0,-35.3624254,149.16680439999996,36313.666666666664,33.333333333333336,57.666666666666664,-90.66666666666667,620.2799682617188,AUTO,-13.666666666666666,-6.333333333333333,-1042.0,31.333333333333332,-42.0,-24.0,1500.0,0.0
14:00:11,0.025646232689420383,-0.01368965208530426,-2.397987445195516,0.022822115880747635,0.0021087515633553267,0.002154175192117691,624996.6666666666,-35.362378799999995,149.16694053333333,41032.333333333336,-6.333333333333333,-24.0,-141.66666666666666,624.9966634114584,AUTO,-5.0,-1.0,-1020.6666666666666,24.0,4.666666666666667,4.0,1500.0,0.0
14:01:25,0.004275551686684291,-0.001700303847125421,-2.0240622758865356,-0.44292207558949787,-0.00046989864980181056,-0.001105725842838486,614070.0,-35.36302815,149.16568101666667,30103.333333333332,-62.333333333333336,-89.83333333333333,119.16666666666667,614.0699768066406,ALT_HOLD,-24.833333333333332,-44.0,-902.8333333333334,-442.1666666666667,2.6666666666666665,2.5,1500.0,0.0
