,A.ALT_HOLD2
13:57:57.604,-1.0
13:57:57.805,-1.0
13:57:58.006,-1.0
13:57:58.210,-1.0
13:57:58.412,-1.0
13:57:58.615,-1.0
13:57:58.816,-1.0
13:57:59.019,-1.0
13:57:59.221,-1.0
13:57:59.423,-1.0
13:57:59.626,-1.0
13:57:59.829,-1.0
13:58:00.032,-1.0
13:58:00.237,-1.0
13:58:00.439,-1.0
13:58:00.644,-1.0
13:58:00.851,-1.0
13:58:01.057,-1.0
13:58:01.259,-1.0
13:58:01.460,-1.0
13:58:01.662,-1.0
13:58:01.864,-1.0
13:58:02.073,-1.0
13:58:02.275,-1.0
13:58:02.483,-1.0
13:58:02.689,-1.0
13:58:02.890,-1.0
13:58:03.103,-1.0
13:58:03.306,-1.0
13:58:03.509,-1.0
13:58:03.711,-1.0
13:58:03.915,-1.0
13:58:04.118,-1.0
13:58:04.325,-1.0
13:58:04.530,-1.0
13:58:04.735,-1.0
13:58:04.938,-1.0
13:58:05.140,-1.0
13:58:05.345,-1.0
13:58:05.548,-1.0
13:58:05.750,-1.0
13:58:05.951,-1.0
13:58:06.153,-1.0
13:58:06.355,-1.0
13:58:06.562,-1.0
13:58:06.763,-1.0
13:58:06.965,-1.0
13:58:07.168,-1.0
13:58:07.370,-1.0
13:58:07.572,-1.0
13:58:07.776,-1.0
13:58:07.979,-1.0
13:58:08.185,-1.0
13:58:08.390,-1.0
13:58:08.591,-1.0
13:58:08.793,-1.0
13:58:08.994,-1.0
13:58:09.201,-1.0
13:58:09.403,-1.0
13:58:09.615,-1.0
13:58:09.821,-1.0
13:58:10.023,-1.0
13:58:10.225,-1.0
13:58:10.429,-1.0
13:58:10.637,-1.0
13:58:10.846,-1.0
13:58:11.053,-1.0
13:58:11.255,-1.0
13:58:11.456,-1.0
13:58:11.658,-1.0
13:58:11.860,-1.0
13:58:12.061,-1.0
13:58:12.270,-1.0
13:58:12.476,-1.0
13:58:12.678,-1.0
13:58:12.882,-1.0
13:58:13.083,-1.0
13:58:13.284,-1.0
13:58:13.487,-1.0
13:58:13.689,-1.0
13:58:13.891,-1.0
13:58:14.095,-1.0
13:58:14.305,-1.0
13:58:14.508,-1.0
13:58:14.711,-1.0
13:58:14.915,-1.0
13:58:15.118,-1.0
13:58:15.323,-1.0
13:58:15.526,-1.0
13:58:15.729,-1.0
13:58:15.933,-1.0
13:58:16.135,-1.0
13:58:16.338,-1.0
13:58:16.541,-1.0
13:58:16.742,-1.0
13:58:16.944,-1.0
13:58:17.147,-1.0
13:58:17.351,-1.0
13:58:17.553,-1.0
13:58:17.754,-1.0
13:58:17.955,-1.0
13:58:18.159,-1.0
13:58:18.367,-1.0
13:58:18.576,-1.0
13:58:18.781,-1.0
13:58:18.984,-1.0
13:58:19.186,-1.0
13:58:19.389,-1.0
13:58:19.594,-1.0
13:58:19.796,-1.0
13:58:19.997,-1.0
13:58:20.198,-1.0
13:58:20.401,-1.0
13:58:20.603,-1.0
13:58:20.811,-1.0
13:58:21.013,-1.0
13:58:21.217,-1.0
13:58:21.420,0.005
13:58:21.631,0.005
13:58:21.836,0.005
13:58:22.042,0.005
13:58:22.245,0.005
13:58:22.448,0.005
13:58:22.653,0.005
13:58:22.855,0.005
13:58:23.057,0.005
13:58:23.258,0.005
13:58:23.461,0.005
13:58:23.667,-1.0
13:58:23.869,0.002
13:58:24.071,0.002
13:58:24.273,0.002
13:58:24.479,0.002
13:58:24.684,0.002
13:58:24.886,0.002
13:58:25.089,0.002
13:58:25.293,0.002
13:58:25.495,0.003
13:58:25.696,-1.0
13:58:25.898,-1.0
13:58:26.104,-1.0
13:58:26.309,-1.0
13:58:26.515,-1.0
13:58:26.719,-1.0
13:58:26.920,-1.0
13:58:27.124,-1.0
13:58:27.328,-1.0
13:58:27.530,-1.0
13:58:27.737,-1.0
13:58:27.939,-1.0
13:58:28.142,-1.0
13:58:28.346,-1.0
13:58:28.547,-1.0
13:58:28.752,-1.0
13:58:28.954,-1.0
13:58:29.156,-1.0
13:58:29.358,-1.0
13:58:29.561,-1.0
13:58:29.767,-1.0
13:58:29.969,-1.0
13:58:30.170,-1.0
13:58:30.373,-1.0
13:58:30.576,-1.0
13:58:30.777,-1.0
13:58:30.982,-1.0
13:58:31.188,-1.0
13:58:31.392,-1.0
13:58:31.597,-1.0
13:58:31.800,-1.0
13:58:32.008,-1.0
13:58:32.210,0.005
13:58:32.411,0.005
13:58:32.613,0.005
13:58:32.816,0.005
13:58:33.021,0.005
13:58:33.224,0.005
13:58:33.429,0.005
13:58:33.631,0.005
13:58:33.835,0.005
13:58:34.038,0.005
13:58:34.242,0.005
13:58:34.446,0.005
13:58:34.648,0.002
13:58:34.850,-1.0
13:58:35.053,-1.0
13:58:35.259,-1.0
13:58:35.465,-1.0
13:58:35.667,-1.0
13:58:35.874,-1.0
13:58:36.084,-1.0
13:58:36.286,-1.0
13:58:36.491,0.003
13:58:36.695,-1.0
13:58:36.899,-1.0
13:58:37.102,-1.0
13:58:37.303,-1.0
13:58:37.506,-1.0
13:58:37.710,-1.0
13:58:37.915,-1.0
13:58:38.119,-1.0
13:58:38.321,-1.0
13:58:38.524,-1.0
13:58:38.729,-1.0
13:58:38.933,-1.0
13:58:39.140,-1.0
13:58:39.342,-1.0
13:58:39.547,-1.0
13:58:39.751,-1.0
13:58:39.956,-1.0
13:58:40.158,-1.0
13:58:40.361,-1.0
13:58:40.565,-1.0
13:58:40.767,-1.0
13:58:40.971,-1.0
13:58:41.173,-1.0
13:58:41.378,-1.0
13:58:41.584,-1.0
13:58:41.789,-1.0
13:58:41.991,-1.0
13:58:42.191,-1.0
13:58:42.395,-1.0
