time_stamp,MODE_LAND,relative_alt,vx,vy,vz
11:02:44.140,0,51,0,1,-1
11:02:44.342,0,42,-1,1,0
11:02:44.544,0,42,-1,1,0
11:02:44.745,0,42,-1,1,0
11:02:44.949,0,42,-1,1,0
11:02:45.153,0,42,-1,1,0
11:02:45.355,0,42,-1,1,0
11:02:45.557,0,42,-1,1,0
11:02:45.760,0,42,-1,1,0
11:02:45.964,0,42,-1,1,0
11:02:46.168,0,32,-2,2,0
11:02:46.372,0,3,-2,4,3
11:02:46.574,0,3,-2,4,3
11:02:46.778,0,3,-2,4,3
11:02:46.980,0,3,-2,4,3
11:02:47.182,0,3,-2,4,3
11:02:47.384,0,3,-2,4,3
11:02:47.589,0,3,-2,4,3
11:02:47.793,0,3,-2,4,3
11:02:47.995,0,3,-2,4,3
11:02:48.198,0,0,0,1,2
11:02:48.399,0,0,0,-1,2
11:02:48.601,0,0,0,-1,2
11:02:48.806,0,0,0,-1,2
11:02:49.009,0,0,0,-1,2
11:02:49.211,0,0,0,-1,2
11:02:49.415,0,0,0,-1,2
11:02:49.622,0,0,0,-1,2
11:02:49.823,0,0,0,-1,2
11:02:50.025,0,0,0,-1,2
11:02:50.228,0,0,0,0,0
11:02:50.430,0,30,0,0,-32
11:02:50.631,0,30,0,0,-32
11:02:50.833,0,30,0,0,-32
11:02:51.036,0,30,0,0,-32
11:02:51.239,0,30,0,0,-32
11:02:51.442,0,30,0,0,-32
11:02:51.645,0,30,0,0,-32
11:02:51.848,0,30,0,0,-32
11:02:52.053,0,965,3,2,-135
11:02:52.256,0,2095,7,21,-147
11:02:52.458,0,2480,9,31,-147
11:02:52.661,0,2480,9,31,-147
11:02:52.862,0,2480,9,31,-147
11:02:53.066,0,2480,9,31,-147
11:02:53.268,0,2480,9,31,-147
11:02:53.470,0,2480,9,31,-147
11:02:53.671,0,2480,9,31,-147
11:02:53.875,0,2480,9,31,-147
11:02:54.078,0,3468,14,57,-144
11:02:54.280,0,5386,0,8,-148
11:02:54.483,0,5386,0,8,-148
11:02:54.685,0,5386,0,8,-148
11:02:54.886,0,5386,0,8,-148
11:02:55.089,0,5386,0,8,-148
11:02:55.291,0,5386,0,8,-148
11:02:55.495,0,5386,0,8,-148
11:02:55.698,0,5386,0,8,-148
11:02:55.901,0,5386,0,8,-148
11:02:56.105,0,6921,-9,-53,-149
11:02:56.307,0,8474,-19,-48,-152
11:02:56.509,0,8474,-19,-48,-152
11:02:56.711,0,8474,-19,-48,-152
11:02:56.913,0,8474,-19,-48,-152
11:02:57.116,0,8474,-19,-48,-152
11:02:57.319,0,8474,-19,-48,-152
11:02:57.521,0,8474,-19,-48,-152
11:02:57.725,0,8474,-19,-48,-152
11:02:57.927,0,8474,-19,-48,-152
11:02:58.129,0,10433,-7,23,-149
11:02:58.332,0,11579,32,20,-149
11:02:58.535,0,11579,32,20,-149
11:02:58.737,0,11579,32,20,-149
11:02:58.940,0,11579,32,20,-149
11:02:59.144,0,11579,32,20,-149
11:02:59.346,0,11579,32,20,-149
