time_stamp,MODE,lat,lon,relative_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,vx,vy,vz,RTL_ALT
14:05:34.988,STABILIZE,-35.3632622,149.1652376,0,-0.00027514086104929447,0.0011917088413611054,0.026449603959918022,0.00012670597061514854,0.0003036833950318396,0.002123940037563443,0,1,-1000,0,0,0,-1,2,0,1500.0
14:05:35.188,STABILIZE,-35.3632622,149.1652376,0,-0.00027514086104929447,0.0011917088413611054,0.026449603959918022,0.00012670597061514854,0.0003036833950318396,0.002123940037563443,0,1,-1000,0,0,0,-1,2,0,1500.0
14:05:35.389,STABILIZE,-35.3632622,149.1652376,0,-0.00027514086104929447,0.0011917088413611054,0.026449603959918022,0.00012670597061514854,0.0003036833950318396,0.002123940037563443,0,1,-1000,0,0,0,-1,2,0,1500.0
14:05:35.590,STABILIZE,-35.3632622,149.1652375,0,-0.000524309987667948,0.001103238551877439,0.026149706915020943,0.00033460307167842984,0.0003585159429349005,0.002146759070456028,0,1,-1000,0,0,0,-1,1,0,1500.0
14:05:35.790,STABILIZE,-35.3632622,149.1652375,0,-0.000524309987667948,0.001103238551877439,0.026149706915020943,0.00033460307167842984,0.0003585159429349005,0.002146759070456028,0,1,-1000,0,0,0,-1,1,0,1500.0
14:05:35.991,STABILIZE,-35.3632622,149.1652375,0,-0.000524309987667948,0.001103238551877439,0.026149706915020943,0.00033460307167842984,0.0003585159429349005,0.002146759070456028,0,1,-1000,0,0,0,-1,1,0,1500.0
14:05:36.192,STABILIZE,-35.3632622,149.1652375,0,-0.000524309987667948,0.001103238551877439,0.026149706915020943,0.00033460307167842984,0.0003585159429349005,0.002146759070456028,0,1,-1000,0,0,0,-1,1,0,1500.0
14:05:36.393,STABILIZE,-35.3632622,149.1652375,0,-0.000524309987667948,0.001103238551877439,0.026149706915020943,0.00033460307167842984,0.0003585159429349005,0.002146759070456028,0,1,-1000,0,0,0,-1,1,0,1500.0
14:05:36.593,STABILIZE,-35.3632622,149.1652375,0,-0.000524309987667948,0.001103238551877439,0.026149706915020943,0.00033460307167842984,0.0003585159429349005,0.002146759070456028,0,1,-1000,0,0,0,-1,1,0,1500.0
14:05:36.795,STABILIZE,-35.3632622,149.1652375,0,-0.000524309987667948,0.001103238551877439,0.026149706915020943,0.00033460307167842984,0.0003585159429349005,0.002146759070456028,0,1,-1000,0,0,0,-1,1,0,1500.0
14:05:36.996,STABILIZE,-35.3632621,149.1652375,0,-0.0007291848887689412,0.00098665792029351,0.02554643526673317,0.00010185525752604008,0.00019844635971821845,0.0019943248480558395,0,1,-1000,0,0,0,-1,2,1,1500.0
