time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz
17:26:33,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.00031848528305999935,0.0014830633881501853,0.02740249875932932,0.0002915203949669376,0.0002427939762128517,0.002268539392389357,583990.0,-35.3632621,149.1652374,9.0,-2.0,1.0,-1.0
17:26:35,0.0,1.3333333333333333,-1000.0,0.0,0.0,0.3333333333333333,STABILIZE,-0.0006961373534674445,0.0010793294835214813,0.026149403924743336,0.000259974292324235,0.00025549276809518534,0.002015272698675593,583990.0,-35.3632622,149.1652375,6.0,-1.0,1.0,0.0
17:26:40,0.0,1.6666666666666667,-1000.0,0.3333333333333333,0.3333333333333333,0.0,STABILIZE,-0.0005320305742012957,0.0009228383035709461,0.024347700799504917,0.0003491515138496955,0.00027884581747154397,0.0018518147990107536,583997.5,-35.3632622,149.1652375,11.25,-1.0,2.0,0.0
17:26:44,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.0009280098020099103,0.0009580650948919356,0.023058773949742317,0.00024380109971389174,0.00024124415358528495,0.0016301993746310472,583973.3333333334,-35.3632622,149.1652375,0.0,-1.0,1.6666666666666667,1.0
17:26:50,0.0,-3.0833333333333335,-1006.5833333333334,0.16666666666666666,0.0,0.4166666666666667,AUTO,-0.000713460705204246,0.001002387230983004,0.02174213978772362,0.00029323816609879333,0.00027927519113291055,0.0015128007410870243,583993.3333333334,-35.3632622,149.16523749999996,3.8333333333333335,-0.9166666666666666,0.08333333333333333,-1.6666666666666667
17:26:53,0.0,1.0,-1000.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,AUTO,-0.0003927339566871524,0.0012154376599937677,0.021209001541137695,0.0003085885352144639,0.00023164982364202538,0.001419402697744469,584000.0,-35.3632622,149.1652375,4.0,0.0,0.0,-0.3333333333333333
17:26:55,0.0,0.8571428571428571,-1041.2857142857142,3.0,0.14285714285714285,0.0,AUTO,0.0009259116660749507,0.00109319173212238,0.02071148290165833,0.002702278209783669,-0.0002992062280619783,0.000879361539513671,584027.1428571428,-35.36326218571429,149.16523750000002,29.428571428571427,0.0,0.0,-13.714285714285714
17:26:57,0.3333333333333333,-1.5,-1022.5,40.833333333333336,-6.5,1.6666666666666667,AUTO,0.03077175763125221,-0.002752053003253726,0.02041427418589592,0.04056639658908049,-0.0074282190956485765,0.0022197477907563248,585653.3333333334,-35.363262,149.16523788333333,1657.8333333333333,2.0,12.833333333333334,-142.5
17:26:59,2.8333333333333335,-7.833333333333333,-1002.8333333333334,-74.66666666666667,-5.5,-43.5,AUTO,-0.03813375843067964,0.008950147428549826,-0.06754432121912639,-0.07564574852585793,-0.00610758550465107,-0.04369657735029856,588540.0,-35.363260849999996,149.16524485,4543.166666666667,3.8333333333333335,29.833333333333332,-146.66666666666666
17:27:01,-5.0,10.333333333333334,-1001.0,63.666666666666664,7.333333333333333,-10.333333333333334,AUTO,-0.028597743017598987,0.008417551056481898,-0.11493823491036892,0.06491007283329964,0.007640657247975469,-0.008569818455725908,591070.0,-35.363260999999994,149.16524215,7074.5,-12.0,-56.5,-148.25
17:27:02,-3.3333333333333335,13.333333333333334,-1003.6666666666666,69.0,7.333333333333333,-0.6666666666666666,AUTO,0.022085030563175678,0.014482988975942135,-0.11688458919525146,0.06897050514817238,0.00600029993802309,0.0009056562266778201,592235.0,-35.36326205,149.16523725,8235.5,-22.5,-52.5,-150.5
17:27:04,1.8333333333333333,-2.3333333333333335,-998.6666666666666,-57.833333333333336,-16.666666666666668,33.5,AUTO,0.034243622639526926,-0.04332199976003418,-0.0556895841533939,-0.05908604571595788,-0.01765292106817166,0.033997424567739166,594566.6666666666,-35.36326451666667,149.16523493333332,10570.5,4.5,20.0,-148.5
17:27:06,-5.833333333333333,-0.6666666666666666,-1001.8333333333334,37.666666666666664,15.0,-42.666666666666664,AUTO,-0.012093800430496534,0.028874081559479237,-0.16572361687819162,0.03743755382796129,0.01457044668495655,-0.04286814443184994,597658.3333333334,-35.36325968333333,149.1652367833333,13663.0,15.666666666666666,-13.166666666666666,-152.0
17:27:08,3.4,0.8,-999.6,-13.0,-14.0,4.0,AUTO,0.011762723233550787,0.006774267531000078,-0.16795263886451722,-0.014366265758872033,-0.01520070880651474,0.004803210217505694,600600.0,-35.363260460000006,149.16523514,16602.4,-18.0,7.8,-151.0
