,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
12:39:31.378,174205.0,0.25,0.1,1000.0,30.0,0.1,500.0,1000.0,28169.0,3000.0
12:39:35.403,136121.0,0.25,0.1,1000.0,30.0,1.8,18000.0,1000.0,17066.0,770.0
12:39:39.430,156768.0,0.25,0.1,1000.0,30.0,1.5,12200.0,1000.0,17865.0,1420.0
12:39:43.455,235510.0,0.25,0.1,1000.0,30.0,3.7,1500.0,1000.0,3981.0,330.0
12:39:47.501,300000.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,23631.0,1900.0
12:39:51.020,100722.0,0.25,0.1,1000.0,30.0,1.6,10300.0,1000.0,0.0,830.0
12:39:55.048,220222.0,0.25,0.1,1000.0,30.0,0.0,6900.0,1000.0,32000.0,780.0
12:39:59.075,86758.0,0.25,0.1,1000.0,30.0,0.5,18000.0,1000.0,20267.0,1110.0
12:40:03.117,300000.0,0.25,0.1,1000.0,30.0,2.8,4000.0,1000.0,0.0,0.0
12:40:07.144,144261.0,0.25,0.1,1000.0,30.0,2.1,17100.0,1000.0,23831.0,3000.0
12:40:11.159,41541.0,0.25,0.1,1000.0,30.0,5.1,15800.0,1000.0,32000.0,3000.0
12:40:15.175,200.0,0.25,0.1,1000.0,30.0,0.0,4100.0,1000.0,29624.0,3000.0
12:40:19.210,300000.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,0.0,2620.0
12:40:23.230,122295.0,0.25,0.1,1000.0,30.0,1.4,10000.0,1000.0,0.0,720.0
12:40:27.248,61855.0,0.25,0.1,1000.0,30.0,2.9,500.0,1000.0,22143.0,3000.0
12:40:31.259,200.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,18481.0,1310.0
12:40:35.278,136539.0,0.25,0.1,1000.0,30.0,3.2,500.0,1000.0,18588.0,1270.0
12:40:39.294,61095.0,0.25,0.1,1000.0,30.0,5.1,10800.0,1000.0,32000.0,1800.0
12:40:43.318,10488.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,5693.0,1450.0
12:40:47.333,200.0,0.25,0.1,1000.0,30.0,5.1,2800.0,1000.0,11774.0,2020.0
12:40:51.358,86184.0,0.25,0.1,1000.0,30.0,3.3,7300.0,1000.0,20681.0,500.0
12:40:55.380,200.0,0.25,0.1,1000.0,30.0,4.7,17700.0,1000.0,8502.0,1780.0
12:40:59.408,300000.0,0.25,0.1,1000.0,30.0,3.2,18000.0,1000.0,26481.0,2540.0
12:41:03.444,217253.0,0.25,0.1,1000.0,30.0,5.1,1400.0,1000.0,17302.0,2970.0
12:41:07.457,200.0,0.25,0.1,1000.0,30.0,4.2,15900.0,1000.0,0.0,2680.0
12:41:11.470,27183.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,15138.0,10.0
12:41:15.492,158240.0,0.25,0.1,1000.0,30.0,2.4,500.0,1000.0,14311.0,300.0
12:41:19.014,154416.0,0.25,0.1,1000.0,30.0,3.7,18000.0,1000.0,25048.0,2510.0
12:41:23.043,51059.0,0.25,0.1,1000.0,30.0,0.0,16500.0,1000.0,29711.0,40.0
12:41:27.072,300000.0,0.25,0.1,1000.0,30.0,4.1,15700.0,1000.0,23540.0,1550.0
12:41:31.093,96646.0,0.25,0.1,1000.0,30.0,3.4,18000.0,1000.0,32000.0,3000.0
12:41:35.116,85805.0,0.25,0.1,1000.0,30.0,4.8,6200.0,1000.0,11736.0,0.0
12:41:39.128,19635.0,0.25,0.1,1000.0,30.0,4.3,8100.0,1000.0,15038.0,1230.0
12:41:43.152,70258.0,0.25,0.1,1000.0,30.0,2.5,11300.0,1000.0,30497.0,2600.0
12:41:47.178,246546.0,0.25,0.1,1000.0,30.0,2.7,18000.0,1000.0,11199.0,1390.0
12:41:51.215,300000.0,0.25,0.1,1000.0,30.0,1.7,18000.0,1000.0,6587.0,1480.0
12:41:55.237,75892.0,0.25,0.1,1000.0,30.0,3.8,18000.0,1000.0,28793.0,2260.0
12:41:59.267,225650.0,0.25,0.1,1000.0,30.0,3.5,5300.0,1000.0,3999.0,1240.0
12:42:03.278,200.0,0.25,0.1,1000.0,30.0,5.1,5300.0,1000.0,7687.0,2040.0
12:42:07.303,287619.0,0.25,0.1,1000.0,30.0,0.2,5000.0,1000.0,3589.0,3000.0
12:42:11.331,147854.0,0.25,0.1,1000.0,30.0,1.8,15000.0,1000.0,4264.0,110.0
12:42:15.352,80425.0,0.25,0.1,1000.0,30.0,5.1,12600.0,1000.0,30667.0,2630.0
12:42:19.379,249762.0,0.25,0.1,1000.0,30.0,3.8,7000.0,1000.0,12059.0,1570.0
