,CHUTE_ALT_MIN,RTL_ALT,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG
07:33:46.280,7154.0,114859.0,0.0,0.0,1.1,0.4,1000.0,1.0,0.1,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:33:50.311,32000.0,200.0,0.0,0.0,0.3,1.5,0.0,1.0,0.1,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:33:54.359,26444.0,174455.0,0.0,0.0,1.1,1.9,870.0,1.0,0.1,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:33:58.384,9017.0,102942.0,0.0,0.0,0.0,2.0,980.0,1.0,0.1,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:02.404,15939.0,26416.0,0.0,0.0,0.2,0.3,1000.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:06.422,0.0,96823.0,0.0,0.0,1.0,0.5,0.0,1.0,0.1,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:10.439,1304.0,200.0,0.0,0.0,0.6,1.9,610.0,1.0,0.1,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:14.459,19545.0,98678.0,0.0,0.0,0.0,0.8,630.0,1.0,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:18.481,2848.0,88115.0,0.0,0.0,0.0,0.0,320.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:22.514,26083.0,218899.0,0.0,0.0,0.0,1.5,720.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:26.047,14547.0,300000.0,0.0,0.0,0.1,2.0,480.0,1.0,0.1,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:30.083,31522.0,145726.0,0.0,0.0,1.1,1.5,0.0,1.0,0.1,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:34.099,0.0,200.0,0.0,0.0,0.5,0.7,170.0,1.0,0.1,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:38.121,20253.0,42916.0,0.0,0.0,0.7,2.0,680.0,1.0,0.1,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:42.148,32000.0,154229.0,0.0,0.0,1.1,1.6,580.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:46.190,22653.0,145499.0,0.0,0.0,1.1,0.7,890.0,1.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:50.225,4300.0,287840.0,0.0,0.0,0.2,0.0,730.0,1.0,0.1,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:54.251,0.0,166965.0,0.0,0.0,0.1,1.9,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:34:58.299,0.0,300000.0,0.0,0.0,0.7,2.0,910.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:02.322,22450.0,129686.0,0.0,0.0,0.5,0.6,800.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:06.366,6987.0,165275.0,0.0,0.0,0.1,1.9,210.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:10.391,8679.0,141149.0,0.0,0.0,0.0,0.5,670.0,1.0,0.1,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:14.425,9820.0,176674.0,0.0,0.0,0.6,2.0,1000.0,1.0,0.1,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:18.446,11667.0,138132.0,0.0,0.0,0.8,0.0,160.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:22.480,0.0,217322.0,0.0,0.0,0.9,0.3,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:26.496,0.0,200.0,0.0,0.0,0.4,0.3,930.0,1.0,0.1,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:30.039,23900.0,152418.0,0.0,0.0,0.0,1.2,90.0,1.0,0.1,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:34.059,0.0,77379.0,0.0,0.0,0.0,0.9,470.0,1.0,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:38.097,0.0,179402.0,0.0,0.0,0.5,1.1,1000.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:42.123,21905.0,125556.0,0.0,0.0,0.0,1.5,0.0,1.0,0.1,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:46.149,32000.0,67999.0,0.0,0.0,0.6,1.5,260.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:50.176,4440.0,90969.0,0.0,0.0,1.1,1.8,0.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:54.201,6362.0,42446.0,0.0,0.0,0.7,0.0,920.0,1.0,0.1,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:35:58.225,13266.0,89426.0,0.0,0.0,0.9,0.9,20.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:02.245,13636.0,76572.0,0.0,0.0,0.6,0.0,610.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:06.281,0.0,300000.0,0.0,0.0,1.1,0.6,1000.0,1.0,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:10.314,13009.0,200.0,0.0,0.0,0.0,1.1,1000.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:14.347,22202.0,179984.0,0.0,0.0,0.5,1.3,590.0,1.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:18.382,30125.0,188704.0,0.0,0.0,1.1,2.0,350.0,1.0,0.1,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:22.397,32000.0,200.0,0.0,0.0,0.0,0.2,670.0,1.0,0.1,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:26.418,32000.0,200.0,0.0,0.0,0.8,0.4,740.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:30.458,24123.0,273816.0,0.0,0.0,0.5,0.6,370.0,1.0,0.1,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:34.491,17663.0,297421.0,0.0,0.0,1.1,1.8,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:38.043,31055.0,300000.0,0.0,0.0,1.0,0.7,380.0,1.0,0.1,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:42.066,11498.0,52571.0,0.0,0.0,0.1,0.9,420.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:46.104,0.0,300000.0,0.0,0.0,0.8,0.0,790.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:50.144,32000.0,202582.0,0.0,0.0,0.8,0.3,1000.0,1.0,0.1,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:54.177,12861.0,274347.0,0.0,0.0,0.4,1.9,460.0,1.0,0.1,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:36:58.200,12760.0,81961.0,0.0,0.0,1.1,0.4,1000.0,1.0,0.1,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:02.242,14713.0,88120.0,0.0,0.0,1.1,0.5,0.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:06.266,0.0,134002.0,0.0,0.0,0.8,0.1,910.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:10.291,32000.0,91087.0,0.0,0.0,0.9,1.5,750.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:14.343,0.0,219725.0,0.0,0.0,0.0,1.7,80.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:18.382,32000.0,300000.0,0.0,0.0,1.1,0.0,960.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:22.422,6585.0,271865.0,0.0,0.0,1.1,1.7,1000.0,1.0,0.1,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:26.450,5028.0,69830.0,0.0,0.0,1.1,0.6,0.0,1.0,0.1,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:30.484,17352.0,283265.0,0.0,0.0,0.5,0.7,540.0,1.0,0.1,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:34.517,32000.0,211865.0,0.0,0.0,0.0,1.3,860.0,1.0,0.1,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:38.053,32000.0,139336.0,0.0,0.0,0.6,1.3,280.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:42.085,24007.0,212584.0,0.0,0.0,1.1,1.9,720.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:46.113,24835.0,200.0,0.0,0.0,0.2,1.3,180.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:50.132,0.0,88294.0,0.0,0.0,0.7,1.2,600.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:54.170,25985.0,181411.0,0.0,0.0,0.0,1.0,200.0,1.0,0.1,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:37:58.205,0.0,300000.0,0.0,0.0,0.2,1.2,10.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:02.238,32000.0,200.0,0.0,0.0,0.1,0.0,200.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:06.273,6569.0,143878.0,0.0,0.0,1.1,2.0,1000.0,1.0,0.1,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:10.298,0.0,200.0,0.0,0.0,0.8,1.7,490.0,1.0,0.1,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:14.339,30006.0,200425.0,0.0,0.0,0.1,0.2,290.0,1.0,0.1,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:18.375,31058.0,200.0,0.0,0.0,0.8,1.0,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:22.393,12557.0,200.0,0.0,0.0,0.8,2.0,260.0,1.0,0.1,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:26.430,0.0,300000.0,0.0,0.0,0.5,0.0,950.0,1.0,0.1,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:30.473,8643.0,300000.0,0.0,0.0,0.9,0.4,1000.0,1.0,0.1,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:34.514,32000.0,249283.0,0.0,0.0,0.2,2.0,560.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:38.073,32000.0,300000.0,0.0,0.0,1.1,0.3,520.0,1.0,0.1,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:42.120,28528.0,215318.0,0.0,0.0,0.2,2.0,470.0,1.0,0.1,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:46.155,1411.0,300000.0,0.0,0.0,0.1,0.6,800.0,1.0,0.1,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:50.199,13601.0,300000.0,0.0,0.0,1.1,0.1,380.0,1.0,0.1,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:54.246,8236.0,295913.0,0.0,0.0,1.1,0.3,0.0,1.0,0.1,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:38:58.278,5642.0,200.0,0.0,0.0,0.7,0.6,990.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
