time_stamp,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz
16:59:10,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0005142572335898876,0.001365644158795476,0.02652128878980875,0.00027011599740944803,0.00021202235075179487,0.002206157543696463,583970.0,-35.3632622,149.1652375,0.0,-2.0,1.0,0.0
16:59:12,STABILIZE,0.0,1.0,-1000.0,0.5,0.0,0.5,-0.000678251264616847,0.0010949622839689255,0.02577940486371517,0.0002588650386314839,0.0002553649537730962,0.002072324510663748,583977.5,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
16:59:14,STABILIZE,0.0,8.0,-989.75,2.25,0.25,0.5,-0.000911205483134836,0.0009193761895100275,0.024937183285752933,0.003032615912767748,0.00021035474492236972,0.0019868556798125305,583980.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
16:59:21,STABILIZE,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.0,0.3333333333333333,-0.0009082393177474538,0.0009990261169150472,0.023159730558594067,0.0002521015509652595,0.00022529857233166695,0.0017166986363008618,583970.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
16:59:23,STABILIZE,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.0,0.3333333333333333,-0.0008092860225588083,0.0009864055318757892,0.022680253721773624,0.0003170363052049652,0.0002733773289946839,0.00160569601575844,583973.3333333334,-35.3632622,149.1652375,0.0,-1.0,1.6666666666666667,0.6666666666666666
16:59:26,AUTO,0.0,-3.3333333333333335,-1007.3333333333334,1.1666666666666667,0.16666666666666666,0.5,-0.0010334981974059094,0.0009575255292778214,0.021853487628201645,0.0011143953015562147,0.00029444632430871326,0.0014905284624546766,583966.6666666666,-35.3632622,149.1652375,2.6666666666666665,-1.0,0.3333333333333333,-0.6666666666666666
16:59:28,AUTO,0.0,1.6666666666666667,-1000.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.0007939975475892425,0.001139807456638664,0.021463009528815746,0.00025541735036919516,0.00027477133941526216,0.0014581999663884442,583980.0,-35.3632622,149.1652375,13.166666666666666,0.0,0.0,-0.8333333333333334
16:59:30,AUTO,0.0,0.16666666666666666,-1048.0,6.333333333333333,-0.8333333333333334,0.6666666666666666,0.0012251325000155096,0.001029357476606189,0.02099643647670746,0.005959163497512539,-0.0009888516991244007,0.001387257972965017,584006.6666666666,-35.3632622,149.16523743333335,41.666666666666664,0.0,-0.3333333333333333,-14.333333333333334
16:59:32,AUTO,0.3333333333333333,-2.0,-1018.5,42.666666666666664,-7.0,1.8333333333333333,0.03246880664179722,-0.0032389434297025823,0.016092271932090323,0.04250007557372252,-0.008091638563200831,0.002559239015681669,585748.3333333334,-35.36326196666666,149.16523805,1780.1666666666667,2.1666666666666665,15.0,-146.0
16:59:34,AUTO,2.1666666666666665,-5.5,-1004.6666666666666,-41.5,-10.666666666666666,-35.833333333333336,-0.04967979776362578,0.007694403097654383,-0.07323347466687362,-0.04244375911851724,-0.011414131498895586,-0.03603156562894583,588781.6666666666,-35.3632608,149.16524528333332,4817.166666666667,2.3333333333333335,20.5,-149.0
16:59:36,AUTO,-4.166666666666667,11.833333333333334,-1002.8333333333334,67.0,6.166666666666667,-1.3333333333333333,0.009654822914550701,0.01048611601193746,-0.10922339931130409,0.0666399635374546,0.005895710414430748,-0.0012298139045014977,591870.0,-35.363261816666665,149.1652387,7904.333333333333,-17.333333333333332,-49.833333333333336,-151.5
16:59:38,AUTO,0.16666666666666666,-4.0,-1000.6666666666666,-55.5,12.833333333333334,-0.3333333333333333,0.012893260922282934,-0.037123976236519717,-0.054828024158875145,-0.05648125677059094,0.012307843193411827,-0.00031475722789764404,594825.0,-35.36326388333333,149.16523558333333,10860.666666666666,14.5,18.833333333333332,-149.16666666666666
