time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,chan4_raw
14:50:47,1500.0,-0.0003195909985851568,0.001477556204638229,0.027044096101935092,0.0002507457393221557,0.00026844773898259376,0.002263375593779179,STABILIZE,0.0,1.3333333333333333,-1000.0,0.0,0.0,0.0,-35.3632621,149.1652374,0.0,-1.0,1.0,-1.0,1500.0
14:50:59,1500.0,-0.0008418600385387739,0.000980959099251777,0.023026371374726295,0.0002689150278456509,0.000246830847269545,0.0016413364404191573,STABILIZE,0.0,2.0,-1000.0,1.0,0.25,0.0,-35.3632622,149.1652375,0.0,-1.0,0.5,-1.5,1500.0
14:51:01,1500.0,-0.0007342524477280676,0.0009607082853714625,0.022473991227646668,0.00032316385962379474,0.000287170735343049,0.001569451919446389,AUTO,0.0,1.5,-1000.0,0.6666666666666666,0.0,0.16666666666666666,-35.3632622,149.1652375,0.0,-1.0,1.0,-1.0,1500.0
14:51:03,1500.0,-0.0006608607654925436,0.0011042563904387255,0.021992016894121964,0.0003121231954234342,0.0002893124959276368,0.0015049837917710345,AUTO,0.0,1.1666666666666667,-1000.0,0.3333333333333333,0.16666666666666666,0.5,-35.3632622,149.1652375,1.5,0.0,0.16666666666666666,0.0,1500.0
14:51:05,1500.0,0.0010148183088555622,0.0010229066829197109,0.02139797465254863,0.0033171950393201164,-0.0005261264062331369,0.0015441554132848978,AUTO,0.0,1.0,-1047.1666666666667,3.6666666666666665,-0.5,0.6666666666666666,-35.36326218333334,149.1652374,30.0,0.0,-0.5,-14.333333333333334,1500.0
14:51:13,1500.0,-0.06347445336480935,0.0010525360060758733,-0.060183040176828705,-0.01620750253399213,0.0049533097189851105,-0.0355643912528952,AUTO,-1.1666666666666667,-3.0,-1005.5,-15.666666666666666,5.333333333333333,-35.333333333333336,-35.3632602,149.16524365,4799.833333333333,10.166666666666666,-2.0,-148.0,1500.0
14:51:15,1500.0,0.03227160956400136,0.01969273869569103,-0.08536246543129285,0.06569714409609635,0.005149787912766139,0.0011129759950563312,AUTO,-3.5,11.0,-1002.8333333333334,66.0,5.833333333333333,0.5,-35.3632603,149.16523423333334,7884.833333333333,-17.333333333333332,-42.5,-151.16666666666666,1423.3333333333333
14:51:17,1500.0,0.08327815006487072,0.041140374494716525,-1.113647434860468,0.026542565785348415,-0.11757626757025719,-0.8767691627144814,AUTO,20.625,7.0,-1000.5,26.875,-116.25,-876.625,-35.3632665375,149.16524,11198.625,-10.375,91.75,-132.875,1040.0
14:51:19,1500.0,0.012960916385054588,-0.09406925551593304,-2.4737622340520224,0.03179746946746794,-0.07541118267302711,-0.23891296361883482,AUTO,9.0,11.666666666666666,-1013.5,32.166666666666664,-74.33333333333333,-238.66666666666666,-35.363261083333335,149.16526123333333,14148.5,15.333333333333334,49.333333333333336,-151.83333333333334,1500.0
14:51:21,1500.0,0.09626185894012451,-0.06205758191645146,-2.356321334838867,0.03572380878031254,0.09608635753393173,0.2189698576927185,AUTO,-25.6,-18.6,-1004.4,36.2,96.6,218.2,-35.36326734,149.1652533,16953.4,-67.6,-127.8,-137.6,1500.0
