time_stamp,MODE,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
03:06:07,STABILIZE,1500.0,-0.0009396928362548351,0.0009745369316078722,0.022903135046362877,0.0002353991148993373,0.00028338568517938256,0.0016941927606239915,-35.3632622,149.1652375,0.0,-1.0,0.0,-2.0,0.0,1.0,-1000.0,0.0,0.5,0.5
03:06:09,STABILIZE,1500.0,-0.0007872513378970325,0.0009721853421069682,0.022524185478687286,0.0002854981576092541,0.00019426399376243353,0.0015871071955189109,-35.3632622,149.1652375,5.0,-1.0,1.0,-1.0,0.0,1.5,-1000.0,0.0,0.0,0.0
03:06:13,AUTO,1500.0,-0.000479188214133804,0.000990543436879913,0.021446130548914272,0.00026270215554783743,0.0002676291042007506,0.0014296742932250102,-35.3632622,149.1652375,10.0,-1.0,1.0,-1.6666666666666667,0.0,1.3333333333333333,-1000.0,0.6666666666666666,1.0,0.6666666666666666
03:06:15,AUTO,26649.0,-2.4818248675728682e-05,0.0013156014028936625,0.020923707634210587,0.00038464412500616163,0.0003065399214392528,0.0014158847043290734,-35.3632621,149.1652375,18.0,0.0,0.0,-1.75,0.0,1.25,-1000.0,0.25,0.5,0.25
03:06:16,AUTO,26649.0,0.0005686302320100367,0.001389946691536655,0.020493605484565098,0.002939069760031998,-0.0030072886923638484,0.0012804102540637057,-35.3632621,149.1652375,16.0,0.0,0.0,-3.3333333333333335,0.0,0.6666666666666666,-1035.3333333333333,3.0,-2.3333333333333335,0.6666666666666666
03:06:17,AUTO,26649.0,0.00230430462397635,0.0003419182903598994,0.020355600242813427,-0.000583096252133449,0.002320134954061359,0.0020292046247050166,-35.3632621,149.1652375,252.0,0.0,0.0,-74.0,0.0,0.0,-1126.0,0.0,2.3333333333333335,1.0
03:06:20,AUTO,107799.5,-0.0554727278649807,0.00448076621008416,-0.07386867453654607,-0.07719289387265842,0.0025782150526841483,-0.04245303695400556,-35.3632608,149.16524586666665,4848.333333333333,2.6666666666666665,22.333333333333332,-147.66666666666666,2.6666666666666665,-7.0,-1002.3333333333334,-76.33333333333333,3.0,-42.666666666666664
03:06:22,AUTO,188950.0,0.010571494698524475,0.011880351851383844,-0.11190141985813777,0.06936799983183543,0.008681359856079022,-0.00015972360658148924,-35.363261766666675,149.16523809999998,7910.666666666667,-18.0,-57.666666666666664,-150.0,-5.0,13.0,-1003.6666666666666,69.33333333333333,8.666666666666666,0.0
03:06:23,AUTO,188950.0,0.059432338923215866,0.012957540961603323,-0.10830157498518626,0.04527365633596977,-0.018364478019066155,0.01979075527439515,-35.3632633,149.16523433333333,9080.0,-25.333333333333332,-24.0,-151.33333333333334,0.0,9.333333333333334,-1000.0,45.333333333333336,-17.333333333333332,19.0
03:06:25,AUTO,5540.0,-0.0299023250117898,-0.010219408548437059,-0.08659829292446375,-0.03957456978969276,0.07716435566544533,-0.09966672584414482,-35.363262675,149.1652374,11962.75,39.25,18.25,-147.75,-4.0,-9.25,-1006.5,-38.5,77.5,-99.5
03:06:26,AUTO,5540.0,-0.007659594411961734,0.030398987233638763,-0.1778237447142601,0.04831724241375923,0.012378604151308537,-0.03135650418698788,-35.363259299999996,149.16523669999998,13898.5,9.5,-20.5,-152.0,-6.0,1.0,-1001.0,48.5,12.5,-31.0
03:06:28,AUTO,5540.0,0.007153995567932725,0.0014996694662841037,-0.1673952043056488,-0.03035636804997921,-0.01055838167667389,-0.003389861944015138,-35.36326095,149.16523525,17024.0,-17.0,11.5,-150.0,4.0,0.5,-998.0,-29.0,-9.5,-3.0
03:06:30,AUTO,24343.0,0.06446130387485027,-0.04070751555263996,0.032721394672989845,0.03587125800549984,-0.0023009469732642174,-0.0334605798125267,-35.36326485,149.16523080000002,19732.0,-13.5,-13.0,-79.5,0.0,5.5,-958.5,36.5,-1.5,-33.0
