,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
14:59:12.126,194006.0,0.3,0.2,-3.3,0.25,1.6,0.0,7489.0,60.0,1.0
14:59:18.203,53464.0,0.2,0.9,-6.2,0.25,0.3,0.0,2675.0,520.0,1.0
14:59:24.295,36447.0,0.9,0.3,5.2,0.25,1.1,0.0,5480.0,80.0,1.0
14:59:30.321,138496.0,0.3,0.9,-9.4,0.25,0.6,0.0,7935.0,160.0,1.0
14:59:36.372,28803.0,0.5,0.2,-7.9,0.25,0.1,0.0,10275.0,530.0,1.0
14:59:42.353,76686.0,0.7,0.2,-0.8,0.25,1.1,0.0,6986.0,10.0,1.0
14:59:48.393,155387.0,0.2,1.2,-3.7,0.25,0.1,0.0,1923.0,700.0,1.0
14:59:54.617,119440.0,0.2,0.2,-5.6,0.25,2.2,0.0,1045.0,250.0,1.0
15:00:00.195,12357.0,0.3,0.5,-8.9,0.25,1.9,0.0,24946.0,40.0,1.0
15:00:06.175,143036.0,0.3,1.9,-3.6,0.25,1.5,0.0,5151.0,630.0,1.0
15:00:12.341,228948.0,0.2,0.5,-6.2,0.25,0.6,0.0,5390.0,10.0,1.0
15:00:18.324,41469.0,0.3,0.3,1.3,0.25,0.1,0.0,1116.0,320.0,1.0
15:00:24.375,20198.0,0.7,1.2,-9.6,0.25,4.5,0.0,2712.0,570.0,1.0
15:00:30.477,258038.0,0.9,0.3,-3.9,0.25,0.8,0.0,3715.0,110.0,1.0
15:00:36.510,18323.0,0.5,0.3,1.4,0.25,2.4,0.0,3093.0,260.0,1.0
15:00:41.950,68860.0,0.2,1.3,-9.8,0.25,1.8,0.0,2310.0,240.0,1.0
15:00:46.987,275534.0,0.2,0.3,-7.6,0.25,0.8,0.0,6047.0,110.0,1.0
15:00:52.583,67528.0,0.3,0.4,2.0,0.25,1.6,0.0,17077.0,560.0,1.0
15:00:58.252,164995.0,0.9,0.4,-6.3,0.25,0.8,0.0,4919.0,280.0,1.0
15:01:04.461,290769.0,0.2,0.2,-0.2,0.25,2.9,0.0,12179.0,120.0,1.0
15:01:10.534,82160.0,0.5,0.4,-5.3,0.25,2.8,0.0,5632.0,110.0,1.0
15:01:16.124,40763.0,0.3,1.4,-6.5,0.25,4.5,0.0,9973.0,60.0,1.0
15:01:22.121,12147.0,0.3,0.7,-7.6,0.25,3.4,0.0,2949.0,370.0,1.0
15:01:28.150,112914.0,0.7,0.3,-9.6,0.25,0.3,0.0,7752.0,750.0,1.0
15:01:34.228,150403.0,0.5,0.3,1.3,0.25,0.4,0.0,12009.0,110.0,1.0
15:01:40.190,1132.0,0.2,0.2,-6.8,0.25,4.2,0.0,8657.0,150.0,1.0
15:01:46.263,73969.0,0.3,0.3,-5.5,0.25,1.2,0.0,15113.0,470.0,1.0
15:01:52.478,75938.0,0.9,0.9,-8.9,0.25,1.3,0.0,22243.0,110.0,1.0
15:01:58.530,200781.0,0.3,0.3,-0.1,0.25,1.9,0.0,648.0,120.0,1.0
15:02:04.099,61497.0,0.7,0.2,-0.1,0.25,0.6,0.0,1913.0,110.0,1.0
15:02:10.199,59856.0,0.2,0.7,-3.7,0.25,1.1,0.0,14023.0,350.0,1.0
15:02:16.181,1283.0,0.2,0.3,-1.8,0.25,4.2,0.0,5415.0,380.0,1.0
15:02:22.167,6135.0,0.5,1.2,-7.1,0.25,1.5,0.0,2093.0,470.0,1.0
15:02:28.360,249736.0,0.2,0.3,-8.1,0.25,2.2,0.0,4226.0,260.0,1.0
15:02:34.243,110354.0,0.5,0.2,-2.6,0.25,2.5,0.0,2464.0,160.0,1.0
15:02:40.356,35513.0,0.5,0.5,-7.4,0.25,4.7,0.0,3642.0,310.0,1.0
15:02:46.432,196405.0,0.2,0.2,-2.3,0.25,1.9,0.0,3389.0,870.0,1.0
15:02:52.449,6733.0,0.4,0.9,-9.4,0.25,0.2,0.0,5093.0,180.0,1.0
15:02:58.538,56203.0,0.2,1.3,-4.7,0.25,3.9,0.0,16071.0,240.0,1.0
15:03:05.108,121369.0,0.9,0.9,-4.9,0.25,0.4,0.0,109.0,100.0,1.0
15:03:11.201,19590.0,0.2,1.3,-1.4,0.25,1.6,0.0,16921.0,20.0,1.0
15:03:17.230,50160.0,0.4,1.5,-6.6,0.25,3.5,0.0,945.0,120.0,1.0
15:03:23.188,100279.0,0.2,0.7,-3.7,0.25,1.1,0.0,25580.0,280.0,1.0
15:03:29.277,2549.0,0.5,0.2,-5.3,0.25,1.8,0.0,7981.0,250.0,1.0
15:03:35.425,190124.0,0.4,1.1,-3.7,0.25,1.9,0.0,8193.0,130.0,1.0
15:03:41.368,137459.0,0.3,0.9,-9.9,0.25,2.9,0.0,4632.0,190.0,1.0
15:03:47.395,272322.0,0.3,0.4,-3.3,0.25,1.5,0.0,9669.0,40.0,1.0
15:03:53.247,15091.0,0.7,0.5,-9.4,0.25,1.3,0.0,7650.0,210.0,1.0
15:03:59.344,32465.0,0.9,1.1,1.3,0.25,0.6,0.0,5047.0,20.0,1.0
15:04:05.367,40881.0,0.2,0.9,-5.2,0.25,1.8,0.0,3577.0,750.0,1.0
15:04:11.428,123269.0,0.2,0.5,-6.8,0.25,1.2,0.0,8691.0,160.0,1.0
15:04:17.513,71852.0,0.2,0.9,-6.2,0.25,3.7,0.0,22903.0,110.0,1.0
15:04:23.007,88351.0,0.3,0.4,-3.7,0.25,1.5,0.0,562.0,340.0,1.0
15:04:29.083,194859.0,0.2,1.4,-0.6,0.25,0.2,0.0,2067.0,350.0,1.0
15:04:34.931,37366.0,0.7,0.2,-8.9,0.25,2.4,0.0,9606.0,700.0,1.0
