,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
00:31:04.615,42837.0,0.9,0.2,-9.9,0.25
00:31:09.060,20205.0,0.2,1.3,-7.4,0.25
00:31:14.712,39659.0,0.4,0.3,-7.8,0.25
00:31:19.302,9767.0,0.5,0.7,-9.8,0.25
00:31:24.985,45769.0,0.3,0.9,-9.7,0.25
00:31:29.716,51098.0,0.2,0.7,2.1,0.25
00:31:34.744,20804.0,0.3,0.7,-7.2,0.25
00:31:39.476,168620.0,0.2,0.5,-8.8,0.25
00:31:45.084,15974.0,0.2,0.9,-6.5,0.25
00:31:50.579,50075.0,0.2,0.2,2.9,0.25
00:31:55.194,8483.0,0.4,0.5,-9.8,0.25
00:32:00.741,62921.0,0.5,0.3,-2.4,0.25
00:32:05.350,96856.0,0.3,0.2,-7.9,0.25
00:32:10.988,100032.0,0.2,0.2,-2.6,0.25
00:32:15.687,29888.0,0.4,0.5,-2.3,0.25
00:32:20.622,6990.0,0.2,0.5,-9.4,0.25
00:32:25.238,23569.0,0.5,0.7,-6.3,0.25
00:32:30.789,10096.0,0.2,0.3,-2.2,0.25
00:32:35.413,15450.0,0.5,0.7,-7.6,0.25
00:32:41.045,21205.0,0.3,0.7,-0.6,0.25
00:32:46.535,34074.0,0.2,0.3,-3.9,0.25
00:32:51.093,76520.0,0.2,0.5,-1.7,0.25
00:32:56.566,1308.0,0.4,0.3,-2.4,0.25
00:33:01.006,13921.0,0.2,0.5,-2.5,0.25
00:33:06.604,54484.0,0.2,1.7,-6.2,0.25
00:33:11.170,4205.0,0.3,1.3,-9.4,0.25
00:33:16.656,47884.0,0.4,0.5,-8.7,0.25
00:33:21.246,73443.0,0.5,0.7,-4.5,0.25
00:33:26.806,46888.0,0.3,0.5,-1.2,0.25
00:33:31.380,142909.0,0.2,0.5,-3.8,0.25
00:33:36.853,15840.0,0.9,0.2,-9.4,0.25
00:33:41.464,16970.0,0.5,0.4,-8.9,0.25
00:33:46.892,41108.0,0.7,0.2,-9.9,0.25
00:33:51.417,53985.0,0.3,0.5,-7.4,0.25
00:33:57.091,2635.0,0.3,0.5,1.5,0.25
00:34:02.686,83638.0,0.2,1.3,-9.9,0.25
00:34:07.199,42490.0,0.7,0.3,-9.6,0.25
00:34:12.792,3069.0,0.7,0.5,-3.2,0.25
00:34:17.859,110630.0,0.2,0.2,-3.6,0.25
00:34:22.501,49194.0,0.2,0.4,-8.4,0.25
00:34:27.643,22815.0,0.4,0.3,1.4,0.25
00:34:32.241,5932.0,0.4,0.3,-9.6,0.25
00:34:37.810,88110.0,0.2,0.2,-5.3,0.25
00:34:42.373,10293.0,0.2,0.3,-1.1,0.25
00:34:47.996,17727.0,0.2,1.8,-7.1,0.25
00:34:52.635,63481.0,0.2,0.2,-3.1,0.25
00:34:57.651,1920.0,0.2,0.7,3.8,0.25
00:35:02.284,14457.0,0.3,0.7,2.6,0.25
00:35:07.906,94364.0,0.4,0.5,-9.4,0.25
00:35:12.563,21567.0,0.3,0.2,-9.6,0.25
00:35:17.670,38696.0,0.2,0.4,-9.2,0.25
00:35:22.297,34756.0,0.4,0.5,-5.5,0.25
00:35:27.865,48909.0,0.3,0.5,-6.9,0.25
00:35:32.516,19385.0,0.2,0.2,-7.9,0.25
00:35:37.535,4905.0,0.4,0.5,-9.4,0.25
00:35:42.112,27053.0,0.5,0.4,-0.0,0.25
00:35:47.717,23598.0,0.3,0.7,-7.2,0.25
00:35:52.274,112934.0,0.4,0.3,-9.9,0.25
00:35:57.948,79933.0,0.3,0.5,-9.4,0.25
00:36:02.612,46879.0,0.3,0.4,-8.4,0.25
00:36:07.855,3644.0,0.4,0.4,-0.4,0.25
00:36:12.546,54924.0,0.3,0.5,-4.3,0.25
00:36:17.550,23242.0,0.3,0.5,-2.7,0.25
00:36:22.050,67622.0,0.2,0.7,-3.9,0.25
00:36:27.540,4522.0,0.5,0.3,-6.8,0.25
00:36:32.201,118134.0,0.2,0.7,-6.9,0.25
00:36:37.761,24065.0,0.3,0.7,-5.2,0.25
00:36:42.342,22735.0,0.2,0.4,-9.2,0.25
00:36:47.820,32601.0,0.2,0.5,-6.5,0.25
00:36:52.357,104907.0,0.3,0.3,-7.1,0.25
00:36:57.922,26008.0,0.3,0.9,-1.9,0.25
00:37:02.500,133455.0,0.4,0.7,-9.7,0.25
00:37:07.566,115418.0,0.4,0.3,-9.7,0.25
00:37:12.248,12695.0,0.5,0.5,-9.4,0.25
00:37:17.871,107535.0,0.4,0.2,-8.1,0.25
00:37:22.619,47507.0,0.5,0.2,-4.1,0.25
00:37:27.732,158273.0,0.2,0.2,-8.9,0.25
00:37:32.308,29246.0,0.3,0.5,-0.0,0.25
00:37:37.883,15754.0,0.7,0.5,-9.2,0.25
00:37:42.631,67203.0,0.5,0.2,-7.9,0.25
00:37:47.739,39127.0,0.2,0.7,-4.7,0.25
00:37:52.483,5434.0,0.3,0.2,-7.6,0.25
00:37:58.181,138864.0,0.2,0.5,-7.8,0.25
00:38:03.787,54180.0,0.4,0.4,-2.7,0.25
00:38:08.440,4737.0,0.5,0.2,-3.3,0.25
00:38:14.150,6551.0,0.2,0.5,-1.2,0.25
00:38:19.665,339.0,0.7,0.3,-9.7,0.25
00:38:24.329,76950.0,0.2,0.3,-4.9,0.25
00:38:29.792,33239.0,0.3,0.3,-9.0,0.25
