time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
21:06:57,5.191925993131008e-05,0.001488238456659019,0.02687674481421709,0.0002895803772844374,0.0002868578740162775,0.002325286972336471,-35.3632621,149.1652374,16.5,-0.5,1.0,-0.5,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE
