,navigate,waypoint.,loiter,around,waypoint,unlimited,amount,time,x,turns,specified,latitude,longitude,altitude,certain,time.,multicopter,vehicles,stop,point,(within,vehicle-specific,acceptance,radius).,forward-only,moving,(e.g.,fixed-wing),circle,radius/direction.,heading,required,parameter,(2),non-zero,forward,aircraft,leave,towards,next,return,launch,location,land,location.,takeoff,ground,/,hand.,support,multiple,modes,vtol,quadplane),take,using,currently,configured,mode.,local,position,(local,frame,only),vehicle,following,i.e.,represents,continue,current,course,climb/descend,altitude.,reached,command,(i.e.,proceed,desired,reached.,begin,longitude.,lat=lon=0,position.,consider,navigation,complete,(don't,loiter),additionally,toward,target,reposition,mav,follow,sent,start,orbiting,circumference,defined,parameters.,setting,values,nan/int32_max,(as,appropriate),results,defaults.,sets,region,interest,(roi),sensor,set,itself.,used,vehicle's,control,system,attitude,various,sensors,cameras.,autonomous,path,planning,mav.,spline,path.,mode,transition,flight,heading.,ignored,dont,fixed-wing,(multicopters,boatsetc.).,hand,external,controller,delay,number,seconds,descend,place,payload.,moves,descends,detects,hanging,payload,releases,detected,reaching,maximum,descent,value,(param1),without,releasing,nop,-,mark,upper,limit,nav/action,commands,enumeration,mission,state,machine.,ascend/descend,rate.,machine,within,distance,nav,point.,reach,angle.,condition,jump,list.,repeat,action,times,change,speed,and/or,throttle,points.,home,either,default,on.,automatically,(and,may,also,command).,note:,emitted,home_position,message,request,(using,mav_cmd_request_message,param1=242).,relay,condition.,cycle,cycles,period.,servo,pwm,value.,nominal,terminate,immediately.,termination,immediately,irreversably,terminates,returning,ground.,ignore,rc,input,power-cycled.,trigger,safety,measures,including:,disabling,motors,deployment,parachute,multicopters,surfaces,initiate,landing,pattern,fixed-wing).,crash,landing.,tested,protocol,bit:,mav_protocol_capability_flight_termination.,sending,param1=0,(<,0.5);,ack,mav_result_failed,mav_result_unsupported.,actuators,servos),actuator,numbers,mapped,specific,outputs,main,aux,uavcan),flight-stack,mechanism,parameter).,perform,marker,tell,autopilot,sequence,items,starts.,via,command_long,case,nearest,(geographically),used.,latitude/longitude,optional,needed.,help,find,closest,sequence.,rally,safely,abort,wgs84,global,gps,controlled,hold,continue.,direction,reverse.,gimbal,manager,device.,react,message.,pitch/roll/yaw,offset.,device,cancels,previous,roi,vehicle/sensors,characteristics.,go,back,manual,available,otherwise,assume,neutral,mount,tracks,id.,determination,done,global_position_int,means.,onboard,camera,system.,configure,digital,camera.,fallback,systems,yet,implemented,param_ext_xxx,messages,definition,files,(see,https://mavlink.io/en/services/camera_def.html,).,antenna,flight.,triggered,exceeded.,shutter,integration,enable,geofence,item/command,release,enable/disable,auto,release.,motor,test.,to/from,inverted,operate,gripper.,autotune.,turn,angle,change.,interval,triggering,enabled,expires.,quaternion,reference.,id,master,limits,engine.,interpreted,engine,state.,intended,internal,combustion,engines,item,seq,emit,mission_current,(whether,changed).,executed,new,shortest,skipping,intermediate,items.,note,counters,reset,unless,param2,mav_cmd_do_jump,param2).,state-machine,systems:,example,mission_state_not_started,mission_state_paused,mission_state_active.,might,therefore,restart,resume,mission.,must,switch,"""reset""",param2.,resetting,initial,(to,changing,param1,`-1`).,explicitly,changes,mission_state_complete,mission_state_active,potentially,allowing,(next),range,(including,item).,calibration.,accepted,pre-flight,except,temperature,calibration,one,single,others,zero.,offsets.,uavcan,configuration,(actuator,assignment,mapping).,maps,legacy,v0,function,uavcan_enumerate,(it,normal,poorly,named).,storage,different,logs.,reboot,shutdown,components.,override,pause,move,continue/resume,param,indicates,paused,(mav_goto_do_hold),defines,whether,holds,another,pivoting,oblique,survey,(replaces,cam_trigg_dist,purpose).,exceeded,params,4~6,set-up,positions,mount-enabled,roll,shots,emulate,setup,(providing,increased,hfov).,running,testing,command.,similar,mav_cmd_do_motor_test,operates,level,output,functions,possible,test,motor1,independent,autopilots,typically,refuse,armed.,arms,disarms,component,instructs,run,pre-arm,checks.,allows,preflight,checks,demand,useful,normally,low,rate,armable,changed.,mav_result_accepted,usually,reported,sys_status,(this,system-specific).,mav_result_temporarily_rejected,already,illuminators,on/off.,illuminator,light,source,lighting,dark,areas,sytstem:,e.g.,torch,searchlight,opposed,illuminating,indicator,light).,vehicle.,inject,artificial,failure,purposes.,implement,additional,protection,accepting,setting.,starts,receiver,pairing.,particular,mavlink,response,message_interval,interface,replaces,request_data_stream.,system(s),instance,"""one-shot""",version,mav_cmd_set_message_interval).,compatibility.,receivers,capabilities,protocol_version,capabilities.,autopilot_version,information,(camera_information).,settings,(camera_settings).,(storage_information).,use,command's,target_component,component's,storage.,format,medium.,storage_information,sent.,capture,status,(camera_capture_status),(flight_information),factory,nan,reserved,values.,gcs,send,mav_cmd_request_video_stream_status,supports,video,streaming.,zoom.,respond,camera_settings,(on,success).,focus.,preferred,saving,photos,videos,media,sd,card,storing,videos).,save,type:,usage,flag,clear/reset,choose,always,allow,mav_result_denied.,tagged,target.,jumped,mav_cmd_do_jump_tag.,matching,tag,times.,contain,jump.,missing,tags,select,lowest,number.,high,setpoint,attitude.,combinations,below.,well,angular,get,result,continuous,turning.,signal,unset.,never,manager.,sysid/compid,primary,secondary,control.,image,sends,camera_image_captured,capture.,re-request,disable,on-board,visual,tracking,(camera_cap_flags_has_tracking_point,set),tracking.,rectangle,(camera_cap_flags_has_tracking_rectangle,stops,ongoing,(recording).,streaming,given,stream,(video_stream_information),(video_stream_status),logging,data,logging_data,message),log,start/stop,transmitting,latency,telemetry,create,panorama,authorization,arm,entity,authorizer,responsible,needs,authorize,deny,request.,approved,progress,command_ack,period,valid,denied,reasons,arm_auth_denied_reason.,submode,standard,guided,user,velocities,along,three,axes.,flies,facing,center,circle.,velocity,radius.,gate,fence,(there,definition).,points,supported,instead.,vertex,inclusion,polygon,(the,self-intersecting).,stay,area.,minimum,vertices,required.,exclusion,outside,circular,inside,defined.,uavcan_node_info,per,every,node,online.,lost,detect,easily,checking,received,uavcan_node_status,earlier;,order,re-transmission,messages.,adsb-out,ident.,requested,air,traffic,airspace.,ident,held,hardware,c,transponder,spec.,deploy,lat,lon,alt,includes,velocity.,deployment.,magnetometer,based,provided,known,yaw.,fast,wmm,field,tables,yaw,zero,winch.,item.,station,show,flying,spatial,example:,mav_cmd_do_set_parameter,forwarding,packets,bus,component.,frames,can_frame,canfd_frame,less,rtl_alt,greater,equal,rtl_alt.,rtl,maintaining,land.,touches,disarm,motors.,degree,meters,acro,alt_hold,changed,flip.,flip,-90,rolling,right,second.,finishes,a.flip2,recover,original,pitch,yaw),k,(a.flip2),2.5,barometer,computed,rather,gps.,stick,middle,1500),maintain,reduce,radius,reaches,increase,(think,clockwise),clockwise.,decrease,counterclockwise,left,counterclockwise),counterclockwise.,users,stick.,land_speed_high,land_speed,pilot’s,inputs,overridden,brake,loses,signals,drift,enter,fs_ekf_action,parameter.,constant,way,sport,climb,indicated,pilot_speed_up,armed,(fs_thr_value,parameter),fs_thr_value,fail-safe,deploying,requires,conditions:,(1),(3),climbing,(4),vehicle’s,chute_alt_min,satellites,four,sensor.,500)
IDF,93.5,62.333333333333336,46.75,93.5,18.7,187.0,93.5,31.166666666666668,187.0,93.5,12.466666666666667,62.333333333333336,93.5,10.38888888888889,62.333333333333336,187.0,187.0,37.4,31.166666666666668,46.75,187.0,187.0,187.0,187.0,187.0,26.714285714285715,46.75,187.0,62.333333333333336,187.0,46.75,62.333333333333336,23.375,93.5,93.5,62.333333333333336,93.5,93.5,187.0,26.714285714285715,37.4,187.0,37.4,31.166666666666668,62.333333333333336,46.75,9.842105263157896,62.333333333333336,187.0,62.333333333333336,62.333333333333336,93.5,46.75,187.0,187.0,15.583333333333334,93.5,93.5,20.77777777777778,93.5,14.384615384615385,93.5,93.5,93.5,3.4,62.333333333333336,93.5,93.5,93.5,9.35,187.0,187.0,93.5,93.5,3.816326530612245,37.4,187.0,17.0,46.75,93.5,187.0,187.0,23.375,187.0,62.333333333333336,37.4,187.0,187.0,187.0,93.5,17.0,93.5,187.0,93.5,20.77777777777778,26.714285714285715,187.0,187.0,11.6875,187.0,46.75,46.75,187.0,93.5,187.0,93.5,187.0,18.7,46.75,46.75,46.75,37.4,7.1923076923076925,93.5,11.0,37.4,12.466666666666667,14.384615384615385,31.166666666666668,37.4,37.4,37.4,93.5,93.5,187.0,187.0,187.0,187.0,9.842105263157896,93.5,15.583333333333334,187.0,93.5,187.0,187.0,187.0,187.0,187.0,46.75,46.75,37.4,23.375,31.166666666666668,62.333333333333336,93.5,187.0,62.333333333333336,187.0,187.0,187.0,62.333333333333336,187.0,93.5,187.0,187.0,187.0,187.0,187.0,62.333333333333336,187.0,62.333333333333336,62.333333333333336,62.333333333333336,62.333333333333336,62.333333333333336,187.0,46.75,62.333333333333336,8.904761904761905,31.166666666666668,187.0,187.0,187.0,62.333333333333336,37.4,62.333333333333336,187.0,46.75,93.5,187.0,187.0,46.75,93.5,62.333333333333336,93.5,187.0,18.7,31.166666666666668,93.5,23.375,187.0,46.75,62.333333333333336,46.75,93.5,93.5,187.0,31.166666666666668,23.375,187.0,93.5,187.0,93.5,13.357142857142858,8.5,187.0,187.0,187.0,93.5,187.0,93.5,93.5,93.5,187.0,62.333333333333336,62.333333333333336,187.0,187.0,187.0,187.0,93.5,187.0,187.0,93.5,187.0,187.0,93.5,31.166666666666668,187.0,18.7,187.0,187.0,187.0,187.0,93.5,187.0,62.333333333333336,187.0,187.0,62.333333333333336,62.333333333333336,187.0,187.0,187.0,62.333333333333336,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,26.714285714285715,93.5,93.5,187.0,187.0,62.333333333333336,187.0,187.0,37.4,187.0,187.0,187.0,187.0,187.0,187.0,187.0,62.333333333333336,187.0,187.0,93.5,37.4,187.0,187.0,187.0,187.0,46.75,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,93.5,62.333333333333336,187.0,187.0,187.0,187.0,46.75,93.5,93.5,187.0,93.5,187.0,31.166666666666668,37.4,46.75,37.4,26.714285714285715,187.0,187.0,62.333333333333336,187.0,187.0,31.166666666666668,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,37.4,187.0,62.333333333333336,187.0,187.0,187.0,187.0,187.0,9.842105263157896,93.5,93.5,93.5,37.4,93.5,46.75,93.5,93.5,93.5,26.714285714285715,93.5,93.5,46.75,93.5,93.5,62.333333333333336,62.333333333333336,46.75,187.0,62.333333333333336,62.333333333333336,93.5,93.5,187.0,93.5,93.5,93.5,187.0,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,62.333333333333336,187.0,62.333333333333336,93.5,187.0,187.0,187.0,187.0,93.5,187.0,93.5,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,31.166666666666668,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,46.75,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,93.5,5.5,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,62.333333333333336,46.75,187.0,187.0,93.5,23.375,62.333333333333336,187.0,93.5,187.0,93.5,62.333333333333336,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,46.75,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,93.5,187.0,187.0,187.0,187.0,93.5,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,17.0,187.0,187.0,187.0,187.0,93.5,187.0,93.5,93.5,26.714285714285715,187.0,187.0,187.0,93.5,187.0,187.0,93.5,187.0,187.0,187.0,93.5,93.5,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,46.75,187.0,187.0,187.0,187.0,187.0,187.0,46.75,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,62.333333333333336,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,62.333333333333336,46.75,187.0,62.333333333333336,37.4,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,93.5,187.0,187.0,187.0,37.4,187.0,93.5,187.0,187.0,26.714285714285715,93.5,93.5,93.5,62.333333333333336,187.0,187.0,187.0,187.0,37.4,93.5,187.0,187.0,187.0,46.75,62.333333333333336,62.333333333333336,187.0,187.0,187.0,62.333333333333336,26.714285714285715,187.0,187.0,62.333333333333336,93.5,93.5,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,93.5,187.0,93.5,187.0,93.5,187.0,187.0,187.0,187.0,93.5,93.5,187.0,93.5,62.333333333333336,187.0,187.0,187.0,187.0,93.5,62.333333333333336,46.75,62.333333333333336,187.0,187.0,187.0,62.333333333333336,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,93.5,11.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,37.4,187.0,187.0,93.5,187.0,187.0,93.5,187.0,93.5,93.5,93.5,37.4,46.75,62.333333333333336,93.5,93.5,187.0,93.5,93.5,187.0,187.0,187.0,62.333333333333336,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,62.333333333333336,187.0,187.0,12.466666666666667,12.466666666666667,11.6875,12.466666666666667,37.4,18.7,37.4,187.0,187.0,187.0,187.0,187.0,187.0,187.0,31.166666666666668,62.333333333333336,37.4,37.4,187.0,187.0,187.0,187.0,187.0,93.5,187.0,62.333333333333336,46.75,46.75,62.333333333333336,93.5,187.0,62.333333333333336,187.0,93.5,62.333333333333336,187.0,187.0,187.0,187.0,93.5,37.4,187.0,93.5,187.0,187.0,93.5,187.0,187.0,187.0,26.714285714285715,187.0,187.0,93.5,187.0,187.0,187.0,62.333333333333336,46.75,93.5,93.5,93.5,187.0,93.5,93.5,187.0,187.0,93.5,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,93.5,187.0,187.0,187.0,62.333333333333336,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0
