,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
46,"('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_ADSB_OUT_IDENT', 0.00044470191516565727)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_DO_SET_ROI', 0.0007329215581926007)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 5.811272925726474e-05)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.00019948781147982597)","('MAV_CMD_NAV_PAYLOAD_PLACE', 3.688831505010981e-05)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00012935699332616846)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.0001562516116069279)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.0001562516116069279)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.00011858718929458334)","('MAV_CMD_DO_ENGINE_CONTROL', 7.954260340115038e-05)","('MAV_CMD_PREFLIGHT_UAVCAN', 7.369638694643132e-05)","('MAV_CMD_DO_SET_MISSION_CURRENT', 8.85225096277642e-05)","('MAV_CMD_PREFLIGHT_UAVCAN', 4.281641726389118e-05)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 7.263238243859771e-05)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.00025146555298516393)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.00019912147678602388)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.0005130571718700017)"
47,"('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00039790600236522256)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0006776073364047619)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_SET_MISSION_CURRENT', 4.496929061659216e-05)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0001680400530551518)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 3.161590717470908e-05)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0001017579389447354)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00015617684232582807)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00015617684232582807)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_FLIGHTTERMINATION', 9.281866279819972e-05)","('MAV_CMD_PREFLIGHT_UAVCAN', 6.69158200913289e-05)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 5.399924857807381e-05)","('MAV_CMD_DO_SET_ROI_NONE', 8.487828760173066e-05)","('MAV_CMD_NAV_PAYLOAD_PLACE', 3.660454514797795e-05)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00021036408022601094)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.00016773146828041874)","('MAV_CMD_NAV_FOLLOW', 0.0005027246641398087)"
48,"('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.000374363285474022)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.0006717477474106337)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00013802798683715256)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.00010111311165783565)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0001220770991224862)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0001220770991224862)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 8.783798626432748e-05)","('MAV_CMD_NAV_PAYLOAD_PLACE', 5.720756929639137e-05)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 7.806159809142788e-05)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 3.1372696204678974e-05)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.00020760514123874252)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00013777451551022502)","('MAV_CMD_DO_ADSB_OUT_IDENT', 0.0004732852645938923)"
49,"('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_SET_CAMERA_ZOOM', 0.00036309334076056743)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0006412791139460694)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_DO_REPOSITION', 0.00013351051468935005)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 7.53724959372537e-05)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_FLIGHTTERMINATION', 9.615958023478921e-05)","('MAV_CMD_DO_FLIGHTTERMINATION', 9.615958023478921e-05)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 8.034716279647913e-05)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 4.903095189112694e-05)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 5.71977516727884e-05)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0001979175678451517)","('MAV_CMD_DO_REPOSITION', 0.00013326533914126415)","('MAV_CMD_OVERRIDE_GOTO', 0.00041792754180935976)"
50,"('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_SET_CAMERA_FOCUS', 0.00036309334076056743)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0006249052500137964)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.00010745421069024985)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 6.894472948437702e-05)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 9.09996290963111e-05)","('MAV_CMD_DO_ENGINE_CONTROL', 9.09996290963111e-05)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 7.389437401750243e-05)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_NAV_LOITER_TIME', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.0001369415166107002)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.00010725688432189351)","('MAV_CMD_SET_CAMERA_ZOOM', 0.00038643127450910253)"
51,"('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.0002590264049538993)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0006071913068400603)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_NAV_LOITER_TIME', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00010740279186638446)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 6.3407685470529e-05)","('MAV_CMD_DO_REPOSITION', 0.0)","('MAV_CMD_DO_REPOSITION', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_SET_MISSION_CURRENT', 8.681302822655113e-05)","('MAV_CMD_DO_SET_MISSION_CURRENT', 8.681302822655113e-05)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 6.317366381303202e-05)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_REPOSITION', 0.00013245960318608585)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00010720555992238534)","('MAV_CMD_SET_CAMERA_FOCUS', 0.00038643127450910253)"
52,"('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_REPOSITION', 0.0002505488157580338)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0005973977837817612)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 8.448779193315215e-05)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 5.420840027858809e-05)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 8.32391807277233e-05)","('MAV_CMD_DO_SET_ROI_NONE', 8.32391807277233e-05)","('MAV_CMD_DO_REPOSITION', 0.0)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 5.414431882522219e-05)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0001065573840742795)","('MAV_CMD_DO_SET_ROI_SYSID', 8.433264055240919e-05)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.00031574306195059076)"
53,"('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0002015544796142299)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_NAV_LOITER_TIME', 0.000411347825116537)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 6.25804317605505e-05)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 4.6460450930596586e-05)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_REPOSITION', 0.0)","('MAV_CMD_DO_REPOSITION', 0.0)","('MAV_CMD_DO_REPOSITION', 0.0)","('MAV_CMD_DO_REPOSITION', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 7.65541300965511e-05)","('MAV_CMD_PREFLIGHT_UAVCAN', 7.65541300965511e-05)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_LOITER_TIME', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 8.382275672869088e-05)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 8.379823519433227e-05)","('MAV_CMD_GET_HOME_POSITION', 0.0002531112182042605)"
54,"('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0001575469565143761)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.00040683341886726954)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 5.264626418888252e-05)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 5.609319088828446e-05)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 5.609319088828446e-05)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 8.329158244047008e-05)","('MAV_CMD_DO_ENGINE_CONTROL', 6.246551053745719e-05)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.00019921279915535717)"
55,"('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.00011743983688272674)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0003403374217630928)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_REPOSITION', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 3.857527925632542e-05)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 6.208783763217429e-05)","('MAV_CMD_DO_SET_ROI_NONE', 5.71384517993323e-05)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00013783770254249816)"
56,"('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 9.879715599403482e-05)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.00032020083794581655)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 5.2231865631857666e-05)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 3.850444052688751e-05)","('MAV_CMD_DO_REPOSITION', 0.00013332645814623234)"
57,"('MAV_CMD_DO_REPOSITION', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 8.446351161961463e-05)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0003105614158098735)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 4.4653985687315156e-05)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00010725472722417084)"
58,"('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 7.239123119029411e-05)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0003105614158098735)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 3.827163871683581e-05)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 8.437131772920381e-05)"
59,"('MAV_CMD_DO_SET_ROI_LOCATION', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00022155076401608742)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_NAV_LOITER_TIME', 0.0)","('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_DO_SET_ROI', 0.0)","('MAV_CMD_DO_SET_ROI', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)","('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 8.383666727862504e-05)"
