,LAND_SPEED,LAND_ALT_LOW,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN
16:47:30.287,140.0,6180.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,37.1,0.1,0.0,1.0,100.0,2223.0,0.05
16:47:34.408,160.0,100.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,8.0,-100.0,1713.0,0.05
16:47:38.330,100.0,4930.0,0.0,0.0,1.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,16.0,53.0,5349.0,0.05
16:47:42.477,110.0,5580.0,0.0,0.0,1.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,84.1,0.1,0.0,74.0,-18.0,8053.0,0.05
16:47:46.413,150.0,10000.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,29.0,-73.0,563.0,0.05
16:47:50.365,120.0,2870.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,43.1,0.1,0.0,100.0,85.0,0.0,0.05
16:47:54.567,120.0,100.0,0.0,0.0,1.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,34.1,0.1,0.0,39.0,56.0,2925.0,0.05
16:47:58.401,30.0,3930.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.1,0.1,0.0,91.0,84.0,2587.0,0.05
16:48:02.383,80.0,3850.0,0.0,0.0,1.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,57.0,-18.0,6432.0,0.05
16:48:06.538,180.0,2430.0,0.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,19.1,0.1,0.0,78.0,-100.0,10000.0,0.05
16:48:10.653,190.0,6210.0,0.0,0.0,1.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,18.0,44.0,7858.0,0.05
16:48:14.402,140.0,1320.0,0.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,39.1,0.1,0.0,59.0,50.0,6848.0,0.05
16:48:18.445,120.0,10000.0,0.0,0.0,1.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,27.0,14.0,0.0,0.05
16:48:22.479,200.0,10000.0,0.0,0.0,1.0,-57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,26.1,0.1,0.0,1.0,100.0,10000.0,0.05
16:48:26.423,40.0,580.0,0.0,0.0,1.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,26.1,0.1,0.0,1.0,-18.0,0.0,0.05
16:48:30.441,180.0,100.0,0.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,1.0,22.0,0.0,0.05
16:48:34.353,140.0,7460.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,34.1,0.1,0.0,10.0,76.0,3420.0,0.05
16:48:42.442,180.0,10000.0,0.0,0.0,1.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,25.0,100.0,639.0,0.05
16:48:46.350,30.0,4140.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,39.0,-100.0,10000.0,0.05
