,A.LAND2
16:46:49.494,-1.0
16:46:49.696,-1.0
16:46:49.898,-1.0
16:46:50.101,-1.0
16:46:50.303,-1.0
16:46:50.504,-1.0
16:46:50.706,-1.0
16:46:50.909,-1.0
16:46:51.111,-1.0
16:46:51.313,-1.0
16:46:51.516,-1.0
16:46:51.718,-1.0
16:46:51.923,-1.0
16:46:52.124,-1.0
16:46:52.326,-1.0
16:46:52.528,-1.0
16:46:52.729,-1.0
16:46:52.933,-1.0
16:46:53.134,-1.0
16:46:53.338,-1.0
16:46:53.540,-1.0
16:46:53.742,-1.0
16:46:53.945,-1.0
16:46:54.148,-1.0
16:46:54.349,-1.0
16:46:54.551,-1.0
16:46:54.755,-1.0
16:46:54.957,-1.0
16:46:55.159,-1.0
16:46:55.361,-1.0
16:46:55.563,-1.0
16:46:55.765,-1.0
16:46:55.971,-1.0
16:46:56.173,-1.0
16:46:56.375,-1.0
16:46:56.577,-1.0
16:46:56.779,-1.0
16:46:56.983,-1.0
16:46:57.186,-1.0
16:46:57.388,-1.0
16:46:57.590,-1.0
16:46:57.791,-1.0
16:46:57.994,-1.0
16:46:58.198,-1.0
16:46:58.400,-1.0
16:46:58.604,-1.0
16:46:58.806,-1.0
16:46:59.008,-1.0
16:46:59.210,-1.0
16:46:59.411,-1.0
16:46:59.614,-1.0
16:46:59.817,-1.0
16:47:00.022,-1.0
16:47:00.223,-1.0
16:47:00.426,-1.0
16:47:00.628,-1.0
16:47:00.830,-1.0
16:47:01.031,-1.0
16:47:01.232,-1.0
16:47:01.434,-1.0
16:47:01.635,-1.0
16:47:01.838,-1.0
16:47:02.040,-1.0
16:47:02.243,-1.0
16:47:02.445,-1.0
16:47:02.647,-1.0
16:47:02.848,-1.0
16:47:03.053,-1.0
16:47:03.257,-1.0
16:47:03.458,-1.0
16:47:03.660,-1.0
16:47:03.864,-1.0
16:47:04.065,-1.0
16:47:04.267,-1.0
16:47:04.469,-1.0
16:47:04.673,-1.0
16:47:04.878,-1.0
16:47:05.080,-1.0
16:47:05.283,-1.0
16:47:05.485,-1.0
16:47:05.686,-1.0
16:47:05.890,-1.0
16:47:06.091,-1.0
16:47:06.293,-1.0
16:47:06.495,-1.0
16:47:06.697,-1.0
16:47:06.900,-1.0
16:47:07.102,-1.0
16:47:07.305,-1.0
16:47:07.506,-1.0
16:47:07.707,-1.0
16:47:07.909,-1.0
16:47:08.111,-1.0
16:47:08.314,-1.0
16:47:08.517,-1.0
16:47:08.719,-1.0
16:47:08.921,-1.0
16:47:09.122,-1.0
16:47:09.325,-1.0
16:47:09.527,-1.0
16:47:09.729,-1.0
16:47:09.931,-1.0
16:47:10.132,-1.0
16:47:10.333,-1.0
16:47:10.535,-1.0
16:47:10.738,-1.0
16:47:10.942,-1.0
16:47:11.144,-1.0
16:47:11.347,-1.0
16:47:11.548,-1.0
16:47:11.750,-1.0
16:47:11.954,-1.0
16:47:12.159,-1.0
