,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
20:56:27.437,19253.0,0.3,0.2,-6.2,0.25,2.1,0.0,3.0,240.0,1.0,0.1,50.0,50.0,515.0,0.0
20:56:33.429,10736.0,0.3,1.8,-9.9,0.25,0.3,0.0,22496.0,580.0,1.0,0.1,50.0,50.0,24.0,0.0
20:56:39.442,215936.0,0.5,1.4,-8.9,0.25,1.6,0.0,4979.0,570.0,1.0,0.1,50.0,50.0,383.0,0.0
20:56:45.597,167278.0,0.3,0.4,1.7,0.25,1.3,0.0,1255.0,20.0,1.0,0.1,50.0,50.0,124.0,0.0
20:56:51.187,45158.0,0.3,0.2,2.5,0.25,2.8,0.0,6435.0,150.0,1.0,0.1,50.0,50.0,301.0,0.0
20:56:57.099,46381.0,0.7,0.3,-9.4,0.25,0.6,0.0,16012.0,310.0,1.0,0.1,50.0,50.0,755.0,0.0
20:57:03.239,96434.0,0.3,0.3,0.5,0.25,4.7,0.0,13660.0,570.0,1.0,0.1,50.0,50.0,9.0,0.0
20:57:09.215,46330.0,0.7,0.3,-9.4,0.25,2.6,0.0,2457.0,730.0,1.0,0.1,50.0,50.0,280.0,0.0
20:57:15.357,76155.0,0.3,0.3,1.3,0.25,1.0,0.0,250.0,190.0,1.0,0.1,50.0,50.0,336.0,0.0
20:57:21.206,39806.0,1.1,1.5,-5.2,0.25,0.2,0.0,1002.0,210.0,1.0,0.1,50.0,50.0,193.0,0.0
20:57:27.199,63369.0,0.2,0.5,-6.8,0.25,4.2,0.0,10214.0,240.0,1.0,0.1,50.0,50.0,143.0,0.0
20:57:33.288,32682.0,0.3,0.3,-4.5,0.25,2.4,0.0,31944.0,130.0,1.0,0.1,50.0,50.0,161.0,0.0
20:57:39.178,289129.0,0.3,1.8,-6.3,0.25,2.8,0.0,10343.0,980.0,1.0,0.1,50.0,50.0,218.0,0.0
20:57:45.130,1309.0,0.2,1.7,-4.3,0.25,3.1,0.0,11948.0,20.0,1.0,0.1,50.0,50.0,331.0,0.0
20:57:51.238,188112.0,1.1,0.9,-3.1,0.25,1.0,0.0,6279.0,410.0,1.0,0.1,50.0,50.0,257.0,0.0
20:57:57.228,16344.0,0.5,1.5,-3.6,0.25,0.3,0.0,19945.0,150.0,1.0,0.1,50.0,50.0,231.0,0.0
