time_stamp,MODE_LAND,relative_alt,vx,vy,vz
11:14:59.373,0,0,0,0,0
11:14:59.576,0,0,-1,1,0
11:14:59.779,0,0,-1,1,0
11:14:59.982,0,0,-1,1,0
11:15:00.184,0,0,-1,1,0
11:15:00.386,0,0,-1,1,0
11:15:00.588,0,0,-1,1,0
11:15:00.790,0,0,-1,1,0
11:15:00.993,0,0,-1,1,0
11:15:01.195,0,0,-1,1,0
11:15:01.399,0,0,-1,1,0
11:15:01.601,0,0,-2,1,0
11:15:01.803,0,7,-2,2,0
11:15:02.009,0,7,-2,2,0
11:15:02.212,0,7,-2,2,0
11:15:02.414,0,7,-2,2,0
11:15:02.617,0,7,-2,2,0
11:15:02.821,0,7,-2,2,0
11:15:03.024,0,7,-2,2,0
11:15:03.227,0,7,-2,2,0
11:15:03.429,0,2,-1,1,0
11:15:03.630,0,2,0,0,0
11:15:03.832,0,2,0,0,0
11:15:04.034,0,2,0,0,0
11:15:04.235,0,2,0,0,0
11:15:04.439,0,2,0,0,0
11:15:04.643,0,2,0,0,0
11:15:04.845,0,2,0,0,0
11:15:05.048,0,2,0,0,0
11:15:05.252,0,2,0,0,0
11:15:05.454,0,2,0,0,0
11:15:05.659,0,15,0,0,-19
11:15:05.861,0,15,0,0,-19
11:15:06.064,0,15,0,0,-19
11:15:06.267,0,15,0,0,-19
11:15:06.469,0,15,0,0,-19
11:15:06.674,0,15,0,0,-19
11:15:06.877,0,15,0,0,-19
11:15:07.080,0,15,0,0,-19
11:15:07.283,0,15,0,0,-19
11:15:07.486,0,839,0,0,-131
11:15:07.688,0,2337,4,24,-148
11:15:07.890,0,2337,4,24,-148
11:15:08.092,0,2337,4,24,-148
11:15:08.294,0,2337,4,24,-148
11:15:08.497,0,2337,4,24,-148
11:15:08.700,0,2337,4,24,-148
11:15:08.902,0,2337,4,24,-148
11:15:09.105,0,2337,4,24,-148
11:15:09.308,0,3706,6,54,-144
11:15:09.510,0,4858,-3,23,-149
11:15:09.712,0,5244,-4,7,-148
11:15:09.916,0,5244,-4,7,-148
11:15:10.124,0,5244,-4,7,-148
11:15:10.325,0,5244,-4,7,-148
11:15:10.528,0,5244,-4,7,-148
11:15:10.730,0,5244,-4,7,-148
11:15:10.932,0,5244,-4,7,-148
11:15:11.135,0,5244,-4,7,-148
11:15:11.339,0,6781,-1,-52,-149
