,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
09:32:47.477,5731.0,0.25,0.1,1000.0,30.0,2.1,10000.0,1000.0,718.0,2570.0
09:32:53.486,31661.0,0.25,0.1,1000.0,30.0,3.7,16700.0,1000.0,1803.0,1200.0
09:32:59.465,88559.0,0.25,0.1,1000.0,30.0,1.0,3300.0,1000.0,31348.0,220.0
09:33:05.347,119153.0,0.25,0.1,1000.0,30.0,0.8,1700.0,1000.0,3474.0,1070.0
09:33:11.182,46433.0,0.25,0.1,1000.0,30.0,1.1,7300.0,1000.0,5161.0,790.0
09:33:17.026,266017.0,0.25,0.1,1000.0,30.0,1.6,1600.0,1000.0,5690.0,1160.0
09:33:22.799,41600.0,0.25,0.1,1000.0,30.0,3.2,2800.0,1000.0,29217.0,380.0
09:33:27.632,21822.0,0.25,0.1,1000.0,30.0,1.9,1700.0,1000.0,7375.0,20.0
09:33:33.007,73349.0,0.25,0.1,1000.0,30.0,2.1,3200.0,1000.0,22062.0,820.0
09:33:38.862,13876.0,0.25,0.1,1000.0,30.0,2.1,6800.0,1000.0,8292.0,180.0
09:33:43.709,37696.0,0.25,0.1,1000.0,30.0,2.2,900.0,1000.0,12773.0,910.0
09:33:49.061,18478.0,0.25,0.1,1000.0,30.0,3.5,1200.0,1000.0,15511.0,1230.0
09:33:54.924,55328.0,0.25,0.1,1000.0,30.0,1.9,3800.0,1000.0,23514.0,520.0
09:33:59.720,90464.0,0.25,0.1,1000.0,30.0,0.6,1100.0,1000.0,10263.0,2250.0
09:34:05.167,15930.0,0.25,0.1,1000.0,30.0,0.6,12000.0,1000.0,5119.0,940.0
09:34:10.956,70882.0,0.25,0.1,1000.0,30.0,1.9,8400.0,1000.0,25282.0,2290.0
09:34:15.813,3853.0,0.25,0.1,1000.0,30.0,0.6,3400.0,1000.0,24174.0,310.0
09:34:21.019,59377.0,0.25,0.1,1000.0,30.0,0.8,4700.0,1000.0,20581.0,160.0
09:34:26.917,204970.0,0.25,0.1,1000.0,30.0,1.2,1900.0,1000.0,9688.0,1150.0
09:34:31.801,66646.0,0.25,0.1,1000.0,30.0,2.9,5500.0,1000.0,3517.0,330.0
09:34:37.272,25797.0,0.25,0.1,1000.0,30.0,1.6,1300.0,1000.0,4765.0,750.0
09:34:43.135,207562.0,0.25,0.1,1000.0,30.0,1.6,1100.0,1000.0,8417.0,290.0
09:34:48.947,79660.0,0.25,0.1,1000.0,30.0,1.1,14500.0,1000.0,1604.0,490.0
09:34:53.810,47142.0,0.25,0.1,1000.0,30.0,0.2,11300.0,1000.0,16656.0,1440.0
09:34:59.222,32838.0,0.25,0.1,1000.0,30.0,0.6,10600.0,1000.0,21483.0,2240.0
09:35:05.050,112120.0,0.25,0.1,1000.0,30.0,2.1,6100.0,1000.0,742.0,600.0
09:35:10.834,158302.0,0.25,0.1,1000.0,30.0,2.2,4100.0,1000.0,258.0,1450.0
09:35:15.685,159279.0,0.25,0.1,1000.0,30.0,1.6,7100.0,1000.0,3471.0,560.0
09:35:20.569,107091.0,0.25,0.1,1000.0,30.0,0.1,2400.0,1000.0,2708.0,2150.0
09:35:25.929,30916.0,0.25,0.1,1000.0,30.0,1.3,6900.0,1000.0,25427.0,490.0
09:35:30.887,47860.0,0.25,0.1,1000.0,30.0,2.9,1100.0,1000.0,46.0,430.0
09:35:36.267,59185.0,0.25,0.1,1000.0,30.0,1.0,8700.0,1000.0,12716.0,530.0
09:35:42.240,252344.0,0.25,0.1,1000.0,30.0,0.6,11800.0,1000.0,7251.0,1140.0
09:35:48.040,26332.0,0.25,0.1,1000.0,30.0,0.1,11600.0,1000.0,6079.0,1160.0
09:35:54.013,74397.0,0.25,0.1,1000.0,30.0,1.0,16400.0,1000.0,2853.0,420.0
09:35:59.886,17677.0,0.25,0.1,1000.0,30.0,4.1,9200.0,1000.0,6492.0,2170.0
09:36:04.777,33342.0,0.25,0.1,1000.0,30.0,5.0,5600.0,1000.0,18254.0,1930.0
09:36:10.180,146730.0,0.25,0.1,1000.0,30.0,1.2,600.0,1000.0,27664.0,410.0
