time_stamp,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,lat,lon,relative_alt,vx,vy,vz
10:37:23,13569.0,-1.5,0.0,-1000.0,5.5,6.0,-18.5,0.0074410149827599525,0.0049238482024520636,-0.15410910546779633,0.004893273580819368,0.005491382908076048,-0.018293083645403385,AUTO,-35.363261949999995,149.16523585,15915.5,2.0,-2.0,-153.0
10:37:25,13569.0,0.0,0.0,-996.0,-34.0,11.5,7.0,-0.016916652442887425,0.005436737788841128,-0.1839294582605362,-0.035323909600265324,0.010693510179407895,0.007309084292501211,AUTO,-35.3632616,149.1652357,19028.0,-3.5,0.0,-151.5
10:37:27,13569.0,1.0,3.5,-964.5,34.5,-19.5,-19.0,0.044750772416591644,-0.03131937887519598,0.07154610566794872,0.03317371476441622,-0.020506232976913452,-0.018879445269703865,AUTO,-35.36326425,149.1652317,21721.0,-13.0,-4.0,-94.0
10:37:28,3688.0,0.25,-7.75,-975.25,-39.75,33.0,1.0,0.027900221990421414,-0.011278274017968215,0.053934428840875626,-0.04098525270819664,0.03246902721002698,0.000980381046247203,AUTO,-35.363264075000004,149.1652332,22559.75,14.25,35.0,-62.0
10:37:29,3688.0,0.0,-8.5,-976.0,-21.0,12.0,-1.5,-0.002870600437745452,0.010411126539111137,0.05137518420815468,-0.022361334413290024,0.011304864892736077,-0.001358048350084573,AUTO,-35.3632625,149.16523695,23055.0,15.0,32.0,-38.5
10:37:31,3688.0,-1.0,-0.5,-996.0,-11.5,-50.5,-4.0,-0.007188282907009125,-0.004804535768926144,0.04391749948263168,-0.012232452630996704,-0.05193866230547428,-0.004143947036936879,AUTO,-35.3632612,149.16523975,23242.5,0.5,-3.5,13.5
10:37:33,3688.0,-14.0,-25.5,-1003.5,175.0,-23.0,162.0,0.09523347020149231,-0.0974678248167038,0.16751201823353767,0.17412811517715454,-0.024616336449980736,0.1627911701798439,AUTO,-35.3632546,149.16524479999998,23077.5,93.5,84.5,-1.0
10:37:34,25345.0,-29.25,-48.5,-1006.75,-22.5,-30.75,158.25,0.1052414309233427,-0.14192713424563408,0.3132850155234337,-0.023642197251319885,-0.032201950903981924,0.15882054343819618,AUTO,-35.36324315,149.16525715,23072.25,171.75,162.75,-0.25
10:37:35,25345.0,-52.5,-66.0,-1001.0,-54.5,3.5,153.5,0.09398877620697021,-0.1704806461930275,0.46828705072402954,-0.05549062788486481,0.0026007379638031125,0.1542171910405159,AUTO,-35.3632239,149.1652794,23064.0,258.0,244.5,-0.5
10:37:37,25345.0,-102.0,-70.0,-1001.5,5.5,31.5,74.5,0.0584151204675436,-0.19817696511745453,0.760785698890686,0.004303518449887633,0.03141906764358282,0.07531386148184538,AUTO,-35.3631639,149.1653494,23063.0,415.5,384.5,-3.0
10:37:39,25345.0,-129.5,-78.0,-987.0,43.5,28.0,-4.0,0.06887736544013023,-0.1525033935904503,0.7830480337142944,0.043156181927770376,0.027532740496098995,-0.004019666346721351,AUTO,-35.363081449999996,149.1654449,23189.5,495.5,455.5,-8.5
10:37:40,16629.0,-141.25,-76.0,-990.75,-1.25,19.75,-0.25,0.07630470581352711,-0.12867038510739803,0.7815545052289963,-0.0020962379639968276,0.019213785068131983,-0.0002323006629012525,AUTO,-35.36303675,149.165496175,23265.25,502.0,464.5,-6.5
10:37:41,16629.0,-134.0,-83.0,-978.0,-18.5,-16.5,1.0,0.0814264565706253,-0.13176341727375984,0.7790554761886597,-0.01997322542592883,-0.01724577322602272,0.0009744460694491863,AUTO,-35.3629916,149.16554789999998,23305.5,498.0,464.5,0.0
10:37:43,16629.0,-136.5,-76.0,-985.5,7.0,8.0,-0.5,0.07679485529661179,-0.1287289522588253,0.7763719260692596,0.005899564363062382,0.007037477160338312,-0.0001591765321791172,AUTO,-35.362901300000004,149.16565235000002,23302.5,499.0,470.0,-1.5
10:37:45,16629.0,-130.5,-84.0,-989.5,-14.0,11.0,2.0,0.08272580429911613,-0.12561169266700745,0.7725462019443512,-0.014728691196069121,0.009679458569735289,0.001969740609638393,AUTO,-35.3628107,149.16575645,23337.0,493.5,467.0,-0.5
10:37:46,5950.0,-135.5,-80.0,-988.5,-2.75,-8.0,1.5,0.08289388939738274,-0.12351023778319359,0.7708590924739838,-0.003896256210282445,-0.008940447034547105,0.0015331522445194423,AUTO,-35.3627659,149.16580825,23355.5,491.0,465.75,-1.0
10:37:47,5950.0,-127.5,-68.0,-984.5,-10.5,-10.5,-1.0,0.07741853594779968,-0.13032113015651703,0.7693150341510773,-0.011397333815693855,-0.012297552544623613,-0.0014239774172892794,AUTO,-35.3627216,149.16585965000002,23363.5,490.0,465.5,0.0
10:37:49,5950.0,-136.0,-79.0,-999.0,-43.0,38.0,0.0,0.08072108030319214,-0.12856699526309967,0.7662943005561829,-0.04455914720892906,0.037694115191698074,-0.0004949654685333371,AUTO,-35.3626494,149.1659428,23389.0,493.0,466.0,-1.0
10:37:51,5950.0,-115.0,-68.0,-984.5,71.0,41.0,-3.5,0.08132822439074516,-0.02788481954485178,0.7680644094944,0.06949439458549023,0.040181715041399,-0.0035702651366591454,AUTO,-35.362565849999996,149.1660389,23546.0,421.0,402.5,-3.5
10:37:52,71794.0,-90.5,-63.5,-993.5,119.75,42.75,-4.25,0.07028828747570515,0.03289719903841615,0.769220232963562,0.11909107491374016,0.04200713895261288,-0.004216009518131614,AUTO,-35.362523525,149.16608837500002,23552.0,328.5,316.75,3.75
10:37:53,71794.0,-73.0,-64.5,-1004.5,-655.5,0.5,6.0,0.046947577968239784,0.05168613791465759,0.7686941921710968,-0.6576018035411835,-0.0006104707717895508,0.0063254339620471,AUTO,-35.362503149999995,149.1661122,23522.0,261.5,255.0,5.5
10:37:55,71794.0,-27.0,0.5,-1011.5,282.0,-13.0,-9.5,0.016068794298917055,0.08530505746603012,0.7666555345058441,0.27959123998880386,-0.013779020868241787,-0.009937516413629055,AUTO,-35.362470349999995,149.166152,23473.0,102.0,102.5,1.0
10:37:57,71794.0,-1.5,-29.5,-998.0,-311.5,-20.0,0.5,-0.019322398118674755,0.03833652101457119,0.765624076128006,-0.31242335960268974,-0.02164088934659958,0.0010564542899373919,AUTO,-35.3624626,149.16616399999998,23462.0,17.5,-1.5,0.0
10:37:58,83042.0,-1.25,-6.75,-1001.0,-90.0,-23.0,-0.25,-0.011422662413679063,0.0014466418651863933,0.7656065076589584,-0.09098538104444742,-0.024451159464661032,-0.0007541810718976194,AUTO,-35.3624625,149.166163525,23465.25,7.75,-20.5,0.0
10:37:59,83042.0,-2.5,24.0,-1000.5,448.0,-0.5,3.0,0.004520697402767837,-0.005061150062829256,0.7639470994472504,0.4473599046468735,-0.0020071277394890785,0.0032091394532471895,RTL,-35.362462199999996,149.16616235,23467.5,9.5,-17.0,0.0
10:38:01,83042.0,-1.5,14.5,-1046.5,249.5,2.5,7.5,0.017869765870273113,0.009631350636482239,0.7614629864692688,0.24831647798419,0.0019556223996914923,0.007289736066013575,RTL,-35.3624596,149.1661606,23589.0,-2.0,5.0,-27.5
10:38:03,44069.0,1.0,-0.5,-1057.5,27.5,-4.0,2.0,0.001018206647131592,0.005688201170414686,0.7623410522937775,0.026743581518530846,-0.006034969002939761,0.001763286767527461,RTL,-35.36245985,149.166161,25111.5,-8.0,1.5,-123.0
10:38:05,5096.0,4.0,-11.0,-1004.5,-160.5,-13.5,-57.0,-0.029585654381662607,0.02501318696886301,0.7051205635070801,-0.1620340347290039,-0.014949548989534378,-0.058071769773960114,RTL,-35.362463000000005,149.166166,28074.0,-30.0,34.5,-145.5
10:38:07,5096.0,-6.0,11.5,-1002.5,67.0,10.0,-0.5,-0.015107954619452357,0.004833795130252838,0.6647079586982727,0.06665443256497383,0.009165897034108639,-0.0009700758382678032,RTL,-35.36246185,149.16616290000002,31143.5,32.0,-52.5,-150.5
10:38:08,8187.0,0.25,6.5,-999.0,7.5,-56.0,63.75,0.04978348780423403,-0.005577483330853283,0.6819153726100922,0.006374144461005926,-0.057850871060509235,0.06368194683454931,RTL,-35.362459875,149.16615710000002,33095.0,-2.75,-22.0,-152.25
10:38:09,8187.0,0.0,-2.0,-998.0,-77.5,46.5,-6.5,0.0161061177495867,-0.04322417266666889,0.725372850894928,-0.07898057997226715,0.04599556652829051,-0.007382682524621487,RTL,-35.3624601,149.16615665,34260.0,-4.5,16.0,-149.0
10:38:11,8187.0,-3.0,0.0,-1000.0,20.0,3.0,-20.0,0.0028976986795896664,0.021818573586642742,0.6262771189212799,0.019434310495853424,0.0021181284391786903,-0.021544000133872032,RTL,-35.3624578,149.1661598,37364.5,6.5,-1.0,-153.0
10:38:13,8187.0,2.5,0.0,-1000.5,-5.0,-5.5,-11.5,0.0027979837032034993,0.00505340239033103,0.6100346446037292,-0.007027339888736606,-0.007268867688253522,-0.01319484505802393,RTL,-35.3624584,149.1661593,40489.5,-15.0,0.0,-152.0
10:38:14,20153.0,1.25,0.0,-1000.0,1.75,2.0,-23.0,-0.0015497237618546933,0.0007524609754909761,0.5844972431659698,0.0007373688567895442,0.0005676896253135055,-0.02454384509474039,RTL,-35.362459425,149.1661593,42433.0,-9.0,1.0,-153.0
10:38:15,20153.0,0.0,0.0,-1000.0,4.0,1.5,-24.0,-1.0550284059718251e-05,0.00179642578586936,0.5641233623027802,0.0027349003357812762,0.000824029790237546,-0.025337984785437584,RTL,-35.3624597,149.1661593,43602.5,-5.5,1.0,-153.0
10:38:17,20153.0,0.0,0.0,-1000.0,0.5,1.5,-20.5,0.0023212138330563903,0.005144109949469566,0.5129646360874176,-0.0004882748471572995,0.0006299795350059867,-0.022563112899661064,RTL,-35.36245985,149.1661595,46722.0,-4.0,2.0,-153.0
10:38:19,20153.0,0.0,0.0,-999.0,8.0,7.0,7.0,0.002227324992418289,0.006317164050415158,0.4767536520957947,0.006718966411426663,0.0059338584542274475,0.0061894680839031935,RTL,-35.362460150000004,149.16615984999999,49840.5,-4.5,2.0,-153.0
10:38:20,10458.0,0.25,0.0,-1000.0,-1.25,-0.75,29.0,0.0013151422826922499,0.005090437131002545,0.5050470381975174,-0.0028811365191359073,-0.002741731412243098,0.02841602684929967,RTL,-35.362460549999994,149.1661601,51780.25,-7.0,2.0,-152.5
10:38:21,10458.0,0.0,0.0,-1000.0,0.5,0.0,27.5,-0.0005901550321141258,0.003403457929380238,0.5254600942134857,-0.00030839527607895434,-0.0013075428432784975,0.026988159865140915,RTL,-35.362460850000005,149.16616025000002,52943.0,-6.0,2.0,-153.0
10:38:23,10458.0,0.0,0.0,-1000.0,3.0,1.5,20.0,-2.6911220629699528e-05,0.0029175234958529472,0.568480521440506,0.001894203363917768,0.0003998128813691437,0.01876499131321907,RTL,-35.362461,149.1661604,56056.0,-1.0,0.0,-153.0
10:38:25,10458.0,0.0,0.0,-999.5,1.5,2.0,16.0,0.0014424797263927758,0.0030529822688549757,0.6001003682613373,0.0004646657034754753,0.0003364903386682272,0.014772757422178984,RTL,-35.362460850000005,149.1661604,59160.0,0.0,0.0,-153.0
10:38:26,100260.0,0.0,0.0,-1000.0,1.75,1.75,12.5,0.0018289698637090623,0.0035631056525744498,0.6156110316514969,0.0007520118087995797,0.00038662910810671747,0.011722179828211665,RTL,-35.362460675,149.1661603,61100.25,-1.0,0.25,-153.0
10:38:27,100260.0,0.0,0.0,-999.5,2.5,2.5,12.5,0.0018122507608495653,0.004083923064172268,0.6238347589969635,0.0009668866405263543,0.001196119876112789,0.01131429336965084,RTL,-35.362460549999994,149.1661603,62265.0,-1.0,1.0,-153.0
10:38:29,100260.0,0.0,0.0,-1000.0,2.0,0.5,11.0,0.0011422450188547373,0.0036425807047635317,0.6414434611797333,0.0005474400240927935,-0.0005893119960092008,0.009905155282467604,RTL,-35.36246045,149.1661603,65370.0,-2.0,0.0,-153.0
10:38:31,100260.0,0.0,0.0,-1000.5,3.0,1.5,8.5,0.0010236831149086356,0.0035333631094545126,0.6551634669303894,0.0019677290692925453,0.0003394332015886903,0.007520037237554789,RTL,-35.3624604,149.1661603,68478.0,-2.0,0.0,-153.0
10:38:32,47966.0,0.0,0.0,-1000.5,1.75,1.25,7.0,0.0009772250632522628,0.0035036138724535704,0.662798747420311,0.0002938435645774007,1.0690564522519708e-05,0.005982929258607328,RTL,-35.3624604,149.1661603,70416.25,-2.0,0.0,-153.0
10:38:33,47966.0,0.0,0.0,-1000.0,0.0,1.5,6.5,0.0006622773071285337,0.003626631456427276,0.6671769618988037,-0.001920447510201484,2.142804441973567e-05,0.005336075788363814,RTL,-35.3624604,149.1661603,71582.5,-2.0,0.0,-153.0
10:38:35,47966.0,0.0,0.0,-1000.0,1.5,0.5,6.5,0.0009223970992024988,0.0034001613967120647,0.6773857474327087,0.00017234135884791613,-0.0005773617886006832,0.0054050227627158165,RTL,-35.3624604,149.1661603,74685.0,-2.0,0.0,-153.0
10:38:37,47966.0,0.0,0.0,-1000.0,1.5,1.5,4.5,0.0009485493064858019,0.0031788734486326575,0.687218427658081,0.0005280753830447793,0.0001937745837494731,0.0034556197933852673,RTL,-35.3624604,149.1661603,77790.0,-2.0,0.0,-152.5
10:38:38,46651.0,0.0,0.0,-1000.25,1.0,1.75,5.0,0.0008754118607612327,0.003394323750399053,0.6919530928134918,-0.0007080192735884339,0.00021092940005473793,0.004195622284896672,RTL,-35.3624604,149.1661603,79732.75,-2.0,0.0,-152.0
10:38:39,46651.0,0.0,0.0,-1000.0,1.0,1.5,4.0,0.0008123001316562295,0.0033065257593989372,0.6947002112865448,-0.0006046299822628498,-0.00021718721836805344,0.0027654649456962943,RTL,-35.3624604,149.1661603,80898.5,-2.0,0.0,-152.0
10:38:41,46651.0,0.0,0.0,-1000.0,1.0,1.0,6.0,0.000713074259692803,0.0033694913145154715,0.7017220854759216,-0.00020042475080117583,-0.0004808778176084161,0.00511568202637136,RTL,-35.3624604,149.1661603,84004.5,-2.0,0.0,-152.0
10:38:43,46651.0,0.0,0.0,-1000.5,3.0,2.0,4.0,0.0005771616415586323,0.003533288836479187,0.7074300944805145,0.0014086838928051293,0.0001478235935792327,0.0030459861154668033,RTL,-35.3624604,149.1661603,87114.5,-2.0,0.0,-152.5
10:38:44,136117.0,0.0,0.0,-999.5,2.0,2.0,5.25,0.0006730617169523612,0.0032878119964152575,0.7109304666519165,0.0003915994893759489,0.0005045400466769934,0.004241479095071554,RTL,-35.3624604,149.1661603,89052.5,-2.0,0.0,-152.25
10:38:45,136117.0,0.0,0.0,-1000.0,2.5,2.0,4.5,0.0004999347584089264,0.003387928125448525,0.7125480473041534,0.0004885720554739237,0.000599109916947782,0.003189493902027607,RTL,-35.3624604,149.1661603,90220.0,-2.0,0.0,-152.0
10:38:47,136117.0,0.0,0.0,-1000.0,2.0,1.0,3.5,0.0008736947202123702,0.003169118193909526,0.7172861099243164,0.0006964938947930932,-0.0007700436399318278,0.001715764228720218,RTL,-35.3624604,149.1661603,93335.0,-2.0,0.0,-152.0
10:38:49,95398.5,0.0,0.0,-999.5,0.5,1.5,5.0,0.0007610855391249061,0.0033552893437445164,0.7212961912155151,-0.0013010117691010237,0.0002814638428390026,0.0033495371462777257,RTL,-35.3624604,149.1661603,96434.0,-2.0,0.0,-152.0
10:38:51,54680.0,0.0,0.0,-999.5,1.0,0.5,4.5,0.0007154439808800817,0.0032924843253567815,0.7245585024356842,-0.0007080118521116674,-0.0008918244275264442,0.003241096157580614,RTL,-35.3624604,149.1661603,99540.0,-2.0,0.0,-152.0
10:38:53,54680.0,0.0,0.0,-1000.5,1.5,1.5,3.0,0.00021727039711549878,0.0032503411639481783,0.7282667756080627,5.7132216170430183e-05,-0.0004121183301322162,0.0016290401108562946,RTL,-35.3624604,149.1661603,102654.0,-1.5,0.0,-152.0
10:38:54,132190.0,0.0,0.0,-999.5,2.0,3.0,3.0,0.0006447549676522613,0.003355784574523568,0.7299104928970337,0.00043251426541246474,0.0011571406503207982,0.0015732339234091341,RTL,-35.3624604,149.1661603,104596.5,-1.5,0.0,-152.0
10:38:55,132190.0,0.0,0.0,-999.5,0.5,1.5,2.5,0.0005050379404565319,0.003147930954582989,0.7308191955089569,-0.0008947163005359471,-6.11972063779831e-05,0.0009829657501541078,RTL,-35.3624604,149.1661603,105764.0,-2.0,0.0,-152.0
10:38:57,132190.0,0.0,0.0,-1000.0,1.5,2.0,4.0,0.0006649968272540718,0.003456351696513593,0.7330699861049652,-0.00026707910001277924,0.00010023114737123251,0.002483100281096995,RTL,-35.3624604,149.1661603,108867.0,-2.0,0.0,-152.0
10:38:59,132190.0,0.0,0.0,-999.5,2.5,1.5,4.5,0.0004885472590103745,0.0034199680667370558,0.7350204586982727,0.0007816446013748646,-0.0002662513288669288,0.003089082194492221,RTL,-35.3624604,149.1661603,111973.0,-2.0,0.0,-152.0
10:39:00,299955.0,0.0,0.0,-1000.0,2.5,2.5,3.75,0.0005660066308337264,0.0033222345518879592,0.7361024469137192,0.000611978757660836,0.000839279789943248,0.0023646844492759556,RTL,-35.3624604,149.1661603,113918.0,-2.0,0.0,-152.0
10:39:01,299955.0,0.0,0.0,-1000.0,3.5,0.5,3.0,0.0007007957901805639,0.003023026045411825,0.7365375459194183,0.0018793420167639852,-0.0009095529676415026,0.0012839381233789027,RTL,-35.3624604,149.1661603,115084.0,-2.0,0.0,-152.0
10:39:03,299955.0,0.0,0.0,-1000.0,0.0,2.0,2.5,0.0005542599828913808,0.0032198106637224555,0.7379747629165649,-0.0019146561389788985,0.00037269957829266787,0.000989906257018447,RTL,-35.3624604,149.1661603,118347.0,-2.0,0.0,-152.0
10:39:05,299955.0,0.0,0.0,-1000.0,1.3333333333333333,2.6666666666666665,3.0,0.0002598777670452061,0.003205699768538276,0.7393362323443095,-0.0003443008754402399,0.0007483408165474733,0.0015449324467529852,RTL,-35.3624604,149.1661603,121488.66666666667,-1.0,0.0,-152.0
10:39:06,29735.0,0.0,0.0,-999.75,1.75,1.75,2.75,0.00047015055315569043,0.0032584251603111625,0.7400800734758377,-0.0002021007821895182,-0.00018687581177800894,0.0013799355365335941,RTL,-35.3624604,149.1661603,123394.5,-1.0,0.0,-152.0
10:39:07,29735.0,0.0,0.0,-1000.0,3.0,3.0,3.0,0.0006492119573522359,0.0031838059658184648,0.7406480610370636,0.0015631013666279614,0.0008612894453108311,0.0013434002175927162,RTL,-35.3624604,149.1661603,124568.0,-1.5,0.0,-152.0
10:39:09,29735.0,0.0,0.0,-1000.0,3.5,2.0,3.0,0.0010179007076658309,0.003496943856589496,0.7422077059745789,0.0012930373195558786,0.0003318440285511315,0.0016987253911793232,RTL,-35.3624604,149.1661603,127666.5,-2.0,0.0,-152.0
10:39:11,29735.0,0.0,0.0,-999.5,1.0,2.5,1.0,0.0005110792117193341,0.003430680255405605,0.7428793907165527,-0.0013226948212832212,0.0004833018174394965,-0.001158130238763988,RTL,-35.3624604,149.1661603,130773.0,-2.0,0.0,-152.0
10:39:12,108721.0,0.0,0.0,-1000.0,2.0,2.0,3.75,0.000563725145184435,0.003367972851265222,0.7433432191610336,-0.00029494139016605914,-0.00025204906705766916,0.0020034931949339807,RTL,-35.3624604,149.1661603,132719.0,-2.0,0.0,-152.0
10:39:13,108721.0,0.0,0.0,-1000.0,3.5,1.5,2.0,0.000762899435358122,0.0031706715235486627,0.7436659932136536,0.0012260861694812775,-0.0007434160215780139,0.0008276272565126419,RTL,-35.3624604,149.1661603,133888.5,-2.0,0.0,-152.0
10:39:15,108721.0,0.0,0.0,-999.5,2.0,3.5,4.0,0.0005548094195546582,0.00323979661334306,0.7441487908363342,0.0002104726736433804,0.00151624355930835,0.002465869183652103,RTL,-35.3624604,149.1661603,136997.0,-2.0,0.0,-152.0
10:39:17,108721.0,0.0,0.0,-1000.0,2.0,3.0,3.0,0.00020224716718075797,0.0030268506379798055,0.744723379611969,-0.0003210443537682295,0.0010942687513306737,0.0014784663217142224,RTL,-35.3624604,149.1661603,140102.0,-1.0,0.0,-152.0
10:39:18,163459.0,0.0,0.0,-1000.0,2.0,2.0,3.25,0.00030399227762245573,0.003295703500043601,0.7448360323905945,3.664434188976884e-05,-5.119855632074177e-05,0.0013871860573999584,RTL,-35.3624604,149.1661603,142043.75,-1.0,0.0,-152.0
10:39:19,163459.0,0.0,0.0,-1000.0,2.0,2.5,2.5,0.0004188635211903602,0.0030014074873179197,0.7451704144477844,-0.0001117136562243104,0.00012480292934924364,0.00077507906826213,RTL,-35.3624604,149.1661603,143208.5,-1.0,0.0,-152.0
10:39:21,163459.0,0.0,0.0,-1000.0,2.5,1.0,2.0,0.00040867741336114705,0.0031317623797804117,0.7455655634403229,0.0002916523953899741,-0.0012120265746489167,0.00049252447206527,RTL,-35.3624604,149.1661603,146319.5,-2.0,0.0,-152.0
10:39:23,94316.5,0.0,0.0,-999.5,2.5,1.5,4.0,0.0008855391060933471,0.0034667380386963487,0.7458410263061523,0.0005589266074821353,-0.0005470459582284093,0.0018005602760240436,RTL,-35.3624604,149.1661603,149424.5,-2.0,0.0,-152.0
10:39:25,25174.0,0.0,0.0,-999.5,2.5,2.5,2.5,0.0005709943070542067,0.0032005683751776814,0.7466716170310974,0.00024141580797731876,0.00011053914204239845,0.0007162202382460237,RTL,-35.3624604,149.1661603,152529.0,-2.0,0.0,-152.0
10:39:27,25174.0,0.0,0.0,-1000.0,1.5,2.0,1.5,0.00041338235314469784,0.003379319328814745,0.7469192445278168,-0.0006439868593588471,-0.00029215042013674974,-0.0003507200162857771,RTL,-35.3624604,149.1661603,155643.0,-2.0,0.0,-152.0
10:39:28,117022.0,0.0,0.0,-999.75,1.75,2.0,2.0,0.000342883744451683,0.0029992659692652524,0.7469554245471954,-0.0006368508911691606,-0.0004782135656569153,-1.5408440958708525e-06,RTL,-35.3624604,149.1661603,157580.75,-2.0,0.0,-152.0
10:39:29,117022.0,0.0,0.0,-1000.0,4.0,2.0,4.5,0.000491502956720069,0.00264408765360713,0.747218519449234,0.0019373982213437557,-0.0005124670569784939,0.0026377371978014708,RTL,-35.3624604,149.1661603,158745.5,-1.5,0.0,-152.0
10:39:31,117022.0,0.0,0.0,-999.5,1.5,2.5,3.5,0.0006176769675221294,0.003054551314562559,0.7473029792308807,-0.00028967903926968575,0.0002640665043145418,0.0013158038491383195,RTL,-35.3624604,149.1661603,161853.0,-1.0,0.0,-152.0
10:39:33,117022.0,0.0,0.0,-1000.0,1.5,2.0,1.0,0.0002510663034627214,0.003427430521696806,0.7471144199371338,-0.0008621340384706855,-0.0001491837901994586,-0.001167572510894388,RTL,-35.3624604,149.1661603,164969.0,-2.0,0.0,-152.0
10:39:34,475.0,0.0,0.0,-999.75,2.5,2.75,1.5,0.0008770007116254419,0.0035322976764291525,0.747412845492363,0.00011236025602556765,0.0006887470372021198,-0.0003467212081886828,RTL,-35.3624604,149.1661603,166910.25,-2.0,0.0,-152.0
10:39:35,475.0,0.0,0.0,-1000.0,2.5,1.5,3.5,0.0007593958871439099,0.0034673598129302263,0.7474355697631836,0.000351829978171736,-0.000840700464323163,0.0012828510953113437,RTL,-35.3624604,149.1661603,168075.5,-2.0,0.0,-152.0
10:39:37,475.0,0.0,0.0,-1000.0,4.5,2.0,4.0,0.000541169720236212,0.00341062864754349,0.7475987374782562,0.0018350455211475492,-7.158098742365837e-05,0.0016306202160194516,RTL,-35.3624604,149.1661603,171182.0,-2.0,0.0,-152.0
10:39:39,475.0,0.0,0.0,-1000.0,3.5,1.0,3.5,0.0004787239449797198,0.0032699863659217954,0.7474094033241272,0.0014682619366794825,-0.0013008147361688316,0.0012306933058425784,RTL,-35.3624604,149.1661603,174291.5,-2.0,0.0,-152.0
10:39:40,53748.0,0.0,0.0,-999.75,1.5,3.0,2.5,6.0062105831093504e-05,0.0029997184174135327,0.7481847256422043,-0.0009120792674366385,0.00044380815234035254,0.0008311514393426478,RTL,-35.3624604,149.1661603,176230.0,-2.0,0.0,-152.0
10:39:41,53748.0,0.0,0.0,-1000.0,3.5,2.0,4.0,0.000350280839484185,0.002834626706317067,0.7483630478382111,0.0013686062302440405,-0.0001787310466170311,0.001831215457059443,RTL,-35.3624604,149.1661603,177398.0,-1.5,0.0,-152.0
10:39:43,53748.0,0.0,0.0,-1000.0,1.5,2.5,1.0,0.0005735891754738986,0.003186112968251109,0.7479644119739532,-0.0006947041256353259,7.88993202149868e-05,-0.0005653765401802957,RTL,-35.3624604,149.1661603,180501.5,-1.0,0.0,-152.0
10:39:45,53748.0,0.0,0.0,-1000.0,1.0,2.5,2.5,0.0008344012312591076,0.0029864460229873657,0.7485069334506989,-0.001347773359157145,0.000471442355774343,0.00039974995888769627,RTL,-35.3624604,149.1661603,183609.0,-1.0,0.0,-152.0
10:39:46,199221.0,0.0,0.0,-1000.0,3.75,3.0,3.5,0.0008707866218173876,0.003356948960572481,0.7482603639364243,0.0015394628862850368,0.0003769609029404819,0.0010285188909620047,RTL,-35.3624604,149.1661603,185552.25,-2.0,0.0,-152.0
