,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
04:11:33.825,52839.0,0.25,0.1,1000.0,30.0,1.2,8100.0,1000.0,992.0,240.0,0.0,1000.0,8.2,0.0,0.0
04:11:38.572,43404.0,0.25,0.1,1000.0,30.0,0.6,2400.0,1000.0,27115.0,1730.0,0.0,1650.0,2.3,0.0,0.0
04:11:43.749,69253.0,0.25,0.1,1000.0,30.0,2.8,2100.0,1000.0,1111.0,510.0,0.0,1150.0,2.0,0.0,0.0
04:11:48.492,165346.0,0.25,0.1,1000.0,30.0,0.8,3200.0,1000.0,364.0,1350.0,0.0,1800.0,1.2,0.0,0.0
04:11:54.169,17601.0,0.25,0.1,1000.0,30.0,3.4,600.0,1000.0,8674.0,970.0,0.0,450.0,5.7,0.0,0.0
04:11:59.841,47908.0,0.25,0.1,1000.0,30.0,0.3,3200.0,1000.0,21407.0,410.0,0.0,350.0,5.4,0.0,0.0
04:12:04.531,69710.0,0.25,0.1,1000.0,30.0,0.2,14200.0,1000.0,14962.0,950.0,0.0,200.0,7.0,0.0,0.0
04:12:09.708,157829.0,0.25,0.1,1000.0,30.0,0.8,10900.0,1000.0,19803.0,120.0,0.0,1000.0,2.6,0.0,0.0
04:12:14.502,24970.0,0.25,0.1,1000.0,30.0,1.1,3400.0,1000.0,26934.0,480.0,0.0,200.0,7.4,0.0,0.0
04:12:19.648,80148.0,0.25,0.1,1000.0,30.0,1.9,2600.0,1000.0,13556.0,1920.0,0.0,1650.0,9.4,0.0,0.0
04:12:24.395,107551.0,0.25,0.1,1000.0,30.0,0.6,600.0,1000.0,4156.0,390.0,0.0,1000.0,2.7,0.0,0.0
04:12:30.092,30786.0,0.25,0.1,1000.0,30.0,1.6,1900.0,1000.0,11632.0,380.0,0.0,1150.0,1.4,0.0,0.0
04:12:35.710,16116.0,0.25,0.1,1000.0,30.0,3.7,3400.0,1000.0,5987.0,1710.0,0.0,250.0,8.9,0.0,0.0
04:12:40.447,28448.0,0.25,0.1,1000.0,30.0,4.2,6100.0,1000.0,612.0,430.0,0.0,650.0,4.9,0.0,0.0
04:12:46.033,63436.0,0.25,0.1,1000.0,30.0,2.2,3200.0,1000.0,532.0,1590.0,0.0,450.0,1.7,0.0,0.0
04:12:51.636,113719.0,0.25,0.1,1000.0,30.0,0.8,4200.0,1000.0,6310.0,750.0,0.0,950.0,0.7,0.0,0.0
04:12:56.434,99399.0,0.25,0.1,1000.0,30.0,1.9,6600.0,1000.0,3327.0,810.0,0.0,200.0,1.1,0.0,0.0
04:13:02.033,279387.0,0.25,0.1,1000.0,30.0,3.1,10700.0,1000.0,9792.0,530.0,0.0,150.0,2.0,0.0,0.0
04:13:07.604,114348.0,0.25,0.1,1000.0,30.0,0.8,9400.0,1000.0,1469.0,2610.0,0.0,250.0,4.4,0.0,0.0
04:13:12.263,42487.0,0.25,0.1,1000.0,30.0,3.8,7700.0,1000.0,6120.0,770.0,0.0,500.0,2.3,0.0,0.0
04:13:17.939,141018.0,0.25,0.1,1000.0,30.0,0.4,5900.0,1000.0,3445.0,1480.0,0.0,150.0,5.9,0.0,0.0
04:13:22.576,73528.0,0.25,0.1,1000.0,30.0,1.2,6600.0,1000.0,4798.0,50.0,0.0,1050.0,4.2,0.0,0.0
04:13:27.755,9380.0,0.25,0.1,1000.0,30.0,1.3,8700.0,1000.0,3718.0,2580.0,0.0,350.0,2.5,0.0,0.0
04:13:32.459,161949.0,0.25,0.1,1000.0,30.0,0.3,7900.0,1000.0,13275.0,490.0,0.0,1050.0,2.9,0.0,0.0
04:13:38.213,165896.0,0.25,0.1,1000.0,30.0,0.2,5800.0,1000.0,5125.0,460.0,0.0,350.0,1.5,0.0,0.0
04:13:43.853,53623.0,0.25,0.1,1000.0,30.0,1.0,11100.0,1000.0,8731.0,1580.0,0.0,100.0,0.8,0.0,0.0
04:13:48.660,122552.0,0.25,0.1,1000.0,30.0,0.4,5000.0,1000.0,3083.0,2270.0,0.0,650.0,0.7,0.0,0.0
04:13:53.795,243530.0,0.25,0.1,1000.0,30.0,0.6,1200.0,1000.0,12980.0,390.0,0.0,450.0,5.3,0.0,0.0
04:13:58.483,19678.0,0.25,0.1,1000.0,30.0,3.2,7100.0,1000.0,27191.0,820.0,0.0,350.0,3.3,0.0,0.0
04:14:04.199,54667.0,0.25,0.1,1000.0,30.0,2.4,1700.0,1000.0,3609.0,1130.0,0.0,1900.0,4.0,0.0,0.0
04:14:09.820,36580.0,0.25,0.1,1000.0,30.0,0.4,3700.0,1000.0,15613.0,360.0,0.0,850.0,6.4,0.0,0.0
04:14:14.499,87319.0,0.25,0.1,1000.0,30.0,0.8,3400.0,1000.0,4429.0,2770.0,0.0,950.0,2.7,0.0,0.0
04:14:19.740,35378.0,0.25,0.1,1000.0,30.0,0.1,3700.0,1000.0,9806.0,1330.0,0.0,200.0,7.2,0.0,0.0
04:14:24.506,21284.0,0.25,0.1,1000.0,30.0,1.6,12300.0,1000.0,20108.0,2780.0,0.0,350.0,5.1,0.0,0.0
04:14:29.768,127241.0,0.25,0.1,1000.0,30.0,1.1,5100.0,1000.0,8198.0,740.0,0.0,150.0,1.7,0.0,0.0
04:14:34.643,102692.0,0.25,0.1,1000.0,30.0,1.6,13100.0,1000.0,6891.0,560.0,0.0,650.0,6.3,0.0,0.0
04:14:39.802,32372.0,0.25,0.1,1000.0,30.0,0.6,2600.0,1000.0,13386.0,1230.0,0.0,650.0,4.8,0.0,0.0
04:14:44.507,177632.0,0.25,0.1,1000.0,30.0,0.4,1700.0,1000.0,3944.0,240.0,0.0,950.0,2.5,0.0,0.0
04:14:49.729,190745.0,0.25,0.1,1000.0,30.0,1.1,13100.0,1000.0,482.0,1870.0,0.0,500.0,4.9,0.0,0.0
04:14:54.493,9709.0,0.25,0.1,1000.0,30.0,4.1,2100.0,1000.0,14025.0,330.0,0.0,750.0,4.9,0.0,0.0
04:15:00.117,3748.0,0.25,0.1,1000.0,30.0,0.2,10600.0,1000.0,304.0,240.0,0.0,750.0,1.0,0.0,0.0
04:15:05.684,2435.0,0.25,0.1,1000.0,30.0,1.0,4100.0,1000.0,5397.0,1490.0,0.0,650.0,3.1,0.0,0.0
04:15:10.451,30230.0,0.25,0.1,1000.0,30.0,0.2,2800.0,1000.0,9863.0,520.0,0.0,350.0,3.5,0.0,0.0
04:15:16.078,12200.0,0.25,0.1,1000.0,30.0,1.0,4900.0,1000.0,15974.0,1320.0,0.0,700.0,1.2,0.0,0.0
04:15:21.768,22925.0,0.25,0.1,1000.0,30.0,1.2,13200.0,1000.0,17799.0,660.0,0.0,1400.0,1.1,0.0,0.0
04:15:26.491,76536.0,0.25,0.1,1000.0,30.0,0.2,7100.0,1000.0,5032.0,760.0,0.0,350.0,2.4,0.0,0.0
04:15:32.096,144199.0,0.25,0.1,1000.0,30.0,2.9,1700.0,1000.0,8311.0,1450.0,0.0,1550.0,2.0,0.0,0.0
04:15:37.725,90419.0,0.25,0.1,1000.0,30.0,2.4,12600.0,1000.0,13162.0,580.0,0.0,1250.0,1.4,0.0,0.0
04:15:42.413,203312.0,0.25,0.1,1000.0,30.0,0.1,7100.0,1000.0,18526.0,1880.0,0.0,500.0,4.0,0.0,0.0
04:15:48.112,57229.0,0.25,0.1,1000.0,30.0,4.4,2800.0,1000.0,7625.0,610.0,0.0,500.0,1.4,0.0,0.0
04:15:53.821,26481.0,0.25,0.1,1000.0,30.0,0.6,15300.0,1000.0,6657.0,1170.0,0.0,1400.0,3.1,0.0,0.0
04:15:58.614,7150.0,0.25,0.1,1000.0,30.0,1.1,2100.0,1000.0,17046.0,2310.0,0.0,250.0,0.7,0.0,0.0
04:16:03.831,203333.0,0.25,0.1,1000.0,30.0,0.6,15700.0,1000.0,17126.0,760.0,0.0,150.0,4.4,0.0,0.0
04:16:08.482,70833.0,0.25,0.1,1000.0,30.0,3.2,3800.0,1000.0,522.0,560.0,0.0,850.0,6.8,0.0,0.0
04:16:14.173,105335.0,0.25,0.1,1000.0,30.0,0.4,2100.0,1000.0,7843.0,720.0,0.0,850.0,4.6,0.0,0.0
04:16:19.888,52031.0,0.25,0.1,1000.0,30.0,0.2,2900.0,1000.0,31420.0,60.0,0.0,650.0,8.2,0.0,0.0
04:16:24.607,61847.0,0.25,0.1,1000.0,30.0,2.9,14500.0,1000.0,3385.0,1770.0,0.0,250.0,10.1,0.0,0.0
04:16:29.722,157719.0,0.25,0.1,1000.0,30.0,1.8,6300.0,1000.0,8157.0,1550.0,0.0,200.0,1.5,0.0,0.0
04:16:34.358,19720.0,0.25,0.1,1000.0,30.0,0.6,6800.0,1000.0,157.0,2500.0,0.0,650.0,1.0,0.0,0.0
04:16:39.083,76153.0,0.25,0.1,1000.0,30.0,3.8,15400.0,1000.0,6172.0,1400.0,0.0,450.0,0.8,0.0,0.0
