,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
04:11:31.932,-1.0,-1.0,-1.0,-1
04:11:32.149,-1.0,-1.0,-1.0,-1
04:11:32.378,-1.0,-1.0,-1.0,-1
04:11:32.624,-1.0,-1.0,-1.0,-1
04:11:32.842,-1.0,-1.0,-1.0,-1
04:11:33.066,-1.0,-1.0,-1.0,-1
04:11:33.268,-1.0,-1.0,-1.0,-1
04:11:33.469,-1.0,-1.0,-1.0,-1
04:11:33.689,-1.0,-1.0,-1.0,-1
04:11:33.891,-1.0,-1.0,-1.0,-1
04:11:34.092,-1.0,-1.0,-1.0,-1
04:11:34.294,-1.0,-1.0,-1.0,-1
04:11:34.495,-1.0,-1.0,-1.0,-1
04:11:34.697,-1.0,-1.0,-1.0,-1
04:11:34.899,-1.0,-1.0,-1.0,-1
04:11:35.100,-1.0,-1.0,-1.0,-1
04:11:35.302,-1.0,-1.0,-1.0,-1
04:11:35.504,-1.0,-1.0,-1.0,-1
04:11:35.705,-1.0,-1.0,-1.0,-1
04:11:35.907,-1.0,-1.0,-1.0,-1
04:11:36.108,-1.0,-1.0,-1.0,-1
04:11:36.311,-1.0,-1.0,-1.0,-1
04:11:36.514,-1.0,-1.0,-1.0,-1
04:11:36.716,-1.0,-1.0,-1.0,-1
04:11:36.930,-1.0,-1.0,-1.0,-1
04:11:37.143,-1.0,-1.0,-1.0,-1
04:11:37.404,-1.0,-1.0,-1.0,-1
04:11:37.643,-1.0,-1.0,-1.0,-1
04:11:37.850,-1.0,-1.0,-1.0,-1
04:11:38.062,-1.0,-1.0,-1.0,-1
04:11:38.265,-1.0,-1.0,-1.0,-1
04:11:38.473,-1.0,-1.0,-1.0,-1
04:11:38.675,-1.0,-1.0,-1.0,-1
04:11:38.877,-1.0,-1.0,-1.0,-1
04:11:39.079,-1.0,-1.0,-1.0,-1
04:11:39.281,-1.0,-1.0,-1.0,-1
04:11:39.483,-1.0,-1.0,-1.0,-1
04:11:39.685,-1.0,-1.0,-1.0,-1
04:11:39.887,-1.0,-1.0,-1.0,-1
04:11:40.088,-1.0,-1.0,-1.0,-1
04:11:40.290,-1.0,-1.0,-1.0,-1
04:11:40.492,-1.0,-1.0,-1.0,-1
04:11:40.693,-1.0,-1.0,-1.0,-1
04:11:40.895,-1.0,-1.0,-1.0,-1
04:11:41.097,-1.0,-1.0,-1.0,-1
04:11:41.299,-1.0,-1.0,-1.0,-1
04:11:41.501,-1.0,-1.0,-1.0,-1
04:11:41.703,-1.0,-1.0,-1.0,-1
04:11:41.905,-1.0,-1.0,-1.0,-1
04:11:42.131,-1.0,-1.0,-1.0,-1
04:11:42.369,-1.0,-1.0,-1.0,-1
04:11:42.599,-1.0,-1.0,-1.0,-1
04:11:42.828,-1.0,-1.0,-1.0,-1
04:11:43.051,-1.0,-1.0,-1.0,-1
04:11:43.254,-1.0,-1.0,-1.0,-1
04:11:43.455,-1.0,-1.0,-1.0,-1
04:11:43.660,-1.0,-1.0,-1.0,-1
04:11:43.861,-1.0,-1.0,-1.0,-1
04:11:44.063,-1.0,-1.0,-1.0,-1
04:11:44.265,-1.0,-1.0,-1.0,-1
04:11:44.466,-1.0,-1.0,-1.0,-1
04:11:44.668,-1.0,-1.0,-1.0,-1
04:11:44.870,-1.0,-1.0,-1.0,-1
04:11:45.072,-1.0,-1.0,-1.0,-1
04:11:45.273,-1.0,-1.0,-1.0,-1
04:11:45.480,-1.0,-1.0,-1.0,-1
04:11:45.693,-1.0,-1.0,-1.0,-1
04:11:45.895,-1.0,-1.0,-1.0,-1
04:11:46.096,-1.0,-1.0,-1.0,-1
04:11:46.298,-1.0,-1.0,-1.0,-1
04:11:46.499,-1.0,-1.0,-1.0,-1
04:11:46.701,-1.0,-1.0,-1.0,-1
04:11:46.948,-1.0,-1.0,-1.0,-1
04:11:47.246,-1.0,-1.0,-1.0,-1
04:11:47.447,-1.0,-1.0,-1.0,-1
04:11:47.703,-1.0,-1.0,-1.0,-1
04:11:47.911,-1.0,-1.0,-1.0,-1
04:11:48.114,-1.0,-1.0,-1.0,-1
04:11:48.315,-1.0,-1.0,-1.0,-1
04:11:48.518,-1.0,-1.0,-1.0,-1
04:11:48.720,-1.0,-1.0,-1.0,-1
04:11:48.923,-1.0,-1.0,-1.0,-1
