,A.LAND2
14:52:35.806,-1.0
14:52:36.009,-1.0
14:52:36.219,-1.0
14:52:36.422,-1.0
14:52:36.624,-1.0
14:52:36.826,-1.0
14:52:37.029,-1.0
14:52:37.230,-1.0
14:52:37.433,-1.0
14:52:37.636,-1.0
14:52:37.839,-1.0
14:52:38.050,-1.0
14:52:38.253,-1.0
14:52:38.457,-1.0
14:52:38.661,-1.0
14:52:38.866,-1.0
14:52:39.067,-1.0
14:52:39.275,-1.0
14:52:39.483,-1.0
14:52:39.684,-1.0
14:52:39.887,-1.0
14:52:40.089,-1.0
14:52:40.295,-1.0
14:52:40.497,-1.0
14:52:40.704,-1.0
14:52:40.908,-1.0
14:52:41.122,-1.0
14:52:41.330,-1.0
14:52:41.532,-1.0
14:52:41.734,-1.0
14:52:41.943,-1.0
14:52:42.146,-1.0
14:52:42.350,-1.0
14:52:42.555,-1.0
14:52:42.762,-1.0
14:52:42.970,-1.0
14:52:43.176,-1.0
14:52:43.378,-1.0
14:52:43.584,-1.0
14:52:43.790,-1.0
14:52:43.994,-1.0
14:52:44.197,-1.0
14:52:44.400,-1.0
14:52:44.602,-1.0
14:52:44.805,-1.0
14:52:45.008,-1.0
14:52:45.211,-1.0
14:52:45.412,-1.0
14:52:45.630,-1.0
14:52:45.832,-1.0
14:52:46.042,-1.0
14:52:46.244,-1.0
14:52:46.453,-1.0
14:52:46.657,-1.0
14:52:46.867,-1.0
14:52:47.069,-1.0
14:52:47.271,-1.0
14:52:47.474,-1.0
14:52:47.679,-1.0
14:52:47.882,-1.0
14:52:48.088,-1.0
14:52:48.300,-1.0
14:52:48.502,-1.0
14:52:48.704,-1.0
14:52:48.911,-1.0
14:52:49.113,-1.0
14:52:49.315,-1.0
14:52:49.518,-1.0
14:52:49.722,-1.0
14:52:49.924,-1.0
14:52:50.126,-1.0
14:52:50.330,-1.0
14:52:50.533,-1.0
14:52:50.735,-1.0
14:52:50.936,-1.0
14:52:51.138,-1.0
14:52:51.340,-1.0
14:52:51.546,-1.0
14:52:51.751,-1.0
14:52:51.956,-1.0
14:52:52.160,-1.0
14:52:52.362,-1.0
14:52:52.565,-1.0
14:52:52.774,-1.0
14:52:52.977,-1.0
14:52:53.180,-1.0
14:52:53.381,-1.0
14:52:53.587,-1.0
14:52:53.789,-1.0
14:52:53.990,-1.0
14:52:54.194,-1.0
14:52:54.396,-1.0
14:52:54.602,-1.0
14:52:54.808,-1.0
14:52:55.011,-1.0
14:52:55.214,-1.0
14:52:55.415,-1.0
14:52:55.619,-1.0
14:52:55.828,-1.0
14:52:56.035,-1.0
14:52:56.237,-1.0
14:52:56.440,-1.0
14:52:56.645,-1.0
14:52:56.847,-1.0
14:52:57.053,-1.0
14:52:57.255,-1.0
14:52:57.457,-1.0
14:52:57.661,-1.0
14:52:57.862,-1.0
14:52:58.065,-1.0
14:52:58.269,-1.0
14:52:58.473,-1.0
14:52:58.676,-1.0
14:52:58.878,-1.0
14:52:59.089,-1.0
14:52:59.290,-1.0
14:52:59.492,-1.0
14:52:59.696,-1.0
14:52:59.900,-1.0
14:53:00.103,-1.0
14:53:00.305,-1.0
14:53:00.509,-1.0
14:53:00.716,-1.0
14:53:00.919,-1.0
14:53:01.120,-1.0
14:53:01.325,-1.0
14:53:01.528,-1.0
14:53:01.734,-1.0
14:53:01.941,-1.0
14:53:02.143,-1.0
14:53:02.345,-1.0
14:53:02.548,-1.0
14:53:02.752,-1.0
14:53:02.954,-1.0
14:53:03.160,-1.0
14:53:03.362,-1.0
14:53:03.567,-1.0
14:53:03.769,-1.0
14:53:03.971,-1.0
14:53:04.175,-1.0
14:53:04.385,-1.0
14:53:04.589,-1.0
14:53:04.792,-1.0
14:53:04.996,-1.0
14:53:05.201,-1.0
14:53:05.402,-1.0
14:53:05.604,-1.0
14:53:05.817,-1.0
14:53:06.019,-1.0
14:53:06.221,-1.0
14:53:06.427,-1.0
14:53:06.630,-1.0
14:53:06.833,-1.0
14:53:07.036,-1.0
