,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
06:09:19.215,78203.0,0.25,0.1,1000.0,30.0
06:09:25.254,7265.0,0.25,0.1,1000.0,30.0
06:09:31.162,50852.0,0.25,0.1,1000.0,30.0
06:09:36.950,2745.0,0.25,0.1,1000.0,30.0
06:09:41.811,52186.0,0.25,0.1,1000.0,30.0
06:09:47.150,73743.0,0.25,0.1,1000.0,30.0
06:09:52.958,14104.0,0.25,0.1,1000.0,30.0
06:09:57.824,19002.0,0.25,0.1,1000.0,30.0
06:10:03.138,28661.0,0.25,0.1,1000.0,30.0
06:10:08.962,64726.0,0.25,0.1,1000.0,30.0
06:10:13.780,106620.0,0.25,0.1,1000.0,30.0
06:10:19.081,20723.0,0.25,0.1,1000.0,30.0
06:10:24.929,267307.0,0.25,0.1,1000.0,30.0
06:10:29.817,11678.0,0.25,0.1,1000.0,30.0
06:10:35.193,55354.0,0.25,0.1,1000.0,30.0
06:10:41.164,71440.0,0.25,0.1,1000.0,30.0
06:10:47.075,60532.0,0.25,0.1,1000.0,30.0
06:10:52.797,26286.0,0.25,0.1,1000.0,30.0
06:10:57.657,107403.0,0.25,0.1,1000.0,30.0
06:11:03.018,85254.0,0.25,0.1,1000.0,30.0
06:11:08.836,108682.0,0.25,0.1,1000.0,30.0
06:11:13.603,34024.0,0.25,0.1,1000.0,30.0
06:11:18.797,4613.0,0.25,0.1,1000.0,30.0
06:11:23.656,16682.0,0.25,0.1,1000.0,30.0
06:11:28.991,260599.0,0.25,0.1,1000.0,30.0
06:11:33.932,124360.0,0.25,0.1,1000.0,30.0
06:11:39.233,85739.0,0.25,0.1,1000.0,30.0
06:11:45.026,38651.0,0.25,0.1,1000.0,30.0
06:11:50.874,17182.0,0.25,0.1,1000.0,30.0
06:11:55.783,157442.0,0.25,0.1,1000.0,30.0
06:12:01.249,44421.0,0.25,0.1,1000.0,30.0
06:12:07.113,49364.0,0.25,0.1,1000.0,30.0
06:12:12.730,57333.0,0.25,0.1,1000.0,30.0
06:12:17.589,21356.0,0.25,0.1,1000.0,30.0
06:12:22.886,61122.0,0.25,0.1,1000.0,30.0
06:12:27.871,23883.0,0.25,0.1,1000.0,30.0
06:12:33.165,47878.0,0.25,0.1,1000.0,30.0
06:12:38.877,117903.0,0.25,0.1,1000.0,30.0
06:12:43.679,18264.0,0.25,0.1,1000.0,30.0
06:12:48.981,70909.0,0.25,0.1,1000.0,30.0
06:12:53.793,70786.0,0.25,0.1,1000.0,30.0
06:12:59.062,30027.0,0.25,0.1,1000.0,30.0
06:13:05.052,10314.0,0.25,0.1,1000.0,30.0
06:13:10.960,32022.0,0.25,0.1,1000.0,30.0
06:13:15.800,55258.0,0.25,0.1,1000.0,30.0
06:13:21.052,48892.0,0.25,0.1,1000.0,30.0
06:13:26.905,37460.0,0.25,0.1,1000.0,30.0
06:13:31.644,36872.0,0.25,0.1,1000.0,30.0
06:13:37.083,41002.0,0.25,0.1,1000.0,30.0
06:13:42.928,38595.0,0.25,0.1,1000.0,30.0
06:13:47.844,64592.0,0.25,0.1,1000.0,30.0
06:13:53.162,10217.0,0.25,0.1,1000.0,30.0
