,A.LAND1
11:52:19.633,-1.0
11:52:19.837,-1.0
11:52:20.039,-1.0
11:52:20.241,-1.0
11:52:20.443,-1.0
11:52:20.647,-1.0
11:52:20.849,-1.0
11:52:21.056,-1.0
11:52:21.258,-1.0
11:52:21.461,-1.0
11:52:21.669,-1.0
11:52:21.871,-1.0
11:52:22.073,-1.0
11:52:22.275,-1.0
11:52:22.477,-1.0
11:52:22.682,-1.0
11:52:22.884,-1.0
11:52:23.087,-1.0
11:52:23.293,-1.0
11:52:23.496,-1.0
11:52:23.699,-1.0
11:52:23.901,-1.0
11:52:24.102,-1.0
11:52:24.304,-1.0
11:52:24.508,-1.0
11:52:24.709,-1.0
11:52:24.912,-1.0
11:52:25.115,-1.0
11:52:25.319,-1.0
11:52:25.522,-1.0
11:52:25.726,-1.0
11:52:25.927,-1.0
11:52:26.131,-1.0
11:52:26.333,-1.0
11:52:26.535,-1.0
11:52:26.740,-1.0
11:52:26.944,-1.0
11:52:27.149,-1.0
11:52:27.351,-1.0
11:52:27.554,-1.0
11:52:27.757,-1.0
11:52:27.959,-1.0
11:52:28.162,-1.0
11:52:28.366,-1.0
11:52:28.567,-1.0
11:52:28.771,-1.0
11:52:28.974,-1.0
11:52:29.175,-1.0
11:52:29.379,-1.0
11:52:29.582,-1.0
11:52:29.783,-1.0
11:52:29.985,-1.0
11:52:30.191,-1.0
11:52:30.398,-1.0
11:52:30.600,-1.0
11:52:30.803,-1.0
11:52:31.004,-1.0
11:52:31.209,-1.0
11:52:31.411,-1.0
11:52:31.612,-1.0
11:52:31.813,-1.0
11:52:32.016,-1.0
11:52:32.221,-1.0
11:52:32.422,-1.0
11:52:32.625,-1.0
11:52:32.828,-1.0
11:52:33.031,-1.0
11:52:33.234,-1.0
11:52:33.436,-1.0
11:52:33.638,-1.0
11:52:33.844,-1.0
11:52:34.044,-1.0
11:52:34.247,-1.0
11:52:34.449,-1.0
11:52:34.651,-1.0
11:52:34.853,-1.0
11:52:35.056,-1.0
11:52:35.261,-1.0
11:52:35.464,-1.0
11:52:35.668,-1.0
11:52:35.874,-1.0
11:52:36.075,-1.0
11:52:36.278,-1.0
11:52:36.483,-1.0
11:52:36.687,-1.0
11:52:36.890,-1.0
11:52:37.092,-1.0
11:52:37.294,-1.0
11:52:37.496,-1.0
11:52:37.702,-1.0
11:52:37.903,-1.0
11:52:38.105,-1.0
11:52:38.307,-1.0
11:52:38.510,-1.0
11:52:38.713,-1.0
11:52:38.918,-1.0
11:52:39.121,-1.0
11:52:39.323,-1.0
11:52:39.525,-1.0
11:52:39.726,-1.0
11:52:39.928,-1.0
11:52:40.133,-1.0
11:52:40.339,-1.0
11:52:40.542,-1.0
11:52:40.745,-1.0
11:52:40.949,-1.0
11:52:41.150,-1.0
11:52:41.352,-1.0
11:52:41.555,-1.0
11:52:41.757,-1.0
11:52:41.959,-1.0
11:52:42.161,-1.0
11:52:42.366,-1.0
11:52:42.570,-1.0
11:52:42.775,-1.0
11:52:42.977,-1.0
11:52:43.179,-1.0
11:52:43.382,-1.0
11:52:43.584,-1.0
11:52:43.788,-1.0
11:52:43.989,-1.0
11:52:44.197,-1.0
11:52:44.400,-1.0
11:52:44.603,-1.0
11:52:44.805,-1.0
11:52:45.010,-1.0
11:52:45.212,-1.0
11:52:45.414,-1.0
11:52:45.616,-1.0
11:52:45.818,-1.0
11:52:46.019,-1.0
11:52:46.220,-1.0
11:52:46.422,-1.0
11:52:46.624,-1.0
11:52:46.826,-1.0
11:52:47.029,-1.0
11:52:47.232,-1.0
11:52:47.433,-1.0
11:52:47.637,-1.0
11:52:47.839,-1.0
11:52:48.040,-1.0
11:52:48.243,-1.0
11:52:48.445,-1.0
11:52:48.647,-1.0
11:52:48.848,-1.0
11:52:49.053,-1.0
11:52:49.258,-1.0
11:52:49.461,-1.0
11:52:49.668,-1.0
11:52:49.870,-1.0
11:52:50.072,-1.0
11:52:50.273,-1.0
11:52:50.476,-1.0
11:52:50.678,-1.0
11:52:50.880,-1.0
11:52:51.085,-1.0
11:52:51.286,-1.0
11:52:51.489,-1.0
11:52:51.691,-1.0
11:52:51.893,-1.0
11:52:52.095,-1.0
11:52:52.299,-1.0
11:52:52.502,-1.0
11:52:52.709,-1.0
11:52:52.913,-1.0
11:52:53.115,-1.0
11:52:53.319,-1.0
11:52:53.520,-1.0
11:52:53.722,-1.0
11:52:53.924,-1.0
11:52:54.125,-1.0
11:52:54.327,-1.0
11:52:54.529,-1.0
11:52:54.732,-1.0
11:52:54.935,-1.0
11:52:55.141,-1.0
11:52:55.345,-1.0
11:52:55.547,-1.0
11:52:55.749,-1.0
11:52:55.950,-1.0
11:52:56.157,-1.0
11:52:56.359,-1.0
11:52:56.562,-1.0
11:52:56.764,-1.0
11:52:56.965,-1.0
11:52:57.168,-1.0
11:52:57.371,-1.0
11:52:57.573,-1.0
11:52:57.778,-1.0
11:52:57.980,-1.0
11:52:58.183,-1.0
11:52:58.385,-1.0
11:52:58.587,-1.0
11:52:58.790,-1.0
11:52:58.991,-1.0
11:52:59.193,-1.0
11:52:59.397,-1.0
11:52:59.599,-1.0
11:52:59.803,-1.0
11:53:00.005,-1.0
11:53:00.221,1.0
11:53:00.424,1.0
11:53:00.630,1.0
11:53:00.834,1.0
11:53:01.041,1.0
11:53:01.244,1.0
11:53:01.446,1.0
11:53:01.649,1.0
11:53:01.851,1.0
11:53:02.053,1.0
11:53:02.256,1.0
11:53:02.459,1.0
11:53:02.664,1.0
11:53:02.869,1.0
11:53:03.071,1.0
11:53:03.275,1.0
11:53:03.477,1.0
11:53:03.679,0.959
11:53:03.881,0.93
11:53:04.083,0.895
11:53:04.285,0.895
11:53:04.486,0.895
11:53:04.690,0.895
11:53:04.896,0.895
11:53:05.098,0.895
11:53:05.300,0.895
11:53:05.502,0.895
11:53:05.704,0.835
11:53:05.906,0.645
11:53:06.108,0.527
11:53:06.310,0.527
11:53:06.513,0.527
11:53:06.715,0.527
11:53:06.919,0.527
