time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE
19:35:21,-0.0009448729106225073,0.0009632784058339894,0.02276022545993328,0.00026364304358139634,0.00022368523059412837,0.001635872176848352,-35.3632622,149.1652375,22.0,-1.0,1.0,0.0,0.0,2.0,-1000.0,1.0,1.0,0.0,1500.0,AUTO
19:35:23,-0.0009619788907002658,0.0011111790663562715,0.022257176227867603,0.00027289759600535035,0.00033568954677321017,0.0015777114895172417,-35.3632621,149.1652375,0.0,0.0,0.0,1.0,0.0,1.0,-1000.0,1.0,0.0,0.0,1500.0,AUTO
19:35:25,-0.0003612074797274545,0.0016497274627909064,0.021772857755422592,0.0003087114600930363,0.00032693680259399116,0.001479577913414687,-35.3632621,149.1652375,0.0,0.0,0.0,2.5,0.0,1.0,-1000.0,1.0,0.5,1.0,1500.0,AUTO
19:35:27,0.0244396161288023,-0.0011117479953099973,0.021209324710071087,0.04673866927623749,-0.007358686998486519,0.002363861887715757,-35.36326205,149.1652375,1477.5,0.5,5.0,-143.5,0.0,0.0,-1015.5,47.0,-6.0,1.5,1500.0,AUTO
19:35:29,-0.03493857756257057,0.013267816975712776,-0.07535169646143913,-0.02817430440336466,-0.017025363631546497,-0.042401427403092384,-35.36326095,149.165245,4530.0,0.5,34.5,-148.5,4.5,-9.0,-1005.0,-27.0,-16.0,-42.5,1500.0,AUTO
19:35:31,-0.010758859454654157,-0.0008372373122256249,-0.09934077039361,0.06608608737587929,0.013117504306137562,0.0010046365787275136,-35.363261249999994,149.16524065,7619.5,-3.5,-60.0,-150.5,-7.0,12.0,-1003.0,66.0,13.0,0.0,1500.0,AUTO
19:35:33,0.022583635989576578,-0.013343723956495523,-0.0750911720097065,-0.09352634102106094,0.007653749198652804,-0.007424606941640377,-35.3632627,149.16523469999998,10742.5,-2.0,23.0,-149.0,3.5,-3.0,-999.5,-92.5,8.0,-7.5,1500.0,AUTO
19:35:35,-0.0029793725698255002,0.005188418319448829,-0.1381475105881691,0.022535840049386024,0.00722632696852088,-0.024371549487113953,-35.36326175,149.1652365,13851.0,4.5,-7.0,-153.0,-2.0,0.0,-1000.0,22.5,7.5,-24.5,1500.0,AUTO
19:35:37,0.008291706442832947,0.005196976941078901,-0.16469833999872208,-0.004463444813154638,-0.0023591216886416078,-0.011531960684806108,-35.3632615,149.1652354,16984.5,-3.5,3.5,-153.0,0.0,0.0,-1000.0,-3.0,-1.5,-11.5,1500.0,AUTO
19:35:39,0.0022841880563646555,0.0028628864092752337,-0.1984848901629448,0.00021362779079936445,0.00046091392869129777,-0.02040276676416397,-35.36326175,149.16523604999998,20105.5,-3.0,4.5,-154.0,0.0,0.0,-1000.0,0.5,0.5,-20.5,1500.0,AUTO
