time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,LAND_SPEED
14:27:14,-0.008959538812632672,-0.007504433764552232,-0.12348633352667093,0.012401765212416649,0.007066310761729255,-0.023887537885457277,-35.3632627875,149.165237075,13970.125,1.75,-1.375,-151.875,-0.375,-0.375,-1000.375,12.625,7.25,-24.375,GUIDED,1500.0,50.0
14:27:16,0.010263421306652682,0.007437004907322782,-0.16993380657264165,-0.0006909826770424843,0.0019690808715365294,-0.013337072783282824,-35.363261771428576,149.16523567142855,17375.571428571428,1.5714285714285714,0.14285714285714285,-152.0,-1.1428571428571428,0.0,-999.8571428571429,-0.14285714285714285,2.2857142857142856,-13.714285714285714,GUIDED,1500.0,50.0
14:27:18,0.0033158060628920793,0.004793099779635668,-0.1963948279619217,-0.0015227533876895905,-0.0011856408731546254,-0.0159928223118186,-35.3632616,149.165236,20428.4,-2.8,5.8,-153.0,0.0,-0.2,-999.8,-0.6,-0.4,-16.2,GUIDED,1500.0,50.0
14:27:20,0.0018911439692601562,0.002603934844955802,-0.23381109535694122,0.0004750319058075547,-0.00016124575631693006,-0.02040938474237919,-35.36326173333333,149.1652366333333,23631.333333333332,-2.6666666666666665,3.0,-153.0,0.0,0.0,-1000.0,1.0,0.3333333333333333,-20.666666666666668,GUIDED,1500.0,50.0
14:28:42,-0.002910072449594736,0.00833984836935997,0.002420910866931081,-0.6980656981468201,-0.0019812907557934523,0.0036442840937525034,-35.3632618,149.1652371,7998.0,-3.0,2.0,-1.0,0.0,-31.0,-1001.0,-697.0,-1.0,5.0,LAND,1500.0,90.0
14:28:44,0.004968190100044012,0.007413225714117289,0.0029437874909490347,0.5822671055793762,-0.0009620512137189507,0.0039487495087087154,-35.3632618,149.165237,7944.0,-2.0,3.0,24.0,0.0,48.0,-922.0,589.0,0.0,5.0,LAND,1500.0,90.0
14:28:56,0.01142307510599494,0.02322561014443636,0.008367451839148998,0.0010619766544550657,0.0019425508799031377,0.0006845027673989534,-35.363262,149.1652426,1007.0,-14.5,21.5,-48.0,0.0,0.0,-1000.0,2.0,2.0,2.0,LAND,1500.0,60.0
14:28:58,0.006821734830737114,0.0200801994651556,0.0074831831734627485,0.0008224885095842183,0.0016375724226236343,0.0007260024431161582,-35.3632633,149.16524245,953.0,-23.5,12.5,-27.5,0.0,0.0,-1000.0,2.0,2.0,2.0,LAND,1500.0,100.0
14:29:00,0.003412640498330196,0.013777186473210653,0.009228522578875223,0.000727268091092507,0.0015251495642587543,0.0007350237186377248,-35.36326306666667,149.16524189999998,698.0,-13.333333333333334,3.6666666666666665,-13.666666666666666,0.0,0.0,-1000.0,2.0,2.0,2.0,LAND,1500.0,100.0
14:29:02,0.002903792541474104,0.011770720593631268,0.0094588128849864,0.0007126032141968608,0.0014062568079680204,0.0006911481032148004,-35.3632627,149.1652415,463.0,-7.0,1.0,-3.0,0.0,0.0,-1000.0,2.0,2.0,2.0,LAND,1500.0,100.0
