,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
08:41:00.029,120.0,70.0,-3.1,0.5,1.0,110.0,500.0,1300.0,0.0,0.0,750.0,41.0,88.0,-1.0,-0.5,-0.5,42.0,0.0,1.0,1200.0,19.0,21.0,1.0,0.0,5455.0
08:41:03.908,1270.0,140.0,-4.6,0.5,1.0,1010.0,500.0,1300.0,0.0,0.0,180.0,76.0,4.0,-1.0,-0.5,-0.5,71.0,0.0,1.0,3200.0,21.0,32.0,1.0,0.0,8421.0
08:41:08.322,1470.0,50.0,-2.2,0.5,1.0,210.0,1800.0,950.0,0.0,0.0,580.0,90.0,81.0,-1.0,-0.5,-0.5,174.0,0.0,1.0,3200.0,18.0,25.0,1.0,0.0,1961.0
08:41:12.241,1020.0,260.0,-3.2,0.5,1.0,260.0,1400.0,1800.0,0.0,0.0,380.0,70.0,84.0,-1.0,-0.5,-0.5,66.0,0.0,1.0,300.0,8.0,48.0,1.0,0.0,5680.0
08:41:16.044,270.0,270.0,-4.2,0.5,1.0,610.0,350.0,1050.0,0.0,0.0,160.0,87.0,6.0,-1.0,-0.5,-0.5,204.0,0.0,1.0,3300.0,2.0,8.0,1.0,0.0,17643.0
08:41:19.930,220.0,50.0,-0.5,0.5,1.0,610.0,1800.0,1300.0,0.0,0.0,690.0,39.0,18.0,-1.0,-0.5,-0.5,50.0,0.0,1.0,2900.0,4.0,53.0,1.0,0.0,12579.0
08:41:24.707,1270.0,200.0,-4.4,0.5,1.0,360.0,350.0,1800.0,0.0,0.0,700.0,25.0,4.0,-1.0,-0.5,-0.5,79.0,0.0,1.0,2200.0,44.0,24.0,1.0,0.0,6020.0
08:41:28.989,1320.0,70.0,-4.4,0.5,1.0,1010.0,450.0,1300.0,0.0,0.0,370.0,69.0,8.0,-1.0,-0.5,-0.5,101.0,0.0,1.0,600.0,82.0,8.0,1.0,0.0,5205.0
08:41:33.412,220.0,370.0,-1.8,0.5,1.0,960.0,1800.0,950.0,0.0,0.0,80.0,82.0,15.0,-1.0,-0.5,-0.5,91.0,0.0,1.0,300.0,24.0,10.0,1.0,0.0,14355.0
08:41:38.698,520.0,250.0,-3.5,0.5,1.0,60.0,850.0,1100.0,0.0,0.0,110.0,16.0,39.0,-1.0,-0.5,-0.5,98.0,0.0,1.0,200.0,29.0,86.0,1.0,0.0,19087.0
