time_stamp,RTL_ALT,MODE,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,EK2_ALT_SOURCE
08:41:00,1500.0,AUTO,612.85498046875,0.0,-0.5,-999.5,-4.0,2.0,21.0,0.0053497496992349625,0.0010633761412464082,-0.20596375316381454,-0.005236467579379678,0.0012379555846564472,0.021728675812482834,612855.0,-35.3632624,149.16523705,28900.5,-1.0,7.5,-153.0,0.0
08:41:02,1500.0,AUTO,615.9649963378906,0.0,-0.5,-1000.0,1.0,0.5,15.0,-0.00023657418387301732,0.001373560051433742,-0.1700415164232254,4.323921166360378e-05,-0.00038311988464556634,0.015922749415040016,615965.0,-35.36326235,149.16523795,32008.5,0.0,3.0,-153.0,0.0
08:41:04,1500.0,AUTO,619.0699768066406,0.0,0.0,-1000.0,2.5,2.0,10.0,0.0015504476032219827,0.0012030039797537029,-0.1429194062948227,0.002141707460395992,0.0015143748605623841,0.010110403411090374,619070.0,-35.363262250000005,149.16523795,35116.0,0.0,0.0,-153.0,0.0
08:41:06,1500.0,AUTO,622.1799926757812,0.0,0.0,-999.5,1.5,1.0,9.0,0.002586774528026581,0.0015930160298012197,-0.12290174141526222,0.0005627507925964892,7.674159132875502e-05,0.009693948552012444,622180.0,-35.36326215,149.16523755,38226.0,0.0,0.0,-153.0,0.0
08:41:08,1500.0,AUTO,625.2899780273438,0.0,0.0,-1000.5,1.5,0.5,5.5,0.002233862061984837,0.0016031598206609488,-0.10755707323551178,0.0007767650531604886,-0.0005684496718458831,0.006169852800667286,625290.0,-35.36326205,149.1652374,41337.0,-1.0,0.5,-153.0,0.0
08:41:10,1500.0,AUTO,628.3999938964844,0.0,0.0,-1001.0,3.0,0.5,5.0,0.002102383761666715,0.001295947760809213,-0.09513300284743309,0.002437670831568539,-0.0006869806675240397,0.005296864314004779,628400.0,-35.363262,149.1652373,44443.0,-1.0,1.0,-153.0,0.0
08:41:12,1500.0,AUTO,631.469970703125,1.5,2.0,-970.5,-5.0,-40.0,217.5,-0.03011775080813095,0.035726612026337534,0.043851401656866074,-0.006197421404067427,-0.041121939895674586,0.21789455926045775,631470.0,-35.3632622,149.16523705,47514.0,-12.0,-10.0,-140.5,0.0
08:41:14,1500.0,AUTO,633.4449768066406,-1.0,-0.5,-972.0,-1.0,29.0,-29.5,0.035594645887613297,-0.04001719504594803,0.2935846894979477,-0.002227453514933586,0.02827714988961816,-0.03007495030760765,633445.0,-35.36326445,149.16523265,49493.0,7.5,4.5,-57.5,0.0
08:41:16,1500.0,AUTO,634.10498046875,0.5,0.0,-945.5,-25.0,89.5,-58.5,-0.010116676101461053,0.022843551356345415,0.22735342383384705,-0.02668387070298195,0.08913693157956004,-0.05912696849554777,634105.0,-35.363261550000004,149.16523734999998,50146.5,10.0,23.0,-6.5,0.0
08:41:18,1500.0,AUTO,633.9299926757812,-6.5,-12.5,-1015.0,-165.5,-64.5,681.5,0.029784826561808586,-0.07517208158969879,0.5810392647981644,-0.16717801988124847,-0.06624024175107479,0.6814591884613037,633930.0,-35.363260350000004,149.16524005000002,49973.0,21.5,39.0,1.5,0.0
08:41:20,1500.0,ALT_HOLD,633.1949768066406,-22.5,-71.5,-860.0,-1640.5,1.0,-80.0,-0.021586498245596886,0.006078919395804405,1.140779197216034,-1.642175018787384,0.00012376438826322556,-0.0811225026845932,633195.0,-35.3632508,149.16525595000002,49239.5,65.0,74.5,125.0,0.0
08:41:22,1500.0,ALT_HOLD,629.6399841308594,-10.5,59.5,-1000.5,1511.0,-1.5,-12.0,0.023151136003434658,0.000921898041269742,1.0855225920677185,1.509550154209137,-0.0029457593336701393,-0.013312093913555145,629640.0,-35.363241450000004,149.16526764999998,45680.0,44.0,38.0,177.0,0.0
08:41:24,1500.0,AUTO,626.2900085449219,-4.0,-40.5,-1043.5,-1013.0,-25.0,-18.0,-0.035991392098367214,0.012272600884898566,1.0657086372375488,-1.0157042741775513,-0.02618714375421405,-0.019348240457475185,626290.0,-35.36323935,149.16527915,42333.0,25.5,31.5,109.5,0.0
08:41:26,1500.0,AUTO,625.0699768066406,-19.5,-25.0,-1017.0,-135.0,-15.0,9.0,-0.05128721334040165,-0.06753410585224628,1.0851872563362122,-0.13443288207054138,-0.016056474298238754,0.009018026059493423,625070.0,-35.36323835,149.1652922,41116.5,89.0,43.5,41.0,0.0
08:41:28,1500.0,AUTO,624.7349853515625,-37.0,-32.5,-1009.5,-157.0,21.0,-11.0,0.005296660121530294,-0.01947490219026804,1.0938094854354858,-0.1554674506187439,0.020303931087255478,-0.011708402540534735,624735.0,-35.3632236,149.16531535000001,40779.5,120.5,92.5,-5.5,0.0
08:41:30,1500.0,AUTO,624.8949890136719,-40.0,-12.0,-1001.0,263.0,-42.0,2.0,0.01959061436355114,-0.09149372950196266,1.0783123970031738,0.2647972106933594,-0.04434617981314659,0.0011853836476802826,624895.0,-35.363206649999995,149.16534205,40940.5,111.5,132.5,-7.0,0.0
08:41:32,1500.0,AUTO,625.1199951171875,-70.0,-29.5,-1007.0,220.5,-47.5,6.5,0.046405283734202385,-0.17432550340890884,1.0637706518173218,0.22245989739894867,-0.049828192219138145,0.006491977837868035,625120.0,-35.36318025,149.16538780000002,41163.0,184.5,282.0,-13.0,0.0
08:41:34,1500.0,ALT_HOLD,625.5749816894531,-103.5,-47.0,-956.0,-30.5,83.5,9.5,0.03443789409357123,-0.09745866706361994,1.0497431755065918,-0.030003366991877556,0.08244067803025246,0.009565236046910286,625575.0,-35.36313475,149.16547055,41618.0,279.5,438.0,-28.0,0.0
08:41:36,1500.0,ALT_HOLD,623.9299926757812,-93.0,-41.5,-950.5,773.5,-5.0,10.0,0.021402137354016304,-0.00033434887882322073,1.0478797554969788,0.7782191634178162,-0.006986179389059544,0.009014703333377838,623930.0,-35.36308005,149.16554915,39973.0,281.5,263.0,192.0,0.0
08:41:38,1500.0,ALT_HOLD,619.989990234375,-65.0,49.0,-1014.5,291.5,8.0,-38.5,-0.0053761182352900505,-0.003871065564453602,1.0352242588996887,0.2889857888221741,0.0069284646306186914,-0.03920186776667833,619990.0,-35.363034,149.1655912,36039.0,227.5,130.0,184.0,0.0
08:41:40,1500.0,AUTO,617.0249938964844,-25.0,-37.5,-1074.0,-728.5,-94.5,81.5,0.03726801089942455,0.009349359199404716,1.0482196807861328,-0.7276419848203659,-0.09699468314647675,0.08097156882286072,617025.0,-35.363006299999995,149.16561230000002,33072.0,87.0,51.0,61.5,0.0
08:41:42,1500.0,AUTO,616.8099975585938,-39.0,-36.5,-1021.5,-284.0,-23.0,7.5,0.02861190401017666,-0.13120175898075104,1.077438235282898,-0.2835030257701874,-0.024883421137928963,0.0066179800778627396,616810.0,-35.3629931,149.16563125,32857.0,89.0,153.0,-16.5,0.0
08:41:44,1500.0,AUTO,617.489990234375,-62.5,-27.5,-1002.5,30.5,40.0,-4.0,0.047489821910858154,-0.08374882489442825,1.0708336234092712,0.03045932948589325,0.03846484236419201,-0.005774793680757284,617490.0,-35.362968699999996,149.1656795,33536.5,141.0,272.0,-40.5,0.0
08:41:46,1500.0,AUTO,618.3849792480469,-65.5,-43.0,-988.5,56.5,-47.0,21.5,0.04834052361547947,-0.07264618575572968,1.0704777836799622,0.05735570564866066,-0.04924050625413656,0.020168767776340246,618385.0,-35.36294005,149.16574085000002,34432.5,144.5,283.5,-37.0,0.0
08:41:48,1500.0,AUTO,619.2149658203125,-90.5,-45.0,-1014.5,-42.0,44.0,-3.5,0.044492682442069054,-0.12681028991937637,1.0650277733802795,-0.042610771022737026,0.04243439622223377,-0.005511826369911432,619215.0,-35.3629081,149.1658099,35258.5,194.5,362.5,-46.0,0.0
08:41:50,1500.0,AUTO,620.364990234375,-84.0,-54.0,-983.0,-67.0,-57.0,0.0,0.04985735937952995,-0.08048224449157715,1.0640745162963867,-0.0676485225558281,-0.059537033550441265,-0.0019735226524062455,620365.0,-35.362869950000004,149.16589190000002,36411.0,203.0,366.0,-51.0,0.0
08:41:52,1500.0,AUTO,621.3849792480469,-89.0,-56.5,-1008.0,10.5,12.0,-26.5,0.05262339673936367,-0.16481831669807434,1.0497260093688965,0.010867590317502618,0.009852888062596321,-0.02807659364771098,621385.0,-35.362829250000004,149.16597860000002,37427.5,253.5,445.0,-52.5,0.0
08:41:54,1500.0,AUTO,622.4449768066406,-117.0,-84.0,-1033.0,-44.0,161.5,-121.5,0.07152875326573849,-0.14777754433453083,0.8511310815811157,-0.045326545368880033,0.16001629270613194,-0.12363966926932335,622445.0,-35.362776,149.1660875,38487.5,329.0,537.5,-48.0,0.0
08:41:56,1500.0,AUTO,624.2749938964844,-90.5,-105.0,-1002.5,-58.0,51.5,-16.0,0.13301100954413414,-0.06100061908364296,0.6035818159580231,-0.05870468635112047,0.04966738075017929,-0.01750463806092739,624275.0,-35.3627181,149.16620039999998,40317.0,281.0,507.0,-87.0,0.0
08:41:58,1500.0,ALT_HOLD,625.8949890136719,-92.0,-68.0,-822.0,135.0,-108.0,449.0,0.09041396901011467,-0.11593268066644669,0.9915605783462524,0.13485782593488693,-0.10994968563318253,0.4483743719756603,625895.0,-35.3626675,149.1663105,41938.5,268.5,494.5,-21.0,0.0
08:42:00,1500.0,ALT_HOLD,623.2749938964844,-120.0,24.5,-1006.5,725.5,32.5,-123.5,0.008599511347711086,-0.04960148222744465,1.1156821250915527,0.7209155559539795,0.031064235605299473,-0.1250915601849556,623275.0,-35.3626194,149.1664188,39316.0,249.5,444.0,205.5,0.0
08:42:02,1500.0,AUTO,619.3699645996094,-66.5,-94.5,-1061.0,-1217.5,-261.0,160.0,0.05975938681513071,0.17147819977253675,1.1203389763832092,-1.216305062174797,-0.2629669038578868,0.15947332046926022,619370.0,-35.362572,149.16649625000002,35415.5,177.0,196.5,153.0,0.0
08:42:04,1500.0,AUTO,618.1349792480469,1.0,-0.5,-1038.5,15.5,-42.0,-17.0,0.016928179655224085,-0.04877372644841671,1.1411640644073486,0.01419404149055481,-0.044157711789011955,-0.018082221504300833,618135.0,-35.3625636,149.1665069,34181.5,-37.5,20.0,-12.0,0.0
08:42:06,1500.0,AUTO,618.719970703125,-13.5,-17.0,-994.5,-284.0,-24.0,8.0,0.013681721407920122,-0.030266249552369118,1.1268286108970642,-0.2864152193069458,-0.026334034628234804,0.007182723609730601,618720.0,-35.36256115,149.16651645000002,34764.0,8.0,69.0,-30.5,0.0
08:42:08,1500.0,AUTO,619.4349975585938,-29.0,-22.0,-1017.5,-198.5,-20.0,0.5,0.009363130666315556,-0.08212398737668991,1.1214960217475891,-0.20168935880064964,-0.022464611567556858,-0.0007608082960359752,619435.0,-35.3625532,149.16653705,35475.5,57.0,135.0,-45.0,0.0
08:42:10,1500.0,AUTO,620.8599853515625,-61.5,-32.0,-1034.5,24.5,59.5,-10.5,0.020576801151037216,-0.11543493717908859,1.111047089099884,0.0231545502319932,0.0572343897074461,-0.011866798769915476,620860.0,-35.362535199999996,149.16657995,36904.0,138.5,255.5,-98.5,0.0
08:42:12,1500.0,ALT_HOLD,622.9149780273438,-55.5,-27.5,-833.0,4.5,-1.5,5.5,-0.001178711565444246,-0.014116002712398767,1.1085604429244995,0.0028691652696579695,-0.003960521542467177,0.004010926932096481,622915.0,-35.36250775,149.1666384,38957.5,158.0,228.0,-27.0,0.0
08:42:14,1500.0,ALT_HOLD,620.4949645996094,-49.0,-87.5,-979.0,-758.0,1.0,27.5,0.010497771203517914,-0.008101578801870346,1.1039020419120789,-0.7571435123682022,-0.0014733803691342473,0.026822128624189645,620495.0,-35.36247995,149.16667985,36539.5,147.5,145.0,200.5,0.0
08:42:16,1500.0,AUTO,616.7250061035156,-31.5,67.5,-1055.5,741.0,-46.5,-40.5,0.025020015658810735,0.017459609312936664,1.1011160612106323,0.7356565417721868,-0.04903613077476621,-0.04231740161776543,616725.0,-35.362456550000005,149.16670340000002,32771.0,95.5,71.5,141.0,0.0
08:42:18,1500.0,AUTO,615.6599731445312,-11.5,-16.0,-1059.0,18.5,-31.0,173.5,0.014439477119594812,-0.0344813447445631,1.1348583102226257,0.016970619559288025,-0.033750053495168686,0.17264098906889558,615660.0,-35.36244765,149.16671545,31704.0,22.0,60.5,-34.0,0.0
08:42:20,1500.0,AUTO,617.375,-28.0,-16.5,-1030.5,3.0,37.5,-18.5,0.0055245776020456105,-0.04691455326974392,1.2365906834602356,0.0011377623304724693,0.03524172957986593,-0.020049346145242453,617375.0,-35.3624418,149.1667375,33420.5,54.5,126.5,-127.5,0.0
08:42:22,1500.0,AUTO,620.2949829101562,-27.0,-11.0,-997.0,13.0,-18.5,46.5,0.006095539312809706,-0.019256021827459335,1.2873378992080688,0.011989704973530024,-0.02111118659377098,0.045691885985434055,620295.0,-35.362432999999996,149.16676675,36339.0,49.5,115.0,-145.0,0.0
08:42:24,1500.0,AUTO,623.0849914550781,-48.0,-19.0,-990.5,10.0,30.0,46.0,-0.004235767759382725,-0.15026960521936417,1.40387761592865,0.00853142241248861,0.027360329404473305,0.04517796542495489,623085.0,-35.36242255,149.16680044999998,39129.0,85.0,223.0,-117.0,0.0
08:42:26,1500.0,AUTO,625.8150024414062,-54.0,-10.0,-1015.5,10.5,11.0,-52.5,0.05134426709264517,0.05167168751358986,1.3766692280769348,0.008268721401691437,0.008193865418434143,-0.05459793470799923,625815.0,-35.36240345,149.1668556,41863.0,89.5,201.5,-157.5,0.0
08:42:28,1500.0,AUTO,628.9749755859375,-28.5,-15.0,-1003.5,-4.5,44.0,88.0,0.00942338234744966,-0.008660753956064582,1.4312382936477661,-0.0063633304089307785,0.04184223432093859,0.08697065338492393,628975.0,-35.3623953,149.16689025,45019.5,24.0,139.5,-149.0,0.0
08:42:30,1500.0,ALT_HOLD,632.1099853515625,-12.5,-5.5,-948.5,-171.0,-173.5,-333.5,-0.005896096117794514,-0.019496247172355652,1.498981237411499,-0.17305963905528188,-0.17654202552512288,-0.3347400091588497,632110.0,-35.3623914,149.16691195,48155.0,12.5,59.5,-140.5,0.0
08:42:32,1500.0,ALT_HOLD,632.2849731445312,-58.5,-28.0,-905.5,-790.0,76.0,56.5,-0.09830915555357933,-0.09781396389007568,1.1562385559082031,-0.7925821244716644,0.07369438745081425,0.055833734571933746,632285.0,-35.36237535,149.16693365,48328.5,189.0,130.5,152.0,0.0
08:42:34,1500.0,ALT_HOLD,628.4149780273438,-58.5,45.0,-1007.5,1354.0,17.5,-8.0,0.02929331175982952,-0.023112798109650612,1.1668295860290527,1.3532391488552094,0.015610624570399523,-0.009640065021812916,628415.0,-35.362335650000006,149.16695794999998,44460.0,210.0,89.5,179.5,0.0
08:42:36,1500.0,AUTO,625.6499938964844,-12.5,30.0,-1097.5,345.0,23.5,411.5,0.0995066948235035,0.05069839581847191,1.285040020942688,0.34197771549224854,0.02159739751368761,0.41036660328973085,625650.0,-35.3623077,149.1669695,41694.5,32.5,17.0,45.0,0.0
08:42:38,1500.0,AUTO,625.6900024414062,0.0,-27.0,-1014.0,-191.0,33.0,713.0,0.026323476806282997,0.0023642792366445065,2.3747663497924805,-0.19272807240486145,0.030260680243372917,0.7121093273162842,625690.0,-35.3623092,149.1669692,41735.0,-63.0,-15.0,-33.0,0.0
08:42:40,1500.0,AUTO,626.6099853515625,-10.0,-19.0,-1015.5,-311.0,-27.5,-8.5,0.008446034975349903,-0.039746605791151524,-2.6857411861419678,-0.313933789730072,-0.031148686073720455,-0.010152643546462059,626610.0,-35.36231775,149.16696539999998,42652.0,-47.0,-26.5,-41.5,0.0
08:42:42,1500.0,AUTO,628.0649719238281,-27.5,-13.0,-1032.0,38.0,30.0,5.5,0.027231956832110882,-0.044549490325152874,-2.7148391008377075,0.035390544682741165,0.028080105781555176,0.003974946332164109,628065.0,-35.362332499999994,149.1669576,44106.5,-109.5,-63.0,-104.0,0.0
08:42:44,1500.0,AUTO,630.5449829101562,-25.5,-18.0,-992.5,14.5,-34.0,22.5,0.026675361208617687,-0.02648816304281354,-2.707682251930237,0.01199574675410986,-0.0369536024518311,0.02113889582687989,630545.0,-35.3623536,149.1669447,46588.0,-106.5,-67.0,-122.0,0.0
08:42:46,1500.0,AUTO,632.9099731445312,-38.0,-27.5,-974.5,23.0,16.5,183.0,0.06562132015824318,-0.07240119576454163,-2.4934651851654053,0.020679793320596218,0.014224370941519737,0.18146613985300064,632910.0,-35.362376,149.1669256,48956.0,-137.0,-130.5,-99.0,0.0
08:42:48,1500.0,ALT_HOLD,633.6349792480469,-34.5,44.0,-874.5,1196.5,-3.0,-47.0,0.009273439878597856,0.0023518843663623556,-2.353574275970459,1.1920390129089355,-0.005561867612414062,-0.04977547563612461,633635.0,-35.362400699999995,149.16689285,49678.0,-129.0,-130.0,84.0,0.0
08:42:50,1500.0,ALT_HOLD,630.9500122070312,-33.0,-77.0,-1037.0,-1878.0,14.0,-3.0,-0.01492659910582006,-0.0007357416325248778,-2.353292226791382,-1.857558012008667,-0.0010734261013567448,0.008978267200291157,630225.0,-35.36242215,149.16687274999998,46268.0,-102.5,-60.5,184.5,0.0
08:42:52,1500.0,AUTO,626.6499938964844,-17.5,56.0,-1096.5,1371.0,4.0,8.0,0.04795721545815468,0.019216781452996656,-2.3501497507095337,1.3677465617656708,0.0011657446157187223,0.006690405716653913,626650.0,-35.3624388,149.16686645,42690.5,-55.5,-22.0,136.0,0.0
08:42:54,1500.0,AUTO,625.5649719238281,8.5,-12.5,-1051.0,-276.0,-1.5,785.5,0.04419057257473469,0.022260069381445646,-1.646311342716217,-0.27980228140950203,-0.004431003704667091,0.7841053605079651,625565.0,-35.362442099999996,149.16686805,41606.0,44.0,10.5,-26.5,0.0
08:42:56,1500.0,AUTO,626.9700012207031,-3.0,-22.5,-1033.5,8.5,12.5,720.5,0.0320636136457324,-0.02513816300779581,-0.19560397043824196,0.0038056280463933945,0.009858855861239135,0.7191170156002045,626970.0,-35.36243135,149.16687865,43015.5,98.5,52.0,-109.0,0.0
08:42:58,1500.0,AUTO,629.6449890136719,-24.0,-11.5,-997.0,-4.5,-14.0,23.5,0.009489050251431763,-0.023020789958536625,0.7728269100189209,-0.008481476455926895,-0.016895325854420662,0.021668359637260437,629645.0,-35.3624143,149.1668955,45689.0,99.5,66.0,-140.0,0.0
08:43:00,1500.0,AUTO,632.4349670410156,-21.0,-10.0,-974.5,-20.5,83.0,-183.0,-0.022363079711794853,0.060254648327827454,0.6044161915779114,-0.02551010507158935,0.0811086930334568,-0.18570195883512497,632435.0,-35.36239675,149.16691155,48480.5,84.0,32.5,-121.0,0.0
08:43:02,1500.0,ALT_HOLD,633.5499877929688,-5.0,-40.5,-862.0,-914.0,1.0,61.5,-0.00905552867334336,-0.00599247426725924,0.21511925756931305,-0.9179598279297352,-0.002206611563451588,0.060107408091425896,633550.0,-35.36238985,149.16691105,49591.5,18.5,-25.5,68.5,0.0
08:43:04,1500.0,ALT_HOLD,630.3099670410156,0.0,29.5,-1020.5,1365.0,8.5,10.0,0.031017637811601162,-0.0021872619981877506,0.22896671295166016,1.3625649809837341,0.006033239187672734,0.008017139043658972,630310.0,-35.36238765,149.16691035,46353.0,13.0,5.0,186.5,0.0
08:43:06,1500.0,AUTO,626.7149963378906,1.5,-41.0,-1089.0,-1137.5,-3.0,0.0,-0.02530348114669323,0.0018612091080285609,0.22844094038009644,-1.142075002193451,-0.006061822874471545,-0.0020933367777615786,626715.0,-35.36238675,149.16691624999999,42760.0,8.5,20.5,136.5,0.0
08:43:08,1500.0,AUTO,625.6099853515625,1.0,-8.0,-1059.0,213.0,-6.0,0.0,-0.014200814068317413,-0.004007802810519934,0.22845831513404846,0.21137619018554688,-0.009008584544062614,-0.0027869411278516054,625610.0,-35.3623868,149.1669197,41659.0,8.0,-3.0,-17.0,0.0
08:43:10,1500.0,AUTO,626.8999633789062,-0.5,-2.0,-1036.5,-36.5,0.0,3.5,-0.004480570671148598,-0.007331641390919685,0.22923561185598373,-0.040043010376393795,-0.0026334449648857117,0.0015119776362553239,626900.0,-35.36238655,149.1669205,42946.0,11.0,-5.0,-105.5,0.0
08:43:12,1500.0,AUTO,629.5449829101562,-1.0,-2.0,-993.5,5.5,3.5,1.0,-0.0005105745512992144,-0.00017691099492367357,0.2292889580130577,0.002792421029880643,0.0013923391234129667,-0.0009795440128073096,629545.0,-35.3623854,149.1669216,45589.0,8.5,2.0,-136.0,0.0
08:43:14,1500.0,AUTO,632.2549743652344,0.0,2.0,-984.0,-36.5,29.5,3.0,-0.042430540546774864,0.035845404490828514,0.22776023298501968,-0.04006223753094673,0.02719441894441843,0.00048384442925453186,632255.0,-35.3623846,149.16692245000002,48299.0,-8.5,-16.5,-124.5,0.0
08:43:16,1500.0,ALT_HOLD,633.9450073242188,-8.5,4.5,-838.5,-61.0,-3.0,143.0,0.0009628786065150052,0.004175028530880809,-0.40867696702480316,-0.06320630013942719,-0.005941825802437961,0.14121003076434135,633945.0,-35.362390950000005,149.16690914999998,49990.0,-56.5,-79.5,10.5,0.0
08:43:18,1500.0,ALT_HOLD,631.10498046875,1.5,119.0,-1027.0,1855.5,10.0,14.0,0.026981293223798275,-0.000997135299257934,-0.3714211881160736,1.849949300289154,0.0074531773570925,0.012001751456409693,631105.0,-35.362400300000004,149.16689689999998,47152.0,-42.0,-25.5,191.5,0.0
08:43:20,1500.0,AUTO,627.3699645996094,7.5,-102.5,-992.0,-1461.5,0.0,-11.5,-0.0004538546781986952,-0.0016386831412091851,-0.3714093118906021,-1.462235450744629,-0.0023186157923191786,-0.014411268755793571,627370.0,-35.3624057,149.16689605,43414.5,-19.0,5.0,169.0,0.0
08:43:22,1500.0,AUTO,625.6749877929688,4.0,18.0,-1089.5,333.0,6.5,4.0,-0.00900062988512218,-0.013503726106137037,-0.36966827511787415,0.33006618916988373,0.0045977955451235175,0.002085945336148143,625675.0,-35.36240625,149.16690085,41718.5,10.0,-2.0,-1.5,0.0
08:43:24,1500.0,AUTO,626.7349853515625,0.0,-5.0,-999.0,40.0,3.0,4.0,-0.01735267136245966,-0.0029046173440292478,-0.371636301279068,0.03824876993894577,0.0008910071337595582,0.0020275114802643657,626735.0,-35.362402849999995,149.16690549999998,42779.0,14.0,-10.5,-76.5,0.0
08:43:26,1500.0,AUTO,628.2200012207031,-1.0,-2.0,-998.5,-20.5,6.0,5.5,0.006559710134752095,-0.004111215588636696,-0.37113410234451294,-0.023212797939777374,0.004094797419384122,0.003140523796901107,628220.0,-35.3623999,149.16690735,44265.5,18.0,1.0,-68.0,0.0
08:43:28,1500.0,AUTO,629.6299743652344,0.0,-8.0,-1000.0,79.0,2.5,3.0,0.01180642331019044,0.0023669881047680974,-0.3708542287349701,0.07765774428844452,4.455633461475372e-05,0.00043890130473300815,629630.0,-35.36239585,149.16691045,45677.5,21.0,17.5,-68.0,0.0
08:43:30,1500.0,AUTO,631.0699768066406,0.0,-8.0,-1000.5,-95.5,-0.5,1.5,0.008349005365744233,0.002490681246854365,-0.3707195818424225,-0.09740950912237167,-0.00331842596642673,-0.0008605635375715792,631070.0,-35.3623918,149.16691450000002,47116.0,20.0,26.0,-69.5,0.0
08:43:32,1500.0,AUTO,632.5350036621094,-5.5,9.0,-1001.5,44.0,-5.5,3.0,-0.07291822880506516,0.003046444500796497,-0.3711859881877899,0.04196258634328842,-0.008013780927285552,0.000661222031340003,632535.0,-35.362390000000005,149.16691405,48579.5,-13.5,-35.0,-70.0,0.0
08:43:34,1500.0,AUTO,633.85498046875,-55.0,-5.5,-966.5,-30.5,-44.0,-707.0,-0.06560258008539677,-0.1812245175242424,-1.5855013132095337,-0.03289433568716049,-0.04676710441708565,-0.7102576494216919,633855.0,-35.3624004,149.16688605000002,49903.0,-112.0,-216.0,-43.0,0.0
08:43:36,1500.0,ALT_HOLD,633.9999694824219,-96.0,-65.0,-1001.0,-32.0,-2.0,18.5,0.07573243603110313,-0.20483636111021042,-2.054049491882324,-0.03522338019683957,-0.004562973510473967,0.016132607124745846,634000.0,-35.3624328,149.1668108,50043.0,-223.0,-441.0,13.0,0.0
08:43:38,1500.0,ALT_HOLD,632.3949890136719,-93.5,-132.5,-963.5,-1800.5,7.5,105.5,-0.023541315458714962,0.004732525907456875,-2.0509238243103027,-1.8011118173599243,0.004982221405953169,0.10280454903841019,632395.0,-35.362477850000005,149.1667215,48439.0,-246.5,-303.0,186.0,0.0
