,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
02:29:01.873,44963.0,0.25,0.1,1000.0,30.0
02:29:06.550,12692.0,0.25,0.1,1000.0,30.0
02:29:11.430,47559.0,0.25,0.1,1000.0,30.0
02:29:15.951,23313.0,0.25,0.1,1000.0,30.0
02:29:20.571,42559.0,0.25,0.1,1000.0,30.0
02:29:25.647,62360.0,0.25,0.1,1000.0,30.0
02:29:30.210,94747.0,0.25,0.1,1000.0,30.0
02:29:35.662,1914.0,0.25,0.1,1000.0,30.0
02:29:40.212,1771.0,0.25,0.1,1000.0,30.0
02:29:45.831,87766.0,0.25,0.1,1000.0,30.0
02:29:50.339,19063.0,0.25,0.1,1000.0,30.0
02:29:55.795,26788.0,0.25,0.1,1000.0,30.0
02:30:00.400,4243.0,0.25,0.1,1000.0,30.0
02:30:05.948,35199.0,0.25,0.1,1000.0,30.0
02:30:10.496,113334.0,0.25,0.1,1000.0,30.0
02:30:15.513,31948.0,0.25,0.1,1000.0,30.0
02:30:20.081,40358.0,0.25,0.1,1000.0,30.0
02:30:25.757,25238.0,0.25,0.1,1000.0,30.0
02:30:30.404,148265.0,0.25,0.1,1000.0,30.0
02:30:35.887,20760.0,0.25,0.1,1000.0,30.0
02:30:40.476,88120.0,0.25,0.1,1000.0,30.0
02:30:46.101,119481.0,0.25,0.1,1000.0,30.0
02:30:51.562,14157.0,0.25,0.1,1000.0,30.0
02:30:56.072,46552.0,0.25,0.1,1000.0,30.0
02:31:01.649,47124.0,0.25,0.1,1000.0,30.0
02:31:06.302,3282.0,0.25,0.1,1000.0,30.0
02:31:11.979,96726.0,0.25,0.1,1000.0,30.0
