,CHUTE_ALT_MIN,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG,LGR_DEPLOY_ALT,RTL_CONE_SLOPE,EK3_GPS_VACC_MAX,LGR_RETRACT_ALT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD
12:56:12.500,6309.0,0.0,0.0,0.2,0.4,120.0,1.0,0.1,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,9.4,8.2,390.0,2.5,2.5
12:56:16.670,26560.0,0.0,0.0,0.3,0.2,350.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,4.2,3.7,662.0,4.0,5.5
12:56:21.592,12702.0,0.0,0.0,0.4,0.3,640.0,1.0,0.1,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0,7.2,5.5,197.0,5.0,3.0
12:56:26.674,15754.0,0.0,0.0,0.4,1.3,110.0,1.0,0.1,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,5.1,6.7,345.0,2.5,2.5
12:56:31.917,22418.0,0.0,0.0,0.9,0.5,620.0,1.0,0.1,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,2.9,0.6,664.0,3.0,2.5
12:56:36.600,4166.0,0.0,0.0,0.5,0.3,570.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,0.8,1.2,98.0,2.5,4.0
12:56:40.935,14207.0,0.0,0.0,0.7,1.3,250.0,1.0,0.1,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,7.9,4.1,482.0,3.5,2.5
12:56:45.727,8851.0,0.0,0.0,0.5,0.3,750.0,1.0,0.1,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,2.7,1.8,916.0,2.5,5.0
12:56:50.506,12443.0,0.0,0.0,0.5,1.9,690.0,1.0,0.1,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,2.5,3.8,369.0,3.0,5.5
12:56:55.730,16014.0,0.0,0.0,0.2,0.9,670.0,1.0,0.1,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,9.3,6.9,42.0,4.5,3.0
