,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG
10:03:12.046,170268.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,27451.0,0.0,0.0,2000.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:16.070,300000.0,0.25,0.1,1000.0,30.0,1.5,13300.0,1000.0,8377.0,1860.0,0.0,1300.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:20.086,42077.0,0.25,0.1,1000.0,30.0,0.0,7400.0,1000.0,0.0,460.0,0.0,1750.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:24.110,200.0,0.25,0.1,1000.0,30.0,2.3,15800.0,1000.0,23502.0,1870.0,0.0,1300.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:28.147,266661.0,0.25,0.1,1000.0,30.0,0.0,17700.0,1000.0,32000.0,3000.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:32.171,81271.0,0.25,0.1,1000.0,30.0,3.7,6500.0,1000.0,10469.0,3000.0,0.0,1250.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:36.194,141768.0,0.25,0.1,1000.0,30.0,1.2,500.0,1000.0,14071.0,920.0,0.0,1950.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:40.228,219470.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,0.0,0.0,0.0,1450.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:44.262,300000.0,0.25,0.1,1000.0,30.0,2.6,18000.0,1000.0,13743.0,1200.0,0.0,800.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:47.306,206254.0,0.25,0.1,1000.0,30.0,1.4,11000.0,1000.0,17223.0,2130.0,0.0,100.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:51.352,258402.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,9994.0,0.0,0.0,1800.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:55.391,300000.0,0.25,0.1,1000.0,30.0,0.3,18000.0,1000.0,16550.0,1840.0,0.0,900.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:03:59.408,200.0,0.25,0.1,1000.0,30.0,2.5,2200.0,1000.0,23714.0,0.0,0.0,1450.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:04:03.459,158010.0,0.25,0.1,1000.0,30.0,1.2,7000.0,1000.0,19656.0,0.0,0.0,2000.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:04:07.480,100885.0,0.25,0.1,1000.0,30.0,2.8,10000.0,1000.0,5451.0,2440.0,0.0,1450.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
