time_stamp,RTL_ALT,MODE,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
06:21:51,1500.0,STABILIZE,-35.3632622,149.1652375,20.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.5,-0.0007245930028147995,0.0010473563452251256,0.026088900864124298,0.00019896947196684778,0.00026359128241892904,0.00208860682323575
06:22:01,1500.0,STABILIZE,-35.3632622,149.1652375,13.0,-1.0,1.0,0.0,0.0,2.0,-1000.0,1.0,0.0,0.0,-0.0008603512542322278,0.0009787033777683973,0.02271699346601963,0.00031557067995890975,0.0002954341471195221,0.0015042906161397696
06:22:05,1500.0,AUTO,-35.3632621,149.1652375,5.0,0.0,0.0,0.0,0.0,1.5,-1000.0,1.0,0.5,1.0,-0.0007347535283770412,0.0011493948404677212,0.02172129601240158,0.000295147649012506,0.000216931221075356,0.0014169024070724845
06:22:07,74848.0,AUTO,-35.3632621,149.1652375,6.0,0.0,0.0,0.0,0.0,1.5,-1000.0,1.0,0.0,0.5,7.324270882236306e-06,0.001698531734291464,0.021147592924535275,0.0002895931538660079,0.0003544210339896381,0.0013558168429881334
06:22:09,148196.0,AUTO,-35.36326205,149.1652376,1600.5,1.0,8.5,-146.0,0.0,-0.5,-1011.0,46.0,-6.5,1.5,0.029473314061760902,-0.002005531161557883,0.020686822943389416,0.0460151769220829,-0.007893370697274804,0.0024523271713405848
06:22:11,148196.0,AUTO,-35.36326095,149.1652454,4638.0,-3.5,30.0,-148.5,5.5,-8.0,-1002.0,-57.0,-35.5,-26.5,-0.043279314413666725,0.01767842099070549,-0.08667989447712898,-0.05826197378337383,-0.036459158174693584,-0.026969395577907562
06:22:12,3735.0,AUTO,-35.363261275,149.1652439,6564.5,-0.75,-45.25,-149.0,-4.5,8.0,-1001.25,58.25,6.25,-1.0,-0.044026071671396494,-0.010423784260638058,-0.08591956831514835,0.05767425335943699,0.00583981181262061,-0.00044710308429785073
06:22:13,3735.0,AUTO,-35.36326135,149.16523949999998,7720.0,0.0,-56.5,-150.5,-7.5,12.0,-1003.0,65.5,15.0,2.5,0.0027259187772870064,-0.0024544462794438004,-0.08683643490076065,0.06527263298630714,0.014639948960393667,0.0034860086161643267
06:22:15,3735.0,AUTO,-35.363262250000005,149.165235,10834.5,-6.0,17.5,-149.0,3.0,-1.5,-1001.5,-50.0,-13.5,-1.5,0.007672566338442266,-0.0008128883200697601,-0.08470989391207695,-0.05130420811474323,-0.014884092379361391,-0.0011201711604371667
06:22:17,3735.0,AUTO,-35.363262250000005,149.16523625000002,13933.0,4.0,-4.0,-152.0,-1.5,0.0,-1000.0,12.5,6.5,-21.0,-0.0003936337889172137,-4.4186715967953205e-05,-0.12449352815747261,0.012049397453665733,0.006529210833832622,-0.021040872670710087
