time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE
03:21:20,-7.441816342179663e-05,0.0014134739176370203,0.027110634371638298,0.00019884161883965135,0.00031298464455176145,0.0021526417694985867,-35.3632622,149.1652375,0.0,-2.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0,STABILIZE
03:21:22,-0.0005519490223377943,0.0010252578649669886,0.025940898805856705,0.00012188934488222003,0.00027803232660517097,0.002053736010566354,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0,STABILIZE
03:21:32,-0.0007858049939386547,0.0009780139371287078,0.02271498739719391,0.0003589284897316247,0.00025823444593697786,0.0015379975084215403,-35.36326215,149.1652375,7.0,-1.0,1.0,-1.0,0.0,2.0,-1000.0,0.0,0.5,0.0,1500.0,AUTO
03:21:34,-0.00014959824329707772,0.0013888247194699943,0.022109979763627052,0.00032030383590608835,0.0002526427560951561,0.001483678410295397,-35.3632621,149.1652375,2.5,0.0,0.0,0.0,0.0,1.5,-1000.0,0.0,0.0,0.0,1500.0,AUTO
03:21:35,0.0013955918439023662,0.0009869093482848257,0.021675157360732555,0.0020289056410547346,-0.002814471779856831,0.0017369987908750772,-35.3632621,149.1652375,15.0,0.0,0.0,-10.25,0.0,0.25,-1055.5,1.75,-2.5,0.25,64288.0,AUTO
03:21:36,0.0031860665185377,0.0006925191992195323,0.02166967373341322,-0.000728086568415165,0.004886357230134308,0.003128445125184953,-35.3632621,149.1652375,300.5,0.0,1.0,-85.5,0.0,0.0,-1119.0,0.0,5.0,2.5,64288.0,AUTO
03:21:38,0.052225539460778236,0.001470637507736683,-0.018986623734235764,-0.0697894892655313,0.05641132639721036,-0.06646943930536509,-35.3632615,149.16524045,3108.5,8.5,48.0,-146.0,1.5,-8.5,-992.5,-69.0,56.5,-66.5,64288.0,AUTO
03:21:40,-0.06595444306731224,0.0009184687223751098,-0.10083505511283875,0.052906448021531105,-0.0008593999082222581,-0.017951698042452335,-35.363260749999995,149.1652457,6154.5,-3.0,-33.5,-149.0,-3.0,4.5,-1002.0,53.0,0.0,-18.0,69769.0,AUTO
03:21:42,0.06248491443693638,0.01249260874465108,-0.10546461492776871,0.06115388497710228,-0.0041315039416076615,0.007887953193858266,-35.36326295,149.16523469999998,9250.5,-21.5,-20.5,-153.0,-1.0,8.5,-1001.5,61.5,-3.5,6.5,75250.0,AUTO
03:21:44,-0.029878785833716393,0.005220704537350684,-0.11106650531291962,0.006276214378885925,0.03680037148296833,-0.07619344815611839,-35.36326195,149.16523745,12334.5,29.0,3.0,-151.5,-5.0,-5.5,-1004.5,7.0,37.0,-76.5,75250.0,AUTO
