,A.LOITER1
18:41:49.475,-1.0
18:41:49.676,-1.0
18:41:49.877,-1.0
18:41:50.078,-1.0
18:41:50.279,-1.0
18:41:50.482,-1.0
18:41:50.685,-1.0
18:41:50.887,-1.0
18:41:51.088,-1.0
18:41:51.289,-1.0
18:41:51.490,-1.0
18:41:51.691,-1.0
18:41:51.892,-1.0
18:41:52.093,-1.0
18:41:52.294,-1.0
18:41:52.495,-1.0
18:41:52.698,-1.0
18:41:52.898,-1.0
18:41:53.100,-1.0
18:41:53.301,-1.0
18:41:53.502,-1.0
18:41:53.703,-1.0
18:41:53.904,-1.0
18:41:54.106,-1.0
18:41:54.307,-1.0
18:41:54.508,-1.0
18:41:54.711,-1.0
18:41:54.915,-1.0
18:41:55.116,-1.0
18:41:55.317,-1.0
18:41:55.518,-1.0
18:41:55.719,-1.0
18:41:55.920,-1.0
18:41:56.121,-1.0
18:41:56.322,-1.0
18:41:56.523,-1.0
18:41:56.724,-1.0
18:41:56.925,-1.0
18:41:57.126,-1.0
18:41:57.328,-1.0
18:41:57.529,-1.0
18:41:57.730,-1.0
18:41:57.931,-1.0
18:41:58.132,-1.0
18:41:58.333,-1.0
18:41:58.534,-1.0
18:41:58.735,-1.0
18:41:58.938,-1.0
18:41:59.139,-1.0
18:41:59.341,-1.0
18:41:59.542,-1.0
18:41:59.743,-1.0
18:41:59.945,-1.0
18:42:00.146,-1.0
18:42:00.347,-1.0
18:42:00.549,-1.0
18:42:00.754,-1.0
18:42:00.956,-1.0
18:42:01.157,-1.0
18:42:01.358,-1.0
18:42:01.559,-1.0
18:42:01.760,-1.0
18:42:01.961,-1.0
18:42:02.162,-1.0
18:42:02.363,-1.0
18:42:02.566,-1.0
18:42:02.768,-1.0
18:42:02.970,-1.0
18:42:03.172,-1.0
18:42:03.373,-1.0
18:42:03.574,-1.0
18:42:03.775,-1.0
18:42:03.976,-1.0
18:42:04.178,-1.0
18:42:04.379,-1.0
18:42:04.583,-1.0
18:42:04.786,-1.0
18:42:04.988,-1.0
18:42:05.189,-1.0
18:42:05.391,-1.0
18:42:05.592,-1.0
18:42:05.793,-1.0
18:42:05.995,-1.0
18:42:06.196,-1.0
18:42:06.397,-1.0
18:42:06.599,-1.0
18:42:06.800,-1.0
18:42:07.002,-1.0
18:42:07.203,-1.0
18:42:07.404,-1.0
18:42:07.605,-1.0
18:42:07.807,-1.0
18:42:08.008,-1.0
18:42:08.209,-1.0
18:42:08.410,-1.0
18:42:08.612,-1.0
18:42:08.814,-1.0
18:42:09.016,-1.0
18:42:09.218,-1.0
18:42:09.419,-1.0
18:42:09.620,-1.0
18:42:09.821,-1.0
18:42:10.023,-1.0
18:42:10.224,-1.0
18:42:10.426,-1.0
18:42:10.627,-1.0
18:42:10.829,-1.0
18:42:11.030,-1.0
18:42:11.232,-1.0
18:42:11.433,-1.0
18:42:11.634,-1.0
18:42:11.835,-1.0
18:42:12.036,-1.0
18:42:12.237,-1.0
18:42:12.439,-1.0
18:42:12.640,-1.0
18:42:12.841,-1.0
18:42:13.042,-1.0
18:42:13.243,-1.0
18:42:13.444,-1.0
18:42:13.645,-1.0
18:42:13.846,-1.0
18:42:14.047,-1.0
18:42:14.248,-1.0
18:42:14.449,-1.0
18:42:14.650,-1.0
18:42:14.853,-1.0
18:42:15.054,-1.0
18:42:15.256,-1.0
18:42:15.460,-1.0
18:42:15.661,-1.0
18:42:15.862,-1.0
18:42:16.064,-1.0
18:42:16.265,-1.0
18:42:16.467,-1.0
18:42:16.670,-1.0
18:42:16.872,-1.0
18:42:17.073,-1.0
18:42:17.275,-1.0
18:42:17.476,-1.0
18:42:17.677,-1.0
18:42:17.879,-1.0
18:42:18.080,-1.0
18:42:18.281,-1.0
18:42:18.483,-1.0
18:42:18.684,-1.0
18:42:18.886,-1.0
18:42:19.088,-1.0
18:42:19.289,-1.0
18:42:19.490,-1.0
18:42:19.691,-1.0
18:42:19.892,-1.0
18:42:20.094,-1.0
18:42:20.295,-1.0
18:42:20.497,-1.0
18:42:20.698,-1.0
18:42:20.903,-1.0
18:42:21.104,-1.0
18:42:21.306,-1.0
18:42:21.507,-1.0
18:42:21.708,-1.0
18:42:21.910,-1.0
18:42:22.111,-1.0
18:42:22.312,-1.0
18:42:22.514,-1.0
18:42:22.715,-1.0
18:42:22.917,-1.0
18:42:23.118,-1.0
18:42:23.320,-1.0
18:42:23.520,-1.0
18:42:23.721,-1.0
18:42:23.923,-1.0
18:42:24.124,-1.0
18:42:24.325,-1.0
18:42:24.527,-1.0
18:42:24.728,-1.0
18:42:24.930,-1.0
18:42:25.131,-1.0
18:42:25.332,-1.0
18:42:25.533,-1.0
18:42:25.735,-1.0
18:42:25.937,-1.0
18:42:26.138,-1.0
18:42:26.339,-1.0
18:42:26.541,-1.0
18:42:26.744,-1.0
18:42:26.945,-1.0
18:42:27.147,-1.0
18:42:27.348,-1.0
18:42:27.549,-1.0
18:42:27.750,-1.0
18:42:27.952,-1.0
18:42:28.153,-1.0
18:42:28.355,-1.0
18:42:28.556,-1.0
18:42:28.759,-1.0
18:42:28.962,-1.0
18:42:29.163,-1.0
18:42:29.365,-1.0
18:42:29.566,-1.0
18:42:29.767,-1.0
18:42:29.969,-1.0
18:42:30.170,-1.0
18:42:30.371,-1.0
18:42:30.572,-1.0
18:42:30.774,-1.0
18:42:30.976,-1.0
18:42:31.177,-1.0
18:42:31.379,-1.0
18:42:31.580,-1.0
18:42:31.781,-1.0
18:42:31.982,-1.0
18:42:32.183,-1.0
18:42:32.385,-1.0
18:42:32.586,-1.0
18:42:32.788,-1.0
18:42:32.991,-1.0
18:42:33.192,-1.0
18:42:33.393,-1.0
18:42:33.595,-1.0
18:42:33.796,-1.0
18:42:33.998,-1.0
18:42:34.199,-1.0
18:42:34.400,-1.0
18:42:34.602,-1.0
18:42:34.804,-1.0
18:42:35.006,-1.0
18:42:35.207,-1.0
18:42:35.408,-1.0
18:42:35.609,-1.0
18:42:35.810,-1.0
18:42:36.012,-1.0
18:42:36.213,-1.0
18:42:36.414,-1.0
18:42:36.615,-1.0
18:42:36.818,-1.0
18:42:37.020,-1.0
18:42:37.222,-1.0
18:42:37.423,-1.0
18:42:37.625,-1.0
18:42:37.826,-1.0
18:42:38.027,-1.0
18:42:38.229,-1.0
18:42:38.430,-1.0
18:42:38.634,0.03
18:42:38.836,0.03
18:42:39.038,0.03
18:42:39.239,0.02
18:42:39.440,0.016
18:42:39.641,0.015
18:42:39.842,0.012
18:42:40.043,0.012
18:42:40.244,-1.0
18:42:40.445,-1.0
18:42:40.646,-1.0
18:42:40.847,-1.0
18:42:41.049,-1.0
18:42:41.250,-1.0
18:42:41.451,-1.0
18:42:41.652,-1.0
18:42:41.854,-1.0
18:42:42.055,-1.0
18:42:42.256,-1.0
18:42:42.457,-1.0
18:42:42.659,-1.0
18:42:42.860,-1.0
18:42:43.061,-1.0
18:42:43.262,-1.0
18:42:43.463,-1.0
18:42:43.664,-1.0
18:42:43.865,-1.0
18:42:44.067,-1.0
18:42:44.268,-1.0
18:42:44.469,-1.0
18:42:44.670,-1.0
18:42:44.871,-1.0
18:42:45.073,-1.0
18:42:45.274,-1.0
18:42:45.475,-1.0
18:42:45.676,-1.0
18:42:45.877,-1.0
18:42:46.078,-1.0
18:42:46.279,-1.0
18:42:46.480,-1.0
18:42:46.682,-1.0
18:42:46.883,-1.0
18:42:47.085,-1.0
18:42:47.288,-1.0
18:42:47.489,-1.0
18:42:47.691,-1.0
18:42:47.893,-1.0
18:42:48.094,-1.0
18:42:48.296,-1.0
18:42:48.497,-1.0
18:42:48.698,-1.0
18:42:48.900,-1.0
18:42:49.102,-1.0
18:42:49.305,-1.0
18:42:49.506,-1.0
18:42:49.707,-1.0
18:42:49.909,-1.0
18:42:50.110,-1.0
18:42:50.311,-1.0
18:42:50.512,-1.0
18:42:50.715,-1.0
18:42:50.916,-1.0
18:42:51.118,-1.0
18:42:51.321,-1.0
18:42:51.522,-1.0
18:42:51.724,-1.0
18:42:51.925,-1.0
18:42:52.128,-1.0
18:42:52.331,-1.0
18:42:52.532,-1.0
18:42:52.734,-1.0
18:42:52.936,-1.0
18:42:53.138,-1.0
18:42:53.339,-1.0
18:42:53.540,-1.0
18:42:53.742,-1.0
18:42:53.943,-1.0
18:42:54.144,-1.0
18:42:54.345,-1.0
18:42:54.547,0.013
18:42:54.749,0.013
18:42:54.952,0.013
18:42:55.154,0.013
18:42:55.355,-1.0
18:42:55.556,-1.0
18:42:55.757,-1.0
18:42:55.958,-1.0
18:42:56.160,-1.0
18:42:56.361,-1.0
18:42:56.565,-1.0
18:42:56.766,-1.0
18:42:56.967,-1.0
18:42:57.168,-1.0
18:42:57.369,-1.0
18:42:57.572,-1.0
18:42:57.773,-1.0
18:42:57.974,-1.0
18:42:58.176,-1.0
18:42:58.376,-1.0
18:42:58.580,-1.0
18:42:58.781,-1.0
18:42:58.984,-1.0
18:42:59.186,-1.0
18:42:59.388,-1.0
18:42:59.589,-1.0
18:42:59.790,-1.0
18:42:59.992,-1.0
18:43:00.193,-1.0
18:43:00.395,-1.0
18:43:00.597,-1.0
18:43:00.798,-1.0
18:43:01.002,-1.0
18:43:01.205,-1.0
18:43:01.406,-1.0
18:43:01.607,-1.0
18:43:01.808,-1.0
18:43:02.010,-1.0
18:43:02.211,-1.0
18:43:02.412,-1.0
18:43:02.614,-1.0
18:43:02.817,-1.0
18:43:03.019,-1.0
18:43:03.220,-1.0
18:43:03.422,-1.0
18:43:03.623,-1.0
18:43:03.825,-1.0
18:43:04.026,-1.0
18:43:04.227,-1.0
18:43:04.428,-1.0
18:43:04.630,-1.0
18:43:04.831,-1.0
18:43:05.033,-1.0
18:43:05.235,-1.0
18:43:05.436,-1.0
18:43:05.636,-1.0
18:43:05.837,-1.0
18:43:06.038,-1.0
18:43:06.240,-1.0
18:43:06.441,-1.0
18:43:06.643,-1.0
18:43:06.844,-1.0
18:43:07.045,-1.0
18:43:07.246,-1.0
18:43:07.447,-1.0
18:43:07.649,-1.0
18:43:07.850,-1.0
18:43:08.051,-1.0
18:43:08.252,-1.0
18:43:08.455,-1.0
18:43:08.657,-1.0
18:43:08.858,-1.0
18:43:09.059,-1.0
18:43:09.261,-1.0
18:43:09.462,-1.0
18:43:09.664,-1.0
18:43:09.865,-1.0
18:43:10.067,-1.0
18:43:10.269,-1.0
18:43:10.470,-1.0
18:43:10.671,-1.0
18:43:10.873,-1.0
18:43:11.075,-1.0
18:43:11.276,-1.0
18:43:11.478,-1.0
18:43:11.679,-1.0
18:43:11.880,-1.0
18:43:12.082,-1.0
18:43:12.284,-1.0
18:43:12.485,-1.0
18:43:12.687,-1.0
18:43:12.889,-1.0
18:43:13.090,-1.0
18:43:13.291,-1.0
18:43:13.492,-1.0
18:43:13.693,-1.0
18:43:13.895,-1.0
18:43:14.096,-1.0
18:43:14.298,-1.0
18:43:14.499,-1.0
18:43:14.701,-1.0
18:43:14.904,-1.0
18:43:15.106,-1.0
18:43:15.307,-1.0
18:43:15.509,-1.0
18:43:15.710,-1.0
18:43:15.912,-1.0
18:43:16.114,-1.0
18:43:16.315,-1.0
18:43:16.516,-1.0
18:43:16.718,1.0
18:43:16.921,1.0
18:43:17.124,1.0
18:43:17.325,1.0
18:43:17.526,1.0
18:43:17.728,1.0
18:43:17.929,1.0
18:43:18.131,1.0
18:43:18.333,0.944
18:43:18.534,0.944
18:43:18.736,0.944
18:43:18.938,0.944
18:43:19.140,0.944
18:43:19.341,-1.0
18:43:19.543,-1.0
18:43:19.744,-1.0
18:43:19.945,-1.0
18:43:20.146,-1.0
18:43:20.347,-1.0
18:43:20.548,-1.0
18:43:20.750,-1.0
18:43:20.951,-1.0
18:43:21.154,-1.0
18:43:21.355,-1.0
18:43:21.556,-1.0
18:43:21.757,-1.0
18:43:21.958,-1.0
18:43:22.160,-1.0
18:43:22.361,-1.0
18:43:22.562,-1.0
18:43:22.763,-1.0
18:43:22.964,-1.0
18:43:23.165,-1.0
18:43:23.366,-1.0
18:43:23.567,-1.0
18:43:23.769,-1.0
18:43:23.970,-1.0
18:43:24.171,-1.0
18:43:24.372,-1.0
18:43:24.573,-1.0
18:43:24.775,-1.0
18:43:24.979,-1.0
18:43:25.181,-1.0
18:43:25.382,-1.0
18:43:25.584,-1.0
18:43:25.785,-1.0
18:43:25.986,-1.0
18:43:26.188,-1.0
18:43:26.390,-1.0
18:43:26.593,-1.0
18:43:26.795,-1.0
18:43:26.997,-1.0
18:43:27.199,-1.0
18:43:27.401,-1.0
18:43:27.602,-1.0
18:43:27.804,-1.0
18:43:28.005,-1.0
18:43:28.206,-1.0
18:43:28.408,-1.0
18:43:28.609,-1.0
18:43:28.812,-1.0
18:43:29.014,-1.0
18:43:29.215,-1.0
18:43:29.417,-1.0
18:43:29.619,-1.0
18:43:29.820,-1.0
18:43:30.022,-1.0
18:43:30.223,-1.0
18:43:30.424,-1.0
18:43:30.627,-1.0
18:43:30.829,-1.0
18:43:31.032,-1.0
18:43:31.234,-1.0
18:43:31.435,-1.0
18:43:31.637,-1.0
18:43:31.839,-1.0
18:43:32.040,-1.0
18:43:32.242,-1.0
18:43:32.444,-1.0
18:43:32.645,-1.0
18:43:32.846,-1.0
18:43:33.048,-1.0
18:43:33.249,-1.0
18:43:33.451,-1.0
18:43:33.652,-1.0
18:43:33.853,-1.0
18:43:34.054,-1.0
18:43:34.256,-1.0
18:43:34.457,-1.0
18:43:34.660,-1.0
18:43:34.862,-1.0
18:43:35.064,-1.0
18:43:35.267,-1.0
18:43:35.468,-1.0
18:43:35.669,-1.0
18:43:35.870,-1.0
18:43:36.071,-1.0
18:43:36.273,-1.0
18:43:36.474,-1.0
18:43:36.675,-1.0
18:43:36.877,-1.0
18:43:37.079,-1.0
18:43:37.281,-1.0
18:43:37.482,-1.0
18:43:37.683,-1.0
18:43:37.884,-1.0
18:43:38.086,-1.0
18:43:38.287,-1.0
18:43:38.488,-1.0
18:43:38.690,-1.0
18:43:38.892,-1.0
18:43:39.094,-1.0
18:43:39.295,-1.0
18:43:39.497,-1.0
18:43:39.698,-1.0
18:43:39.899,-1.0
18:43:40.100,-1.0
18:43:40.302,-1.0
18:43:40.503,-1.0
18:43:40.705,-1.0
18:43:40.909,-1.0
18:43:41.112,-1.0
18:43:41.313,-1.0
18:43:41.515,-1.0
18:43:41.716,-1.0
18:43:41.918,-1.0
18:43:42.119,-1.0
18:43:42.320,-1.0
18:43:42.522,-1.0
18:43:42.723,-1.0
18:43:42.925,-1.0
18:43:43.128,-1.0
18:43:43.330,-1.0
18:43:43.531,-1.0
18:43:43.732,-1.0
18:43:43.935,-1.0
18:43:44.136,-1.0
18:43:44.337,-1.0
18:43:44.538,-1.0
18:43:44.740,-1.0
18:43:44.941,-1.0
18:43:45.143,-1.0
18:43:45.344,-1.0
