time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE
18:35:31,583940.0,-35.363262166666665,149.1652374,0.0,-2.0,1.0,0.0,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.3333333333333333,0.0,-0.0002574906296407183,0.0014194736334805687,0.026647578304012615,0.0001897241163533181,0.0002615748962853104,0.0022640301225086055,STABILIZE
18:35:34,583940.0,-35.3632622,149.1652375,0.0,-1.0,2.0,0.0,0.0,1.0,-1000.0,0.0,1.0,0.0,-0.0005913899512961507,0.0009862291626632214,0.02497215010225773,0.0001434142468497157,0.0002673501439858228,0.001975398976355791,STABILIZE
18:35:40,583930.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,2.0,-1000.0,1.0,0.0,0.0,-0.0010248306207358837,0.0009616761817596853,0.022980372421443462,0.00012905956828035414,0.0003145177033729851,0.0017107650637626648,STABILIZE
18:35:44,583940.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,2.0,-1000.0,0.5,0.5,0.0,-0.0010405254433862865,0.0009700168156996369,0.022285984829068184,0.0002504456206224859,0.000288440496660769,0.0015548862284049392,AUTO
18:35:45,583950.0,-35.3632622,149.1652375,13.25,-0.25,0.0,-1.0,0.0,1.5,-1000.0,0.75,0.5,0.5,-0.0008354872843483463,0.0010341859015170485,0.02202092483639717,0.00020153071091044694,0.0002622101310407743,0.0015560647880192846,AUTO
18:35:46,583950.0,-35.3632622,149.1652375,16.5,0.0,0.0,-1.0,0.0,1.5,-1000.0,0.5,0.0,0.5,-0.0007059846539050341,0.001176970370579511,0.021845833398401737,0.0003264233819209039,0.0002604339097160846,0.0015495308325625956,AUTO
18:35:47,583950.0,-35.3632622,149.1652375,18.0,0.0,0.0,-1.0,0.0,1.5,-1000.0,0.5,1.0,0.25,-0.0004318900464568287,0.0015320114034693688,0.021512100473046303,0.0002944128791568801,0.00029414964956231415,0.0014470636961050332,AUTO
18:35:48,583955.0,-35.3632622,149.1652375,19.0,0.0,0.0,-3.0,0.0,0.5,-1043.5,2.0,-4.5,0.0,0.00011738663306459785,0.0014069462777115405,0.021321279928088188,0.00216973086935468,-0.004939255479257554,0.001424563059117645,AUTO
18:35:49,584847.5,-35.363262075,149.1652375,911.25,0.25,2.25,-128.0,0.0,0.0,-1062.5,23.5,-2.5,1.0,0.009640928852604702,0.0005132420192239806,0.021064216271042824,0.023364172549918294,-0.0029385795205598697,0.0019045996014028788,AUTO
18:35:50,585935.0,-35.363261949999995,149.16523790000002,1998.5,2.0,16.5,-148.5,0.0,-1.5,-1004.5,44.0,-8.0,2.5,0.04045633412897587,-0.004237392102368176,0.021426725201308727,0.0436568446457386,-0.008874451275914907,0.0033576179994270205,AUTO
18:35:51,587837.5,-35.3632611,149.16524314999998,3901.25,5.0,48.5,-146.5,4.25,-10.25,-1003.25,-89.25,7.75,-55.25,-0.00412382569629699,0.014240597607567906,-0.05108615942299366,-0.0905796242877841,0.006786056561395526,-0.055532288271933794,AUTO
18:35:52,588985.0,-35.363260749999995,149.1652462,5049.0,2.5,18.0,-148.5,2.0,-4.5,-998.5,-87.0,4.0,-41.0,-0.0567339863628149,0.0034646845888346434,-0.07748095318675041,-0.08773711323738098,0.0037766123423352838,-0.0407267902046442,AUTO
18:35:53,590905.0,-35.36326095,149.165242825,6968.0,-8.5,-54.5,-149.25,-5.5,10.25,-1001.5,63.75,7.5,-8.0,-0.03544676350429654,0.004315491329180077,-0.10879860073328018,0.06338025070726871,0.007235252647660673,-0.0081076230853796,AUTO
18:35:54,592065.0,-35.363261800000004,149.16523790000002,8127.5,-17.5,-56.0,-151.5,-4.5,14.0,-1004.0,69.0,9.0,0.0,0.014374600490555167,0.011301732622087002,-0.11168022453784943,0.06865857541561127,0.008919996675103903,0.0007331739761866629,AUTO
18:35:55,594025.0,-35.363264175,149.16523420000001,10086.75,-14.75,11.5,-150.75,3.25,2.0,-997.0,-28.5,-78.5,82.0,0.059958988800644875,-0.024998969747684896,-0.07541272044181824,-0.029650244861841202,-0.07955975364893675,0.08271550247445703,AUTO
18:35:56,595175.0,-35.3632642,149.16523604999998,11240.0,25.5,33.0,-147.0,0.0,-7.0,-1001.0,-108.5,90.5,-56.0,-0.0003986177034676075,-0.050570275634527206,-0.0407204981893301,-0.10987513884902,0.09010761231184006,-0.056248768232762814,AUTO
18:35:57,597112.5,-35.363260575,149.165237375,13175.5,23.25,-10.5,-152.5,-6.0,-2.5,-1002.75,34.0,23.25,-58.0,-0.023578425869345665,0.019597317092120647,-0.14722099900245667,0.03370865294709802,0.02289736201055348,-0.05782989412546158,AUTO
18:35:58,598290.0,-35.36325945,149.16523605,14354.5,2.0,-16.5,-153.0,-4.0,1.5,-999.5,40.0,5.5,-18.5,0.006962145678699017,0.029441284015774727,-0.17720834910869598,0.03976895660161972,0.004858727566897869,-0.018405037932097912,AUTO
18:35:59,600235.0,-35.363260325,149.16523505,16301.0,-16.0,5.25,-152.0,2.25,0.5,-999.25,-11.0,-16.0,6.0,0.014123888220638037,0.01053475623484701,-0.17006121575832367,-0.01197353727184236,-0.01712713483721018,0.0064110615639947355,AUTO
18:36:00,601410.0,-35.36326125,149.16523555,17472.0,-14.0,10.0,-152.0,3.0,0.0,-1000.0,-10.5,-8.0,-7.0,0.0037588481791317463,-0.00025881765759550035,-0.16852839291095734,-0.011748577002435923,-0.00918686343356967,-0.007351144682615995,AUTO
18:36:01,603355.0,-35.363262125000006,149.165236425,19417.5,-4.5,4.5,-152.5,0.5,0.0,-1000.0,3.0,2.75,-26.75,-0.0015951059467624873,-0.0033884039730764925,-0.19285539537668228,0.0027248843398410827,0.002466062273015268,-0.02672884287312627,AUTO
18:36:02,604525.0,-35.363262250000005,149.1652365,20589.5,-1.0,1.0,-153.0,0.0,0.0,-1000.0,4.5,6.0,-27.5,0.0011623492755461484,-0.0007617939918418415,-0.21371722966432571,0.003966687945649028,0.005757508799433708,-0.027584854513406754,AUTO
18:36:03,606482.5,-35.3632622,149.1652365,22547.75,0.0,1.5,-153.0,0.0,0.0,-1000.0,2.0,2.0,-21.25,0.004515883279964328,0.0033324830583296716,-0.24521447345614433,0.0017385895771440119,0.001568046456668526,-0.021600639447569847,AUTO
18:36:04,607655.0,-35.3632622,149.1652365,23720.5,0.0,3.0,-153.0,0.0,0.0,-1000.0,-0.5,2.0,-19.5,0.004055467434227467,0.003406337113119662,-0.26009324193000793,-0.0009102455514948815,0.0014093861682340503,-0.019667313434183598,AUTO
18:36:05,609605.0,-35.3632621,149.1652366,25667.5,-2.5,1.0,-152.25,0.0,0.0,-1000.75,12.25,2.75,7.75,-0.0032842130749486387,0.005483689019456506,-0.2732367515563965,0.011286539025604725,0.001958104345249012,0.00813871726859361,AUTO
18:36:06,610775.0,-35.363262250000005,149.1652366,26837.5,-4.5,1.0,-153.0,0.0,0.0,-999.0,11.0,-1.0,26.5,0.009365629404783249,0.004105459083802998,-0.2576354742050171,0.01096518849954009,-0.0022794038522988558,0.027303620241582394,AUTO
18:36:07,612715.0,-35.3632624,149.165237025,28781.0,-1.5,8.0,-152.0,0.5,-0.75,-1000.0,-5.75,0.75,21.0,0.00509106955723837,0.0018839304393623024,-0.22746611014008522,-0.0071514982264488935,0.00014771768474020064,0.021936715580523014,AUTO
18:36:08,613885.0,-35.3632624,149.16523755,29946.5,0.0,7.5,-152.0,1.0,-1.0,-1000.5,-1.0,1.0,19.0,0.0005649963786709122,0.001738200313411653,-0.21218199282884598,-0.0016392510442528874,0.0010175190691370517,0.01978706568479538,AUTO
18:36:09,615830.0,-35.3632624,149.165238075,31894.0,0.0,2.75,-153.0,0.0,0.0,-1000.25,3.75,2.25,15.75,-0.0006889521609991789,0.0011989026534138247,-0.19040552154183388,0.0035044265969190747,0.0018806192529154941,0.016604311298578978,LOITER
