,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
02:46:10.943,16964.0,0.25,0.1,1000.0,30.0,3.8,3100.0,1000.0,529.0,1960.0
02:46:15.641,63843.0,0.25,0.1,1000.0,30.0,0.4,15200.0,1000.0,18688.0,630.0
02:46:20.908,176284.0,0.25,0.1,1000.0,30.0,1.0,11600.0,1000.0,15108.0,570.0
02:46:25.630,53338.0,0.25,0.1,1000.0,30.0,0.8,5900.0,1000.0,20643.0,930.0
02:46:30.758,74650.0,0.25,0.1,1000.0,30.0,0.3,7300.0,1000.0,5647.0,1940.0
02:46:35.566,90776.0,0.25,0.1,1000.0,30.0,2.5,3200.0,1000.0,30592.0,360.0
02:46:40.763,165066.0,0.25,0.1,1000.0,30.0,0.8,3400.0,1000.0,15841.0,350.0
02:46:45.452,97474.0,0.25,0.1,1000.0,30.0,1.9,16300.0,1000.0,6259.0,60.0
02:46:51.295,154987.0,0.25,0.1,1000.0,30.0,0.3,6600.0,1000.0,14046.0,80.0
02:46:57.191,63522.0,0.25,0.1,1000.0,30.0,0.8,11300.0,1000.0,11617.0,970.0
02:47:03.008,96620.0,0.25,0.1,1000.0,30.0,0.8,10200.0,1000.0,1905.0,510.0
02:47:08.811,111285.0,0.25,0.1,1000.0,30.0,0.2,900.0,1000.0,959.0,380.0
02:47:13.585,6288.0,0.25,0.1,1000.0,30.0,3.4,4200.0,1000.0,4091.0,1350.0
02:47:18.879,74114.0,0.25,0.1,1000.0,30.0,1.3,12300.0,1000.0,11676.0,710.0
02:47:23.673,108543.0,0.25,0.1,1000.0,30.0,0.3,1400.0,1000.0,12792.0,720.0
02:47:28.869,126671.0,0.25,0.1,1000.0,30.0,4.5,1700.0,1000.0,22365.0,810.0
02:47:33.635,46388.0,0.25,0.1,1000.0,30.0,4.1,900.0,1000.0,7101.0,570.0
02:47:38.916,122215.0,0.25,0.1,1000.0,30.0,2.5,2900.0,1000.0,8172.0,520.0
02:47:43.698,73395.0,0.25,0.1,1000.0,30.0,1.0,17800.0,1000.0,2307.0,1500.0
02:47:48.940,77358.0,0.25,0.1,1000.0,30.0,1.1,4200.0,1000.0,25063.0,770.0
02:47:53.701,21884.0,0.25,0.1,1000.0,30.0,1.9,1700.0,1000.0,6888.0,310.0
02:47:59.082,30285.0,0.25,0.1,1000.0,30.0,1.3,13000.0,1000.0,10266.0,1390.0
02:48:04.750,41833.0,0.25,0.1,1000.0,30.0,2.9,11600.0,1000.0,11884.0,150.0
02:48:09.532,65227.0,0.25,0.1,1000.0,30.0,0.3,13600.0,1000.0,28217.0,620.0
02:48:14.848,227645.0,0.25,0.1,1000.0,30.0,0.6,2100.0,1000.0,10032.0,530.0
02:48:19.588,195647.0,0.25,0.1,1000.0,30.0,0.1,2100.0,1000.0,232.0,120.0
02:48:24.846,11076.0,0.25,0.1,1000.0,30.0,0.1,2800.0,1000.0,14657.0,1200.0
02:48:29.610,86561.0,0.25,0.1,1000.0,30.0,4.2,1400.0,1000.0,562.0,1500.0
02:48:34.748,110438.0,0.25,0.1,1000.0,30.0,2.5,14900.0,1000.0,244.0,1320.0
02:48:39.486,89614.0,0.25,0.1,1000.0,30.0,0.6,7100.0,1000.0,10181.0,1500.0
02:48:45.233,280627.0,0.25,0.1,1000.0,30.0,0.2,7400.0,1000.0,336.0,740.0
02:48:50.892,33248.0,0.25,0.1,1000.0,30.0,0.8,5600.0,1000.0,4210.0,1170.0
02:48:55.627,112556.0,0.25,0.1,1000.0,30.0,1.6,2100.0,1000.0,366.0,1090.0
02:49:00.774,33429.0,0.25,0.1,1000.0,30.0,0.3,4100.0,1000.0,1076.0,1140.0
02:49:05.410,256183.0,0.25,0.1,1000.0,30.0,0.3,8400.0,1000.0,6091.0,1880.0
02:49:11.088,62336.0,0.25,0.1,1000.0,30.0,0.8,3600.0,1000.0,1994.0,2010.0
02:49:16.812,28072.0,0.25,0.1,1000.0,30.0,0.1,2100.0,1000.0,13855.0,180.0
02:49:21.483,15092.0,0.25,0.1,1000.0,30.0,2.9,4300.0,1000.0,17932.0,610.0
02:49:27.155,4437.0,0.25,0.1,1000.0,30.0,4.5,6400.0,1000.0,5178.0,210.0
02:49:32.758,155599.0,0.25,0.1,1000.0,30.0,1.9,1100.0,1000.0,22948.0,740.0
02:49:37.468,20868.0,0.25,0.1,1000.0,30.0,1.3,8400.0,1000.0,16625.0,1410.0
02:49:43.104,130142.0,0.25,0.1,1000.0,30.0,2.1,3800.0,1000.0,12386.0,260.0
02:49:48.801,60805.0,0.25,0.1,1000.0,30.0,0.6,8100.0,1000.0,18407.0,2530.0
02:49:53.552,28125.0,0.25,0.1,1000.0,30.0,0.6,6800.0,1000.0,5403.0,750.0
02:49:58.903,93985.0,0.25,0.1,1000.0,30.0,0.6,5800.0,1000.0,13053.0,380.0
02:50:03.578,163319.0,0.25,0.1,1000.0,30.0,0.8,1200.0,1000.0,6112.0,600.0
02:50:08.773,29780.0,0.25,0.1,1000.0,30.0,1.2,13300.0,1000.0,25612.0,110.0
02:50:13.508,28548.0,0.25,0.1,1000.0,30.0,1.1,7700.0,1000.0,9962.0,850.0
02:50:18.681,114664.0,0.25,0.1,1000.0,30.0,2.1,7600.0,1000.0,4948.0,1070.0
02:50:23.397,45029.0,0.25,0.1,1000.0,30.0,1.5,3200.0,1000.0,121.0,940.0
02:50:29.057,81369.0,0.25,0.1,1000.0,30.0,1.1,5500.0,1000.0,10035.0,1020.0
02:50:34.632,195416.0,0.25,0.1,1000.0,30.0,0.8,1900.0,1000.0,13624.0,1450.0
02:50:39.330,92238.0,0.25,0.1,1000.0,30.0,1.2,1400.0,1000.0,16178.0,580.0
02:50:44.947,33812.0,0.25,0.1,1000.0,30.0,1.1,900.0,1000.0,11584.0,30.0
