,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
17:09:59.963,0.0,0.0,1.0,-158.0,-0.5,450.0,-1.0,-0.5,-63.0,13.0,28.0,3700.0,230.0,0.0,37.0,59.0,9.0,0.505,3.0,6.0,0.07,0.0,1.0,-154.0,-91.0
17:10:04.834,0.0,0.0,1.0,-5.0,-0.5,440.0,-1.0,-0.5,-129.0,21.0,22.0,1000.0,46.0,0.0,11.0,31.0,5.0,0.525,3.0,8.0,0.1,0.0,1.0,-169.0,61.0
17:10:09.941,0.0,0.0,1.0,-54.0,-0.5,10.0,-1.0,-0.5,-173.0,2.0,50.0,2600.0,86.0,0.0,75.0,13.0,4.0,0.295,3.0,4.0,0.08,0.01,1.0,-154.0,85.0
17:10:14.700,0.0,0.0,1.0,-136.0,-0.5,150.0,-1.0,-0.5,-129.0,35.0,32.0,400.0,107.0,0.0,44.0,83.0,8.0,0.205,3.0,7.0,0.13,0.0,1.0,35.0,-135.0
17:10:19.347,0.0,0.0,1.0,-80.0,-0.5,370.0,-1.0,-0.5,-162.0,8.0,11.0,2600.0,82.0,0.0,88.0,12.0,5.0,0.275,3.0,5.0,0.12,0.0,1.0,-29.0,-75.0
17:10:24.336,0.0,0.0,1.0,-63.0,-0.5,100.0,-1.0,-0.5,11.0,1.0,67.0,600.0,100.0,0.0,15.0,8.0,6.0,0.255,3.0,5.0,0.11,0.0,1.0,99.0,59.0
17:10:30.302,0.0,0.0,1.0,-99.0,-0.5,440.0,-1.0,-0.5,-14.0,4.0,4.0,2000.0,151.0,0.0,29.0,55.0,6.0,0.205,3.0,5.0,0.11,0.01,1.0,-111.0,93.0
17:10:36.008,0.0,0.0,1.0,-125.0,-0.5,10.0,-1.0,-0.5,-131.0,28.0,8.0,700.0,149.0,0.0,28.0,57.0,5.0,0.315,3.0,6.0,0.04,0.01,1.0,-46.0,53.0
17:10:41.164,0.0,0.0,1.0,-157.0,-0.5,410.0,-1.0,-0.5,-139.0,29.0,25.0,1200.0,182.0,0.0,11.0,94.0,10.0,0.565,3.0,5.0,0.08,0.0,1.0,-156.0,24.0
17:10:45.541,0.0,0.0,1.0,-133.0,-0.5,110.0,-1.0,-0.5,80.0,25.0,38.0,500.0,102.0,0.0,90.0,64.0,9.0,0.295,3.0,4.0,0.08,0.0,1.0,45.0,-83.0
