time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
17:10:21,1500.0,-0.026228807400912046,0.10209329426288605,1.3846909403800964,-0.08027539774775505,0.0031388578936457634,-0.04696647357195616,-35.3632638,149.16525215000001,44562.0,-16.5,27.5,-155.0,1500.0,-6.0,-10.5,-998.0,-79.0,4.5,-46.5,AUTO
17:10:25,1500.0,0.04831985756754875,-0.07135426439344883,2.6868300437927246,0.07479295716620982,0.12290601804852486,0.7248223721981049,-35.3632584,149.1652369,49939.5,-10.0,66.0,-48.5,1756.0,-14.5,6.0,-951.5,76.0,123.5,724.5,AUTO
17:10:27,1500.0,0.07658504694700241,0.0359760532155633,-2.4873597621917725,-0.05065520107746124,0.10558031499385834,-0.14440852031111717,-35.36326365,149.16524125,50208.0,-13.5,-26.5,16.5,1500.0,-1.0,-33.0,-952.5,-52.5,106.5,-144.0,AUTO
17:10:33,1500.0,0.04891990125179291,-0.15905897319316864,1.8968287110328674,0.17770776897668839,0.02015968644991517,0.007047712337225676,-35.3632877,149.1653308,49926.5,-124.0,372.0,-1.5,1500.0,-76.5,-48.0,-1004.0,178.5,21.0,7.5,AUTO
17:10:37,1500.0,0.0931268185377121,-0.08044421300292015,1.6205210089683533,0.0645127221941948,0.00954830995760858,-0.8705198764801025,-35.3633457,149.1655317,50012.0,-175.0,508.0,-2.0,1196.0,-100.0,-95.0,-990.0,-232.0,24.0,-893.0,AUTO
17:10:39,1500.0,-0.002435071859508753,0.07086727768182755,0.13817265816032887,-0.05444057285785675,-0.014214100316166878,-0.6801892220973969,-35.3633781,149.16564745,50050.5,-150.0,442.5,-2.0,1196.0,74.0,-88.0,-988.0,-449.0,20.0,-690.0,AUTO
17:10:41,1500.0,0.008552160114049911,-0.045979663729667664,-0.2404041737318039,0.719343900680542,-0.04421289637684822,0.038738496601581573,-35.3633969,149.1657258,50011.0,-48.0,310.0,1.0,1500.0,65.0,-19.0,-1014.0,720.0,-42.0,39.0,AUTO
17:10:43,1500.0,0.061380552127957344,-0.13576097041368484,0.2054758332669735,-0.24313978105783463,-0.014711859170347452,0.8236640691757202,-35.36338495,149.16578959999998,49952.5,186.5,255.0,2.0,1500.0,-11.0,-84.0,-1002.0,-242.0,-12.0,823.5,AUTO
17:10:47,1500.0,0.07689809054136276,-0.1637910082936287,0.7388820946216583,0.0176139110699296,0.023850093595683575,-0.007974708918482065,-35.363253150000006,149.1659431,49973.0,493.5,447.5,-6.5,1500.0,-129.0,-74.0,-986.0,18.0,30.0,-4.0,AUTO
17:10:53,1500.0,0.042157577350735664,-0.1496860310435295,1.0377486944198608,-0.05130207538604736,-0.003455080499406904,-0.014776198426261544,-35.3629806,149.16624895,50010.5,506.5,465.0,0.0,1500.0,-142.5,-54.5,-982.5,-49.5,-1.5,-13.5,AUTO
17:10:59,1500.0,0.047183576971292496,-0.15205223113298416,1.0322076082229614,-0.033390020951628685,8.407514542341232e-05,-0.0025369479553774,-35.36270955,149.16655459999998,49954.0,495.0,464.5,-2.5,1500.0,-155.0,-44.0,-995.0,-32.0,1.5,-1.0,AUTO
17:11:17,1500.0,0.06230675056576729,0.15914475172758102,1.8619635105133057,-0.005042837932705879,0.026790495961904526,0.1581297218799591,-35.3626153,149.1665605,50063.5,-399.5,-536.5,6.5,1500.0,142.0,-63.0,-976.0,-4.0,28.0,159.0,AUTO
17:11:21,1500.0,0.0752386748790741,0.13615895807743073,1.9118263721466064,0.08261613547801971,0.0001505016116425395,0.005229119677096605,-35.3627342,149.1663659,50015.0,-416.0,-545.0,0.0,1500.0,146.0,-56.0,-986.0,83.0,1.0,6.0,AUTO
17:11:23,1500.0,0.07089804112911224,0.13693927228450775,1.9122425317764282,0.11677240580320358,0.040341589599847794,0.0041513158939778805,-35.3628089,149.166247,50005.0,-420.0,-543.0,0.0,1500.0,134.0,-64.0,-981.0,117.0,41.0,5.0,AUTO
17:11:25,1500.0,0.07379119098186493,0.1527736335992813,1.9146498441696167,-0.014719675295054913,0.013033455237746239,0.002385989297181368,-35.3628836,149.166129,50008.0,-421.0,-543.0,2.0,1500.0,138.0,-55.0,-980.0,-12.0,14.0,4.0,AUTO
17:11:27,1500.0,0.023853717371821404,0.1575632244348526,1.5909698009490967,-0.052287593483924866,0.013631402514874935,-0.46036896109580994,-35.3629581,149.1660104,50018.0,-423.0,-545.0,0.0,1422.0,156.0,-19.0,-980.0,-50.0,15.0,-458.0,AUTO
17:11:29,1500.0,-0.10281571745872498,0.11982111632823944,0.7495138645172119,0.10849034786224365,-0.0041152099147439,-0.4058395028114319,-35.3630333,149.1658916,50012.0,-422.0,-543.0,0.0,1422.0,120.0,103.0,-988.0,110.0,-2.0,-404.0,AUTO
17:11:31,1500.0,-0.11532311141490936,0.11187637597322464,0.6643849611282349,0.0267532579600811,0.0019267377210780978,0.006917777471244335,-35.3631079,149.1657724,50005.0,-415.0,-543.0,1.0,1500.0,108.0,114.0,-981.0,28.0,3.0,8.0,AUTO
17:11:33,1500.0,-0.10244419425725937,0.11484408378601074,0.6659350395202637,0.050810787826776505,0.001656787353567779,0.008946647867560387,-35.3631819,149.165653,49999.0,-416.0,-539.0,0.0,1500.0,105.0,95.0,-981.0,52.0,3.0,10.0,AUTO
17:11:35,1500.0,-0.11286943405866623,0.11703843623399734,0.6686714291572571,-0.0688624382019043,-0.010203626938164234,-0.0018247290281578898,-35.3632568,149.1655347,49991.0,-416.0,-539.0,0.0,1500.0,109.0,96.0,-988.0,-66.0,-8.0,0.0,AUTO
17:11:37,1500.0,-0.1119920089840889,0.11196683347225189,0.6700868606567383,-0.012635168619453907,0.009650204330682755,-0.0007628640159964561,-35.3633317,149.1654162,50002.0,-416.0,-542.0,0.0,1500.0,109.0,122.0,-988.0,-11.0,11.0,1.0,AUTO
17:11:39,1500.0,0.07349914312362671,0.13996215164661407,1.9182782173156738,0.027642518281936646,0.007842419669032097,0.7278168797492981,-35.3634057,149.1652976,50004.0,-413.0,-538.0,0.0,1912.0,138.0,-58.0,-982.0,29.0,10.0,730.0,AUTO
17:11:41,1500.0,0.16071173548698425,0.017708884552121162,2.8454625606536865,-0.005181707441806793,-0.009523571468889713,-0.08545801788568497,-35.3634798,149.1651793,49983.0,-416.0,-543.0,1.0,1500.0,33.0,-155.0,-990.0,-3.0,-7.0,-83.0,AUTO
17:11:43,1500.0,0.08892299979925156,0.056786585599184036,2.8218348026275635,-0.02245642989873886,0.021120499819517136,3.1236326321959496e-05,-35.3635548,149.1650606,50073.0,-402.0,-516.0,-8.0,1500.0,35.0,-152.0,-990.0,-20.0,23.0,2.0,AUTO
17:11:45,1500.0,-0.003914693370461464,0.06889082491397858,2.82136607170105,0.3839515447616577,-0.00780370831489563,0.017098695039749146,-35.3636172,149.1649605,50107.0,-289.0,-377.0,8.0,1500.0,29.0,-65.0,-1011.0,388.0,-5.0,19.0,AUTO
17:11:47,1500.0,-0.05182092636823654,0.05349386855959892,2.8213913440704346,0.6850196719169617,-0.004488423466682434,0.00709805591031909,-35.363656,149.164897,50045.0,-143.0,-189.0,5.0,1500.0,16.0,-36.0,-1028.0,686.0,-2.0,9.0,AUTO
17:11:49,1500.0,-0.03459123894572258,0.05135279893875122,-2.965791940689087,-0.5009559988975525,-0.0202611293643713,0.8016538023948669,-35.3636717,149.164872,50031.0,-22.0,-29.0,4.0,1667.0,-3.0,-45.0,-1002.0,-501.0,-18.0,803.0,AUTO
17:11:51,1500.0,0.003460527863353491,-0.001921148388646543,-1.5093976259231567,0.07152153551578522,-0.024870814755558968,0.7117835879325867,-35.3636735,149.1648709,50027.0,14.0,12.0,2.0,1667.0,2.0,21.0,-1001.0,75.0,-22.0,714.0,AUTO
17:11:53,1500.0,0.003961307927966118,-0.01848064549267292,-1.3191633224487305,0.5809203386306763,0.03890649974346161,-0.010000817477703094,-35.3636738,149.1648718,50009.0,-2.0,-21.0,1.0,1500.0,-3.0,8.0,-996.0,580.0,41.0,-7.0,AUTO
17:11:55,1500.0,0.005195898003876209,0.011832339689135551,-1.3209574222564697,-0.09937913715839386,-0.04148838669061661,-0.0022130045108497143,-35.3636739,149.1648709,50007.0,14.0,7.0,1.0,1500.0,4.0,17.0,-994.0,-95.0,-38.0,0.0,AUTO
17:11:57,1500.0,0.01927700825035572,-0.009782267734408379,-1.3221449851989746,0.4144105315208435,-0.0029026821721345186,-0.004670560359954834,-35.3636734,149.1648725,50018.0,3.0,-5.0,2.0,1500.0,-1.0,3.0,-1001.0,414.0,0.0,-2.0,AUTO
