,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
06:07:56.506,300000.0,0.2,1.3,-10.0,0.25,5.1,0.0,14061.0,860.0,1.0
06:08:00.031,130383.0,1.1,1.2,-9.0,0.25,4.0,0.0,27714.0,310.0,1.0
06:08:04.087,232423.0,0.0,0.0,-9.2,0.25,0.0,0.0,13311.0,360.0,1.0
06:08:08.117,195162.0,0.1,1.0,-10.0,0.25,5.1,0.0,26975.0,190.0,1.0
06:08:12.139,203963.0,0.9,2.0,10.1,0.25,0.9,0.0,0.0,70.0,1.0
06:08:16.177,300000.0,1.1,0.6,-10.0,0.25,1.9,0.0,0.0,350.0,1.0
06:08:20.200,222906.0,0.8,2.0,7.3,0.25,0.9,0.0,0.0,530.0,1.0
06:08:24.225,146237.0,0.8,0.9,5.4,0.25,1.3,0.0,8590.0,1000.0,1.0
06:08:28.279,289881.0,1.0,2.0,-10.0,0.25,0.0,0.0,13864.0,1000.0,1.0
06:08:32.306,293781.0,0.7,0.8,-1.3,0.25,2.5,0.0,0.0,650.0,1.0
06:08:36.324,118033.0,0.9,0.6,-8.3,0.25,5.1,0.0,11145.0,930.0,1.0
06:08:40.350,300000.0,0.5,2.0,0.1,0.25,3.3,0.0,6417.0,250.0,1.0
06:08:44.390,300000.0,1.0,0.0,-9.8,0.25,0.1,0.0,8662.0,480.0,1.0
06:08:48.412,156256.0,0.4,0.5,10.1,0.25,0.1,0.0,5036.0,1000.0,1.0
06:08:52.431,80723.0,1.0,0.0,5.6,0.25,1.9,0.0,15790.0,860.0,1.0
06:08:56.462,300000.0,0.2,1.3,-0.0,0.25,2.4,0.0,13029.0,500.0,1.0
06:09:00.517,300000.0,0.1,0.0,-9.1,0.25,5.1,0.0,24912.0,610.0,1.0
06:09:04.037,135135.0,0.4,1.4,10.1,0.25,0.0,0.0,4081.0,370.0,1.0
06:09:08.056,120110.0,0.3,1.8,-7.9,0.25,3.8,0.0,0.0,440.0,1.0
06:09:12.093,106502.0,0.2,0.6,-1.9,0.25,4.3,0.0,32000.0,730.0,1.0
06:09:16.108,20825.0,0.4,2.0,2.7,0.25,1.4,0.0,0.0,500.0,1.0
06:09:20.139,300000.0,0.5,2.0,10.1,0.25,0.0,0.0,32000.0,90.0,1.0
06:09:24.153,200.0,0.0,1.7,-1.5,0.25,0.7,0.0,24816.0,0.0,1.0
06:09:28.194,100396.0,0.5,1.0,6.3,0.25,0.1,0.0,0.0,580.0,1.0
06:09:32.225,131464.0,0.2,1.4,-7.9,0.25,5.1,0.0,32000.0,0.0,1.0
06:09:36.245,12859.0,0.7,1.9,-7.5,0.25,5.1,0.0,7962.0,0.0,1.0
06:09:40.275,252487.0,0.0,1.2,3.3,0.25,1.9,0.0,12404.0,330.0,1.0
06:09:44.307,115275.0,0.7,1.1,8.6,0.25,5.1,0.0,14066.0,0.0,1.0
06:09:48.338,284179.0,1.1,0.6,-1.7,0.25,4.3,0.0,32000.0,890.0,1.0
06:09:52.373,300000.0,1.1,1.0,-10.0,0.25,5.1,0.0,26312.0,110.0,1.0
06:09:57.401,211909.0,0.0,0.0,-8.1,0.25,2.9,0.0,4136.0,880.0,1.0
06:10:00.412,200.0,0.5,0.0,-10.0,0.25,3.9,0.0,645.0,200.0,1.0
06:10:03.435,182346.0,1.0,2.0,-10.0,0.25,0.0,0.0,24796.0,580.0,1.0
06:10:07.452,10385.0,0.0,2.0,4.2,0.25,3.0,0.0,32000.0,340.0,1.0
06:10:11.482,281326.0,0.0,2.0,7.5,0.25,5.1,0.0,2209.0,90.0,1.0
06:10:15.513,287792.0,0.3,0.0,-1.3,0.25,1.5,0.0,32000.0,240.0,1.0
06:10:19.043,300000.0,0.0,0.5,10.1,0.25,1.1,0.0,7213.0,0.0,1.0
06:10:23.067,172486.0,0.0,0.0,-5.7,0.25,2.9,0.0,15635.0,0.0,1.0
06:10:27.099,142361.0,0.0,2.0,3.1,0.25,0.9,0.0,27014.0,1000.0,1.0
06:10:31.134,233876.0,0.8,2.0,-9.8,0.25,1.5,0.0,31222.0,750.0,1.0
06:10:35.168,300000.0,0.7,0.5,-3.8,0.25,3.2,0.0,7971.0,600.0,1.0
06:10:39.188,19928.0,0.8,0.7,-10.0,0.25,5.1,0.0,7575.0,960.0,1.0
06:10:43.211,80062.0,0.5,0.8,10.1,0.25,3.4,0.0,32000.0,670.0,1.0
06:10:47.256,300000.0,1.1,1.4,7.1,0.25,5.1,0.0,0.0,740.0,1.0
06:10:51.277,83197.0,1.0,2.0,10.1,0.25,2.3,0.0,32000.0,70.0,1.0
06:10:55.308,142281.0,0.2,0.0,-6.2,0.25,3.6,0.0,15070.0,0.0,1.0
06:10:59.352,262840.0,0.7,0.6,-4.1,0.25,0.0,0.0,29456.0,610.0,1.0
06:11:03.378,39741.0,0.7,1.0,-8.8,0.25,4.0,0.0,32000.0,380.0,1.0
06:11:07.410,226265.0,1.0,0.0,-10.0,0.25,4.7,0.0,28860.0,690.0,1.0
06:11:11.438,77666.0,0.7,2.0,6.3,0.25,0.0,0.0,32000.0,110.0,1.0
06:11:15.469,101410.0,0.0,0.9,-10.0,0.25,3.5,0.0,0.0,650.0,1.0
06:11:19.500,251066.0,0.7,1.4,-0.9,0.25,3.0,0.0,15304.0,0.0,1.0
06:11:23.064,300000.0,0.0,0.1,1.4,0.25,2.0,0.0,31136.0,0.0,1.0
06:11:27.096,251972.0,0.7,2.0,-9.9,0.25,4.7,0.0,20717.0,1000.0,1.0
06:11:31.130,162625.0,0.4,1.8,-4.8,0.25,0.0,0.0,32000.0,730.0,1.0
06:11:35.174,260903.0,0.4,2.0,-10.0,0.25,2.2,0.0,29381.0,740.0,1.0
06:11:39.193,84562.0,1.1,1.0,-10.0,0.25,5.1,0.0,15805.0,960.0,1.0
06:11:43.216,200.0,0.6,2.0,8.0,0.25,1.3,0.0,23476.0,0.0,1.0
06:11:47.236,64045.0,0.6,2.0,3.5,0.25,4.1,0.0,11700.0,190.0,1.0
06:11:51.256,80499.0,1.1,1.3,-9.8,0.25,0.1,0.0,0.0,920.0,1.0
06:11:55.272,37630.0,0.0,0.7,10.1,0.25,4.5,0.0,13897.0,260.0,1.0
06:11:59.308,260198.0,0.7,2.0,-9.9,0.25,0.9,0.0,22922.0,920.0,1.0
06:12:03.326,200.0,0.6,0.0,-7.7,0.25,1.6,0.0,32000.0,510.0,1.0
06:12:07.352,206853.0,0.7,2.0,4.1,0.25,4.6,0.0,19295.0,170.0,1.0
06:12:11.374,110044.0,0.0,0.5,10.1,0.25,0.0,0.0,17333.0,930.0,1.0
06:12:15.407,282082.0,1.1,0.0,6.6,0.25,4.0,0.0,30568.0,480.0,1.0
06:12:19.442,104844.0,0.0,0.4,7.7,0.25,5.1,0.0,26437.0,0.0,1.0
06:12:23.463,85441.0,0.3,1.1,-4.3,0.25,1.1,0.0,746.0,660.0,1.0
06:12:27.497,131541.0,0.1,1.4,-10.0,0.25,5.1,0.0,0.0,0.0,1.0
06:12:31.015,200.0,0.3,1.6,-10.0,0.25,1.6,0.0,26417.0,450.0,1.0
06:12:35.043,222308.0,0.0,0.3,-9.8,0.25,2.9,0.0,0.0,180.0,1.0
06:12:39.078,173640.0,1.0,0.8,0.9,0.25,1.0,0.0,22267.0,330.0,1.0
06:12:43.109,255017.0,1.0,0.0,0.2,0.25,5.1,0.0,32000.0,1000.0,1.0
06:12:47.130,71746.0,0.9,0.0,-5.4,0.25,4.9,0.0,23723.0,430.0,1.0
06:12:51.163,219229.0,0.4,1.1,-6.1,0.25,3.3,0.0,15979.0,620.0,1.0
06:12:55.189,90500.0,0.0,0.6,-2.7,0.25,0.0,0.0,174.0,1000.0,1.0
06:12:59.207,31305.0,0.1,0.9,-7.5,0.25,2.3,0.0,12342.0,0.0,1.0
06:13:03.226,200.0,0.6,1.8,5.5,0.25,5.1,0.0,0.0,80.0,1.0
06:13:07.243,200.0,0.3,0.0,4.2,0.25,2.9,0.0,20214.0,140.0,1.0
06:13:11.281,289806.0,0.0,2.0,10.1,0.25,0.0,0.0,25278.0,460.0,1.0
06:13:15.316,300000.0,0.5,0.8,10.1,0.25,2.1,0.0,29705.0,80.0,1.0
06:13:19.344,210248.0,0.3,0.2,10.1,0.25,4.8,0.0,21755.0,0.0,1.0
06:13:23.372,164843.0,0.3,0.0,-5.3,0.25,3.6,0.0,0.0,800.0,1.0
06:13:27.409,86957.0,0.8,0.3,5.2,0.25,0.0,0.0,31865.0,290.0,1.0
06:13:31.444,300000.0,0.4,2.0,-1.5,0.25,1.9,0.0,850.0,60.0,1.0
06:13:35.481,300000.0,0.5,0.8,-1.5,0.25,0.2,0.0,0.0,1000.0,1.0
06:13:39.009,124064.0,0.4,1.1,-10.0,0.25,5.1,0.0,12081.0,640.0,1.0
06:13:43.041,183748.0,1.1,0.0,0.9,0.25,0.0,0.0,24561.0,160.0,1.0
06:13:47.059,200.0,1.1,2.0,10.1,0.25,2.4,0.0,10758.0,1000.0,1.0
06:13:51.092,239918.0,0.9,0.0,-10.0,0.25,4.2,0.0,9833.0,950.0,1.0
06:13:55.124,300000.0,0.3,1.3,-10.0,0.25,5.1,0.0,111.0,340.0,1.0
06:13:59.152,191848.0,0.9,0.0,8.6,0.25,0.0,0.0,5492.0,130.0,1.0
06:14:03.181,197709.0,0.3,2.0,-6.5,0.25,5.1,0.0,8849.0,130.0,1.0
06:14:07.209,56381.0,1.1,0.0,10.1,0.25,1.0,0.0,455.0,840.0,1.0
06:14:11.236,102238.0,0.7,0.1,4.5,0.25,0.0,0.0,27364.0,910.0,1.0
06:14:15.270,300000.0,0.3,1.8,-4.0,0.25,1.2,0.0,25658.0,1000.0,1.0
06:14:19.306,165995.0,1.1,0.4,-3.0,0.25,0.9,0.0,32000.0,820.0,1.0
06:14:23.346,206586.0,0.0,1.0,4.7,0.25,1.3,0.0,29170.0,170.0,1.0
06:14:27.380,200.0,0.8,0.0,-1.8,0.25,5.1,0.0,12577.0,1000.0,1.0
06:14:31.415,201657.0,0.3,2.0,1.0,0.25,4.5,0.0,6824.0,1000.0,1.0
