,A.BRAKE1
18:20:38.095,-1
18:20:38.296,-1
18:20:38.497,-1
18:20:38.698,-1
18:20:38.900,-1
18:20:39.100,-1
18:20:39.301,-1
18:20:39.502,-1
18:20:39.703,-1
18:20:39.904,-1
18:20:40.105,-1
18:20:40.307,-1
18:20:40.508,-1
18:20:40.710,-1
18:20:40.911,-1
18:20:41.112,-1
18:20:41.313,-1
18:20:41.514,-1
18:20:41.716,-1
18:20:41.917,-1
18:20:42.118,-1
18:20:42.319,-1
18:20:42.520,-1
18:20:42.721,-1
18:20:42.922,-1
18:20:43.123,-1
18:20:43.324,-1
18:20:43.525,-1
18:20:43.726,-1
18:20:43.926,-1
18:20:44.128,-1
18:20:44.329,-1
18:20:44.530,-1
18:20:44.730,-1
18:20:44.931,-1
18:20:45.132,-1
18:20:45.333,-1
18:20:45.534,-1
18:20:45.734,-1
18:20:45.935,-1
18:20:46.137,-1
18:20:46.339,-1
18:20:46.540,-1
18:20:46.741,-1
18:20:46.942,-1
18:20:47.143,-1
18:20:47.343,-1
18:20:47.544,-1
18:20:47.745,-1
18:20:47.946,-1
18:20:48.148,-1
18:20:48.350,-1
18:20:48.552,-1
18:20:48.753,-1
18:20:48.954,-1
18:20:49.154,-1
18:20:49.355,-1
18:20:49.556,-1
18:20:49.757,-1
18:20:49.958,-1
18:20:50.159,-1
18:20:50.361,-1
18:20:50.562,-1
18:20:50.762,-1
18:20:50.963,-1
18:20:51.164,-1
18:20:51.365,-1
18:20:51.566,-1
18:20:51.767,-1
18:20:51.969,-1
18:20:52.171,-1
18:20:52.373,-1
18:20:52.573,-1
18:20:52.774,-1
18:20:52.975,-1
18:20:53.177,-1
18:20:53.378,-1
18:20:53.579,-1
18:20:53.779,-1
18:20:53.981,-1
18:20:54.183,-1
18:20:54.384,-1
18:20:54.585,-1
18:20:54.786,-1
18:20:54.987,-1
18:20:55.188,-1
18:20:55.389,-1
18:20:55.590,-1
18:20:55.791,-1
18:20:55.992,-1
18:20:56.194,-1
18:20:56.394,-1
18:20:56.597,-1
18:20:56.798,-1
18:20:56.999,-1
18:20:57.201,-1
18:20:57.401,-1
18:20:57.602,-1
18:20:57.803,-1
18:20:58.006,-1
18:20:58.208,-1
18:20:58.409,-1
18:20:58.610,-1
18:20:58.811,-1
18:20:59.012,-1
18:20:59.213,-1
18:20:59.414,-1
18:20:59.615,-1
18:20:59.816,-1
18:21:00.018,-1
18:21:00.219,-1
18:21:00.421,-1
18:21:00.623,-1
18:21:00.824,-1
18:21:01.024,-1
18:21:01.226,-1
18:21:01.426,-1
18:21:01.627,-1
18:21:01.828,-1
18:21:02.030,-1
18:21:02.231,-1
18:21:02.433,-1
18:21:02.634,-1
18:21:02.835,-1
18:21:03.036,-1
18:21:03.237,-1
18:21:03.438,-1
18:21:03.638,-1
18:21:03.840,-1
18:21:04.041,-1
18:21:04.243,-1
18:21:04.445,-1
18:21:04.646,-1
18:21:04.847,-1
18:21:05.048,-1
18:21:05.250,-1
18:21:05.451,-1
18:21:05.652,-1
18:21:05.853,-1
18:21:06.054,-1
18:21:06.255,-1
18:21:06.456,-1
18:21:06.657,-1
18:21:06.858,-1
18:21:07.059,-1
18:21:07.260,-1
18:21:07.461,-1
18:21:07.662,-1
18:21:07.862,-1
18:21:08.064,-1
18:21:08.267,-1
18:21:08.470,-1
18:21:08.674,-1
18:21:08.876,-1
18:21:09.077,-1
18:21:09.278,-1
18:21:09.480,-1
18:21:09.682,-1
18:21:09.883,-1
18:21:10.085,-1
18:21:10.288,-1
18:21:10.490,-1
18:21:10.692,-1
18:21:10.893,-1
18:21:11.094,-1
18:21:11.295,-1
18:21:11.496,-1
18:21:11.697,-1
18:21:11.898,-1
18:21:12.101,-1
18:21:12.303,-1
18:21:12.504,-1
18:21:12.750,-1
18:21:12.953,-1
18:21:13.156,-1
18:21:13.357,-1
18:21:13.560,-1
18:21:13.762,-1
18:21:13.964,-1
18:21:14.167,-1
18:21:14.369,-1
18:21:14.573,-1
18:21:14.777,-1
18:21:14.983,-1
18:21:15.186,-1
18:21:15.387,-1
18:21:15.589,-1
18:21:15.790,-1
18:21:15.993,-1
18:21:16.195,-1
18:21:16.396,-1
18:21:16.599,-1
18:21:16.801,-1
18:21:17.003,-1
18:21:17.204,-1
18:21:17.405,-1
18:21:17.606,-1
18:21:17.807,-1
18:21:18.011,-1
18:21:18.212,-1
18:21:18.413,-1
18:21:18.621,-1
18:21:18.822,-1
18:21:19.024,-1
18:21:19.226,-1
18:21:19.428,-1
18:21:19.630,-1
18:21:19.830,-1
18:21:20.032,-1
18:21:20.233,-1
18:21:20.435,-1
18:21:20.637,1
18:21:20.839,1
18:21:21.040,1
18:21:21.241,1
18:21:21.441,1
18:21:21.643,1
18:21:21.844,1
18:21:22.045,1
18:21:22.247,1
18:21:22.447,-1
18:21:22.649,-1
18:21:22.850,-1
18:21:23.051,-1
18:21:23.253,-1
18:21:23.454,-1
18:21:23.655,-1
18:21:23.857,-1
18:21:24.063,-1
18:21:24.267,-1
18:21:24.472,-1
18:21:24.674,-1
18:21:24.878,-1
18:21:25.079,-1
18:21:25.280,-1
18:21:25.481,-1
18:21:25.682,-1
18:21:25.883,-1
18:21:26.086,-1
18:21:26.287,-1
18:21:26.488,-1
18:21:26.690,-1
18:21:26.892,-1
18:21:27.093,-1
18:21:27.294,-1
18:21:27.496,-1
18:21:27.696,-1
18:21:27.898,-1
18:21:28.100,-1
18:21:28.301,-1
18:21:28.502,-1
18:21:28.707,-1
18:21:28.908,-1
18:21:29.110,-1
18:21:29.312,-1
18:21:29.514,-1
18:21:29.715,-1
18:21:29.916,-1
18:21:30.118,-1
18:21:30.319,-1
18:21:30.520,-1
18:21:30.721,-1
18:21:30.922,-1
18:21:31.123,-1
18:21:31.324,-1
18:21:31.526,-1
18:21:31.726,-1
18:21:31.927,-1
