time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,VFR_HUD_alt
16:06:38,9.7059273684863e-05,0.0015271774027496576,0.028383337892591953,0.0002944730513263494,0.0003672296879813075,0.0023707530926913023,584015.0,-35.3632621,149.1652374,27.0,-0.5,0.5,-0.5,0.0,1.0,-1000.0,0.0,0.0,0.0,584.010009765625
