,A.LAND2
22:45:07.958,-1.0
22:45:08.159,-1.0
22:45:08.360,-1.0
22:45:08.560,-1.0
22:45:08.761,-1.0
22:45:08.962,-1.0
22:45:09.163,-1.0
22:45:09.364,-1.0
22:45:09.565,-1.0
22:45:09.766,-1.0
22:45:09.967,-1.0
22:45:10.167,-1.0
22:45:10.369,-1.0
22:45:10.570,-1.0
22:45:10.771,-1.0
22:45:10.972,-1.0
22:45:11.172,-1.0
22:45:11.373,-1.0
22:45:11.574,-1.0
22:45:11.774,-1.0
22:45:11.975,-1.0
22:45:12.176,-1.0
22:45:12.377,-1.0
22:45:12.577,-1.0
22:45:12.778,-1.0
22:45:12.979,-1.0
22:45:13.180,-1.0
22:45:13.382,-1.0
22:45:13.584,-1.0
22:45:13.785,-1.0
22:45:13.986,-1.0
22:45:14.187,-1.0
22:45:14.387,-1.0
22:45:14.588,-1.0
22:45:14.789,-1.0
22:45:14.990,-1.0
22:45:15.191,-1.0
22:45:15.392,-1.0
22:45:15.594,-1.0
22:45:15.795,-1.0
22:45:15.996,-1.0
22:45:16.197,-1.0
22:45:16.398,-1.0
22:45:16.598,-1.0
22:45:16.799,-1.0
22:45:17.000,-1.0
22:45:17.201,-1.0
22:45:17.402,-1.0
22:45:17.604,-1.0
22:45:17.805,-1.0
22:45:18.006,-1.0
22:45:18.207,-1.0
22:45:18.407,-1.0
22:45:18.608,-1.0
22:45:18.809,-1.0
22:45:19.009,-1.0
22:45:19.210,-1.0
22:45:19.411,-1.0
22:45:19.613,-1.0
22:45:19.815,-1.0
22:45:20.016,-1.0
22:45:20.217,-1.0
22:45:20.417,-1.0
22:45:20.618,-1.0
22:45:20.819,-1.0
22:45:21.020,-1.0
22:45:21.221,-1.0
22:45:21.422,-1.0
22:45:21.622,-1.0
22:45:21.824,-1.0
22:45:22.025,-1.0
22:45:22.226,-1.0
22:45:22.427,-1.0
22:45:22.627,-1.0
22:45:22.828,-1.0
22:45:23.029,-1.0
22:45:23.230,-1.0
22:45:23.431,-1.0
22:45:23.631,-1.0
22:45:23.832,-1.0
22:45:24.033,-1.0
22:45:24.234,-1.0
22:45:24.435,-1.0
22:45:24.635,-1.0
22:45:24.836,-1.0
22:45:25.037,-1.0
22:45:25.238,-1.0
22:45:25.438,-1.0
22:45:25.640,-1.0
22:45:25.841,-1.0
22:45:26.041,-1.0
22:45:26.242,-1.0
22:45:26.443,-1.0
22:45:26.644,-1.0
22:45:26.844,-1.0
22:45:27.045,-1.0
22:45:27.246,-1.0
22:45:27.447,-1.0
22:45:27.648,-1.0
22:45:27.849,-1.0
22:45:28.050,-1.0
22:45:28.251,-1.0
22:45:28.451,-1.0
22:45:28.652,-1.0
22:45:28.853,-1.0
22:45:29.054,-1.0
22:45:29.254,-1.0
22:45:29.455,-1.0
22:45:29.655,-1.0
22:45:29.856,-1.0
22:45:30.058,-1.0
22:45:30.258,-1.0
22:45:30.459,-1.0
22:45:30.660,-1.0
22:45:30.861,-1.0
22:45:31.062,-1.0
22:45:31.262,-1.0
22:45:31.463,-1.0
22:45:31.664,-1.0
22:45:31.865,-1.0
22:45:32.065,-1.0
22:45:32.266,-1.0
22:45:32.467,-1.0
22:45:32.667,-1.0
22:45:32.868,-1.0
22:45:33.068,-1.0
22:45:33.269,-1.0
22:45:33.470,-1.0
22:45:33.671,-1.0
22:45:33.871,-1.0
22:45:34.072,-1.0
22:45:34.273,-1.0
22:45:34.474,-1.0
22:45:34.674,-1.0
22:45:34.875,-1.0
22:45:35.076,-1.0
22:45:35.276,-1.0
22:45:35.477,-1.0
22:45:35.678,-1.0
22:45:35.878,-1.0
22:45:36.079,-1.0
22:45:36.280,-1.0
22:45:36.481,-1.0
22:45:36.681,-1.0
22:45:36.883,-1.0
22:45:37.084,-1.0
22:45:37.284,-1.0
22:45:37.485,-1.0
22:45:37.686,-1.0
22:45:37.888,-1.0
22:45:38.088,-1.0
22:45:38.289,-1.0
22:45:38.490,-1.0
22:45:38.691,-1.0
22:45:38.892,-1.0
22:45:39.092,-1.0
22:45:39.293,-1.0
22:45:39.494,-1.0
22:45:39.695,-1.0
22:45:39.896,-1.0
22:45:40.097,-1.0
22:45:40.298,-1.0
22:45:40.498,-1.0
22:45:40.699,-1.0
22:45:40.900,-1.0
22:45:41.101,-1.0
22:45:41.301,-1.0
22:45:41.502,-1.0
22:45:41.704,-1.0
22:45:41.905,-1.0
22:45:42.106,-1.0
22:45:42.307,-1.0
22:45:42.507,-1.0
22:45:42.708,-1.0
22:45:42.909,-1.0
22:45:43.110,-1.0
22:45:43.310,-1.0
22:45:43.511,-1.0
22:45:43.712,-1.0
22:45:43.913,-1.0
22:45:44.114,-1.0
22:45:44.314,-1.0
22:45:44.515,-1.0
22:45:44.716,-1.0
22:45:44.917,-1.0
22:45:45.117,-1.0
22:45:45.318,-1.0
22:45:45.519,-1.0
22:45:45.720,-1.0
22:45:45.921,-1.0
22:45:46.123,-1.0
22:45:46.324,-1.0
22:45:46.525,-1.0
22:45:46.726,-1.0
22:45:46.927,-1.0
22:45:47.127,-1.0
22:45:47.328,-1.0
22:45:47.529,-1.0
22:45:47.730,-1.0
22:45:47.931,-1.0
22:45:48.132,-1.0
22:45:48.333,-1.0
22:45:48.533,-1.0
22:45:48.734,-1.0
22:45:48.935,-1.0
22:45:49.138,-1.0
22:45:49.339,-1.0
22:45:49.540,-1.0
22:45:49.741,-1.0
22:45:49.942,-1.0
22:45:50.143,-1.0
22:45:50.382,-1.0
22:45:50.583,-1.0
22:45:50.784,-1.0
22:45:50.986,-1.0
22:45:51.187,-1.0
22:45:51.388,-1.0
22:45:51.589,-1.0
22:45:51.791,-1.0
22:45:51.992,-1.0
22:45:52.192,-1.0
22:45:52.926,-1.0
22:45:53.127,-1.0
22:45:53.328,-1.0
22:45:53.529,-1.0
22:45:53.729,-1.0
22:45:53.930,-1.0
22:45:54.132,-1.0
22:45:54.333,-1.0
22:45:54.534,-1.0
22:45:54.739,-1.0
22:45:54.940,-1.0
22:45:55.141,-1.0
