time_stamp,MODE,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
05:38:23,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,-0.0009801963460631669,0.0009595977317076176,0.023594499565660954,0.00017469690646976233,0.0003105197101831436,0.0017023411928676069,0.0,1.0,-1000.0,0.5,0.0,0.0,1500.0
05:38:27,AUTO,-35.3632622,149.1652375,1.5,-1.0,0.5,0.0,-0.001258314703591168,0.0009895266266539693,0.02258309442549944,0.00027766803395934403,0.0003096918808296323,0.0015440088463947177,0.0,1.0,-1000.0,0.0,0.5,0.0,1500.0
05:38:28,AUTO,-35.3632621,149.1652375,1.75,0.0,0.0,0.0,-0.001243304053787142,0.0010788498329930007,0.02245271857827902,0.00021846617164555937,0.00027845471049658954,0.0015818002284504473,0.0,1.75,-1000.0,0.5,0.0,0.0,200.0
05:38:29,AUTO,-35.3632621,149.1652375,3.5,0.0,0.0,0.0,-0.0010386541252955794,0.0013948775012977421,0.022231820039451122,0.0002968791523016989,0.0003108835080638528,0.0014831785229034722,0.0,2.0,-1000.0,0.5,0.5,0.0,200.0
05:38:31,AUTO,-35.3632621,149.1652375,307.0,0.0,0.5,-85.5,0.002129588683601469,0.0006508800797746517,0.021756363101303577,-0.005475808575283736,0.004134964896366,0.0013439040631055832,0.0,0.0,-1119.5,-5.0,4.0,0.5,200.0
05:38:32,AUTO,-35.363262049999996,149.16523755,1229.25,0.5,4.25,-139.0,0.016366128154913895,-0.00039565104816574603,0.021424352191388607,0.035400853550527245,-0.005634928558720276,0.0016658306631143205,0.0,-0.25,-1038.25,35.75,-4.75,0.75,131541.0
05:38:33,AUTO,-35.363261449999996,149.16524035,3126.5,9.0,47.0,-147.0,0.051236338913440704,0.0017118938267230988,-0.017831037286669016,-0.07027407689020038,0.061660158447921276,-0.07320318557322025,2.0,-9.0,-991.5,-69.0,62.0,-73.0,131541.0
05:38:35,AUTO,-35.3632611,149.16524545,6189.5,-1.5,-34.5,-150.0,-0.06306031346321106,-0.010181326419115067,-0.08801103010773659,0.05250005051493645,-0.0005560026038438082,-0.0030381258693523705,-2.5,5.5,-1001.5,53.0,0.0,-3.5,131541.0
05:38:36,AUTO,-35.36326125,149.16524132499998,7345.25,-1.25,-56.75,-150.75,-0.017575659439899027,-0.004715246002888307,-0.0903753861784935,0.06395698804408312,0.011770115466788411,0.0019227148004574701,-6.75,10.5,-1002.5,64.25,12.0,1.25,78974.0
05:38:37,AUTO,-35.363261699999995,149.16523465,9302.0,-7.5,-20.0,-154.0,0.06177187338471413,0.00905723636969924,-0.08654914796352386,0.045502111315727234,0.002598742750706151,0.005929533392190933,-3.0,7.5,-1000.0,46.0,3.0,5.0,78974.0
05:38:39,AUTO,-35.3632624,149.1652365,12396.0,2.0,5.5,-152.0,-0.01545064290985465,-0.004594922764226794,-0.10311276465654373,0.00807536207139492,0.002953425224404782,-0.022881020791828632,0.0,-1.0,-1001.5,8.5,3.0,-23.0,78974.0
05:38:40,AUTO,-35.363262250000005,149.165236425,13565.5,3.75,-3.5,-153.0,-0.00519109025481157,-0.0003833860027953051,-0.1227277647703886,0.015436063054949045,0.007680323091335595,-0.023424868006259203,-1.25,0.0,-1000.25,15.75,7.75,-23.5,196890.0
05:38:41,AUTO,-35.36326175,149.16523560000002,15516.0,0.5,-2.0,-153.0,0.008334931917488575,0.006384678650647402,-0.14873844385147095,0.0039479563711211085,0.0035689714131876826,-0.016324649564921856,-1.0,0.0,-999.5,4.0,3.5,-16.5,196890.0
05:38:43,AUTO,-35.3632616,149.16523575000002,18630.5,-3.0,6.0,-153.0,0.0036801964743062854,0.00431374367326498,-0.17659416794776917,-0.0016065255331341177,-0.0006948533991817385,-0.016667796298861504,0.0,0.0,-999.5,-0.5,0.0,-16.5,196890.0
05:38:44,AUTO,-35.363261650000005,149.165235975,19798.5,-3.0,5.25,-153.0,0.0020720686006825417,0.003783457854297012,-0.1901322677731514,-0.0007354013941949233,0.00040175938920583576,-0.019191808067262173,0.0,0.0,-1000.0,0.25,1.0,-19.0,68130.0
05:38:45,AUTO,-35.3632617,149.1652364,21753.5,-2.5,4.0,-153.0,0.0011610414367169142,0.0031265009893104434,-0.21474727243185043,-9.493358084000647e-05,-4.272232763469219e-05,-0.02124951221048832,0.0,0.0,-1000.0,0.5,0.5,-21.0,68130.0
05:38:47,AUTO,-35.36326185,149.1652367,24867.5,-2.0,2.0,-152.5,-0.00022386282216757536,0.0027291071601212025,-0.25384148955345154,-0.051895176293328404,0.0049788822361733764,-0.012962064007297158,0.0,-1.0,-991.0,-51.0,5.5,-13.0,68130.0
05:38:48,AUTO,-35.363262049999996,149.16523665,26034.75,-4.25,-0.5,-152.75,-0.0011549497721716762,0.004259356937836856,-0.24868323653936386,0.020327753969468176,-0.0008782899531070143,0.018536600982770324,0.0,0.25,-1001.25,20.75,0.5,17.5,114951.0
05:38:49,AUTO,-35.3632624,149.16523665,27973.5,-2.5,6.0,-153.0,0.00838966527953744,0.0010400178143754601,-0.21835912019014359,-0.005707932868972421,0.000245540461037308,0.02444452792406082,0.5,0.0,-999.5,-4.0,0.5,23.5,114951.0
05:38:51,AUTO,-35.3632624,149.16523784999998,31075.0,0.0,4.5,-153.0,-0.0012941923341713846,0.0016680957633070648,-0.17877759784460068,-0.0003603030927479267,0.00026373672881163657,0.017241806723177433,0.0,-0.5,-1000.5,1.0,0.5,16.5,114951.0
05:38:52,AUTO,-35.363262325,149.165238,32239.5,0.0,2.0,-153.0,-0.0009088708757190034,0.0012321455869823694,-0.16683679074048996,0.0010868807439692318,0.00023609210620634258,0.01600304152816534,0.0,0.0,-999.75,2.0,1.0,15.0,200.0
05:38:53,AUTO,-35.3632623,149.165238,34180.5,0.0,0.0,-153.0,0.000769326084991917,0.0014931066543795168,-0.14927802234888077,0.0002548144548200071,-0.00037408791831694543,0.012963488698005676,0.0,0.0,-1000.0,1.0,0.5,12.5,200.0
05:38:55,AUTO,-35.3632622,149.16523775000002,37287.0,0.0,0.0,-153.0,0.0014103484572842717,0.0014964300789870322,-0.12715065479278564,0.0017342175706289709,0.000653618888463825,0.009514309465885162,0.0,0.0,-1000.0,2.5,1.0,8.5,200.0
05:38:56,AUTO,-35.363262125,149.1652376,38449.0,-0.5,-0.25,-151.0,-0.0026245848857797682,0.006195761379785836,-0.11065554432570934,-0.02904992928961292,0.030271469498984516,0.08213797258213162,0.0,0.0,-990.5,-28.25,30.75,82.0,199820.0
05:38:57,AUTO,-35.36326345,149.16523554999998,40172.0,-31.0,-36.0,-106.5,-0.023643531370908022,0.0023802397772669792,0.23522257059812546,0.11153910309076309,-0.17533306032419205,0.12556862831115723,3.0,9.0,-946.5,112.5,-174.0,125.0,199820.0
05:38:59,AUTO,-35.36326365,149.16523385,41568.5,20.5,27.0,-41.0,0.02480295579880476,-0.008809560211375356,0.20929358154535294,-0.06309370696544647,0.0374167300760746,-0.024011357687413692,-3.0,-13.5,-973.0,-62.5,38.0,-23.5,199820.0
05:39:00,AUTO,-35.363262225,149.165236125,41800.25,16.75,28.0,-23.75,0.005911026266403496,0.010248415521346033,0.1916438601911068,0.09970816597342491,0.01741659315302968,-0.018052814062684774,-1.5,-0.5,-980.75,100.75,18.25,-17.75,48007.0
05:39:01,AUTO,-35.36326095,149.1652387,41873.0,-4.0,5.0,13.0,-0.027448949869722128,0.03967904485762119,0.1717974692583084,0.15368352830410004,-0.016411063261330128,-0.029967167414724827,1.0,24.5,-975.0,155.5,-15.5,-29.5,48007.0
05:39:03,AUTO,-35.36326655,149.16524385,41634.0,-65.0,79.5,8.5,0.11151780560612679,0.016386643517762423,0.5156329721212387,0.1097911149263382,0.025750533561222255,0.8350296318531036,18.5,-28.5,-989.5,110.5,26.5,834.5,48007.0
05:39:04,AUTO,-35.363272375,149.165252775,41515.25,-104.5,141.25,16.0,0.1349510010331869,-0.05161855183541775,1.102831870317459,0.09035076946020126,-0.003174077719449997,0.7447676211595535,4.75,-36.75,-998.5,91.5,-1.75,744.5,224861.0
05:39:05,AUTO,-35.3632887,149.16527910000002,41175.5,-193.0,258.0,30.0,0.08846236392855644,-0.17388532310724258,1.9799392819404602,0.2867962531745434,0.012217097450047731,0.6874155104160309,-54.5,-41.5,-1000.5,288.0,13.0,687.0,224861.0
05:39:07,AUTO,-35.36333705,149.16535570000002,40246.0,-330.5,429.0,53.0,0.05257830768823624,-0.2163700833916664,2.3493306636810303,0.26179929822683334,0.023523571086116135,-0.053566550835967064,-114.5,-52.5,-990.5,263.0,24.5,-52.5,224861.0
05:39:08,AUTO,-35.36336135,149.16539400000002,39804.5,-372.5,474.25,54.5,0.06323911529034376,-0.18820687010884285,2.3386260271072388,-0.03138500452041626,0.0291585435916204,0.004040864761918783,-124.0,-66.25,-990.0,-30.25,30.0,4.25,58413.0
05:39:09,AUTO,-35.3634014,149.1654563,39104.0,-413.0,514.0,62.0,0.07863933593034744,-0.1631936877965927,2.333859443664551,0.21063348650932312,0.009001455269753933,0.013307410292327404,-135.0,-67.0,-976.0,211.0,10.0,13.0,58413.0
05:39:11,AUTO,-35.36346365,149.16555155,37996.0,-426.0,528.0,66.5,0.08225775882601738,-0.13260439783334732,2.322886824607849,-0.08733122050762177,-0.013986346777528524,0.01750424550846219,-133.0,-79.5,-981.5,-86.0,-13.0,17.5,58413.0
05:39:12,AUTO,-35.363507240000004,149.16561744,37200.8,-425.8,530.2,69.4,0.0746690109372139,-0.13502546548843383,2.317498540878296,-0.07108781933784485,0.010674713738262653,0.0012785966973751783,-135.0,-81.4,-985.6,-69.6,12.2,1.8,249589.0
05:39:13,AUTO,-35.3635593,149.1656961,36294.0,-406.0,517.0,60.0,0.07652425765991211,-0.07643617689609528,2.311338186264038,-0.38014963269233704,0.08375394344329834,0.055366311222314835,-129.0,-111.0,-991.0,-379.0,84.0,55.0,249589.0
05:39:15,AUTO,-35.36361445,149.16578105,35322.5,-324.5,413.0,54.5,0.08546653762459755,0.0023081996478140354,2.3082306385040283,0.018376320600509644,0.0676056370139122,0.00033852458000183105,-113.5,-78.5,-1016.5,18.5,68.5,1.0,249589.0
05:39:16,AUTO,-35.363641425,149.165822875,34820.75,-257.5,318.75,44.0,0.05526231322437525,0.04955903720110655,2.3053297996520996,-0.8937641829252243,0.026009848661487922,0.012837177608162165,-87.25,-79.0,-1017.5,-891.75,27.25,13.0,113920.0
