,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
05:38:28.293,200.0,0.4,1.0,-10.0,0.25
05:38:32.322,131541.0,0.3,0.4,10.1,0.25
05:38:36.373,78974.0,0.3,0.8,-3.1,0.25
05:38:40.397,196890.0,0.3,0.5,-10.0,0.25
05:38:44.415,68130.0,1.0,0.0,10.1,0.25
05:38:48.440,114951.0,0.3,1.4,8.5,0.25
05:38:52.461,200.0,0.0,0.0,10.1,0.25
05:38:56.488,199820.0,0.0,1.7,10.1,0.25
05:39:00.005,48007.0,0.5,0.7,8.6,0.25
05:39:04.041,224861.0,0.5,2.0,1.2,0.25
05:39:08.063,58413.0,0.1,1.4,10.1,0.25
05:39:12.095,249589.0,0.2,0.0,-5.6,0.25
05:39:16.125,113920.0,0.0,0.7,7.5,0.25
05:39:20.153,300000.0,0.0,0.0,10.1,0.25
05:39:24.184,300000.0,0.0,0.8,1.7,0.25
05:39:28.204,145631.0,0.0,0.6,0.4,0.25
05:39:32.226,162172.0,0.6,1.8,-4.3,0.25
05:39:36.254,281625.0,0.5,0.2,-9.9,0.25
05:39:40.284,255806.0,1.1,0.0,-8.4,0.25
05:39:44.313,300000.0,0.5,1.0,7.0,0.25
05:39:48.373,300000.0,0.0,0.8,6.0,0.25
05:39:52.413,300000.0,0.1,1.0,3.7,0.25
05:39:56.438,46743.0,0.7,1.6,7.5,0.25
05:40:00.465,185695.0,0.0,0.9,2.8,0.25
05:40:04.499,200.0,0.0,0.5,-10.0,0.25
05:40:08.012,200.0,0.9,1.3,2.7,0.25
05:40:12.031,48215.0,1.1,0.0,10.1,0.25
05:40:16.074,295360.0,1.1,1.0,-3.8,0.25
05:40:20.109,300000.0,0.6,1.7,-10.0,0.25
05:40:24.146,300000.0,0.4,0.1,10.1,0.25
05:40:28.181,124369.0,0.7,0.0,-1.6,0.25
05:40:32.218,208499.0,0.6,1.5,-2.8,0.25
05:40:36.244,181938.0,1.0,2.0,-0.8,0.25
05:40:40.277,300000.0,1.0,2.0,-2.2,0.25
05:40:44.306,213762.0,0.7,0.8,6.5,0.25
05:40:48.336,300000.0,0.6,2.0,3.9,0.25
05:40:52.366,229810.0,1.0,2.0,10.1,0.25
05:40:56.396,222174.0,0.6,1.3,-4.0,0.25
05:41:00.439,138805.0,0.0,0.5,-2.6,0.25
05:41:04.458,200.0,0.0,1.6,-4.7,0.25
05:41:08.472,200.0,0.6,2.0,0.8,0.25
05:41:12.492,61289.0,0.2,1.0,10.1,0.25
05:41:16.020,200.0,0.6,1.4,-2.5,0.25
05:41:20.053,300000.0,1.1,0.0,2.0,0.25
05:41:24.082,245368.0,0.3,0.8,-2.7,0.25
05:41:28.112,300000.0,0.0,1.4,4.3,0.25
05:41:32.132,66239.0,1.1,2.0,3.6,0.25
05:41:36.165,279003.0,0.8,2.0,1.2,0.25
05:41:40.190,146195.0,0.2,1.9,10.1,0.25
05:41:44.212,186914.0,0.4,0.5,-10.0,0.25
05:41:48.243,300000.0,0.9,0.5,-10.0,0.25
05:41:52.275,81169.0,0.9,1.4,0.3,0.25
05:41:56.299,117800.0,0.6,1.6,0.1,0.25
05:42:00.335,300000.0,0.0,1.5,-0.3,0.25
05:42:04.360,197883.0,1.1,0.0,10.1,0.25
05:42:08.384,213867.0,1.1,0.7,-10.0,0.25
05:42:12.414,208192.0,0.5,0.7,3.9,0.25
05:42:16.443,32598.0,0.3,0.0,6.4,0.25
05:42:20.479,290899.0,1.1,0.5,10.1,0.25
05:42:24.507,215816.0,0.4,1.9,0.7,0.25
05:42:28.030,216691.0,0.8,1.4,-7.4,0.25
05:42:32.070,294165.0,1.1,1.1,2.7,0.25
05:42:36.087,25642.0,0.5,1.6,-8.7,0.25
05:42:40.131,300000.0,0.0,0.7,-6.9,0.25
05:42:44.168,300000.0,0.5,0.6,10.1,0.25
05:42:48.189,200.0,1.1,0.0,-0.7,0.25
05:42:52.206,200.0,1.1,1.1,3.0,0.25
05:42:56.245,300000.0,0.4,2.0,-3.4,0.25
05:43:00.277,122142.0,0.8,0.0,10.1,0.25
05:43:04.311,300000.0,0.1,1.6,8.4,0.25
05:43:08.329,51699.0,0.6,1.2,4.5,0.25
05:43:12.370,293907.0,0.6,2.0,-8.7,0.25
05:43:16.395,34450.0,0.0,1.6,2.2,0.25
05:43:20.416,91133.0,0.1,1.1,8.2,0.25
05:43:24.448,271656.0,0.0,2.0,9.6,0.25
05:43:28.482,137450.0,0.2,0.8,-4.0,0.25
05:43:32.511,166377.0,1.1,1.5,-10.0,0.25
05:43:36.026,15338.0,0.9,0.1,-2.8,0.25
05:43:40.055,174703.0,1.0,1.4,10.1,0.25
05:43:44.081,200.0,0.0,1.5,-0.4,0.25
05:43:48.115,300000.0,0.0,1.2,10.1,0.25
05:43:52.141,201717.0,0.7,0.3,-10.0,0.25
05:43:56.176,300000.0,0.8,0.1,-7.2,0.25
05:44:00.197,31958.0,0.2,1.7,6.2,0.25
05:44:04.226,163918.0,0.5,0.0,3.2,0.25
05:44:08.261,271629.0,0.0,1.7,-10.0,0.25
05:44:12.298,300000.0,0.0,0.7,-1.3,0.25
05:44:16.320,200.0,0.9,0.3,9.5,0.25
05:44:20.359,300000.0,0.4,1.1,10.1,0.25
05:44:24.385,130290.0,0.3,2.0,-7.5,0.25
05:44:28.426,300000.0,0.3,2.0,-5.5,0.25
05:44:32.444,21826.0,0.3,1.4,-4.1,0.25
05:44:36.467,75098.0,1.1,0.0,9.3,0.25
05:44:40.502,300000.0,0.1,0.0,-10.0,0.25
05:44:44.039,300000.0,0.2,1.4,-4.9,0.25
05:44:48.081,148924.0,0.1,0.1,-3.7,0.25
05:44:52.127,209171.0,0.9,1.6,-8.7,0.25
05:44:56.148,110203.0,1.0,0.2,1.5,0.25
05:45:00.179,95214.0,0.4,1.2,-10.0,0.25
05:45:04.212,6384.0,0.0,2.0,-3.2,0.25
05:45:08.229,200.0,0.6,2.0,-1.2,0.25
05:45:12.260,60031.0,1.1,1.6,-2.8,0.25
05:45:16.279,944.0,0.1,0.7,-10.0,0.25
05:45:20.297,66820.0,0.3,0.0,3.6,0.25
05:45:24.335,201761.0,0.0,1.4,-0.1,0.25
05:45:28.368,300000.0,0.6,0.0,7.5,0.25
05:45:32.403,233471.0,0.8,0.9,8.3,0.25
05:45:36.432,202628.0,1.1,0.2,-7.1,0.25
05:45:40.467,223770.0,0.0,1.3,-1.2,0.25
05:45:44.492,13208.0,1.0,0.2,-3.8,0.25
05:45:48.034,132773.0,0.9,0.4,10.1,0.25
05:45:52.066,236301.0,0.4,2.0,10.1,0.25
05:45:56.102,278042.0,1.0,2.0,-10.0,0.25
05:46:00.141,142685.0,0.8,2.0,5.0,0.25
05:46:04.172,263272.0,0.0,2.0,7.1,0.25
05:46:08.203,188679.0,0.6,1.1,4.4,0.25
05:46:12.235,200.0,0.3,0.8,-5.1,0.25
