time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,MODE
11:39:17,0.0,1.3333333333333333,-1000.0,0.0,0.0,0.6666666666666666,-0.0001816664237897688,0.0014325465308502316,0.02456149086356163,0.0003118490955481927,0.0002731199298674862,0.002025617597003778,583930.0,-35.3632704,149.1652035666667,0.0,-1.0,1.6666666666666667,0.0,STABILIZE
11:39:19,0.0,1.3333333333333333,-1000.0,0.0,0.0,0.3333333333333333,-0.0008357285114470869,0.0010762496967799962,0.0236307168379426,0.00024744521942920983,0.0002612329553812742,0.0019647369044832885,583930.0,-35.3632704,149.1652035,0.0,-1.0,1.0,0.0,STABILIZE
11:39:21,0.0,-7.5,-1013.75,0.0,0.25,0.25,-0.0010852987955634792,0.000920904412244757,0.023102629308899243,0.00024148618103936315,0.00023118800406033793,0.0018579370031754177,583930.0,-35.3632705,149.1652035,0.0,-1.0,-0.3333333333333333,-0.6666666666666666,STABILIZE
11:39:23,0.0,1.5,-1000.0,0.0,0.0,0.0,-0.0008647091259869436,0.00087276267974327,0.022544164210557938,0.00028303857349480194,0.00023406111480047306,0.0017062575401117404,583948.0,-35.3632705,149.1652035,0.0,-1.0,0.0,-1.6,STABILIZE
11:39:25,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0006153540258916715,0.000900892987071226,0.022003432735800743,0.00035762179565305513,0.0002675973034153382,0.0017221760548030336,583946.6666666666,-35.3632705,149.1652035333333,0.0,-1.0,1.3333333333333333,-0.6666666666666666,STABILIZE
11:39:32,0.0,1.1666666666666667,-1000.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0008991058469594767,0.0008839106885716319,0.020452357828617096,0.0002910530796119322,0.0003024072599752496,0.0014695220161229372,583920.0,-35.3632705,149.1652036,0.0,-1.0,1.0,0.16666666666666666,STABILIZE
11:39:34,0.0,-1.3333333333333333,-1004.1666666666666,0.16666666666666666,0.16666666666666666,0.5,-0.0008281899596719692,0.0009796753001865,0.020146310329437256,0.00022758138948120177,0.0003044021820339064,0.0013934986588234703,583926.6666666666,-35.3632705,149.1652036,10.5,-0.16666666666666666,0.0,0.0,AUTO
11:39:36,0.0,1.75,-1000.0,0.5,0.0,0.5,-0.00048425188288092613,0.0014310101978480816,0.01978040300309658,0.00027877712273038924,0.00030093446548562497,0.0013643016282003373,583930.0,-35.3632705,149.1652036,15.75,0.0,0.0,0.0,AUTO
11:39:37,0.0,0.0,-1088.2,2.2,-0.8,1.0,0.0016051703423727304,0.0012283911686002587,0.019418194890022278,-0.0003593318009128173,-0.0005328748375177383,0.0012313034433949117,584301.6666666666,-35.3632705,149.16520355,385.1666666666667,0.0,0.5,-68.83333333333333,AUTO
11:39:39,0.0,0.0,-979.4,6.6,-2.8,1.0,0.006724917003884912,0.002325931889936328,0.014618087280541658,0.006173539068549871,-0.0035722573404200373,0.0015857451944611967,586208.0,-35.363270320000005,149.16520334,2293.6,0.0,-0.2,-97.4,AUTO
