time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:06:07,65436.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE,-0.0010414860444143414,0.0009776572696864605,0.022744406014680862,0.00024926342302933335,0.00032946502324193716,0.0017099708784371614,0.0,2.0,-1000.0,0.0,0.0,1.0
14:06:09,65436.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE,-0.0010561469243839383,0.0009757300140336156,0.022465022280812263,0.0002338868798688054,0.00036113231908529997,0.0015834472142159939,0.0,1.0,-1000.0,1.0,0.0,0.0
14:06:11,65436.0,-35.3632622,149.1652375,7.0,-1.0,1.0,0.0,AUTO,-0.0010258324909955263,0.0009676372865214944,0.02194555662572384,0.0002217702567577362,0.00030343601247295737,0.001669074990786612,0.0,2.0,-1000.0,0.5,0.5,0.0
14:06:13,65436.0,-35.3632621,149.1652375,2.5,0.0,2.0,4.5,AUTO,-0.00016216102085309103,0.0012277770438231528,0.021580098196864128,0.013666508253663778,0.00028749549528583884,0.0014545314479619265,0.0,52.5,-922.5,13.5,0.0,0.5
14:06:14,2470.0,-35.3632621,149.1652375,0.0,0.0,0.25,3.5,AUTO,8.347269249497913e-05,0.0015026902256067842,0.021262014284729958,0.0003429386269999668,0.00032260366424452513,0.0014268320810515434,0.0,1.25,-1000.0,0.25,0.5,0.75
14:06:15,2470.0,-35.3632621,149.1652375,77.5,0.0,0.5,-30.0,AUTO,0.0029295735439518467,0.0008413857744926645,0.021040904335677624,-0.010075380239868537,0.002915080636739731,0.001196950615849346,0.0,0.5,-1065.0,-9.5,3.0,0.5
14:06:17,2470.0,-35.36326185,149.16523875000001,2269.0,4.0,24.5,-146.0,AUTO,0.046147593297064304,-0.006131253903731704,0.006778453243896365,0.039620375260710716,-0.009985164273530245,-7.795216515660286e-05,0.5,-4.0,-1004.0,39.5,-9.0,-0.5
14:06:19,2470.0,-35.3632608,149.16524605,5332.0,-0.5,2.5,-149.0,AUTO,-0.05557674169540405,0.002548808370193001,-0.08616199344396591,0.009806588757783175,-0.009369475243147463,-0.024453901685774326,1.0,-2.5,-1003.5,10.5,-8.0,-24.0
14:06:20,91035.0,-35.363260975,149.1652435,6869.75,-5.25,-49.25,-149.25,AUTO,-0.0366573934443295,0.001028253769618459,-0.10405114851891994,0.06092982180416584,0.006041100758011453,-0.007658922811970115,-4.5,8.0,-1001.75,61.25,6.0,-7.75
14:06:21,91035.0,-35.36326185,149.1652377,8426.0,-13.5,-43.0,-152.0,AUTO,0.02797418984118849,0.00919383019208908,-0.10557448118925095,0.06500132009387016,0.006191903201397508,0.0016369254153687507,-4.0,11.5,-1003.0,65.0,6.0,1.5
14:06:23,91035.0,-35.363262750000004,149.16523625000002,11532.0,15.0,11.0,-150.5,AUTO,-0.008137023833114654,-0.011787522467784584,-0.08438810147345066,-0.03048649651464075,0.03901869896799326,-0.047813938930630684,-1.0,-3.0,-1002.0,-29.5,39.5,-47.5
14:06:25,91035.0,-35.3632608,149.16523555,14652.0,-1.5,-3.5,-153.0,AUTO,0.010252251522615552,0.013407242484390736,-0.15531005710363388,0.009824291337281466,-0.0021936260163784027,-0.00970470707397908,-1.0,0.5,-999.5,10.0,-1.5,-9.5
14:06:26,37612.0,-35.363261075,149.165235325,16210.0,-7.5,4.75,-153.0,AUTO,0.010319205233827233,0.007369073107838631,-0.16155526414513588,-0.0052618132322095335,-0.005605619517154992,-0.00757039780728519,0.75,0.0,-999.75,-3.75,-4.25,-7.5
14:06:27,37612.0,-35.363261550000004,149.1652358,17772.5,-6.5,7.5,-153.0,AUTO,0.004232303588651121,0.0024836219381541014,-0.17381209135055542,-0.004537922330200672,-0.003125975199509412,-0.016004242934286594,1.0,0.0,-1000.0,-3.0,-2.0,-16.0
14:06:29,37612.0,-35.363262,149.16523654999997,20894.5,-1.5,3.5,-154.0,AUTO,0.002953039947897196,0.0018073104438371956,-0.21621323376893997,0.002678424119949341,0.0014472641632892191,-0.02217599470168352,0.0,0.0,-1000.0,3.0,1.5,-22.0
14:06:31,27061.5,-35.363262,149.16523675000002,24009.5,-1.0,3.0,-154.0,AUTO,0.003951881546527147,0.00324241747148335,-0.2579929381608963,0.002436331706121564,0.0008648064977023751,-0.018850861117243767,0.0,0.0,-1000.5,3.0,1.5,-18.5
14:06:33,16511.0,-35.3632623,149.1652368,27119.0,-4.0,2.5,-153.5,AUTO,0.008935040095821023,0.0024572573602199554,-0.23618005961179733,0.0060460802633315325,-0.0039036588568706065,0.026957686059176922,0.0,0.0,-1000.0,6.5,-3.0,26.0
14:06:35,16511.0,-35.3632629,149.1652373,30160.5,-16.5,-9.5,-133.0,AUTO,-0.02831609733402729,0.02514080284163356,-0.01592911034822464,0.003012482076883316,-0.05778682976961136,0.21366249024868011,2.0,3.0,-957.5,4.0,-56.5,213.0
14:06:36,834.0,-35.36326485000001,149.165234925,31307.0,-19.0,-24.0,-88.75,AUTO,0.013697867980226874,-0.03733369428664446,0.16763687506318092,0.06938235183770303,-0.06432339421007782,-0.010629372205585241,2.0,7.0,-958.5,69.75,-63.0,-10.5
14:06:37,834.0,-35.36326495,149.16523404999998,32016.0,13.5,11.0,-57.0,AUTO,0.03598987217992544,-0.03101858403533697,0.13957612961530685,0.16290101781487465,0.03314453922212124,-0.021026430651545525,-2.0,6.5,-976.5,164.0,33.5,-20.5
14:06:39,834.0,-35.363261449999996,149.1652386,32658.0,11.5,16.0,-5.5,AUTO,-0.017096142983064055,0.02646620385348797,0.1106344535946846,0.1343563199043274,0.05645980965346098,0.024642409523949027,0.0,9.0,-956.5,136.0,57.0,24.5
14:06:41,834.0,-35.363259299999996,149.1652391,32556.0,48.5,-13.5,-8.0,AUTO,-0.005478135775774717,-0.08044818043708801,0.1218075230717659,-0.032139524817466736,-0.05104698799550533,0.06081260205246508,-10.0,-4.5,-1025.5,-31.0,-49.5,61.0
14:06:42,436.0,-35.36325205,149.16523875,32692.5,130.75,-5.75,-24.25,AUTO,0.002151013381080702,-0.12145968526601791,0.16426822170615196,-0.035062753362581134,-0.04257477633655071,-0.01194371609017253,-26.0,-18.25,-1022.5,-34.5,-41.25,-11.5
14:06:43,436.0,-35.36323595,149.16523940000002,33026.0,236.5,2.0,-43.0,AUTO,0.009796034079045057,-0.16240935027599335,0.15218499302864075,0.2181931473314762,-0.04319089464843273,-0.03683776967227459,-49.0,-11.0,-1024.5,218.5,-42.0,-36.5
14:06:45,436.0,-35.363174650000005,149.1652422,34347.0,437.5,10.5,-86.0,AUTO,0.04052213206887245,-0.1372423656284809,0.10252600163221359,0.008653311524540186,0.07452223356813192,-0.06845570728182793,-79.5,-44.0,-1013.0,9.0,75.0,-68.0
14:06:47,25514.0,-35.3630835,149.1652457,35464.0,616.0,16.5,-13.0,AUTO,0.11203423142433167,-0.19885195791721344,-0.16408106684684753,-0.0018172720447182655,0.14831708185374737,-0.15564172714948654,-97.0,-104.0,-1009.5,-1.0,148.5,-155.0
