,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
15:17:25.105,200.0,0.7,0.0,-1.5,0.25,4.2,0.0,5970.0,560.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:29.119,200.0,1.1,0.2,-8.6,0.25,4.6,0.0,30348.0,280.0,1.0,0.1,50.0,50.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:33.141,200.0,0.0,0.8,-1.3,0.25,5.1,0.0,29057.0,200.0,1.0,0.1,50.0,50.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:37.167,129247.0,0.6,1.5,10.1,0.25,0.3,0.0,11006.0,930.0,1.0,0.1,50.0,50.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:41.197,207193.0,0.2,0.7,7.6,0.25,0.0,0.0,32000.0,410.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:45.235,260752.0,0.9,0.8,6.8,0.25,5.1,0.0,11813.0,280.0,1.0,0.1,50.0,50.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:50.262,200.0,0.2,0.0,2.5,0.25,0.3,0.0,32000.0,810.0,1.0,0.1,50.0,50.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:54.301,258540.0,0.7,1.1,10.1,0.25,2.5,0.0,22010.0,600.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:58.337,300000.0,0.3,0.0,3.5,0.25,2.2,0.0,1117.0,30.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:02.375,174059.0,0.5,1.1,-8.4,0.25,4.1,0.0,18008.0,100.0,1.0,0.1,50.0,50.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:06.399,162887.0,0.9,1.8,-5.1,0.25,0.5,0.0,32000.0,0.0,1.0,0.1,50.0,50.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:10.417,90423.0,0.9,0.0,-6.5,0.25,1.2,0.0,14411.0,290.0,1.0,0.1,50.0,50.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:14.431,9139.0,0.5,1.3,10.1,0.25,0.2,0.0,7292.0,260.0,1.0,0.1,50.0,50.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:18.466,246908.0,0.7,1.4,-0.6,0.25,5.1,0.0,16473.0,1000.0,1.0,0.1,50.0,50.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:22.486,66181.0,0.5,0.8,10.1,0.25,3.0,0.0,24399.0,0.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:26.501,59311.0,0.8,0.8,-2.4,0.25,5.1,0.0,3596.0,780.0,1.0,0.1,50.0,50.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:30.037,281098.0,0.0,1.1,-5.0,0.25,0.0,0.0,7339.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:34.071,300000.0,0.1,0.0,-7.3,0.25,5.1,0.0,15476.0,0.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:38.108,55146.0,1.1,0.3,4.7,0.25,0.0,0.0,0.0,30.0,1.0,0.1,50.0,50.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:42.135,44680.0,0.7,0.3,6.6,0.25,5.0,0.0,0.0,910.0,1.0,0.1,50.0,50.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:46.169,238928.0,0.4,2.0,10.1,0.25,0.9,0.0,0.0,870.0,1.0,0.1,50.0,50.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:50.222,194503.0,0.5,0.0,3.2,0.25,0.0,0.0,18164.0,650.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:54.252,300000.0,0.9,0.6,-0.4,0.25,2.5,0.0,12425.0,110.0,1.0,0.1,50.0,50.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0
15:18:58.279,145360.0,1.1,0.2,-1.7,0.25,0.7,0.0,32000.0,310.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:02.314,256669.0,0.9,1.5,4.7,0.25,0.0,0.0,13195.0,30.0,1.0,0.1,50.0,50.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:06.343,134100.0,0.9,1.8,-7.9,0.25,5.1,0.0,32000.0,370.0,1.0,0.1,50.0,50.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:10.359,200.0,1.1,1.1,-6.3,0.25,0.0,0.0,16108.0,1000.0,1.0,0.1,50.0,50.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:14.405,300000.0,0.0,0.2,-4.1,0.25,5.1,0.0,31219.0,90.0,1.0,0.1,50.0,50.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:18.431,246360.0,0.3,1.0,3.9,0.25,2.9,0.0,16642.0,260.0,1.0,0.1,50.0,50.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:22.455,151971.0,0.6,0.1,0.6,0.25,3.0,0.0,25047.0,1000.0,1.0,0.1,50.0,50.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:26.482,192653.0,0.7,0.0,-2.0,0.25,0.5,0.0,13371.0,290.0,1.0,0.1,50.0,50.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:30.020,200.0,0.5,1.4,10.0,0.25,4.4,0.0,27766.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:34.044,85315.0,0.9,0.0,-2.0,0.25,1.0,0.0,1093.0,430.0,1.0,0.1,50.0,50.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:38.072,194777.0,0.8,0.7,-7.7,0.25,5.1,0.0,0.0,290.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:42.095,54817.0,0.4,0.0,10.1,0.25,2.3,0.0,28540.0,620.0,1.0,0.1,50.0,50.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:46.137,232344.0,0.4,0.8,5.3,0.25,1.8,0.0,14378.0,300.0,1.0,0.1,50.0,50.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:50.166,254298.0,0.0,2.0,8.4,0.25,0.0,0.0,3690.0,20.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:54.183,200.0,0.6,2.0,-10.0,0.25,1.1,0.0,0.0,530.0,1.0,0.1,50.0,50.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0
15:19:58.212,192954.0,0.9,0.0,4.5,0.25,0.0,0.0,10189.0,0.0,1.0,0.1,50.0,50.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0
15:20:02.241,45121.0,0.7,0.3,10.1,0.25,1.5,0.0,32000.0,800.0,1.0,0.1,50.0,50.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0
15:20:06.266,192866.0,1.0,0.8,-10.0,0.25,3.5,0.0,14735.0,0.0,1.0,0.1,50.0,50.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0
15:20:10.293,169994.0,0.3,1.4,7.3,0.25,2.7,0.0,4777.0,100.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:20:14.318,200.0,0.9,2.0,-10.0,0.25,2.9,0.0,32000.0,190.0,1.0,0.1,50.0,50.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
15:20:18.342,233290.0,0.2,2.0,10.1,0.25,2.2,0.0,10870.0,840.0,1.0,0.1,50.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
