,A.RTL3
16:49:58.068,-1.0
16:49:58.270,-1.0
16:49:58.473,-1.0
16:49:58.674,-1.0
16:49:58.878,-1.0
16:49:59.082,-1.0
16:49:59.285,-1.0
16:49:59.487,-1.0
16:49:59.689,-1.0
16:49:59.892,-1.0
16:50:00.094,-1.0
16:50:00.295,-1.0
16:50:00.502,-1.0
16:50:00.704,-1.0
16:50:00.905,-1.0
16:50:01.107,-1.0
16:50:01.308,-1.0
16:50:19.324,-1.0
16:50:19.525,-1.0
16:50:19.727,-1.0
16:50:19.928,-1.0
16:50:20.131,-1.0
16:50:20.333,-1.0
16:50:20.534,-1.0
16:50:20.737,-1.0
16:50:20.940,-1.0
16:50:21.144,-1.0
16:50:21.345,-1.0
16:50:21.547,-1.0
16:50:21.751,-1.0
16:50:21.952,-1.0
16:50:22.153,-1.0
16:50:22.355,-1.0
16:50:22.559,-1.0
16:50:22.761,-1.0
16:50:22.962,-1.0
16:50:23.164,-1.0
16:50:23.366,-1.0
16:50:23.572,-1.0
16:50:23.778,-1.0
16:50:23.980,-1.0
16:50:24.182,-1.0
16:50:24.384,-1.0
16:50:24.586,-1.0
16:50:24.788,-1.0
16:50:24.993,-1.0
16:50:25.195,-1.0
16:50:25.398,-1.0
16:50:25.599,-1.0
16:50:25.801,-1.0
16:50:26.003,-1.0
16:50:26.205,-1.0
16:50:26.406,-1.0
16:50:26.609,-1.0
16:50:26.810,-1.0
16:50:27.011,-1.0
16:50:27.213,-1.0
16:50:27.414,-1.0
16:50:27.617,-1.0
16:50:27.820,-1.0
16:50:28.023,-1.0
16:50:28.225,-1.0
16:50:28.428,-1.0
16:50:28.632,-1.0
16:50:28.834,-1.0
16:50:29.036,-1.0
16:50:29.237,-1.0
16:50:29.438,-1.0
16:50:33.073,-1.0
16:50:33.274,-1.0
16:50:33.475,-1.0
16:50:33.677,-1.0
16:50:33.879,-1.0
16:50:34.079,-1.0
16:50:34.281,-1.0
16:50:34.483,-1.0
16:50:34.686,-1.0
16:50:34.890,-1.0
16:50:35.093,-1.0
16:50:35.296,-1.0
16:50:35.497,-1.0
16:50:35.698,-1.0
16:50:35.899,-1.0
16:50:36.100,-1.0
16:50:36.302,-1.0
16:50:36.504,-1.0
16:50:36.706,-1.0
16:50:36.910,-1.0
16:50:37.114,-1.0
16:50:37.317,-1.0
16:50:37.520,-1.0
16:50:37.723,-1.0
16:50:37.926,-1.0
16:50:38.127,-1.0
16:50:38.328,-1.0
16:50:38.530,-1.0
16:50:38.731,-1.0
16:50:38.933,-1.0
16:50:39.134,-1.0
16:50:39.335,-1.0
16:50:39.538,-1.0
16:50:39.740,-1.0
16:50:39.944,-1.0
16:50:40.145,-1.0
16:50:40.347,-1.0
16:50:40.551,-1.0
16:50:40.752,-1.0
16:50:40.956,-1.0
16:50:41.159,-1.0
16:50:41.360,-1.0
16:50:41.561,-1.0
16:50:41.765,-1.0
16:50:41.968,-1.0
16:50:42.169,-1.0
16:50:42.371,-1.0
16:50:42.574,-1.0
16:50:42.776,-1.0
16:50:42.980,-1.0
16:50:43.182,-1.0
16:50:43.386,-1.0
16:50:43.588,-1.0
16:50:43.789,-1.0
16:50:43.991,-1.0
16:50:44.195,-1.0
16:50:44.397,-1.0
16:50:44.600,-1.0
16:50:44.802,-1.0
16:50:45.004,-1.0
16:50:45.206,-1.0
16:50:45.408,-1.0
16:50:45.610,-1.0
16:50:45.811,-1.0
16:50:46.013,-1.0
16:50:46.214,-1.0
16:50:46.416,-1.0
16:50:46.618,-1.0
16:50:46.819,-1.0
16:50:47.021,-1.0
16:50:47.222,-1.0
16:50:47.428,-1.0
16:50:47.630,-1.0
16:50:47.831,-1.0
16:50:48.034,-1.0
16:50:48.236,-1.0
16:50:48.439,-1.0
16:50:48.641,-1.0
16:50:48.844,-1.0
16:50:49.047,-1.0
16:50:49.249,-1.0
16:50:49.450,-1.0
16:50:49.652,-1.0
16:50:49.853,-1.0
16:50:50.055,-1.0
16:50:50.257,-1.0
16:50:50.459,-1.0
16:50:50.660,-1.0
16:50:50.863,-1.0
16:50:51.065,-1.0
16:50:51.268,-1.0
16:50:51.471,-1.0
16:50:51.672,-1.0
16:50:51.874,-1.0
16:50:52.077,-1.0
16:50:52.278,-1.0
16:50:52.480,-1.0
16:50:52.684,-1.0
16:50:52.886,-1.0
16:50:53.092,-1.0
16:50:53.293,-1.0
16:50:53.497,-1.0
16:50:53.704,-1.0
16:50:53.908,-1.0
16:50:54.110,-1.0
16:50:54.314,-1.0
16:50:54.523,-1.0
16:50:54.725,-1.0
16:50:54.928,-1.0
16:50:55.131,-1.0
16:50:55.332,-1.0
16:50:55.534,-1.0
16:50:55.735,-1.0
16:50:55.937,-1.0
16:50:56.138,-1.0
16:50:56.341,-1.0
16:50:56.543,-1.0
16:50:56.747,-1.0
16:50:56.949,-1.0
16:50:57.151,-1.0
16:50:57.355,-1.0
16:50:57.556,-1.0
16:50:57.758,-1.0
16:50:57.959,-1.0
16:50:58.163,-1.0
16:50:58.365,-1.0
16:50:58.569,-1.0
16:50:58.771,-1.0
16:50:58.972,-1.0
16:50:59.174,-1.0
16:50:59.376,-1.0
16:50:59.577,-1.0
16:50:59.779,-1.0
16:50:59.981,-1.0
16:51:00.183,-1.0
16:51:00.385,-1.0
16:51:00.587,-1.0
16:51:00.788,-1.0
16:51:00.989,-1.0
16:51:01.191,-1.0
16:51:01.392,-1.0
16:51:01.594,-1.0
16:51:01.795,-1.0
16:51:01.998,-1.0
16:51:02.201,-1.0
16:51:02.402,-1.0
16:51:02.604,-1.0
16:51:02.806,-1.0
16:51:03.008,-1.0
16:51:03.212,-1.0
16:51:03.414,-1.0
16:51:03.616,-1.0
16:51:03.817,-1.0
16:51:04.019,-1.0
16:51:04.220,-1.0
16:51:04.422,-1.0
16:51:04.623,-1.0
16:51:04.827,-1.0
16:51:05.028,-1.0
16:51:05.230,-1.0
16:51:08.899,-1.0
16:51:09.100,-1.0
16:51:09.302,-1.0
16:51:09.504,-1.0
16:51:09.708,-1.0
16:51:09.911,-1.0
16:51:10.115,-1.0
16:51:10.317,-1.0
16:51:10.520,-1.0
16:51:10.724,-1.0
16:51:10.926,-1.0
16:51:11.130,-1.0
16:51:11.333,-1.0
16:51:11.534,-1.0
16:51:11.739,-1.0
16:51:11.940,-1.0
16:51:12.142,-1.0
16:51:12.347,-1.0
16:51:12.552,-1.0
16:51:12.754,-1.0
16:51:12.956,-1.0
16:51:13.158,-1.0
16:51:13.361,-1.0
16:51:13.563,-1.0
16:51:13.765,-1.0
16:51:13.967,-1.0
16:51:14.168,-1.0
16:51:14.370,-1.0
16:51:14.572,-1.0
16:51:14.776,-1.0
16:51:14.979,-1.0
16:51:15.181,-1.0
16:51:15.383,-1.0
16:51:15.584,-1.0
16:51:15.786,-1.0
16:51:15.990,-1.0
16:51:16.196,-1.0
16:51:16.400,-1.0
16:51:16.603,-1.0
16:51:16.804,-1.0
16:51:17.008,-1.0
16:51:17.210,-1.0
16:51:17.411,-1.0
16:51:17.614,-1.0
16:51:17.815,-1.0
16:51:18.017,-1.0
16:51:18.221,-1.0
16:51:18.423,-1.0
16:51:18.625,-1.0
16:51:18.826,-1.0
16:51:19.028,-1.0
16:51:19.230,-1.0
16:51:19.431,-1.0
16:51:19.632,-1.0
16:51:19.834,-1.0
16:51:20.036,-1.0
16:51:20.237,-1.0
16:51:20.439,-1.0
16:51:20.640,-1.0
16:51:20.841,-1.0
16:51:21.045,-1.0
16:51:21.247,-1.0
16:51:21.448,-1.0
16:51:21.650,-1.0
16:51:21.851,-1.0
16:51:22.052,-1.0
16:51:22.254,-1.0
16:51:22.456,-1.0
16:51:22.658,-1.0
16:51:22.860,-1.0
16:51:23.061,-1.0
16:51:23.263,-1.0
16:51:23.464,-1.0
16:51:23.667,-1.0
16:51:23.868,-1.0
16:51:24.070,-1.0
16:51:24.271,-1.0
