,A.AUTO1
14:00:00.915,-1
14:00:01.118,-1
14:00:01.321,-1
14:00:01.528,-1
14:00:01.734,-1
14:00:01.944,-1
14:00:02.147,-1
14:00:02.350,-1
14:00:02.553,-1
14:00:02.755,-1
14:00:02.956,-1
14:00:03.159,-1
14:00:03.362,-1
14:00:03.565,-1
14:00:03.767,-1
14:00:03.979,-1
14:00:04.182,-1
14:00:04.400,-1
14:00:04.603,-1
14:00:04.808,-1
14:00:05.010,-1
14:00:05.212,-1
14:00:05.436,-1
14:00:05.651,-1
14:00:05.855,-1
14:00:06.057,-1
14:00:06.259,-1
14:00:06.466,-1
14:00:06.669,-1
14:00:06.877,-1
14:00:07.079,-1
14:00:07.291,-1
14:00:07.494,-1
14:00:07.700,-1
14:00:07.910,-1
14:00:08.112,-1
14:00:08.322,-1
14:00:08.525,-1
14:00:08.730,-1
14:00:08.931,-1
14:00:09.133,-1
14:00:09.335,-1
14:00:09.538,-1
14:00:09.743,-1
14:00:09.947,-1
14:00:10.149,-1
14:00:10.354,-1
14:00:10.556,-1
14:00:10.761,-1
14:00:10.963,-1
14:00:11.165,-1
14:00:11.371,-1
14:00:11.574,-1
14:00:11.777,-1
14:00:11.980,-1
14:00:12.183,-1
14:00:12.389,-1
14:00:12.591,-1
14:00:12.797,-1
14:00:13.011,-1
14:00:13.217,-1
14:00:13.436,-1
14:00:13.646,-1
14:00:13.857,-1
14:00:14.060,-1
14:00:14.268,-1
14:00:14.473,-1
14:00:14.678,-1
14:00:14.880,-1
14:00:15.087,-1
14:00:15.292,-1
14:00:15.495,-1
14:00:15.702,-1
14:00:15.904,-1
14:00:16.107,-1
14:00:16.313,-1
14:00:16.515,-1
14:00:16.717,-1
14:00:16.922,-1
14:00:17.127,-1
14:00:17.330,-1
14:00:17.533,-1
14:00:17.735,-1
14:00:17.939,-1
14:00:18.141,-1
14:00:18.345,-1
14:00:18.549,-1
14:00:18.752,-1
14:00:18.954,-1
14:00:19.156,-1
14:00:19.365,-1
14:00:19.566,-1
14:00:19.770,-1
14:00:19.975,-1
14:00:20.177,-1
14:00:20.380,-1
14:00:20.582,-1
14:00:20.786,-1
14:00:20.988,-1
14:00:21.189,-1
14:00:21.391,-1
14:00:21.597,-1
14:00:21.799,-1
14:00:22.002,-1
14:00:22.208,-1
14:00:22.410,-1
14:00:22.618,-1
14:00:22.822,-1
14:00:23.024,-1
14:00:23.227,-1
14:00:23.429,-1
14:00:23.631,-1
14:00:23.835,-1
14:00:24.037,-1
14:00:24.239,-1
14:00:24.442,-1
14:00:24.649,-1
14:00:24.853,-1
14:00:25.058,-1
14:00:25.261,-1
14:00:29.052,-1
14:00:29.258,-1
14:00:29.460,-1
14:00:29.668,-1
14:00:29.870,-1
14:00:30.078,-1
14:00:30.280,-1
14:00:30.486,-1
14:00:30.690,-1
14:00:30.899,-1
14:00:31.103,-1
14:00:31.305,-1
14:00:31.509,-1
14:00:31.712,-1
14:00:31.913,-1
14:00:32.118,-1
14:00:32.322,-1
14:00:32.525,-1
14:00:32.727,-1
14:00:32.929,-1
14:00:33.134,-1
14:00:33.336,-1
14:00:33.546,-1
14:00:33.748,-1
14:00:33.952,-1
14:00:34.155,-1
14:00:34.374,-1
14:00:34.580,-1
14:00:34.804,-1
14:00:35.025,-1
14:00:35.241,-1
14:00:35.475,-1
14:00:35.715,-1
14:00:35.919,-1
14:00:36.124,-1
14:00:36.329,-1
14:00:36.533,-1
14:00:36.736,-1
14:00:36.939,-1
