,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:00:31.178,0.0,0.0,1.0,180.0,-0.5,10.0,-1.0,-0.5,18.0,67.0,57.0,2500.0,25.0,0.0,0.0,0.0,7.0,0.275,3.0,10.0,0.2,0.018,1.0,-45.0,-180.0
14:00:36.251,0.0,0.0,1.0,77.0,-0.5,680.0,-1.0,-0.5,180.0,71.0,9.0,3500.0,25.0,0.0,100.0,100.0,9.0,0.24,3.0,2.0,0.05,0.017,1.0,180.0,-180.0
14:00:43.364,0.0,0.0,1.0,-35.0,-0.5,380.0,-1.0,-0.5,-95.0,60.0,100.0,2200.0,126.0,0.0,100.0,100.0,1.0,0.6,3.0,4.0,0.01,0.02,1.0,180.0,-73.0
14:00:47.609,0.0,0.0,1.0,-180.0,-0.5,280.0,-1.0,-0.5,13.0,100.0,77.0,2800.0,250.0,0.0,100.0,0.0,1.0,0.21,3.0,10.0,0.17,0.0,1.0,50.0,-180.0
14:00:56.032,0.0,0.0,1.0,-180.0,-0.5,200.0,-1.0,-0.5,93.0,73.0,51.0,1300.0,25.0,0.0,1.0,0.0,10.0,0.375,3.0,6.0,0.01,0.01,1.0,17.0,-15.0
14:01:06.277,0.0,0.0,1.0,108.0,-0.5,580.0,-1.0,-0.5,180.0,24.0,62.0,0.0,174.0,0.0,20.0,100.0,7.0,0.505,3.0,10.0,0.18,0.014,1.0,29.0,-28.0
14:01:10.940,0.0,0.0,1.0,-61.0,-0.5,330.0,-1.0,-0.5,180.0,17.0,25.0,3000.0,87.0,0.0,0.0,0.0,5.0,0.475,3.0,3.0,0.2,0.02,1.0,-136.0,-180.0
14:01:16.364,0.0,0.0,1.0,180.0,-0.5,130.0,-1.0,-0.5,-37.0,0.0,0.0,4300.0,87.0,0.0,38.0,42.0,1.0,0.6,3.0,9.0,0.04,0.018,1.0,-145.0,180.0
14:01:20.506,0.0,0.0,1.0,-180.0,-0.5,0.0,-1.0,-0.5,-151.0,22.0,75.0,1600.0,250.0,0.0,0.0,63.0,10.0,0.6,3.0,10.0,0.2,0.004,1.0,-180.0,-180.0
14:01:24.882,0.0,0.0,1.0,7.0,-0.5,1000.0,-1.0,-0.5,-180.0,50.0,89.0,700.0,91.0,0.0,100.0,43.0,2.0,0.18,3.0,1.0,0.06,0.008,1.0,-128.0,-26.0
14:01:30.215,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,180.0,81.0,5.0,3900.0,66.0,0.0,83.0,100.0,10.0,0.18,3.0,10.0,0.14,0.01,1.0,180.0,180.0
14:01:34.273,0.0,0.0,1.0,-36.0,-0.5,350.0,-1.0,-0.5,29.0,0.0,0.0,3200.0,110.0,0.0,94.0,96.0,8.0,0.435,3.0,1.0,0.1,0.016,1.0,71.0,114.0
14:01:42.232,0.0,0.0,1.0,-180.0,-0.5,0.0,-1.0,-0.5,-13.0,43.0,93.0,3300.0,250.0,0.0,58.0,100.0,8.0,0.6,3.0,5.0,0.09,0.0,1.0,-120.0,180.0
14:01:46.626,0.0,0.0,1.0,-180.0,-0.5,0.0,-1.0,-0.5,-19.0,61.0,77.0,200.0,206.0,0.0,30.0,26.0,2.0,0.535,3.0,4.0,0.03,0.009,1.0,-35.0,180.0
14:01:52.067,0.0,0.0,1.0,28.0,-0.5,1000.0,-1.0,-0.5,-180.0,0.0,0.0,0.0,188.0,0.0,46.0,0.0,2.0,0.545,3.0,1.0,0.05,0.006,1.0,70.0,180.0
14:01:56.319,0.0,0.0,1.0,180.0,-0.5,830.0,-1.0,-0.5,-130.0,95.0,52.0,900.0,25.0,0.0,93.0,18.0,1.0,0.495,3.0,6.0,0.2,0.014,1.0,-12.0,44.0
14:02:00.780,0.0,0.0,1.0,31.0,-0.5,870.0,-1.0,-0.5,-116.0,7.0,0.0,1300.0,148.0,0.0,79.0,0.0,8.0,0.33,3.0,3.0,0.11,0.002,1.0,-73.0,-140.0
14:02:06.161,0.0,0.0,1.0,-55.0,-0.5,990.0,-1.0,-0.5,100.0,0.0,80.0,4500.0,62.0,0.0,0.0,5.0,4.0,0.6,3.0,7.0,0.17,0.0,1.0,144.0,-50.0
14:02:10.167,0.0,0.0,1.0,-141.0,-0.5,70.0,-1.0,-0.5,180.0,40.0,46.0,4500.0,250.0,0.0,100.0,100.0,1.0,0.335,3.0,6.0,0.01,0.0,1.0,-180.0,45.0
14:02:23.454,0.0,0.0,1.0,-167.0,-0.5,650.0,-1.0,-0.5,-175.0,100.0,100.0,4500.0,250.0,0.0,100.0,64.0,10.0,0.41,3.0,10.0,0.01,0.01,1.0,69.0,51.0
14:02:27.196,0.0,0.0,1.0,110.0,-0.5,140.0,-1.0,-0.5,180.0,80.0,38.0,1100.0,25.0,0.0,97.0,69.0,1.0,0.415,3.0,2.0,0.15,0.007,1.0,-180.0,-154.0
