time_stamp,RTL_ALT,chan4_raw,MODE,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
13:55:14,1500.0,1500.0,AUTO,-35.36236945,149.1666302,49993.0,-51.0,680.5,-4.5,-154.5,-4.0,-998.5,41.5,51.5,-9.0,0.020859231241047382,-0.14228741824626923,2.1473474502563477,0.041135987266898155,0.05035843141376972,-0.01005508890375495
13:55:16,1500.0,1500.0,AUTO,-35.362376100000006,149.16676435,50104.5,-41.5,567.0,1.0,-133.5,-26.5,-976.5,11.5,35.0,61.0,0.0646839328110218,-0.05640264227986336,2.151476740837097,0.012235790491104126,0.033802540972828865,0.060463668778538704
13:55:18,1500.0,1500.0,AUTO,-35.3623815,149.16686675,50049.0,-25.0,334.5,4.5,-82.5,-6.0,-1000.5,-185.0,-15.5,-82.0,0.0749100111424923,0.024892065674066544,2.153658151626587,-0.18754711747169495,-0.017416201066225767,-0.08299081958830357
13:55:20,1500.0,1500.0,AUTO,-35.36239005,149.16691465,50018.5,-102.5,30.5,4.5,-11.5,-49.0,-1012.0,-277.0,33.5,11.0,0.17484558373689651,0.10149090364575386,2.166715383529663,-0.2765172906219959,0.03186703193932772,0.010237224400043488
13:55:22,1500.0,1515.0,AUTO,-35.3624174,149.16689465000002,49960.5,-227.5,-250.0,5.0,-16.5,-68.5,-1016.0,135.0,40.0,717.0,0.21028897911310196,-0.07749105617403984,-0.012099027633666992,0.1330845463089645,0.03797404281795025,0.7160138189792633
13:55:24,1500.0,1500.0,AUTO,-35.3624739,149.1668182,49935.0,-371.5,-421.0,4.5,-95.0,-61.5,-1000.5,22.5,40.5,-1.0,0.07076903432607651,-0.21327964961528778,-2.3289676904678345,0.02095368504524231,0.03840236738324165,-0.0025360541767440736
13:55:26,1500.0,1500.0,AUTO,-35.36255015,149.1667154,49990.0,-457.5,-510.5,-3.0,-128.0,-83.0,-992.5,-19.0,37.5,-4.5,0.0791424885392189,-0.16414935886859894,-2.3277668952941895,-0.02151825651526451,0.035893406718969345,-0.006415983196347952
13:55:28,1500.0,1500.0,AUTO,-35.3626339,149.1666029,50072.0,-466.0,-510.0,2.0,-131.0,-80.0,-982.0,28.0,-9.5,1.5,0.0821828693151474,-0.13156141340732574,-2.324569821357727,0.02638301160186529,-0.012918733060359955,-0.00023684394545853138
13:55:30,1500.0,1500.0,AUTO,-35.362717950000004,149.16649089999999,50016.5,-475.0,-507.5,1.5,-131.5,-82.5,-988.5,26.0,5.5,9.0,0.07933035120368004,-0.13529440760612488,-2.330004930496216,0.024640378542244434,0.0027803252451121807,0.007668948965147138
13:55:32,1500.0,1542.0,AUTO,-35.3628025,149.16637989999998,50009.5,-475.5,-502.0,1.0,-134.5,-79.0,-993.0,-21.5,6.0,33.0,0.07678082585334778,-0.13571907579898834,-2.3263548612594604,-0.023198967101052403,0.003613061970099807,0.03205308597534895
13:55:34,1500.0,1542.0,AUTO,-35.36288705,149.16627015,50020.0,-470.5,-499.5,1.0,-160.5,-44.5,-994.0,4.5,19.0,148.5,0.04224308207631111,-0.15253321826457977,-2.0352290868759155,0.002472624182701111,0.017573240911588073,0.14742165058851242
13:55:36,1500.0,1500.0,AUTO,-35.36297125,149.16616015,50008.5,-469.0,-496.0,0.0,-148.5,-30.0,-987.0,12.0,-2.0,-1.5,0.02209359873086214,-0.1550402268767357,-1.930564522743225,0.01005663350224495,-0.004724535159766674,-0.0028768007177859545
13:55:38,1500.0,1500.0,AUTO,-35.363055599999996,149.16605085,50000.0,-468.5,-496.0,-0.5,-153.0,-25.5,-992.0,20.5,3.0,4.0,0.03161940537393093,-0.15350263565778732,-1.931339979171753,0.018642199225723743,0.0002963258884847164,0.002516339998692274
13:55:40,1500.0,1500.0,AUTO,-35.3631393,149.16594205,49987.0,-467.0,-498.0,-0.5,-154.5,-33.5,-989.5,15.0,11.5,4.5,0.024658527225255966,-0.15666379779577255,-1.9316223859786987,0.013372981688007712,0.009665433084592223,0.003149887779727578
13:55:42,1500.0,1500.0,AUTO,-35.3632206,149.16583624999998,50086.5,-415.0,-446.5,-3.0,-129.0,-28.5,-970.0,-303.0,36.5,-0.5,0.05318167991936207,-0.07184126228094101,-1.9276393055915833,-0.3055894747376442,0.03466058615595102,-0.0023704543709754944
13:55:44,1500.0,1814.0,AUTO,-35.3632835,149.16575255,50070.5,-268.0,-296.5,5.0,-77.0,93.0,-1002.5,808.0,63.5,701.0,0.07583208382129669,-0.03999458998441696,-1.0133552253246307,0.8059921264648438,0.061810219660401344,0.6995372772216797
13:55:46,1500.0,1500.0,AUTO,-35.3633181,149.1657057,50001.0,-122.5,-127.5,1.5,21.5,8.0,-1008.5,-474.5,-16.0,-3.5,0.020426957868039608,-0.08356671407818794,0.24926884472370148,-0.4753665179014206,-0.018398057320155203,-0.005653617903590202
13:55:48,1500.0,1500.0,AUTO,-35.36332975,149.1656908,49991.0,-21.5,-18.5,0.0,4.0,25.5,-1000.5,75.5,13.5,0.0,0.016005851794034243,-0.03322504833340645,0.21649246662855148,0.07193875312805176,0.01182460249401629,-0.0019231457263231277
13:55:50,1500.0,1500.0,AUTO,-35.363331450000004,149.16569015,50002.5,4.0,7.0,0.0,0.5,-5.0,-996.5,250.0,-2.5,-4.5,0.005745353642851114,-0.0035722170723602176,0.21602007001638412,0.2495687697082758,-0.005093962885439396,-0.0068170419544912875
13:55:52,1500.0,1500.0,AUTO,-35.36333315,149.165689,50005.5,-6.0,-10.5,0.0,2.0,8.0,-997.0,-211.0,-31.5,-8.0,-0.00474837939691497,-0.01648157462477684,0.21559734642505646,-0.21442458033561707,-0.0343987625092268,-0.010652950964868069
13:55:54,1500.0,1500.0,AUTO,-35.3633329,149.1656897,50006.0,23.5,12.5,0.0,-2.0,-26.5,-1002.0,-189.0,62.0,9.5,0.0005081235431134701,-0.003013158682733774,0.21576109528541565,-0.1895078793168068,0.06026354059576988,0.006987749598920345
