,A.AUTO1
13:53:41.729,-1
13:53:41.930,-1
13:53:42.131,-1
13:53:42.333,-1
13:53:42.536,-1
13:53:42.737,-1
13:53:42.939,-1
13:53:43.140,-1
13:53:43.340,-1
13:53:43.541,-1
13:53:43.742,-1
13:53:43.943,-1
13:53:44.145,-1
13:53:44.348,-1
13:53:44.551,-1
13:53:44.752,-1
13:53:44.953,-1
13:53:45.154,-1
13:53:45.355,-1
13:53:45.556,-1
13:53:45.757,-1
13:53:45.958,-1
13:53:46.160,-1
13:53:46.362,-1
13:53:46.564,-1
13:53:46.764,-1
13:53:46.965,-1
13:53:47.166,-1
13:53:47.367,-1
13:53:47.569,-1
13:53:47.770,-1
13:53:47.971,-1
13:53:48.172,-1
13:53:48.373,-1
13:53:48.576,-1
13:53:48.779,-1
13:53:48.980,-1
13:53:49.181,-1
13:53:49.382,-1
13:53:49.583,-1
13:53:49.786,-1
13:53:49.987,-1
13:53:50.190,-1
13:53:50.393,-1
13:53:50.596,-1
13:53:50.797,-1
13:53:50.998,-1
13:53:51.199,-1
13:53:51.400,-1
13:53:51.601,-1
13:53:51.802,-1
13:53:52.004,-1
13:53:52.207,-1
13:53:52.410,-1
13:53:52.613,-1
13:53:52.814,-1
13:53:53.015,-1
13:53:53.216,-1
13:53:53.416,-1
13:53:53.617,-1
13:53:53.818,-1
13:53:54.019,-1
13:53:54.221,-1
13:53:54.423,-1
13:53:54.624,-1
13:53:54.825,-1
13:53:55.027,-1
13:53:55.228,-1
13:53:55.429,-1
13:53:55.630,-1
13:53:55.831,-1
13:53:56.032,-1
13:53:56.233,-1
13:53:56.434,-1
13:53:56.636,-1
13:53:56.837,-1
13:53:57.038,-1
13:53:57.239,-1
13:53:57.440,-1
13:53:57.641,-1
13:53:57.842,-1
13:53:58.047,-1
13:53:58.248,-1
13:53:58.450,-1
13:53:58.652,-1
13:53:58.852,-1
13:53:59.054,-1
13:53:59.254,-1
13:53:59.455,-1
13:53:59.656,-1
13:53:59.857,-1
13:54:00.059,-1
13:54:00.263,-1
13:54:00.465,-1
13:54:00.666,-1
13:54:00.868,-1
13:54:01.069,-1
13:54:01.270,-1
13:54:01.471,-1
13:54:01.672,-1
13:54:01.873,-1
13:54:02.075,-1
13:54:02.276,-1
13:54:02.478,-1
13:54:02.680,-1
13:54:02.882,-1
13:54:03.083,-1
13:54:03.284,-1
13:54:03.485,-1
13:54:03.686,-1
13:54:03.887,-1
13:54:04.088,-1
13:54:04.290,-1
13:54:04.491,-1
13:54:04.693,-1
13:54:04.893,-1
13:54:05.094,-1
13:54:05.296,-1
13:54:05.497,-1
13:54:05.698,-1
13:54:05.899,-1
13:54:06.100,-1
13:54:06.301,-1
13:54:06.503,-1
13:54:06.704,-1
13:54:06.905,-1
13:54:07.106,-1
13:54:07.307,-1
13:54:07.508,-1
13:54:07.709,-1
13:54:07.911,-1
13:54:08.112,-1
13:54:08.314,-1
13:54:08.515,-1
13:54:08.717,-1
13:54:08.918,-1
13:54:09.119,-1
13:54:09.320,-1
13:54:09.521,-1
13:54:09.722,-1
13:54:09.923,-1
13:54:10.124,-1
13:54:10.326,-1
13:54:10.527,-1
13:54:10.729,-1
13:54:10.929,-1
13:54:11.130,-1
13:54:11.332,-1
13:54:11.533,-1
13:54:11.734,-1
13:54:11.935,-1
13:54:12.136,-1
13:54:12.337,-1
13:54:12.539,-1
13:54:12.740,-1
13:54:12.941,-1
13:54:13.142,-1
13:54:13.343,-1
13:54:13.545,-1
13:54:13.746,-1
13:54:13.947,-1
13:54:14.149,-1
13:54:14.350,-1
13:54:14.551,-1
13:54:14.754,-1
13:54:14.955,-1
13:54:15.156,-1
13:54:15.357,-1
13:54:15.559,-1
13:54:15.760,-1
13:54:15.960,-1
13:54:16.162,-1
13:54:16.365,-1
13:54:16.567,-1
13:54:16.768,-1
13:54:16.970,-1
13:54:17.171,-1
13:54:17.372,-1
13:54:17.574,-1
13:54:17.775,-1
13:54:17.976,-1
13:54:18.178,-1
13:54:18.380,-1
13:54:18.582,-1
13:54:18.783,-1
13:54:18.984,-1
13:54:19.185,-1
13:54:19.386,-1
13:54:19.587,-1
13:54:19.789,-1
13:54:19.990,-1
13:54:20.192,-1
13:54:20.393,-1
13:54:20.594,-1
13:54:20.797,-1
13:54:20.998,-1
13:54:21.199,-1
13:54:21.400,-1
13:54:21.601,-1
13:54:21.802,-1
13:54:22.004,-1
13:54:22.205,-1
13:54:22.406,-1
13:54:22.608,-1
13:54:22.809,-1
13:54:23.010,-1
13:54:23.211,-1
13:54:23.411,-1
13:54:23.613,-1
13:54:23.814,-1
13:54:24.015,-1
13:54:24.216,-1
13:54:24.417,-1
13:54:24.619,-1
13:54:24.820,-1
13:54:25.021,-1
13:54:25.221,-1
13:54:25.423,-1
13:54:25.624,-1
13:54:25.824,-1
13:54:26.025,-1
13:54:26.227,-1
13:54:26.428,-1
13:54:26.629,-1
13:54:26.830,-1
13:54:27.031,-1
13:54:27.232,-1
13:54:27.433,-1
13:54:27.634,-1
13:54:27.835,-1
13:54:28.038,-1
13:54:28.239,-1
13:54:28.442,-1
13:54:28.643,-1
13:54:28.843,-1
13:54:29.044,-1
13:54:29.245,-1
13:54:29.446,-1
13:54:29.647,-1
13:54:29.848,-1
13:54:30.051,-1
13:54:30.251,-1
13:54:30.453,-1
13:54:30.655,-1
13:54:30.855,-1
13:54:31.056,-1
13:54:31.257,-1
13:54:31.458,-1
13:54:31.659,-1
13:54:31.860,-1
13:54:32.062,-1
13:54:32.264,-1
13:54:32.465,-1
13:54:32.666,-1
13:54:32.867,-1
13:54:33.068,-1
13:54:33.270,-1
13:54:33.471,-1
13:54:33.672,-1
13:54:33.873,-1
13:54:34.075,-1
13:54:34.276,-1
13:54:34.478,-1
13:54:34.679,-1
13:54:34.880,-1
13:54:35.082,-1
13:54:35.283,-1
13:54:35.484,-1
13:54:35.685,-1
13:54:35.886,-1
13:54:36.087,-1
13:54:36.289,-1
13:54:36.490,-1
13:54:36.693,-1
13:54:36.894,-1
13:54:37.095,-1
13:54:37.296,-1
13:54:37.497,-1
13:54:37.699,-1
13:54:37.900,-1
13:54:38.101,-1
13:54:38.303,-1
13:54:38.505,-1
13:54:38.707,-1
13:54:38.908,-1
13:54:39.109,-1
13:54:39.310,-1
13:54:39.512,-1
13:54:39.713,-1
13:54:39.914,-1
13:54:40.116,-1
13:54:40.317,-1
13:54:40.518,-1
13:54:40.720,-1
13:54:40.921,-1
13:54:41.122,-1
13:54:41.323,-1
13:54:41.524,-1
13:54:41.725,-1
13:54:41.926,-1
13:54:42.127,-1
13:54:42.328,-1
13:54:42.529,-1
13:54:42.732,-1
13:54:42.933,-1
13:54:43.134,-1
13:54:43.335,-1
13:54:43.536,-1
13:54:43.737,-1
13:54:43.938,-1
13:54:44.139,-1
