time_stamp,RTL_ALT,MODE,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
12:27:56,1500.0,AUTO,-35.363262119999995,149.16523755999998,684.6,0.0,4.8,-57.6,0.0121866290923208,-0.00034787552431225777,0.020311327278614046,0.01837384175742045,-0.002953605877701193,0.0019545302959159015,0.0,0.8,-1003.6,18.8,-2.6,1.0
12:27:58,1500.0,AUTO,-35.36326095,149.16524555,4766.0,-2.0,26.0,-149.0,-0.042086463421583176,0.011990532279014587,-0.08402746170759201,-0.04427803959697485,-0.024123855866491795,-0.03136082738637924,4.0,-6.0,-1001.0,-43.0,-22.5,-31.0
12:28:00,1500.0,AUTO,-35.3632613,149.16523934999998,7850.5,-2.5,-57.0,-150.5,0.004003769950941205,-0.00010095839388668537,-0.09370721504092216,0.06647556275129318,0.014126495458185673,0.002559893298894167,-7.0,12.0,-1003.0,66.5,14.5,1.5
12:28:02,1500.0,AUTO,-35.3632624,149.16523515,10968.0,-2.0,18.5,-149.5,0.005483392218593508,-0.00379827874712646,-0.08519336581230164,-0.051414843648672104,-0.004442287841811776,-0.011543361935764551,3.0,-2.5,-1002.0,-50.0,-3.5,-11.0
12:28:04,1500.0,AUTO,-35.363262,149.16523610000002,14086.5,3.0,-4.5,-152.0,0.001211121678352356,0.0029023524839431047,-0.13432972133159637,0.012771119829267263,0.00578998401761055,-0.020263484679162502,-2.0,0.0,-1000.0,13.0,6.0,-20.0
12:28:06,1500.0,AUTO,-35.3632616,149.1652354,17206.0,-2.0,4.0,-152.5,0.007215404184535146,0.005606035934761167,-0.1662117913365364,-0.0031435941345989704,-0.0015134813729673624,-0.013837114442139864,0.0,0.0,-999.5,-2.0,0.0,-13.5
12:28:08,1500.0,AUTO,-35.3632617,149.16523615,20326.5,-3.0,5.0,-153.0,0.0021182349883019924,0.0035796581069007516,-0.2001827284693718,-0.001536256109829992,0.0005510656337719411,-0.021624083630740643,0.0,0.0,-1000.0,-0.5,1.0,-21.5
12:28:10,1500.0,AUTO,-35.3632618,149.1652366,23457.5,-2.0,3.0,-153.0,0.0019417774165049195,0.00293015968054533,-0.24013718217611313,0.002240134868770838,-0.00018221195205114782,-0.019107384607195854,0.0,0.0,-1000.0,3.0,0.0,-18.5
12:28:12,1500.0,AUTO,-35.36326215,149.1652366,26573.0,-5.0,-0.5,-153.0,0.008097399957478046,0.0032243416644632816,-0.24344386905431747,0.014819677686318755,-0.004971672547981143,0.026061076670885086,0.0,0.5,-1000.0,15.0,-3.5,25.5
12:28:14,1500.0,AUTO,-35.3632624,149.1652374,29640.0,0.0,8.0,-153.0,0.0017266500508412719,0.001849085558205843,-0.19771844148635864,-0.00626798253506422,0.0006290384917519987,0.021570811048150063,0.0,-1.0,-1000.0,-5.0,1.0,21.0
12:28:16,1500.0,AUTO,-35.36326235,149.16523795,32170.5,0.0,2.0,-153.0,-0.00021122557518538088,0.0012227414408698678,-0.16990506649017334,0.0006792928325012326,0.0009259894723072648,0.014946863520890474,0.0,-0.5,-1000.0,1.5,1.5,14.0
