time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,MODE
18:25:07,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.00045256316661834717,0.0009132022969424725,0.02323795296251774,0.00018802768317982554,0.0002712778514251113,0.001885237405076623,-35.3632621,149.1652374,9.0,-1.0,0.0,-3.0,1500.0,STABILIZE
18:25:11,0.0,1.0,-1000.0,0.3333333333333333,0.0,0.0,-0.0004478343325899914,0.0009762689005583525,0.021915226243436337,0.0003316232468932867,0.00033403217094019055,0.0016824615304358304,-35.363262133333336,149.1652376,0.0,-1.0,2.0,1.0,1500.0,STABILIZE
18:25:23,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.0009213726734742522,0.0009829802826667826,0.020801445469260216,0.0002900264225900173,0.00027120237549146015,0.0015656999312341213,-35.3632622,149.1652375,0.0,-1.0,1.0,2.0,1500.0,STABILIZE
18:25:25,0.0,-1.0,-1039.7142857142858,31.571428571428573,-4.428571428571429,1.5714285714285714,0.02329635964373925,-0.0016440706427342125,0.019687553867697716,0.031210245805725987,-0.005303634696507028,0.0022800031916371415,-35.363262014285716,149.16523774285716,1392.4285714285713,1.1428571428571428,8.857142857142858,-133.85714285714286,1500.0,AUTO
18:25:27,4.5,-9.25,-1003.75,-83.0,6.0,-71.75,-0.020992782898247242,0.0252681584097445,-0.07322355546057224,-0.08414304675534368,0.005757535807788372,-0.07180070783942938,-35.363261075,149.16524385,4150.75,1.25,43.25,-146.75,1500.0,AUTO
18:25:29,-4.666666666666667,7.333333333333333,-1001.8333333333334,54.0,9.5,4.0,-0.036904288450993285,-0.015808428016801674,-0.0794230302174886,0.053688104885319866,0.009307882224675268,0.0049728301431362825,-35.363261550000004,149.16524336666666,6848.0,1.1666666666666667,-44.666666666666664,-149.5,1500.0,AUTO
18:25:31,4.0,0.0,-999.0,-69.0,-47.0,20.0,0.024542585015296936,0.012231364846229553,-0.09781251847743988,-0.0706857368350029,-0.04762239381670952,0.020212695002555847,-35.3632617,149.1652344,10794.0,-16.0,19.0,-149.0,1500.0,AUTO
18:25:33,-1.0,0.0,-1000.0,14.0,9.0,-27.0,-0.00641381973400712,-0.006781292613595724,-0.11752934753894806,0.013421814888715744,0.009208154864609241,-0.02673964574933052,-35.3632628,149.1652367,13896.0,4.0,-2.0,-152.0,1500.0,AUTO
18:25:35,-1.6666666666666667,0.0,-999.8333333333334,4.833333333333333,5.833333333333333,-19.5,0.007709037745371461,0.004702001523886186,-0.15115425487359366,0.0045700086920987815,0.00573388262030979,-0.019942888834824164,-35.36326201666667,149.1652358,16050.333333333334,4.333333333333333,-2.8333333333333335,-153.0,1500.0,AUTO
18:25:37,0.0,0.0,-999.5,-1.5,0.0,-15.5,0.0033252686262130737,0.004720052937045693,-0.1905207261443138,-0.002439473435515538,-0.0007939411734696478,-0.016382409259676933,-35.3632615,149.16523595,20120.5,-3.0,6.0,-153.0,1500.0,AUTO
18:25:41,0.0,0.5,-1000.5,15.75,1.75,8.75,-0.0030480656714644283,0.004410491732414812,-0.25028349459171295,0.015138945076614618,0.0012144781212555245,0.009000829188153148,-35.3632619,149.16523667500002,25984.25,-4.25,-1.75,-152.75,1500.0,AUTO
18:25:43,0.3333333333333333,-0.3333333333333333,-1000.0,-5.5,1.6666666666666667,21.833333333333332,0.006203089472061644,0.001317886752076447,-0.21069210767745972,-0.006730272822702925,0.0008275378592467556,0.022409533771375816,-35.36326236666667,149.16523691666666,28868.333333333332,-1.1666666666666667,7.833333333333333,-153.0,1500.0,AUTO
18:25:45,0.0,-0.14285714285714285,-1000.0,2.4285714285714284,1.4285714285714286,16.0,-0.00018857919037275548,0.0014990011030542,-0.17116792500019073,0.002000856030333255,0.0008468057744071952,0.01670592264937503,-35.36326232857143,149.16523795714286,32181.428571428572,0.0,2.7142857142857144,-153.0,1500.0,AUTO
18:25:47,0.0,0.0,-1000.0,-1.0,0.0,10.0,0.001697203260846436,0.0010533086024224758,-0.14137111604213715,-0.002311157062649727,-0.000404616876039654,0.010194934904575348,-35.3632622,149.1652379,35613.0,0.0,0.0,-153.0,1500.0,AUTO
18:25:49,0.0,0.0,-999.8333333333334,2.5,1.0,9.833333333333334,0.0022868093801662326,0.0014900738024152815,-0.12615520879626274,0.001587428986870994,0.0005024912631294379,0.010382550613333782,-35.36326215,149.16523771666667,37913.0,0.0,0.0,-153.0,1500.0,AUTO
18:25:54,0.0,0.0,-1000.1666666666666,1.1666666666666667,0.6666666666666666,7.333333333333333,0.0024454350350424647,0.0015983188447232048,-0.10991101587812106,0.00018107729071440795,-0.00013008687528781593,0.007495421372974913,-35.36326209999999,149.16523748333333,41028.0,-0.6666666666666666,0.3333333333333333,-153.0,1500.0,AUTO
18:25:56,0.0,0.0,-1000.0,1.1666666666666667,0.6666666666666666,6.166666666666667,0.002083913733561834,0.0012891564013746877,-0.09693167110284169,0.00045337973278947175,2.688369325672587e-06,0.006508934466789166,-35.363262,149.1652374,44149.333333333336,-1.0,1.0,-153.0,1500.0,AUTO
18:26:01,-1.4,3.0,-972.0,23.0,36.4,-31.2,0.034690655395388605,-0.032636546343564984,0.28262385725975037,0.020854865573346613,0.036050517857074735,-0.0320392906665802,-35.36326428,149.16523278,49558.8,11.8,11.8,-53.2,1500.0,AUTO
