,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
12:22:53.269,69885.0,0.25,0.1,1000.0,30.0,4.7,4600.0,1000.0,6358.0,3000.0
12:22:57.283,200.0,0.25,0.1,1000.0,30.0,3.8,16100.0,1000.0,23049.0,3000.0
12:23:01.312,300000.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,15625.0,1340.0
12:23:05.339,176124.0,0.25,0.1,1000.0,30.0,4.5,8400.0,1000.0,10327.0,2150.0
12:23:09.353,200.0,0.25,0.1,1000.0,30.0,4.8,18000.0,1000.0,5500.0,70.0
12:23:13.374,91703.0,0.25,0.1,1000.0,30.0,3.7,11500.0,1000.0,19277.0,280.0
12:23:17.394,111554.0,0.25,0.1,1000.0,30.0,2.3,5400.0,1000.0,32000.0,2450.0
12:23:21.425,75737.0,0.25,0.1,1000.0,30.0,0.0,10600.0,1000.0,15351.0,2060.0
12:23:25.452,255448.0,0.25,0.1,1000.0,30.0,5.1,9400.0,1000.0,1815.0,840.0
12:23:29.510,300000.0,0.25,0.1,1000.0,30.0,2.3,11300.0,1000.0,13652.0,2700.0
12:23:33.040,300000.0,0.25,0.1,1000.0,30.0,5.1,3100.0,1000.0,934.0,700.0
12:23:37.064,200.0,0.25,0.1,1000.0,30.0,3.4,12400.0,1000.0,14184.0,0.0
12:23:41.100,300000.0,0.25,0.1,1000.0,30.0,5.1,9900.0,1000.0,19873.0,2120.0
12:23:45.124,150102.0,0.25,0.1,1000.0,30.0,4.6,6300.0,1000.0,16625.0,0.0
12:23:49.163,256827.0,0.25,0.1,1000.0,30.0,5.1,8600.0,1000.0,24647.0,1030.0
12:23:53.182,81459.0,0.25,0.1,1000.0,30.0,2.0,18000.0,1000.0,32000.0,850.0
12:23:57.192,200.0,0.25,0.1,1000.0,30.0,3.3,500.0,1000.0,687.0,1880.0
12:24:01.212,88045.0,0.25,0.1,1000.0,30.0,3.6,500.0,1000.0,28543.0,2440.0
12:24:05.236,133719.0,0.25,0.1,1000.0,30.0,1.1,4600.0,1000.0,32000.0,2200.0
12:24:09.260,67060.0,0.25,0.1,1000.0,30.0,3.7,17000.0,1000.0,17017.0,2430.0
12:24:13.294,300000.0,0.25,0.1,1000.0,30.0,4.6,4800.0,1000.0,0.0,0.0
12:24:17.316,105043.0,0.25,0.1,1000.0,30.0,4.0,5000.0,1000.0,1772.0,300.0
12:24:21.337,48842.0,0.25,0.1,1000.0,30.0,2.8,16300.0,1000.0,10612.0,250.0
12:24:25.379,300000.0,0.25,0.1,1000.0,30.0,3.8,7400.0,1000.0,31519.0,750.0
12:24:29.405,200.0,0.25,0.1,1000.0,30.0,1.9,5100.0,1000.0,15016.0,2210.0
12:24:33.419,200.0,0.25,0.1,1000.0,30.0,1.8,17900.0,1000.0,6889.0,120.0
12:24:37.454,253576.0,0.25,0.1,1000.0,30.0,1.8,3700.0,1000.0,20688.0,0.0
12:24:41.486,300000.0,0.25,0.1,1000.0,30.0,5.1,3400.0,1000.0,8989.0,1420.0
12:24:45.504,61341.0,0.25,0.1,1000.0,30.0,4.4,18000.0,1000.0,6094.0,1690.0
12:24:49.034,270116.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,29092.0,1900.0
12:24:53.062,207046.0,0.25,0.1,1000.0,30.0,3.3,17300.0,1000.0,30696.0,730.0
12:24:57.084,65446.0,0.25,0.1,1000.0,30.0,0.5,8800.0,1000.0,21908.0,1330.0
12:25:01.113,176947.0,0.25,0.1,1000.0,30.0,4.0,13800.0,1000.0,26088.0,90.0
12:25:05.132,200.0,0.25,0.1,1000.0,30.0,5.1,8300.0,1000.0,3257.0,2060.0
12:25:09.163,300000.0,0.25,0.1,1000.0,30.0,2.8,13200.0,1000.0,14104.0,490.0
12:25:13.189,18029.0,0.25,0.1,1000.0,30.0,0.0,3500.0,1000.0,32000.0,3000.0
12:25:17.221,230930.0,0.25,0.1,1000.0,30.0,2.3,11600.0,1000.0,32000.0,2710.0
12:25:21.266,300000.0,0.25,0.1,1000.0,30.0,0.0,5700.0,1000.0,30936.0,2410.0
12:25:25.293,251628.0,0.25,0.1,1000.0,30.0,2.0,1400.0,1000.0,0.0,190.0
12:25:29.326,244465.0,0.25,0.1,1000.0,30.0,1.2,5700.0,1000.0,1555.0,220.0
12:25:33.364,300000.0,0.25,0.1,1000.0,30.0,2.2,18000.0,1000.0,0.0,1710.0
12:25:37.392,233174.0,0.25,0.1,1000.0,30.0,0.0,15900.0,1000.0,0.0,540.0
12:25:41.424,300000.0,0.25,0.1,1000.0,30.0,2.5,5200.0,1000.0,0.0,0.0
12:25:45.474,278634.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,17340.0,1490.0
12:25:49.505,300000.0,0.25,0.1,1000.0,30.0,0.0,3000.0,1000.0,14478.0,410.0
12:25:53.036,290093.0,0.25,0.1,1000.0,30.0,4.1,15100.0,1000.0,20743.0,530.0
12:25:57.066,299427.0,0.25,0.1,1000.0,30.0,3.0,18000.0,1000.0,0.0,0.0
12:26:01.094,253628.0,0.25,0.1,1000.0,30.0,5.1,11800.0,1000.0,32000.0,2420.0
12:26:05.127,282558.0,0.25,0.1,1000.0,30.0,1.9,15200.0,1000.0,25966.0,550.0
12:26:09.177,266553.0,0.25,0.1,1000.0,30.0,4.8,8400.0,1000.0,32000.0,940.0
12:26:13.194,200.0,0.25,0.1,1000.0,30.0,3.7,12600.0,1000.0,6979.0,570.0
12:26:17.216,115686.0,0.25,0.1,1000.0,30.0,1.4,1000.0,1000.0,19777.0,3000.0
12:26:21.265,285674.0,0.25,0.1,1000.0,30.0,2.9,18000.0,1000.0,18902.0,960.0
12:26:25.293,149102.0,0.25,0.1,1000.0,30.0,0.0,7600.0,1000.0,32000.0,0.0
12:26:29.316,141543.0,0.25,0.1,1000.0,30.0,3.2,14000.0,1000.0,23944.0,1360.0
12:26:33.345,145289.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,16419.0,2590.0
12:26:37.379,300000.0,0.25,0.1,1000.0,30.0,3.3,500.0,1000.0,10876.0,260.0
12:26:41.409,231144.0,0.25,0.1,1000.0,30.0,1.9,18000.0,1000.0,32000.0,1290.0
12:26:45.437,3893.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,32000.0,1710.0
12:26:49.473,273028.0,0.25,0.1,1000.0,30.0,2.9,15400.0,1000.0,32000.0,710.0
12:26:53.498,147897.0,0.25,0.1,1000.0,30.0,3.2,11400.0,1000.0,0.0,2170.0
12:26:57.032,300000.0,0.25,0.1,1000.0,30.0,3.5,10300.0,1000.0,32000.0,820.0
12:27:01.055,200.0,0.25,0.1,1000.0,30.0,0.0,15400.0,1000.0,32000.0,610.0
12:27:05.079,66262.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,32000.0,3000.0
12:27:09.110,300000.0,0.25,0.1,1000.0,30.0,2.5,8700.0,1000.0,21187.0,2690.0
12:27:13.137,184619.0,0.25,0.1,1000.0,30.0,1.8,8300.0,1000.0,25039.0,3000.0
12:27:17.162,56452.0,0.25,0.1,1000.0,30.0,2.7,5300.0,1000.0,32000.0,2810.0
12:27:21.188,173122.0,0.25,0.1,1000.0,30.0,0.8,16500.0,1000.0,32000.0,3000.0
12:27:25.212,137066.0,0.25,0.1,1000.0,30.0,2.2,9500.0,1000.0,16882.0,0.0
12:27:29.231,200.0,0.25,0.1,1000.0,30.0,4.8,7300.0,1000.0,0.0,2790.0
12:27:33.275,266167.0,0.25,0.1,1000.0,30.0,0.6,10200.0,1000.0,27593.0,710.0
12:27:37.299,182851.0,0.25,0.1,1000.0,30.0,3.4,8900.0,1000.0,11507.0,1380.0
12:27:41.329,300000.0,0.25,0.1,1000.0,30.0,1.5,13700.0,1000.0,13141.0,2640.0
12:27:45.366,163819.0,0.25,0.1,1000.0,30.0,2.6,5700.0,1000.0,0.0,2570.0
12:27:49.397,134047.0,0.25,0.1,1000.0,30.0,4.3,3600.0,1000.0,0.0,1090.0
12:27:53.424,200.0,0.25,0.1,1000.0,30.0,5.1,4800.0,1000.0,0.0,760.0
12:27:57.448,176718.0,0.25,0.1,1000.0,30.0,3.5,18000.0,1000.0,32000.0,1350.0
12:28:01.482,246956.0,0.25,0.1,1000.0,30.0,0.0,3100.0,1000.0,22834.0,1480.0
12:28:05.031,231836.0,0.25,0.1,1000.0,30.0,3.9,500.0,1000.0,32000.0,320.0
12:28:09.063,300000.0,0.25,0.1,1000.0,30.0,3.9,9600.0,1000.0,13018.0,2010.0
12:28:13.083,200.0,0.25,0.1,1000.0,30.0,5.1,8600.0,1000.0,0.0,1780.0
12:28:17.101,200.0,0.25,0.1,1000.0,30.0,4.3,17000.0,1000.0,10146.0,3000.0
